amplitude,area,peak_idx,retention_time,scale,skew,compound,carbon_conc_mM,buffer_base,rel_area,relative_peak
200.74503659002235,24089.40434740826,4,24.954107290883385,0.23836172908757694,1.016156350109291,acetate,1.0,N-C-,0.012016678757013517,NaCl
7544.753721691159,905370.446602939,3,15.736550250913805,0.427621925100696,-1.4454632469352637,glucose,2.0,N-C-,0.15580955822574072,phosphate
933.9811213389429,112077.73456067314,4,21.954252817928655,0.22943449771671923,1.1856449538047238,glycerol,2.0,N-C-,0.019287996835287497,phosphate
398.40466433820546,47808.55967077559,5,24.954973831938343,0.23859664588177024,1.021494402353312,acetate,2.0,N-C-,0.00822760516389969,phosphate
7544.753721691159,905370.446602939,3,15.736550250913805,0.427621925100696,-1.4454632469352637,glucose,2.0,N-C-,0.4517542300594552,NaCl
933.9811213389429,112077.73456067314,4,21.954252817928655,0.22943449771671923,1.1856449538047238,glycerol,2.0,N-C-,0.05592361764539678,NaCl
398.40466433820546,47808.55967077559,5,24.954973831938343,0.23859664588177024,1.021494402353312,acetate,2.0,N-C-,0.023855118250612265,NaCl
9076.714614430024,1089205.7537316028,3,15.842049015829394,0.4891708765477191,-3.2516063907549233,glucose,3.0,N-C-,0.1881482991219621,phosphate
1387.4072685740944,166488.8722288912,4,21.95177662567974,0.2297113601429619,1.190631940614445,glycerol,3.0,N-C-,0.02875911922543738,phosphate
594.9808697964306,71397.7043755407,5,24.95057254820704,0.23899336003916652,1.015923044570659,acetate,3.0,N-C-,0.012333167166486381,phosphate
9076.714614430024,1089205.7537316028,3,15.842049015829394,0.4891708765477191,-3.2516063907549233,glucose,3.0,N-C-,0.5436288047935798,NaCl
1387.4072685740944,166488.8722288912,4,21.95177662567974,0.2297113601429619,1.190631940614445,glycerol,3.0,N-C-,0.08309554582423345,NaCl
594.9808697964306,71397.7043755407,5,24.95057254820704,0.23899336003916652,1.015923044570659,acetate,3.0,N-C-,0.035635001524463916,NaCl
11013.716951317629,1321646.0341581157,3,15.829339859453457,0.3506566576152913,-2.357973918547762,glucose,5.0,N-C-,0.22378166158036056,phosphate
2274.891359909226,272986.9631891072,4,21.948946105065524,0.22959662355731195,1.1924124575489616,glycerol,5.0,N-C-,0.04622226725868317,phosphate
978.3157057114292,117397.8846853715,5,24.946079524602645,0.239109928562175,1.0144624651788166,acetate,5.0,N-C-,0.01987785914073949,phosphate
11013.716951317629,1321646.0341581157,3,15.829339859453457,0.3506566576152913,-2.357973918547762,glucose,5.0,N-C-,0.6598322699507095,NaCl
2274.891359909226,272986.9631891072,4,21.948946105065524,0.22959662355731195,1.1924124575489616,glycerol,5.0,N-C-,0.13628884204442746,NaCl
978.3157057114292,117397.8846853715,5,24.946079524602645,0.239109928562175,1.0144624651788166,acetate,5.0,N-C-,0.058610937223221,NaCl
17687.771650436764,2122532.5980524123,3,15.775818605054173,0.22642323073292078,-1.0721443230561045,glucose,10.0,N-C-,0.3532280771707758,phosphate
4548.168027734054,545780.1633280865,4,21.95297387665887,0.22956217446418598,1.1931237747876224,glycerol,10.0,N-C-,0.09082775822959185,phosphate
1960.207910463119,235224.94925557426,5,24.94782139001439,0.2407394086636945,1.036812051061606,acetate,10.0,N-C-,0.039145715172704314,phosphate
17687.771650436764,2122532.5980524123,3,15.775818605054173,0.22642323073292078,-1.0721443230561045,glucose,10.0,N-C-,1.060578999495405,NaCl
4548.168027734054,545780.1633280865,4,21.95297387665887,0.22956217446418598,1.1931237747876224,glycerol,10.0,N-C-,0.2727133520107412,NaCl
1960.207910463119,235224.94925557426,5,24.94782139001439,0.2407394086636945,1.036812051061606,acetate,10.0,N-C-,0.11753630618759241,NaCl
25132.202631669017,3015864.315800283,3,15.559896566130776,0.20174809907689595,0.868339986364752,glucose,15.0,N-C-,0.4985123880758593,phosphate
6856.823473303962,822818.8167964374,4,21.9540226870064,0.22943528924815615,1.19350492834617,glycerol,15.0,N-C-,0.1360092266637994,phosphate
2957.4704569919522,354896.4548390343,5,24.945865453125005,0.2414172242860544,1.0482373844093198,acetate,15.0,N-C-,0.05866320918171551,phosphate
25132.202631669017,3015864.315800283,3,15.559896566130776,0.20174809907689595,0.868339986364752,glucose,15.0,N-C-,1.5079919814661478,NaCl
6856.823473303962,822818.8167964374,4,21.9540226870064,0.22943528924815615,1.19350492834617,glycerol,15.0,N-C-,0.4114257300727515,NaCl
2957.4704569919522,354896.4548390343,5,24.945865453125005,0.2414172242860544,1.0482373844093198,acetate,15.0,N-C-,0.1774552672493199,NaCl
32750.614158932112,3930073.699071855,3,15.55496339091141,0.20627185783850763,1.0386773579954869,glucose,20.0,N-C-,0.6500855136794584,phosphate
9119.193991253745,1094303.2789503003,4,21.957017876871983,0.22917960172237647,1.1917910069162216,glycerol,20.0,N-C-,0.18101205312906143,phosphate
3935.3265370965732,472239.18445158866,5,24.945352005781828,0.2422634131828731,1.0625573520463858,acetate,20.0,N-C-,0.07811452820243069,phosphate
32750.614158932112,3930073.699071855,3,15.55496339091141,0.20627185783850763,1.0386773579954869,glucose,20.0,N-C-,1.9666225682576512,NaCl
9119.193991253745,1094303.2789503003,4,21.957017876871983,0.22917960172237647,1.1917910069162216,glycerol,20.0,N-C-,0.5475931724665251,NaCl
3935.3265370965732,472239.18445158866,5,24.945352005781828,0.2422634131828731,1.0625573520463858,acetate,20.0,N-C-,0.23631013280423013,NaCl
40452.53802612816,4854304.56313538,3,15.54939717956967,0.20817841615925883,1.127545970281453,glucose,25.0,N-C-,0.8042484852258794,phosphate
11396.88360267778,1367626.0323208557,4,21.954258858881264,0.2290282840233256,1.1906799671815091,glycerol,25.0,N-C-,0.2265847044708498,phosphate
4918.093926489356,590171.2711787227,5,24.93988098899143,0.24297750842980292,1.0745622035657394,acetate,25.0,N-C-,0.0977780328152192,phosphate
40452.53802612816,4854304.56313538,3,15.54939717956967,0.20817841615925883,1.127545970281453,glucose,25.0,N-C-,2.431781309992342,NaCl
11396.88360267778,1367626.0323208557,4,21.954258858881264,0.2290282840233256,1.1906799671815091,glycerol,25.0,N-C-,0.6851171740878033,NaCl
4918.093926489356,590171.2711787227,5,24.93988098899143,0.24297750842980292,1.0745622035657394,acetate,25.0,N-C-,0.29564841848733736,NaCl
48067.238914137204,5768068.669696467,3,15.548436232561855,0.20851607320999987,1.1763910926360437,glucose,30.0,N-C-,0.9593352310189266,phosphate
13646.667841027649,1637600.1409114045,4,21.95518161223567,0.228442453177402,1.1878081575124495,glycerol,30.0,N-C-,0.27236283051750493,phosphate
5890.596696974684,706871.6036369621,5,24.93777273095207,0.24335993280341556,1.086090667504974,acetate,30.0,N-C-,0.11756566573807264,phosphate
48067.238914137204,5768068.669696467,3,15.548436232561855,0.20851607320999987,1.1763910926360437,glucose,30.0,N-C-,2.9040475231868115,NaCl
13646.667841027649,1637600.1409114045,4,21.95518161223567,0.228442453177402,1.1878081575124495,glycerol,30.0,N-C-,0.824481972305367,NaCl
5890.596696974684,706871.6036369621,5,24.93777273095207,0.24335993280341556,1.086090667504974,acetate,30.0,N-C-,0.35588839996612476,NaCl
