amplitude,area,peak_idx,retention_time,scale,skew,compound,carbon_conc_mM,buffer_base
16710.59145849692,2005270.9750196198,1,10.985837422202385,0.1364455652983936,1.4145501204145376,NaCl,0.1,N-C-
51467.55338029454,6176106.405635346,2,15.236938251521568,0.3085578414417012,-3.5415127483205966,phosphate,0.1,N-C-
16693.989482115438,2003278.737853842,1,10.985631785558633,0.1362676943488094,1.4139741672395052,NaCl,0.3,N-C-
51444.67205992074,6173360.647190489,2,15.235539004097099,0.3083233016742112,-3.5195841638590495,phosphate,0.3,N-C-
145.80262939039585,17496.315526847502,3,21.957505285006146,0.2250912261928086,1.0383017250456852,glycerol,0.3,N-C-
59.43836742172537,7132.603869630773,4,24.95483099107791,0.23681576380948516,1.0432476030547129,acetate,0.3,N-C-
16698.17409872411,2003780.8918468817,1,10.985400396305769,0.13657765243140135,1.4155791709860603,NaCl,0.5,N-C-
50491.0852165963,6058930.225991556,2,15.232734548270406,0.3101662095189316,-4.3173404412749266,phosphate,0.5,N-C-
2936.0978787502013,352331.74548166816,3,15.271998112030522,0.28514757122654966,15.029235686444348,phosphate,0.5,N-C-
103.32787923665366,12399.345503427365,4,24.95231014750206,0.2400692025100316,1.0240756247414555,acetate,0.5,N-C-
16705.53405709034,2004664.0868508294,1,10.985925070020272,0.13656675136323354,1.414123160936125,NaCl,1.0,N-C-
51485.76135581007,6178291.362697209,2,15.236347794750161,0.30826213293568266,-3.4695005835206936,phosphate,1.0,N-C-
472.9999219468087,56759.990633617046,3,21.952393667971027,0.22994097654408427,1.1810088425097285,glycerol,1.0,N-C-
200.74503659002235,24089.40434740826,4,24.954107290883385,0.23836172908757694,1.016156350109291,acetate,1.0,N-C-
16701.014002012187,2004121.6802414525,1,10.986574289925816,0.1365754758069947,1.4161729974965656,NaCl,2.0,N-C-
48422.91966940907,5810750.360329089,2,15.2299178755387,0.30917409173746374,-4.163355278816907,phosphate,2.0,N-C-
7544.753721691159,905370.446602939,3,15.736550250913805,0.427621925100696,-1.4454632469352637,glucose,2.0,N-C-
933.9811213389429,112077.73456067314,4,21.954252817928655,0.22943449771671923,1.1856449538047238,glycerol,2.0,N-C-
398.40466433820546,47808.55967077559,5,24.954973831938343,0.23859664588177024,1.021494402353312,acetate,2.0,N-C-
16696.529938064235,2003583.5925676953,1,10.984133089282468,0.1365731700519596,1.4172751139438764,NaCl,3.0,N-C-
48242.34211411226,5789081.0536934715,2,15.22778826506223,0.308381811062997,-4.147453111660202,phosphate,3.0,N-C-
9076.714614430024,1089205.7537316028,3,15.842049015829394,0.4891708765477191,-3.2516063907549233,glucose,3.0,N-C-
1387.4072685740944,166488.8722288912,4,21.95177662567974,0.2297113601429619,1.190631940614445,glycerol,3.0,N-C-
594.9808697964306,71397.7043755407,5,24.95057254820704,0.23899336003916652,1.015923044570659,acetate,3.0,N-C-
16691.691893366245,2003003.0272039357,1,10.983378691817503,0.13669953634053622,1.417893248025248,NaCl,5.0,N-C-
49216.35165964025,5905962.19915683,2,15.22559801393339,0.30980416998718024,-4.154826362975301,phosphate,5.0,N-C-
11013.716951317629,1321646.0341581157,3,15.829339859453457,0.3506566576152913,-2.357973918547762,glucose,5.0,N-C-
2274.891359909226,272986.9631891072,4,21.948946105065524,0.22959662355731195,1.1924124575489616,glycerol,5.0,N-C-
978.3157057114292,117397.8846853715,5,24.946079524602645,0.239109928562175,1.0144624651788166,acetate,5.0,N-C-
16696.62813213913,2003595.37585668,1,10.990418258550337,0.13625779383705522,1.412848636024016,NaCl,0.0,N-C-
51442.770826091124,6173132.4991309345,2,15.24136776975862,0.30853049693752277,-3.551463999501029,phosphate,0.0,N-C-
16677.467363442276,2001296.0836130609,1,10.984265352497424,0.1366521999437015,1.418619328310417,NaCl,10.0,N-C-
50074.64806339624,6008957.767607549,2,15.228583490310823,0.3092966507465615,-4.0325981227423755,phosphate,10.0,N-C-
17687.771650436764,2122532.5980524123,3,15.775818605054173,0.22642323073292078,-1.0721443230561045,glucose,10.0,N-C-
4548.168027734054,545780.1633280865,4,21.95297387665887,0.22956217446418598,1.1931237747876224,glycerol,10.0,N-C-
1960.207910463119,235224.94925557426,5,24.94782139001439,0.2407394086636945,1.036812051061606,acetate,10.0,N-C-
16666.00548315539,1999920.6579786346,1,10.984642108263044,0.1368164417701923,1.4203429637849414,NaCl,15.0,N-C-
50414.39938669012,6049727.926402814,2,15.230682866041748,0.3095809499967827,-3.890871661780361,phosphate,15.0,N-C-
25132.202631669017,3015864.315800283,3,15.559896566130776,0.20174809907689595,0.868339986364752,glucose,15.0,N-C-
6856.823473303962,822818.8167964374,4,21.9540226870064,0.22943528924815615,1.19350492834617,glycerol,15.0,N-C-
2957.4704569919522,354896.4548390343,5,24.945865453125005,0.2414172242860544,1.0482373844093198,acetate,15.0,N-C-
16653.228071082296,1998387.3685298662,1,10.98653121214501,0.1367516530514376,1.4216047287581164,NaCl,20.0,N-C-
50378.9324170061,6045471.890040731,2,15.233495092362354,0.3096246407479865,-3.8383713189690027,phosphate,20.0,N-C-
32750.614158932112,3930073.699071855,3,15.55496339091141,0.20627185783850763,1.0386773579954869,glucose,20.0,N-C-
9119.193991253745,1094303.2789503003,4,21.957017876871983,0.22917960172237647,1.1917910069162216,glycerol,20.0,N-C-
3935.3265370965732,472239.18445158866,5,24.945352005781828,0.2422634131828731,1.0625573520463858,acetate,20.0,N-C-
16634.94075717515,1996192.890861007,1,10.98463964528208,0.13666761144408804,1.4213814303294847,NaCl,25.0,N-C-
50298.566758463836,6035826.802672822,2,15.230451353356834,0.30960146597932864,-3.792607589385288,phosphate,25.0,N-C-
40452.53802612816,4854304.56313538,3,15.54939717956967,0.20817841615925883,1.127545970281453,glucose,25.0,N-C-
11396.88360267778,1367626.0323208557,4,21.954258858881264,0.2290282840233256,1.1906799671815091,glycerol,25.0,N-C-
4918.093926489356,590171.2711787227,5,24.93988098899143,0.24297750842980292,1.0745622035657394,acetate,25.0,N-C-
