amplitude,area,peak_idx,retention_time,scale,skew,compound,carbon_conc_mM,buffer_base
16551.80864994589,1986217.0379934995,1,10.984830427442926,0.136617244926472,1.4347988109831233,NaCl,30.0,N-C-
50105.02705089796,6012568.373591472,2,15.229853961821314,0.308969336740165,-3.752881623576739,phosphate,30.0,N-C-
48067.238914137204,5768068.669696467,3,15.548436232561855,0.20851607320999987,1.1763910926360437,glucose,30.0,N-C-
13646.667841027649,1637600.1409114045,4,21.95518161223567,0.228442453177402,1.1878081575124495,glycerol,30.0,N-C-
5890.596696974684,706871.6036369621,5,24.93777273095207,0.24335993280341556,1.086090667504974,acetate,30.0,N-C-
24950.737589024113,2994088.486983932,1,15.043100811533648,0.2623797476781467,-2.66389972600819,phosphate,0.1,DM
846.7892157995701,101614.70570170926,2,15.132112465643965,0.3802745925692687,23.399109027844577,phosphate,0.1,DM
24942.051305098823,2993044.586332345,1,15.03649466166791,0.26224775340214584,-2.665604876928545,phosphate,0.3,DM
1251.8240754385972,150218.88899065024,2,15.126818919139652,0.5552796567892144,33.46780822802434,phosphate,0.3,DM
138.94650752013186,16673.580902415822,3,21.960532862478814,0.22332022850940839,1.153484432632534,glycerol,0.3,DM
58.366061569238724,7003.927010896208,4,24.970625805966165,0.22957681049848663,0.9281227454526767,acetate,0.3,DM
24699.889939680368,2963985.671623984,1,15.035775295162821,0.26051953988307,-2.579417547992753,phosphate,0.5,DM
1693.5129240139106,203207.9695332733,2,15.878564874386779,0.5432467355703074,-3.658649025544187,,0.5,DM
240.59812881423193,28871.775457707838,3,21.963349848108596,0.22468793412614282,1.151612190545495,glycerol,0.5,DM
100.4990602634328,12059.887077166073,4,24.970015657455512,0.23362457985267854,0.9906635390547814,acetate,0.5,DM
24879.92113325412,2985589.1500080824,1,15.036485830433767,0.2610253225523863,-2.578919404816311,phosphate,1.0,DM
2285.101556890983,274212.1795244694,2,15.869315597866535,0.38626828609671565,-2.9836034745068756,,1.0,DM
469.7434115231005,56369.20938277207,3,21.961255135970934,0.22646105137104966,1.1777110733018472,glycerol,1.0,DM
198.68633477553226,23842.360052707114,4,24.96911633667497,0.23505659643333313,0.9868606464447668,acetate,1.0,DM
25031.825985787043,3003817.565955273,1,15.037060487019625,0.26054911045015455,-2.5176233368302845,phosphate,2.0,DM
3629.367208882825,435524.065065939,2,15.81932961454947,0.25395431405068736,-1.5391897731673732,glucose,2.0,DM
934.6657462320845,112159.88954733736,3,21.961583394249786,0.22779191889850656,1.1899442804741898,glycerol,2.0,DM
396.3482832218701,47561.793942035954,4,24.969361507431376,0.23701836824198047,1.0037497720846649,acetate,2.0,DM
25058.52520925509,3007021.6833337513,1,15.034735418315057,0.26028738542349866,-2.4869680944173727,phosphate,3.0,DM
5114.551340548154,613746.1608657787,2,15.778709047805172,0.2087213661743588,-0.9503448051711089,glucose,3.0,DM
1396.3567219665522,167562.8066350357,3,21.95726229929765,0.2280536746589993,1.1914359709117084,glycerol,3.0,DM
594.2199269322665,71306.39121003443,4,24.963165933544143,0.23834975002681438,1.020483411819436,acetate,3.0,DM
25067.68518581203,3008120.284014754,1,15.031875392449372,0.2600602759231212,-2.443767718479177,phosphate,5.0,DM
8062.2142058778945,967465.7047053474,2,15.5577038255854,0.20630622508243726,1.0657255055459374,glucose,5.0,DM
2289.2113114602444,274705.35737390514,3,21.954078343065884,0.22844377798632604,1.191463828323189,glycerol,5.0,DM
973.963436506582,116875.6123568727,4,24.958963655582547,0.2387070032097326,1.0202536087211036,acetate,5.0,DM
25087.460654685266,3010495.266294026,1,15.038257661953457,0.2594446686262837,-2.4356715192787552,phosphate,0.0,DM
25103.790245136064,3012453.651887407,1,15.032364262922725,0.260167904388016,-2.419039561140701,phosphate,10.0,DM
15808.236763498098,1896988.4116197724,2,15.54849003329489,0.21321776543992743,1.3100344856562514,glucose,10.0,DM
4604.579341942242,552549.5210305093,3,21.95509168743509,0.22907272850193092,1.1965387573045478,glycerol,10.0,DM
1960.9030967214474,235308.37160561013,4,24.957686575257558,0.24019261631236882,1.035092680992897,acetate,10.0,DM
25094.101000314186,3011289.1281647105,1,15.035103336946827,0.2601024202591553,-2.399737453296642,phosphate,15.0,DM
23502.334702641252,2820280.1643169513,2,15.550107450870813,0.21417142378066578,1.3698177080141436,glucose,15.0,DM
6903.8757785019725,828465.0934151392,3,21.957898684774655,0.22904022764413884,1.194895260688314,glycerol,15.0,DM
2943.458872863764,353215.0647436517,4,24.95849737727376,0.2410591740843584,1.046425999874679,acetate,15.0,DM
25099.7447645081,3011965.058212544,1,15.032671328438413,0.2600483799946708,-2.375203618049827,phosphate,20.0,DM
31305.118489029705,3756614.218683565,2,15.54742855907511,0.21449867925856503,1.3969196772171488,glucose,20.0,DM
9231.403732239361,1107768.4478633716,3,21.9546640143337,0.2289609996515472,1.1945855312485987,glycerol,20.0,DM
3937.1980862735545,472463.77035282657,4,24.952295574162118,0.24198246267279128,1.0607970086231795,acetate,20.0,DM
25091.54145954301,3010980.7229564036,1,15.033001317044048,0.2599663242267119,-2.344258141731583,phosphate,25.0,DM
39030.897287877655,4683707.674545321,2,15.547947748968987,0.21468083827305692,1.410424846500438,glucose,25.0,DM
11534.753689401377,1384170.4427215513,3,21.95502810475548,0.22898338838915763,1.1945177625614627,glycerol,25.0,DM
4921.287199514295,590554.4639417155,4,24.950531260977595,0.2429126475779259,1.074212832606386,acetate,25.0,DM
25055.529769832756,3006657.230514941,1,15.035845542672188,0.2597130664427743,-2.310708344959453,phosphate,30.0,DM
46686.83928213823,5602420.713856589,2,15.551316867466223,0.2146666249998912,1.4173897918936185,glucose,30.0,DM
13813.2452831595,1657589.4339690998,3,21.958281082135482,0.22894796107454846,1.1940264474750117,glycerol,30.0,DM
5895.18995946975,707422.7951363701,4,24.950902053813437,0.24378551582564373,1.0876163929651306,acetate,30.0,DM
