well,od_600nm,time_s,temp_C,strain,medium,glucose_mM,replicate
B10,0.035599999130000004,0.0,24.1,blank,blank,0.0,1
B10,0.03550000116,2662.9,37.1,blank,blank,0.0,1
B10,0.03539999947,29295.2,37.7,blank,blank,0.0,1
B10,0.03539999947,29591.1,37.1,blank,blank,0.0,1
B10,0.03570000082,29887.1,37.7,blank,blank,0.0,1
B10,0.03550000116,30183.0,37.2,blank,blank,0.0,1
B10,0.03570000082,30478.9,37.6,blank,blank,0.0,1
B10,0.0353000015,30774.8,37.2,blank,blank,0.0,1
B10,0.03539999947,31070.7,37.3,blank,blank,0.0,1
B10,0.03539999947,31366.6,37.4,blank,blank,0.0,1
B10,0.03550000116,31662.6,37.5,blank,blank,0.0,1
B10,0.03550000116,31958.5,37.4,blank,blank,0.0,1
B10,0.03570000082,2958.8,37.3,blank,blank,0.0,1
B10,0.03550000116,32254.4,37.2,blank,blank,0.0,1
B10,0.03550000116,32550.3,37.5,blank,blank,0.0,1
B10,0.03550000116,32846.2,37.0,blank,blank,0.0,1
B10,0.03550000116,33142.1,37.6,blank,blank,0.0,1
B10,0.0353000015,33438.0,37.1,blank,blank,0.0,1
B10,0.03550000116,33734.0,37.6,blank,blank,0.0,1
B10,0.0353000015,34029.9,37.1,blank,blank,0.0,1
B10,0.03539999947,34325.8,37.7,blank,blank,0.0,1
B10,0.03550000116,34621.7,37.2,blank,blank,0.0,1
B10,0.035599999130000004,34917.6,37.6,blank,blank,0.0,1
B10,0.035799998789999996,3254.7,37.6,blank,blank,0.0,1
B10,0.03570000082,35213.5,37.3,blank,blank,0.0,1
B10,0.03550000116,35509.5,37.5,blank,blank,0.0,1
B10,0.03550000116,35805.4,37.2,blank,blank,0.0,1
B10,0.035599999130000004,36101.3,37.5,blank,blank,0.0,1
B10,0.03550000116,36397.2,37.4,blank,blank,0.0,1
B10,0.035599999130000004,36693.1,37.3,blank,blank,0.0,1
B10,0.03550000116,36989.0,37.4,blank,blank,0.0,1
B10,0.03539999947,37284.9,37.1,blank,blank,0.0,1
B10,0.03519999981,37580.9,37.4,blank,blank,0.0,1
B10,0.03550000116,37876.8,37.0,blank,blank,0.0,1
B10,0.035599999130000004,3550.6,37.6,blank,blank,0.0,1
B10,0.0353000015,38172.7,37.7,blank,blank,0.0,1
B10,0.035599999130000004,38468.6,37.1,blank,blank,0.0,1
B10,0.0353000015,38764.5,37.7,blank,blank,0.0,1
B10,0.03539999947,39060.4,37.3,blank,blank,0.0,1
B10,0.03550000116,39356.3,37.6,blank,blank,0.0,1
B10,0.03539999947,39652.3,37.2,blank,blank,0.0,1
B10,0.03539999947,39948.2,37.5,blank,blank,0.0,1
B10,0.03550000116,40244.1,37.2,blank,blank,0.0,1
B10,0.03539999947,40540.0,37.7,blank,blank,0.0,1
B10,0.03539999947,40836.0,37.3,blank,blank,0.0,1
B10,0.035599999130000004,3846.6,36.9,blank,blank,0.0,1
B10,0.03570000082,41131.9,37.3,blank,blank,0.0,1
B10,0.0353000015,41427.8,37.5,blank,blank,0.0,1
B10,0.035599999130000004,41723.7,37.3,blank,blank,0.0,1
B10,0.03539999947,42019.6,37.5,blank,blank,0.0,1
B10,0.0353000015,42315.5,37.0,blank,blank,0.0,1
B10,0.03539999947,42611.4,37.6,blank,blank,0.0,1
B10,0.03550000116,42907.4,37.1,blank,blank,0.0,1
B10,0.03550000116,43203.3,37.7,blank,blank,0.0,1
B10,0.0353000015,43499.2,37.2,blank,blank,0.0,1
B10,0.035599999130000004,43795.1,37.7,blank,blank,0.0,1
B10,0.035599999130000004,4142.5,37.3,blank,blank,0.0,1
B10,0.03550000116,44091.0,37.2,blank,blank,0.0,1
B10,0.03550000116,44386.9,37.5,blank,blank,0.0,1
B10,0.03519999981,44682.8,37.3,blank,blank,0.0,1
B10,0.0353000015,44978.8,37.5,blank,blank,0.0,1
B10,0.03519999981,45274.7,37.4,blank,blank,0.0,1
B10,0.03550000116,45570.6,37.0,blank,blank,0.0,1
B10,0.0353000015,45866.5,37.5,blank,blank,0.0,1
B10,0.03519999981,46162.4,37.0,blank,blank,0.0,1
B10,0.03539999947,46458.3,37.7,blank,blank,0.0,1
B10,0.03539999947,46754.2,37.1,blank,blank,0.0,1
B10,0.035799998789999996,4438.4,37.5,blank,blank,0.0,1
B10,0.03539999947,47050.2,37.7,blank,blank,0.0,1
B10,0.03510000184,47346.1,37.3,blank,blank,0.0,1
B10,0.03539999947,47642.0,37.1,blank,blank,0.0,1
B10,0.03519999981,47937.9,37.7,blank,blank,0.0,1
B10,0.0353000015,48233.8,37.1,blank,blank,0.0,1
B10,0.0353000015,48529.8,37.6,blank,blank,0.0,1
B10,0.03750000149,48825.7,37.2,blank,blank,0.0,1
B10,0.0353000015,49121.6,37.6,blank,blank,0.0,1
B10,0.03539999947,49417.5,37.2,blank,blank,0.0,1
B10,0.03519999981,49713.4,37.6,blank,blank,0.0,1
B10,0.03570000082,4734.3,37.0,blank,blank,0.0,1
B10,0.0353000015,50009.3,37.3,blank,blank,0.0,1
B10,0.03519999981,50305.2,37.6,blank,blank,0.0,1
B10,0.0353000015,50601.2,37.3,blank,blank,0.0,1
B10,0.0353000015,50897.1,37.6,blank,blank,0.0,1
B10,0.0353000015,51193.0,37.2,blank,blank,0.0,1
B10,0.0353000015,51488.9,37.6,blank,blank,0.0,1
B10,0.03539999947,51784.8,37.1,blank,blank,0.0,1
B10,0.03550000116,52080.7,37.6,blank,blank,0.0,1
B10,0.03519999981,52376.7,37.0,blank,blank,0.0,1
B10,0.03539999947,52672.6,37.6,blank,blank,0.0,1
B10,0.03570000082,5030.2,37.5,blank,blank,0.0,1
B10,0.03519999981,52968.5,37.0,blank,blank,0.0,1
B10,0.03510000184,53264.4,37.6,blank,blank,0.0,1
B10,0.0353000015,53560.3,37.0,blank,blank,0.0,1
B10,0.03550000116,53856.2,37.4,blank,blank,0.0,1
B10,0.0353000015,54152.2,37.3,blank,blank,0.0,1
B10,0.03519999981,54448.2,37.3,blank,blank,0.0,1
B10,0.03519999981,54744.1,37.4,blank,blank,0.0,1
B10,0.0353000015,55040.0,37.1,blank,blank,0.0,1
B10,0.0353000015,55335.9,37.6,blank,blank,0.0,1
B10,0.03539999947,55631.8,37.3,blank,blank,0.0,1
B10,0.035599999130000004,5326.1,37.4,blank,blank,0.0,1
B10,0.0353000015,55927.8,37.5,blank,blank,0.0,1
B10,0.03539999947,56223.7,37.4,blank,blank,0.0,1
B10,0.0353000015,56519.6,37.2,blank,blank,0.0,1
B10,0.03510000184,56815.5,37.4,blank,blank,0.0,1
B10,0.03519999981,57111.4,37.4,blank,blank,0.0,1
B10,0.0353000015,57407.3,37.4,blank,blank,0.0,1
B10,0.03539999947,57703.3,37.3,blank,blank,0.0,1
B10,0.03550000116,57999.2,37.6,blank,blank,0.0,1
B10,0.03539999947,58295.1,37.0,blank,blank,0.0,1
B10,0.03539999947,58591.0,37.7,blank,blank,0.0,1
B10,0.03570000082,295.6,37.3,blank,blank,0.0,1
B10,0.035799998789999996,5622.0,37.1,blank,blank,0.0,1
B10,0.0353000015,58886.9,37.2,blank,blank,0.0,1
B10,0.03550000116,59182.8,37.4,blank,blank,0.0,1
B10,0.03550000116,59478.7,37.5,blank,blank,0.0,1
B10,0.03550000116,59774.7,37.0,blank,blank,0.0,1
B10,0.03539999947,60070.6,37.6,blank,blank,0.0,1
B10,0.03539999947,60366.5,37.1,blank,blank,0.0,1
B10,0.03550000116,60662.4,37.7,blank,blank,0.0,1
B10,0.03550000116,60958.3,37.3,blank,blank,0.0,1
B10,0.03539999947,61254.2,37.3,blank,blank,0.0,1
B10,0.035599999130000004,61550.2,37.6,blank,blank,0.0,1
B10,0.03550000116,5918.0,37.7,blank,blank,0.0,1
B10,0.0353000015,61846.1,37.0,blank,blank,0.0,1
B10,0.03550000116,62142.0,37.7,blank,blank,0.0,1
B10,0.03550000116,62437.9,37.1,blank,blank,0.0,1
B10,0.03550000116,62733.8,37.6,blank,blank,0.0,1
B10,0.035599999130000004,63029.7,37.3,blank,blank,0.0,1
B10,0.035599999130000004,63325.7,37.6,blank,blank,0.0,1
B10,0.035799998789999996,6213.9,37.2,blank,blank,0.0,1
B10,0.035799998789999996,6509.8,37.6,blank,blank,0.0,1
B10,0.03570000082,6805.7,37.2,blank,blank,0.0,1
B10,0.03570000082,7101.6,37.7,blank,blank,0.0,1
B10,0.035799998789999996,7397.5,37.2,blank,blank,0.0,1
B10,0.035599999130000004,7693.5,37.7,blank,blank,0.0,1
B10,0.03550000116,7989.4,37.1,blank,blank,0.0,1
B10,0.03570000082,8285.3,37.6,blank,blank,0.0,1
B10,0.035599999130000004,591.5,36.8,blank,blank,0.0,1
B10,0.03550000116,8581.2,37.1,blank,blank,0.0,1
B10,0.035799998789999996,8877.1,37.6,blank,blank,0.0,1
B10,0.03550000116,9173.0,37.0,blank,blank,0.0,1
B10,0.035599999130000004,9468.9,37.7,blank,blank,0.0,1
B10,0.03550000116,9764.9,37.2,blank,blank,0.0,1
B10,0.035799998789999996,10060.8,37.6,blank,blank,0.0,1
B10,0.03550000116,10356.7,37.3,blank,blank,0.0,1
B10,0.035599999130000004,10652.6,37.4,blank,blank,0.0,1
B10,0.03570000082,10948.5,37.2,blank,blank,0.0,1
B10,0.035799998789999996,11244.4,37.6,blank,blank,0.0,1
B10,0.03590000048,887.4,37.4,blank,blank,0.0,1
B10,0.03550000116,11540.3,37.3,blank,blank,0.0,1
B10,0.03570000082,11836.3,37.5,blank,blank,0.0,1
B10,0.03570000082,12132.2,37.2,blank,blank,0.0,1
B10,0.03570000082,12428.1,37.5,blank,blank,0.0,1
B10,0.03570000082,12724.0,37.5,blank,blank,0.0,1
B10,0.03570000082,13019.9,37.1,blank,blank,0.0,1
B10,0.03570000082,13315.8,37.6,blank,blank,0.0,1
B10,0.035599999130000004,13611.7,37.1,blank,blank,0.0,1
B10,0.035599999130000004,13907.7,37.7,blank,blank,0.0,1
B10,0.035599999130000004,14203.6,37.2,blank,blank,0.0,1
B10,0.035799998789999996,1183.3,37.4,blank,blank,0.0,1
B10,0.03570000082,14499.5,37.7,blank,blank,0.0,1
B10,0.03550000116,14795.4,37.2,blank,blank,0.0,1
B10,0.035599999130000004,15091.3,37.5,blank,blank,0.0,1
B10,0.03570000082,15387.2,37.3,blank,blank,0.0,1
B10,0.035599999130000004,15683.1,37.4,blank,blank,0.0,1
B10,0.03550000116,15979.1,37.3,blank,blank,0.0,1
B10,0.03570000082,16275.0,37.6,blank,blank,0.0,1
B10,0.03550000116,16570.9,37.5,blank,blank,0.0,1
B10,0.03570000082,16866.8,37.1,blank,blank,0.0,1
B10,0.035599999130000004,17162.7,37.6,blank,blank,0.0,1
B10,0.03570000082,1479.2,37.1,blank,blank,0.0,1
B10,0.035799998789999996,17458.6,37.1,blank,blank,0.0,1
B10,0.035799998789999996,17754.5,37.7,blank,blank,0.0,1
B10,0.03550000116,18050.4,37.3,blank,blank,0.0,1
B10,0.03550000116,18346.4,37.4,blank,blank,0.0,1
B10,0.035599999130000004,18642.3,37.6,blank,blank,0.0,1
B10,0.035599999130000004,18938.2,37.0,blank,blank,0.0,1
B10,0.03539999947,19234.1,37.6,blank,blank,0.0,1
B10,0.03570000082,19530.0,37.0,blank,blank,0.0,1
B10,0.03539999947,19825.9,37.6,blank,blank,0.0,1
B10,0.03550000116,20121.9,37.0,blank,blank,0.0,1
B10,0.03570000082,1775.1,36.9,blank,blank,0.0,1
B10,0.035599999130000004,20417.8,37.7,blank,blank,0.0,1
B10,0.03550000116,20713.7,37.2,blank,blank,0.0,1
B10,0.03539999947,21009.6,37.6,blank,blank,0.0,1
B10,0.03570000082,21305.5,37.0,blank,blank,0.0,1
B10,0.03550000116,21601.4,37.5,blank,blank,0.0,1
B10,0.035599999130000004,21897.3,36.9,blank,blank,0.0,1
B10,0.035599999130000004,22193.3,37.6,blank,blank,0.0,1
B10,0.035599999130000004,22489.2,37.2,blank,blank,0.0,1
B10,0.03539999947,22785.1,37.6,blank,blank,0.0,1
B10,0.035799998789999996,23081.0,37.1,blank,blank,0.0,1
B10,0.03590000048,2071.1,36.9,blank,blank,0.0,1
B10,0.035599999130000004,23376.9,37.5,blank,blank,0.0,1
B10,0.035599999130000004,23672.8,37.1,blank,blank,0.0,1
B10,0.03550000116,23968.8,37.7,blank,blank,0.0,1
B10,0.035599999130000004,24264.7,37.3,blank,blank,0.0,1
B10,0.03570000082,24560.6,37.6,blank,blank,0.0,1
B10,0.035799998789999996,24856.5,37.5,blank,blank,0.0,1
B10,0.03550000116,25152.4,37.0,blank,blank,0.0,1
B10,0.03550000116,25448.3,37.7,blank,blank,0.0,1
B10,0.03550000116,25744.2,37.2,blank,blank,0.0,1
B10,0.035599999130000004,26040.2,37.6,blank,blank,0.0,1
B10,0.03590000048,2367.0,36.9,blank,blank,0.0,1
B10,0.035599999130000004,26336.1,37.3,blank,blank,0.0,1
B10,0.03550000116,26632.0,37.0,blank,blank,0.0,1
B10,0.035599999130000004,26927.9,37.5,blank,blank,0.0,1
B10,0.035599999130000004,27223.8,37.0,blank,blank,0.0,1
B10,0.03550000116,27519.7,37.5,blank,blank,0.0,1
B10,0.03550000116,27815.7,37.0,blank,blank,0.0,1
B10,0.035599999130000004,28111.6,37.6,blank,blank,0.0,1
B10,0.035599999130000004,28407.5,37.1,blank,blank,0.0,1
B10,0.03570000082,28703.4,37.6,blank,blank,0.0,1
B10,0.03550000116,28999.3,37.2,blank,blank,0.0,1
B11,0.03599999845,0.0,24.1,blank,blank,0.0,2
B11,0.03599999845,2662.9,37.1,blank,blank,0.0,2
B11,0.035799998789999996,29295.2,37.7,blank,blank,0.0,2
B11,0.03599999845,29591.1,37.1,blank,blank,0.0,2
B11,0.03590000048,29887.1,37.7,blank,blank,0.0,2
B11,0.03590000048,30183.0,37.2,blank,blank,0.0,2
B11,0.035799998789999996,30478.9,37.6,blank,blank,0.0,2
B11,0.03570000082,30774.8,37.2,blank,blank,0.0,2
B11,0.03570000082,31070.7,37.3,blank,blank,0.0,2
B11,0.035799998789999996,31366.6,37.4,blank,blank,0.0,2
B11,0.03599999845,31662.6,37.5,blank,blank,0.0,2
B11,0.03590000048,31958.5,37.4,blank,blank,0.0,2
B11,0.03590000048,2958.8,37.3,blank,blank,0.0,2
B11,0.035799998789999996,32254.4,37.2,blank,blank,0.0,2
B11,0.03570000082,32550.3,37.5,blank,blank,0.0,2
B11,0.035799998789999996,32846.2,37.0,blank,blank,0.0,2
B11,0.03570000082,33142.1,37.6,blank,blank,0.0,2
B11,0.03570000082,33438.0,37.1,blank,blank,0.0,2
B11,0.03570000082,33734.0,37.6,blank,blank,0.0,2
B11,0.035599999130000004,34029.9,37.1,blank,blank,0.0,2
B11,0.03590000048,34325.8,37.7,blank,blank,0.0,2
B11,0.035599999130000004,34621.7,37.2,blank,blank,0.0,2
B11,0.03590000048,34917.6,37.6,blank,blank,0.0,2
B11,0.03599999845,3254.7,37.6,blank,blank,0.0,2
B11,0.035799998789999996,35213.5,37.3,blank,blank,0.0,2
B11,0.03590000048,35509.5,37.5,blank,blank,0.0,2
B11,0.03570000082,35805.4,37.2,blank,blank,0.0,2
B11,0.035799998789999996,36101.3,37.5,blank,blank,0.0,2
B11,0.03570000082,36397.2,37.4,blank,blank,0.0,2
B11,0.035799998789999996,36693.1,37.3,blank,blank,0.0,2
B11,0.035799998789999996,36989.0,37.4,blank,blank,0.0,2
B11,0.035599999130000004,37284.9,37.1,blank,blank,0.0,2
B11,0.03570000082,37580.9,37.4,blank,blank,0.0,2
B11,0.035799998789999996,37876.8,37.0,blank,blank,0.0,2
B11,0.035799998789999996,3550.6,37.6,blank,blank,0.0,2
B11,0.035599999130000004,38172.7,37.7,blank,blank,0.0,2
B11,0.035599999130000004,38468.6,37.1,blank,blank,0.0,2
B11,0.03550000116,38764.5,37.7,blank,blank,0.0,2
B11,0.03570000082,39060.4,37.3,blank,blank,0.0,2
B11,0.035599999130000004,39356.3,37.6,blank,blank,0.0,2
B11,0.035599999130000004,39652.3,37.2,blank,blank,0.0,2
B11,0.03570000082,39948.2,37.5,blank,blank,0.0,2
B11,0.035599999130000004,40244.1,37.2,blank,blank,0.0,2
B11,0.035799998789999996,40540.0,37.7,blank,blank,0.0,2
B11,0.03570000082,40836.0,37.3,blank,blank,0.0,2
B11,0.03590000048,3846.6,36.9,blank,blank,0.0,2
B11,0.03590000048,41131.9,37.3,blank,blank,0.0,2
B11,0.035599999130000004,41427.8,37.5,blank,blank,0.0,2
B11,0.035599999130000004,41723.7,37.3,blank,blank,0.0,2
B11,0.035599999130000004,42019.6,37.5,blank,blank,0.0,2
B11,0.03570000082,42315.5,37.0,blank,blank,0.0,2
B11,0.03570000082,42611.4,37.6,blank,blank,0.0,2
B11,0.035799998789999996,42907.4,37.1,blank,blank,0.0,2
B11,0.03570000082,43203.3,37.7,blank,blank,0.0,2
B11,0.03570000082,43499.2,37.2,blank,blank,0.0,2
B11,0.03599999845,43795.1,37.7,blank,blank,0.0,2
B11,0.03599999845,4142.5,37.3,blank,blank,0.0,2
B11,0.03570000082,44091.0,37.2,blank,blank,0.0,2
B11,0.03570000082,44386.9,37.5,blank,blank,0.0,2
B11,0.035599999130000004,44682.8,37.3,blank,blank,0.0,2
B11,0.035599999130000004,44978.8,37.5,blank,blank,0.0,2
B11,0.035599999130000004,45274.7,37.4,blank,blank,0.0,2
B11,0.03570000082,45570.6,37.0,blank,blank,0.0,2
B11,0.03570000082,45866.5,37.5,blank,blank,0.0,2
B11,0.03550000116,46162.4,37.0,blank,blank,0.0,2
B11,0.03570000082,46458.3,37.7,blank,blank,0.0,2
B11,0.03570000082,46754.2,37.1,blank,blank,0.0,2
B11,0.036200001839999996,4438.4,37.5,blank,blank,0.0,2
B11,0.03550000116,47050.2,37.7,blank,blank,0.0,2
B11,0.035599999130000004,47346.1,37.3,blank,blank,0.0,2
B11,0.03570000082,47642.0,37.1,blank,blank,0.0,2
B11,0.035599999130000004,47937.9,37.7,blank,blank,0.0,2
B11,0.035599999130000004,48233.8,37.1,blank,blank,0.0,2
B11,0.035599999130000004,48529.8,37.6,blank,blank,0.0,2
B11,0.03770000115,48825.7,37.2,blank,blank,0.0,2
B11,0.03550000116,49121.6,37.6,blank,blank,0.0,2
B11,0.03570000082,49417.5,37.2,blank,blank,0.0,2
B11,0.03550000116,49713.4,37.6,blank,blank,0.0,2
B11,0.03599999845,4734.3,37.0,blank,blank,0.0,2
B11,0.03550000116,50009.3,37.3,blank,blank,0.0,2
B11,0.035599999130000004,50305.2,37.6,blank,blank,0.0,2
B11,0.03570000082,50601.2,37.3,blank,blank,0.0,2
B11,0.03570000082,50897.1,37.6,blank,blank,0.0,2
B11,0.035799998789999996,51193.0,37.2,blank,blank,0.0,2
B11,0.03590000048,51488.9,37.6,blank,blank,0.0,2
B11,0.03570000082,51784.8,37.1,blank,blank,0.0,2
B11,0.035799998789999996,52080.7,37.6,blank,blank,0.0,2
B11,0.035799998789999996,52376.7,37.0,blank,blank,0.0,2
B11,0.03570000082,52672.6,37.6,blank,blank,0.0,2
B11,0.03590000048,5030.2,37.5,blank,blank,0.0,2
B11,0.03570000082,52968.5,37.0,blank,blank,0.0,2
B11,0.035599999130000004,53264.4,37.6,blank,blank,0.0,2
B11,0.03570000082,53560.3,37.0,blank,blank,0.0,2
B11,0.03570000082,53856.2,37.4,blank,blank,0.0,2
B11,0.035799998789999996,54152.2,37.3,blank,blank,0.0,2
B11,0.03590000048,54448.2,37.3,blank,blank,0.0,2
B11,0.03550000116,54744.1,37.4,blank,blank,0.0,2
B11,0.03590000048,55040.0,37.1,blank,blank,0.0,2
B11,0.03570000082,55335.9,37.6,blank,blank,0.0,2
B11,0.03590000048,55631.8,37.3,blank,blank,0.0,2
B11,0.03599999845,5326.1,37.4,blank,blank,0.0,2
B11,0.03590000048,55927.8,37.5,blank,blank,0.0,2
B11,0.03590000048,56223.7,37.4,blank,blank,0.0,2
B11,0.035799998789999996,56519.6,37.2,blank,blank,0.0,2
B11,0.035799998789999996,56815.5,37.4,blank,blank,0.0,2
B11,0.03599999845,57111.4,37.4,blank,blank,0.0,2
B11,0.03590000048,57407.3,37.4,blank,blank,0.0,2
B11,0.0362999998,57703.3,37.3,blank,blank,0.0,2
B11,0.03610000014,57999.2,37.6,blank,blank,0.0,2
B11,0.03590000048,58295.1,37.0,blank,blank,0.0,2
B11,0.0362999998,58591.0,37.7,blank,blank,0.0,2
B11,0.03599999845,295.6,37.3,blank,blank,0.0,2
B11,0.03599999845,5622.0,37.1,blank,blank,0.0,2
B11,0.03590000048,58886.9,37.2,blank,blank,0.0,2
B11,0.036200001839999996,59182.8,37.4,blank,blank,0.0,2
B11,0.036200001839999996,59478.7,37.5,blank,blank,0.0,2
B11,0.03610000014,59774.7,37.0,blank,blank,0.0,2
B11,0.036200001839999996,60070.6,37.6,blank,blank,0.0,2
B11,0.03610000014,60366.5,37.1,blank,blank,0.0,2
B11,0.03610000014,60662.4,37.7,blank,blank,0.0,2
B11,0.03610000014,60958.3,37.3,blank,blank,0.0,2
B11,0.03599999845,61254.2,37.3,blank,blank,0.0,2
B11,0.03610000014,61550.2,37.6,blank,blank,0.0,2
B11,0.035799998789999996,5918.0,37.7,blank,blank,0.0,2
B11,0.03590000048,61846.1,37.0,blank,blank,0.0,2
B11,0.03610000014,62142.0,37.7,blank,blank,0.0,2
B11,0.03599999845,62437.9,37.1,blank,blank,0.0,2
B11,0.03610000014,62733.8,37.6,blank,blank,0.0,2
B11,0.03599999845,63029.7,37.3,blank,blank,0.0,2
B11,0.03599999845,63325.7,37.6,blank,blank,0.0,2
B11,0.03610000014,6213.9,37.2,blank,blank,0.0,2
B11,0.03590000048,6509.8,37.6,blank,blank,0.0,2
B11,0.035799998789999996,6805.7,37.2,blank,blank,0.0,2
B11,0.035799998789999996,7101.6,37.7,blank,blank,0.0,2
B11,0.03610000014,7397.5,37.2,blank,blank,0.0,2
B11,0.03599999845,7693.5,37.7,blank,blank,0.0,2
B11,0.03590000048,7989.4,37.1,blank,blank,0.0,2
B11,0.036200001839999996,8285.3,37.6,blank,blank,0.0,2
B11,0.035799998789999996,591.5,36.8,blank,blank,0.0,2
B11,0.035799998789999996,8581.2,37.1,blank,blank,0.0,2
B11,0.03599999845,8877.1,37.6,blank,blank,0.0,2
B11,0.03590000048,9173.0,37.0,blank,blank,0.0,2
B11,0.03610000014,9468.9,37.7,blank,blank,0.0,2
B11,0.03599999845,9764.9,37.2,blank,blank,0.0,2
B11,0.036200001839999996,10060.8,37.6,blank,blank,0.0,2
B11,0.03590000048,10356.7,37.3,blank,blank,0.0,2
B11,0.03610000014,10652.6,37.4,blank,blank,0.0,2
B11,0.036200001839999996,10948.5,37.2,blank,blank,0.0,2
B11,0.03610000014,11244.4,37.6,blank,blank,0.0,2
B11,0.03610000014,887.4,37.4,blank,blank,0.0,2
B11,0.03599999845,11540.3,37.3,blank,blank,0.0,2
B11,0.03590000048,11836.3,37.5,blank,blank,0.0,2
B11,0.03599999845,12132.2,37.2,blank,blank,0.0,2
B11,0.03610000014,12428.1,37.5,blank,blank,0.0,2
B11,0.03590000048,12724.0,37.5,blank,blank,0.0,2
B11,0.03590000048,13019.9,37.1,blank,blank,0.0,2
B11,0.03610000014,13315.8,37.6,blank,blank,0.0,2
B11,0.03590000048,13611.7,37.1,blank,blank,0.0,2
B11,0.03590000048,13907.7,37.7,blank,blank,0.0,2
B11,0.035799998789999996,14203.6,37.2,blank,blank,0.0,2
B11,0.03590000048,1183.3,37.4,blank,blank,0.0,2
B11,0.03610000014,14499.5,37.7,blank,blank,0.0,2
B11,0.03610000014,14795.4,37.2,blank,blank,0.0,2
B11,0.03590000048,15091.3,37.5,blank,blank,0.0,2
B11,0.03590000048,15387.2,37.3,blank,blank,0.0,2
B11,0.03590000048,15683.1,37.4,blank,blank,0.0,2
B11,0.03599999845,15979.1,37.3,blank,blank,0.0,2
B11,0.03599999845,16275.0,37.6,blank,blank,0.0,2
B11,0.03590000048,16570.9,37.5,blank,blank,0.0,2
B11,0.03599999845,16866.8,37.1,blank,blank,0.0,2
B11,0.03610000014,17162.7,37.6,blank,blank,0.0,2
B11,0.03590000048,1479.2,37.1,blank,blank,0.0,2
B11,0.03590000048,17458.6,37.1,blank,blank,0.0,2
B11,0.03599999845,17754.5,37.7,blank,blank,0.0,2
B11,0.03590000048,18050.4,37.3,blank,blank,0.0,2
B11,0.035799998789999996,18346.4,37.4,blank,blank,0.0,2
B11,0.03610000014,18642.3,37.6,blank,blank,0.0,2
B11,0.035599999130000004,18938.2,37.0,blank,blank,0.0,2
B11,0.035799998789999996,19234.1,37.6,blank,blank,0.0,2
B11,0.03610000014,19530.0,37.0,blank,blank,0.0,2
B11,0.03599999845,19825.9,37.6,blank,blank,0.0,2
B11,0.03599999845,20121.9,37.0,blank,blank,0.0,2
B11,0.03610000014,1775.1,36.9,blank,blank,0.0,2
B11,0.035799998789999996,20417.8,37.7,blank,blank,0.0,2
B11,0.03590000048,20713.7,37.2,blank,blank,0.0,2
B11,0.03590000048,21009.6,37.6,blank,blank,0.0,2
B11,0.03590000048,21305.5,37.0,blank,blank,0.0,2
B11,0.03590000048,21601.4,37.5,blank,blank,0.0,2
B11,0.03610000014,21897.3,36.9,blank,blank,0.0,2
B11,0.03610000014,22193.3,37.6,blank,blank,0.0,2
B11,0.03599999845,22489.2,37.2,blank,blank,0.0,2
B11,0.035799998789999996,22785.1,37.6,blank,blank,0.0,2
B11,0.03610000014,23081.0,37.1,blank,blank,0.0,2
B11,0.036200001839999996,2071.1,36.9,blank,blank,0.0,2
B11,0.03590000048,23376.9,37.5,blank,blank,0.0,2
B11,0.03610000014,23672.8,37.1,blank,blank,0.0,2
B11,0.03610000014,23968.8,37.7,blank,blank,0.0,2
B11,0.03570000082,24264.7,37.3,blank,blank,0.0,2
B11,0.03610000014,24560.6,37.6,blank,blank,0.0,2
B11,0.03590000048,24856.5,37.5,blank,blank,0.0,2
B11,0.035799998789999996,25152.4,37.0,blank,blank,0.0,2
B11,0.03570000082,25448.3,37.7,blank,blank,0.0,2
B11,0.035799998789999996,25744.2,37.2,blank,blank,0.0,2
B11,0.03610000014,26040.2,37.6,blank,blank,0.0,2
B11,0.03599999845,2367.0,36.9,blank,blank,0.0,2
B11,0.035799998789999996,26336.1,37.3,blank,blank,0.0,2
B11,0.035799998789999996,26632.0,37.0,blank,blank,0.0,2
B11,0.03599999845,26927.9,37.5,blank,blank,0.0,2
B11,0.03610000014,27223.8,37.0,blank,blank,0.0,2
B11,0.03590000048,27519.7,37.5,blank,blank,0.0,2
B11,0.035799998789999996,27815.7,37.0,blank,blank,0.0,2
B11,0.03590000048,28111.6,37.6,blank,blank,0.0,2
B11,0.03599999845,28407.5,37.1,blank,blank,0.0,2
B11,0.03599999845,28703.4,37.6,blank,blank,0.0,2
B11,0.035799998789999996,28999.3,37.2,blank,blank,0.0,2
B2,0.03610000014,0.0,24.1,blank,blank,0.0,3
B2,0.03599999845,2662.9,37.1,blank,blank,0.0,3
B2,0.03599999845,29295.2,37.7,blank,blank,0.0,3
B2,0.03590000048,29591.1,37.1,blank,blank,0.0,3
B2,0.03599999845,29887.1,37.7,blank,blank,0.0,3
B2,0.03590000048,30183.0,37.2,blank,blank,0.0,3
B2,0.03590000048,30478.9,37.6,blank,blank,0.0,3
B2,0.03590000048,30774.8,37.2,blank,blank,0.0,3
B2,0.035799998789999996,31070.7,37.3,blank,blank,0.0,3
B2,0.03590000048,31366.6,37.4,blank,blank,0.0,3
B2,0.03610000014,31662.6,37.5,blank,blank,0.0,3
B2,0.035799998789999996,31958.5,37.4,blank,blank,0.0,3
B2,0.036200001839999996,2958.8,37.3,blank,blank,0.0,3
