well,od_600nm,time_s,temp_C,instrument,strain,gluc_conc_mM,replicate
D10,0.09579999745,14899.4,37.7,infinite,NCM3722,1,2
D10,0.09820000082000001,15302.1,37.3,infinite,NCM3722,1,2
D10,0.07769999653,1207.7,36.8,infinite,NCM3722,1,2
D10,0.09979999810000001,15704.8,37.2,infinite,NCM3722,1,2
D10,0.10189999640000001,16107.5,37.5,infinite,NCM3722,1,2
D10,0.1046999991,16510.2,37.1,infinite,NCM3722,1,2
D10,0.1072999984,16912.9,37.3,infinite,NCM3722,1,2
D10,0.110299997,17315.6,37.7,infinite,NCM3722,1,2
D10,0.1137000024,17718.3,36.9,infinite,NCM3722,1,2
D10,0.1168000028,18121.0,37.5,infinite,NCM3722,1,2
D10,0.121100001,18523.7,37.5,infinite,NCM3722,1,2
D10,0.1268000007,18926.4,36.9,infinite,NCM3722,1,2
D10,0.1335999966,19329.1,37.3,infinite,NCM3722,1,2
D10,0.07789999992,1610.4,37.4,infinite,NCM3722,1,2
D10,0.1415999979,19731.8,37.5,infinite,NCM3722,1,2
D10,0.15320000050000002,20134.5,37.1,infinite,NCM3722,1,2
D10,0.16850000620000002,20537.2,37.6,infinite,NCM3722,1,2
D10,0.1833000034,20939.9,37.5,infinite,NCM3722,1,2
D10,0.1942999959,21342.6,37.0,infinite,NCM3722,1,2
D10,0.20190000530000002,21745.2,37.4,infinite,NCM3722,1,2
D10,0.20949999989999998,22147.9,37.4,infinite,NCM3722,1,2
D10,0.215200007,22550.6,37.3,infinite,NCM3722,1,2
D10,0.2132000029,22953.3,37.1,infinite,NCM3722,1,2
D10,0.2153999954,23356.0,37.3,infinite,NCM3722,1,2
D10,0.07779999822,2013.1,36.9,infinite,NCM3722,1,2
D10,0.21070000530000002,23758.7,37.6,infinite,NCM3722,1,2
D10,0.2063000053,24161.4,37.4,infinite,NCM3722,1,2
D10,0.2005999982,24564.1,37.0,infinite,NCM3722,1,2
D10,0.1921000034,24966.8,37.1,infinite,NCM3722,1,2
D10,0.1895000041,25369.5,37.3,infinite,NCM3722,1,2
D10,0.1900999993,25772.2,37.5,infinite,NCM3722,1,2
D10,0.1926999986,26174.9,37.5,infinite,NCM3722,1,2
D10,0.1920000017,26577.6,37.3,infinite,NCM3722,1,2
D10,0.192900002,26980.3,36.9,infinite,NCM3722,1,2
D10,0.1951999962,27383.0,37.4,infinite,NCM3722,1,2
D10,0.07800000161000001,2415.8,36.9,infinite,NCM3722,1,2
D10,0.19570000469999999,27785.7,37.6,infinite,NCM3722,1,2
D10,0.19499999280000002,28188.4,37.3,infinite,NCM3722,1,2
D10,0.19679999350000002,28591.1,36.9,infinite,NCM3722,1,2
D10,0.1969999969,28993.8,37.3,infinite,NCM3722,1,2
D10,0.19779999550000002,29396.5,37.5,infinite,NCM3722,1,2
D10,0.19879999760000003,29799.2,37.4,infinite,NCM3722,1,2
D10,0.2002999932,30201.9,37.2,infinite,NCM3722,1,2
D10,0.2012999952,30604.6,37.0,infinite,NCM3722,1,2
D10,0.201700002,31007.3,37.4,infinite,NCM3722,1,2
D10,0.20250000059999998,31410.0,37.6,infinite,NCM3722,1,2
D10,0.0781000033,2818.5,37.2,infinite,NCM3722,1,2
D10,0.2026000023,31812.7,36.9,infinite,NCM3722,1,2
D10,0.20190000530000002,32215.4,37.1,infinite,NCM3722,1,2
D10,0.2038999945,32618.1,37.4,infinite,NCM3722,1,2
D10,0.2012999952,33020.8,37.6,infinite,NCM3722,1,2
D10,0.201700002,33423.5,37.3,infinite,NCM3722,1,2
D10,0.2040999979,33826.2,37.2,infinite,NCM3722,1,2
D10,0.2045000046,34228.9,37.6,infinite,NCM3722,1,2
D10,0.20520000160000001,34631.6,37.3,infinite,NCM3722,1,2
D10,0.2065999955,35034.3,37.2,infinite,NCM3722,1,2
D10,0.20649999379999998,35437.0,37.6,infinite,NCM3722,1,2
D10,0.07819999754,3221.2,37.6,infinite,NCM3722,1,2
D10,0.20839999620000002,35839.7,36.9,infinite,NCM3722,1,2
D10,0.2122000009,36242.4,37.4,infinite,NCM3722,1,2
D10,0.2126999944,36645.0,37.6,infinite,NCM3722,1,2
D10,0.2155999988,37047.7,37.0,infinite,NCM3722,1,2
D10,0.21289999780000002,37450.5,37.4,infinite,NCM3722,1,2
D10,0.2155999988,37853.1,37.5,infinite,NCM3722,1,2
D10,0.2178999931,38255.8,37.3,infinite,NCM3722,1,2
D10,0.2145999968,38658.5,37.1,infinite,NCM3722,1,2
D10,0.2179999948,39061.2,37.6,infinite,NCM3722,1,2
D10,0.21850000320000001,39463.9,37.5,infinite,NCM3722,1,2
D11,0.07789999992,0.0,36.5,infinite,blank,0,0
D11,0.07789999992,3623.9,37.4,infinite,blank,0,0
D11,0.07680000365,39866.6,36.9,infinite,blank,0,0
D11,0.08280000091,40269.3,37.5,infinite,blank,0,0
D11,0.07760000229,40672.0,37.1,infinite,blank,0,0
D11,0.07699999957999999,41074.7,37.4,infinite,blank,0,0
D11,0.07699999957999999,41477.4,37.6,infinite,blank,0,0
D11,0.0775000006,41880.1,37.1,infinite,blank,0,0
D11,0.07710000128,42282.8,37.4,infinite,blank,0,0
D11,0.07720000297,42685.5,37.4,infinite,blank,0,0
D11,0.07699999957999999,43088.2,36.9,infinite,blank,0,0
D11,0.07760000229,43490.9,37.4,infinite,blank,0,0
D11,0.07859999686000001,4026.6,37.6,infinite,blank,0,0
D11,0.07710000128,43893.6,37.6,infinite,blank,0,0
D11,0.0773999989,44296.3,37.0,infinite,blank,0,0
D11,0.07720000297,44699.0,37.6,infinite,blank,0,0
D11,0.07999999821,45101.7,37.2,infinite,blank,0,0
D11,0.08229999989,45504.4,37.2,infinite,blank,0,0
D11,0.07760000229,45907.1,37.6,infinite,blank,0,0
D11,0.07720000297,46309.8,37.0,infinite,blank,0,0
D11,0.07699999957999999,46712.5,37.4,infinite,blank,0,0
D11,0.07689999789,47115.2,37.5,infinite,blank,0,0
D11,0.07689999789,47517.9,37.1,infinite,blank,0,0
D11,0.07890000194,4429.3,37.6,infinite,blank,0,0
D11,0.07729999721,47920.6,37.3,infinite,blank,0,0
D11,0.07689999789,48323.3,37.6,infinite,blank,0,0
D11,0.07890000194,48726.0,36.9,infinite,blank,0,0
D11,0.07710000128,49128.7,37.6,infinite,blank,0,0
D11,0.0773999989,49531.4,37.0,infinite,blank,0,0
D11,0.07680000365,49934.1,37.3,infinite,blank,0,0
D11,0.07689999789,50336.8,37.4,infinite,blank,0,0
D11,0.07689999789,50739.5,37.1,infinite,blank,0,0
D11,0.07680000365,51142.2,37.4,infinite,blank,0,0
D11,0.08280000091,51544.9,37.1,infinite,blank,0,0
D11,0.07859999686000001,4832.0,37.6,infinite,blank,0,0
D11,0.07819999754,51947.6,37.2,infinite,blank,0,0
D11,0.07699999957999999,52350.3,37.6,infinite,blank,0,0
D11,0.07689999789,52753.0,37.0,infinite,blank,0,0
D11,0.07689999789,53155.7,37.5,infinite,blank,0,0
D11,0.07689999789,53558.4,37.4,infinite,blank,0,0
D11,0.07680000365,53961.1,36.9,infinite,blank,0,0
D11,0.07760000229,54363.8,37.6,infinite,blank,0,0
D11,0.07769999653,54766.5,37.1,infinite,blank,0,0
D11,0.07680000365,55169.2,37.3,infinite,blank,0,0
D11,0.07699999957999999,55571.9,37.6,infinite,blank,0,0
D11,0.07779999822,5234.7,37.1,infinite,blank,0,0
D11,0.07699999957999999,55974.6,37.1,infinite,blank,0,0
D11,0.07699999957999999,56377.3,37.6,infinite,blank,0,0
D11,0.07789999992,56779.9,37.0,infinite,blank,0,0
D11,0.07699999957999999,57182.6,37.6,infinite,blank,0,0
D11,0.07720000297,57585.3,37.1,infinite,blank,0,0
D11,0.07940000296000001,57988.0,37.4,infinite,blank,0,0
D11,0.07699999957999999,58390.7,37.5,infinite,blank,0,0
D11,0.0775000006,58793.4,37.1,infinite,blank,0,0
D11,0.07720000297,59196.1,37.6,infinite,blank,0,0
D11,0.07710000128,59598.8,37.1,infinite,blank,0,0
D11,0.07850000262,5637.4,37.0,infinite,blank,0,0
D11,0.07710000128,60001.5,37.6,infinite,blank,0,0
D11,0.07729999721,60404.2,37.2,infinite,blank,0,0
D11,0.07710000128,60806.9,37.5,infinite,blank,0,0
D11,0.07729999721,61209.6,37.2,infinite,blank,0,0
D11,0.07720000297,61612.3,37.6,infinite,blank,0,0
D11,0.07710000128,62015.0,36.9,infinite,blank,0,0
D11,0.07699999957999999,62417.7,37.6,infinite,blank,0,0
D11,0.07720000297,62820.4,37.0,infinite,blank,0,0
D11,0.07710000128,63223.1,37.4,infinite,blank,0,0
D11,0.07699999957999999,63625.8,37.0,infinite,blank,0,0
D11,0.07850000262,6040.1,37.2,infinite,blank,0,0
D11,0.07699999957999999,64028.5,37.6,infinite,blank,0,0
D11,0.07689999789,64431.2,37.1,infinite,blank,0,0
D11,0.07699999957999999,64833.9,37.4,infinite,blank,0,0
D11,0.07720000297,65236.6,37.0,infinite,blank,0,0
D11,0.07699999957999999,65639.3,37.6,infinite,blank,0,0
D11,0.07689999789,66042.0,36.9,infinite,blank,0,0
D11,0.07689999789,66444.7,37.7,infinite,blank,0,0
D11,0.07699999957999999,66847.4,37.1,infinite,blank,0,0
D11,0.08110000193,67250.1,37.6,infinite,blank,0,0
D11,0.0775000006,67652.8,37.0,infinite,blank,0,0
D11,0.07779999822,6442.8,37.4,infinite,blank,0,0
D11,0.07689999789,68055.5,37.6,infinite,blank,0,0
D11,0.07699999957999999,68458.2,37.0,infinite,blank,0,0
D11,0.07720000297,68860.9,37.4,infinite,blank,0,0
D11,0.07689999789,69263.6,37.0,infinite,blank,0,0
D11,0.07689999789,69666.3,37.6,infinite,blank,0,0
D11,0.07699999957999999,70069.0,36.9,infinite,blank,0,0
D11,0.07689999789,70471.7,37.6,infinite,blank,0,0
D11,0.07689999789,70874.3,37.1,infinite,blank,0,0
D11,0.07689999789,71277.1,37.6,infinite,blank,0,0
D11,0.07710000128,71679.7,36.9,infinite,blank,0,0
D11,0.07789999992,6845.5,37.5,infinite,blank,0,0
D11,0.07680000365,72082.5,37.6,infinite,blank,0,0
D11,0.07670000196,72485.1,37.0,infinite,blank,0,0
D11,0.07689999789,72887.8,37.6,infinite,blank,0,0
D11,0.07689999789,73290.5,37.0,infinite,blank,0,0
D11,0.07689999789,73693.2,37.6,infinite,blank,0,0
D11,0.07689999789,74095.9,37.0,infinite,blank,0,0
D11,0.07710000128,74498.6,37.4,infinite,blank,0,0
D11,0.07720000297,74901.3,37.7,infinite,blank,0,0
D11,0.07789999992,75304.0,37.0,infinite,blank,0,0
D11,0.07720000297,75706.7,37.5,infinite,blank,0,0
D11,0.07869999856000001,7248.2,37.5,infinite,blank,0,0
D11,0.07710000128,76109.4,37.4,infinite,blank,0,0
D11,0.07760000229,76512.1,37.1,infinite,blank,0,0
D11,0.07699999957999999,76914.8,37.6,infinite,blank,0,0
D11,0.07689999789,77317.5,37.1,infinite,blank,0,0
D11,0.07729999721,77720.2,37.4,infinite,blank,0,0
D11,0.07760000229,78122.9,37.5,infinite,blank,0,0
D11,0.07729999721,78525.6,37.2,infinite,blank,0,0
D11,0.07689999789,78928.3,37.6,infinite,blank,0,0
D11,0.07720000297,79331.0,37.3,infinite,blank,0,0
D11,0.07729999721,79733.7,37.2,infinite,blank,0,0
D11,0.07769999653,402.4,37.2,infinite,blank,0,0
D11,0.07779999822,7650.9,37.2,infinite,blank,0,0
D11,0.07720000297,80136.4,37.6,infinite,blank,0,0
D11,0.07689999789,80539.1,37.0,infinite,blank,0,0
D11,0.07720000297,80941.8,37.3,infinite,blank,0,0
D11,0.07699999957999999,81344.5,37.6,infinite,blank,0,0
D11,0.0773999989,81747.2,37.1,infinite,blank,0,0
D11,0.07680000365,82149.9,37.4,infinite,blank,0,0
D11,0.07680000365,82552.6,37.4,infinite,blank,0,0
D11,0.07720000297,82955.3,37.5,infinite,blank,0,0
D11,0.07680000365,83358.0,37.0,infinite,blank,0,0
D11,0.07680000365,83760.7,37.4,infinite,blank,0,0
D11,0.0775000006,8053.6,37.0,infinite,blank,0,0
D11,0.07699999957999999,84163.3,37.5,infinite,blank,0,0
D11,0.07699999957999999,84566.0,36.9,infinite,blank,0,0
D11,0.07689999789,84968.7,37.6,infinite,blank,0,0
D11,0.07680000365,85371.4,37.1,infinite,blank,0,0
D11,0.07699999957999999,85774.1,37.2,infinite,blank,0,0
D11,0.07680000365,86176.8,37.4,infinite,blank,0,0
D11,0.07689999789,86579.5,37.2,infinite,blank,0,0
D11,0.07689999789,86982.2,37.3,infinite,blank,0,0
D11,0.07710000128,87384.9,37.6,infinite,blank,0,0
D11,0.07699999957999999,87787.6,37.6,infinite,blank,0,0
D11,0.07909999788,8456.3,37.4,infinite,blank,0,0
D11,0.07699999957999999,88190.3,37.1,infinite,blank,0,0
D11,0.07689999789,88593.0,37.4,infinite,blank,0,0
D11,0.07699999957999999,88995.7,37.6,infinite,blank,0,0
D11,0.07760000229,89398.4,37.2,infinite,blank,0,0
D11,0.07699999957999999,89801.1,37.1,infinite,blank,0,0
D11,0.07699999957999999,90203.8,37.6,infinite,blank,0,0
D11,0.07890000194,8859.0,37.6,infinite,blank,0,0
D11,0.07900000364,9261.7,37.2,infinite,blank,0,0
D11,0.07760000229,9664.3,37.3,infinite,blank,0,0
D11,0.07829999924,10067.0,37.6,infinite,blank,0,0
D11,0.07829999924,10469.7,37.3,infinite,blank,0,0
D11,0.0775000006,10872.4,37.4,infinite,blank,0,0
D11,0.0773999989,11275.1,37.6,infinite,blank,0,0
D11,0.07779999822,805.1,37.4,infinite,blank,0,0
D11,0.07880000025,11677.8,37.6,infinite,blank,0,0
D11,0.07869999856000001,12080.5,36.9,infinite,blank,0,0
D11,0.07869999856000001,12483.2,37.6,infinite,blank,0,0
D11,0.07779999822,12885.9,37.1,infinite,blank,0,0
D11,0.0775000006,13288.6,37.1,infinite,blank,0,0
D11,0.0773999989,13691.3,37.5,infinite,blank,0,0
D11,0.07769999653,14094.0,37.1,infinite,blank,0,0
D11,0.07760000229,14496.7,37.2,infinite,blank,0,0
D11,0.08619999886,14899.4,37.7,infinite,blank,0,0
D11,0.0773999989,15302.1,37.3,infinite,blank,0,0
D11,0.0775000006,1207.7,36.8,infinite,blank,0,0
D11,0.08120000362,15704.8,37.2,infinite,blank,0,0
D11,0.08669999987,16107.5,37.5,infinite,blank,0,0
D11,0.07720000297,16510.2,37.1,infinite,blank,0,0
D11,0.0775000006,16912.9,37.3,infinite,blank,0,0
D11,0.07699999957999999,17315.6,37.7,infinite,blank,0,0
D11,0.0773999989,17718.3,36.9,infinite,blank,0,0
D11,0.07720000297,18121.0,37.5,infinite,blank,0,0
D11,0.07720000297,18523.7,37.5,infinite,blank,0,0
D11,0.07689999789,18926.4,36.9,infinite,blank,0,0
D11,0.0775000006,19329.1,37.3,infinite,blank,0,0
D11,0.07769999653,1610.4,37.4,infinite,blank,0,0
D11,0.0773999989,19731.8,37.5,infinite,blank,0,0
D11,0.07779999822,20134.5,37.1,infinite,blank,0,0
D11,0.07699999957999999,20537.2,37.6,infinite,blank,0,0
D11,0.07699999957999999,20939.9,37.5,infinite,blank,0,0
D11,0.07720000297,21342.6,37.0,infinite,blank,0,0
D11,0.0781000033,21745.2,37.4,infinite,blank,0,0
D11,0.07729999721,22147.9,37.4,infinite,blank,0,0
D11,0.07779999822,22550.6,37.3,infinite,blank,0,0
D11,0.07800000161000001,22953.3,37.1,infinite,blank,0,0
D11,0.07760000229,23356.0,37.3,infinite,blank,0,0
D11,0.07769999653,2013.1,36.9,infinite,blank,0,0
D11,0.07710000128,23758.7,37.6,infinite,blank,0,0
D11,0.07689999789,24161.4,37.4,infinite,blank,0,0
D11,0.07850000262,24564.1,37.0,infinite,blank,0,0
D11,0.07769999653,24966.8,37.1,infinite,blank,0,0
D11,0.07699999957999999,25369.5,37.3,infinite,blank,0,0
D11,0.07710000128,25772.2,37.5,infinite,blank,0,0
D11,0.07900000364,26174.9,37.5,infinite,blank,0,0
D11,0.08160000294,26577.6,37.3,infinite,blank,0,0
D11,0.08720000087999999,26980.3,36.9,infinite,blank,0,0
D11,0.07720000297,27383.0,37.4,infinite,blank,0,0
D11,0.07819999754,2415.8,36.9,infinite,blank,0,0
D11,0.0869999975,27785.7,37.6,infinite,blank,0,0
D11,0.07720000297,28188.4,37.3,infinite,blank,0,0
D11,0.0773999989,28591.1,36.9,infinite,blank,0,0
D11,0.0773999989,28993.8,37.3,infinite,blank,0,0
D11,0.07760000229,29396.5,37.5,infinite,blank,0,0
D11,0.07729999721,29799.2,37.4,infinite,blank,0,0
D11,0.07699999957999999,30201.9,37.2,infinite,blank,0,0
D11,0.07789999992,30604.6,37.0,infinite,blank,0,0
D11,0.0775000006,31007.3,37.4,infinite,blank,0,0
D11,0.07699999957999999,31410.0,37.6,infinite,blank,0,0
D11,0.07900000364,2818.5,37.2,infinite,blank,0,0
D11,0.07699999957999999,31812.7,36.9,infinite,blank,0,0
D11,0.07689999789,32215.4,37.1,infinite,blank,0,0
D11,0.0773999989,32618.1,37.4,infinite,blank,0,0
D11,0.0773999989,33020.8,37.6,infinite,blank,0,0
D11,0.07980000227999999,33423.5,37.3,infinite,blank,0,0
D11,0.07680000365,33826.2,37.2,infinite,blank,0,0
D11,0.07710000128,34228.9,37.6,infinite,blank,0,0
D11,0.08250000328,34631.6,37.3,infinite,blank,0,0
D11,0.07689999789,35034.3,37.2,infinite,blank,0,0
D11,0.07699999957999999,35437.0,37.6,infinite,blank,0,0
D11,0.07890000194,3221.2,37.6,infinite,blank,0,0
D11,0.07760000229,35839.7,36.9,infinite,blank,0,0
D11,0.07670000196,36242.4,37.4,infinite,blank,0,0
D11,0.0775000006,36645.0,37.6,infinite,blank,0,0
D11,0.07789999992,37047.7,37.0,infinite,blank,0,0
D11,0.07710000128,37450.5,37.4,infinite,blank,0,0
D11,0.07689999789,37853.1,37.5,infinite,blank,0,0
D11,0.07699999957999999,38255.8,37.3,infinite,blank,0,0
D11,0.07689999789,38658.5,37.1,infinite,blank,0,0
D11,0.07689999789,39061.2,37.6,infinite,blank,0,0
D11,0.07720000297,39463.9,37.5,infinite,blank,0,0
D2,0.07670000196,0.0,36.5,infinite,blank,0,0
D2,0.07699999957999999,3623.9,37.4,infinite,blank,0,0
D2,0.07649999857,39866.6,36.9,infinite,blank,0,0
D2,0.07649999857,40269.3,37.5,infinite,blank,0,0
D2,0.07660000026000001,40672.0,37.1,infinite,blank,0,0
D2,0.07649999857,41074.7,37.4,infinite,blank,0,0
D2,0.07670000196,41477.4,37.6,infinite,blank,0,0
D2,0.07670000196,41880.1,37.1,infinite,blank,0,0
D2,0.07680000365,42282.8,37.4,infinite,blank,0,0
D2,0.07680000365,42685.5,37.4,infinite,blank,0,0
D2,0.07680000365,43088.2,36.9,infinite,blank,0,0
D2,0.07670000196,43490.9,37.4,infinite,blank,0,0
D2,0.07710000128,4026.6,37.6,infinite,blank,0,0
D2,0.07680000365,43893.6,37.6,infinite,blank,0,0
D2,0.07670000196,44296.3,37.0,infinite,blank,0,0
D2,0.07649999857,44699.0,37.6,infinite,blank,0,0
D2,0.07689999789,45101.7,37.2,infinite,blank,0,0
D2,0.07639999687999999,45504.4,37.2,infinite,blank,0,0
D2,0.07660000026000001,45907.1,37.6,infinite,blank,0,0
D2,0.07670000196,46309.8,37.0,infinite,blank,0,0
D2,0.07649999857,46712.5,37.4,infinite,blank,0,0
D2,0.07660000026000001,47115.2,37.5,infinite,blank,0,0
D2,0.07660000026000001,47517.9,37.1,infinite,blank,0,0
D2,0.07670000196,4429.3,37.6,infinite,blank,0,0
D2,0.07649999857,47920.6,37.3,infinite,blank,0,0
D2,0.07660000026000001,48323.3,37.6,infinite,blank,0,0
D2,0.07660000026000001,48726.0,36.9,infinite,blank,0,0
D2,0.07670000196,49128.7,37.6,infinite,blank,0,0
D2,0.07649999857,49531.4,37.0,infinite,blank,0,0
D2,0.07670000196,49934.1,37.3,infinite,blank,0,0
D2,0.07649999857,50336.8,37.4,infinite,blank,0,0
D2,0.07660000026000001,50739.5,37.1,infinite,blank,0,0
D2,0.07649999857,51142.2,37.4,infinite,blank,0,0
D2,0.07649999857,51544.9,37.1,infinite,blank,0,0
D2,0.07670000196,4832.0,37.6,infinite,blank,0,0
D2,0.07639999687999999,51947.6,37.2,infinite,blank,0,0
D2,0.07660000026000001,52350.3,37.6,infinite,blank,0,0
D2,0.07649999857,52753.0,37.0,infinite,blank,0,0
D2,0.07660000026000001,53155.7,37.5,infinite,blank,0,0
D2,0.07670000196,53558.4,37.4,infinite,blank,0,0
D2,0.07660000026000001,53961.1,36.9,infinite,blank,0,0
D2,0.07639999687999999,54363.8,37.6,infinite,blank,0,0
D2,0.07609999925,54766.5,37.1,infinite,blank,0,0
D2,0.07639999687999999,55169.2,37.3,infinite,blank,0,0
D2,0.07639999687999999,55571.9,37.6,infinite,blank,0,0
D2,0.07639999687999999,5234.7,37.1,infinite,blank,0,0
D2,0.07670000196,55974.6,37.1,infinite,blank,0,0
D2,0.07660000026000001,56377.3,37.6,infinite,blank,0,0
D2,0.07660000026000001,56779.9,37.0,infinite,blank,0,0
D2,0.07670000196,57182.6,37.6,infinite,blank,0,0
D2,0.07660000026000001,57585.3,37.1,infinite,blank,0,0
D2,0.07660000026000001,57988.0,37.4,infinite,blank,0,0
D2,0.07670000196,58390.7,37.5,infinite,blank,0,0
D2,0.07670000196,58793.4,37.1,infinite,blank,0,0
D2,0.07660000026000001,59196.1,37.6,infinite,blank,0,0
D2,0.07680000365,59598.8,37.1,infinite,blank,0,0
D2,0.07670000196,5637.4,37.0,infinite,blank,0,0
D2,0.07670000196,60001.5,37.6,infinite,blank,0,0
D2,0.07670000196,60404.2,37.2,infinite,blank,0,0
D2,0.07670000196,60806.9,37.5,infinite,blank,0,0
D2,0.07670000196,61209.6,37.2,infinite,blank,0,0
D2,0.07680000365,61612.3,37.6,infinite,blank,0,0
D2,0.07649999857,62015.0,36.9,infinite,blank,0,0
D2,0.07649999857,62417.7,37.6,infinite,blank,0,0
D2,0.07680000365,62820.4,37.0,infinite,blank,0,0
D2,0.07670000196,63223.1,37.4,infinite,blank,0,0
D2,0.07660000026000001,63625.8,37.0,infinite,blank,0,0
D2,0.07710000128,6040.1,37.2,infinite,blank,0,0
D2,0.07660000026000001,64028.5,37.6,infinite,blank,0,0
D2,0.07670000196,64431.2,37.1,infinite,blank,0,0
D2,0.07649999857,64833.9,37.4,infinite,blank,0,0
D2,0.07680000365,65236.6,37.0,infinite,blank,0,0
D2,0.07660000026000001,65639.3,37.6,infinite,blank,0,0
D2,0.07670000196,66042.0,36.9,infinite,blank,0,0
D2,0.07660000026000001,66444.7,37.7,infinite,blank,0,0
D2,0.07649999857,66847.4,37.1,infinite,blank,0,0
D2,0.07649999857,67250.1,37.6,infinite,blank,0,0
D2,0.07660000026000001,67652.8,37.0,infinite,blank,0,0
D2,0.07710000128,6442.8,37.4,infinite,blank,0,0
D2,0.07660000026000001,68055.5,37.6,infinite,blank,0,0
D2,0.07699999957999999,68458.2,37.0,infinite,blank,0,0
D2,0.07670000196,68860.9,37.4,infinite,blank,0,0
D2,0.07649999857,69263.6,37.0,infinite,blank,0,0
D2,0.07639999687999999,69666.3,37.6,infinite,blank,0,0
D2,0.07649999857,70069.0,36.9,infinite,blank,0,0
D2,0.07660000026000001,70471.7,37.6,infinite,blank,0,0
D2,0.07660000026000001,70874.3,37.1,infinite,blank,0,0
D2,0.07649999857,71277.1,37.6,infinite,blank,0,0
D2,0.07680000365,71679.7,36.9,infinite,blank,0,0
D2,0.07670000196,6845.5,37.5,infinite,blank,0,0
D2,0.07660000026000001,72082.5,37.6,infinite,blank,0,0
D2,0.07649999857,72485.1,37.0,infinite,blank,0,0
D2,0.07699999957999999,72887.8,37.6,infinite,blank,0,0
D2,0.07680000365,73290.5,37.0,infinite,blank,0,0
D2,0.07670000196,73693.2,37.6,infinite,blank,0,0
D2,0.07670000196,74095.9,37.0,infinite,blank,0,0
D2,0.07660000026000001,74498.6,37.4,infinite,blank,0,0
D2,0.07680000365,74901.3,37.7,infinite,blank,0,0
D2,0.07660000026000001,75304.0,37.0,infinite,blank,0,0
D2,0.07660000026000001,75706.7,37.5,infinite,blank,0,0
D2,0.07649999857,7248.2,37.5,infinite,blank,0,0
D2,0.07649999857,76109.4,37.4,infinite,blank,0,0
D2,0.07649999857,76512.1,37.1,infinite,blank,0,0
D2,0.07649999857,76914.8,37.6,infinite,blank,0,0
D2,0.07649999857,77317.5,37.1,infinite,blank,0,0
D2,0.0773999989,77720.2,37.4,infinite,blank,0,0
D2,0.07680000365,78122.9,37.5,infinite,blank,0,0
D2,0.07720000297,78525.6,37.2,infinite,blank,0,0
D2,0.07660000026000001,78928.3,37.6,infinite,blank,0,0
D2,0.07699999957999999,79331.0,37.3,infinite,blank,0,0
D2,0.07660000026000001,79733.7,37.2,infinite,blank,0,0
D2,0.07680000365,402.4,37.2,infinite,blank,0,0
D2,0.07670000196,7650.9,37.2,infinite,blank,0,0
D2,0.07680000365,80136.4,37.6,infinite,blank,0,0
D2,0.07670000196,80539.1,37.0,infinite,blank,0,0
D2,0.07670000196,80941.8,37.3,infinite,blank,0,0
D2,0.07639999687999999,81344.5,37.6,infinite,blank,0,0
D2,0.07660000026000001,81747.2,37.1,infinite,blank,0,0
D2,0.07639999687999999,82149.9,37.4,infinite,blank,0,0
D2,0.07680000365,82552.6,37.4,infinite,blank,0,0
D2,0.07670000196,82955.3,37.5,infinite,blank,0,0
D2,0.07660000026000001,83358.0,37.0,infinite,blank,0,0
D2,0.07670000196,83760.7,37.4,infinite,blank,0,0
D2,0.07680000365,8053.6,37.0,infinite,blank,0,0
D2,0.07649999857,84163.3,37.5,infinite,blank,0,0
D2,0.07660000026000001,84566.0,36.9,infinite,blank,0,0
D2,0.07660000026000001,84968.7,37.6,infinite,blank,0,0
D2,0.07660000026000001,85371.4,37.1,infinite,blank,0,0
D2,0.07649999857,85774.1,37.2,infinite,blank,0,0
D2,0.07660000026000001,86176.8,37.4,infinite,blank,0,0
D2,0.07670000196,86579.5,37.2,infinite,blank,0,0
D2,0.07670000196,86982.2,37.3,infinite,blank,0,0
D2,0.07670000196,87384.9,37.6,infinite,blank,0,0
D2,0.07670000196,87787.6,37.6,infinite,blank,0,0
D2,0.07649999857,8456.3,37.4,infinite,blank,0,0
D2,0.07689999789,88190.3,37.1,infinite,blank,0,0
D2,0.07649999857,88593.0,37.4,infinite,blank,0,0
D2,0.07660000026000001,88995.7,37.6,infinite,blank,0,0
D2,0.07660000026000001,89398.4,37.2,infinite,blank,0,0
D2,0.07660000026000001,89801.1,37.1,infinite,blank,0,0
D2,0.07660000026000001,90203.8,37.6,infinite,blank,0,0
D2,0.07680000365,8859.0,37.6,infinite,blank,0,0
D2,0.07680000365,9261.7,37.2,infinite,blank,0,0
D2,0.07670000196,9664.3,37.3,infinite,blank,0,0
D2,0.07670000196,10067.0,37.6,infinite,blank,0,0
D2,0.07680000365,10469.7,37.3,infinite,blank,0,0
D2,0.07670000196,10872.4,37.4,infinite,blank,0,0
D2,0.07649999857,11275.1,37.6,infinite,blank,0,0
D2,0.07689999789,805.1,37.4,infinite,blank,0,0
D2,0.07689999789,11677.8,37.6,infinite,blank,0,0
D2,0.07660000026000001,12080.5,36.9,infinite,blank,0,0
D2,0.07660000026000001,12483.2,37.6,infinite,blank,0,0
D2,0.07670000196,12885.9,37.1,infinite,blank,0,0
D2,0.07660000026000001,13288.6,37.1,infinite,blank,0,0
D2,0.07649999857,13691.3,37.5,infinite,blank,0,0
D2,0.07689999789,14094.0,37.1,infinite,blank,0,0
D2,0.07660000026000001,14496.7,37.2,infinite,blank,0,0
