well,od_600nm,time_s,temp_C,instrument,strain,gluc_conc_mM,replicate
B10,0.07769999653,0.0,36.5,infinite,blank,0,0
B10,0.07840000092999999,3623.9,37.4,infinite,blank,0,0
B10,0.07710000128,39866.6,36.9,infinite,blank,0,0
B10,0.07720000297,40269.3,37.5,infinite,blank,0,0
B10,0.0781000033,40672.0,37.1,infinite,blank,0,0
B10,0.07779999822,41074.7,37.4,infinite,blank,0,0
B10,0.07720000297,41477.4,37.6,infinite,blank,0,0
B10,0.0773999989,41880.1,37.1,infinite,blank,0,0
B10,0.0773999989,42282.8,37.4,infinite,blank,0,0
B10,0.0775000006,42685.5,37.4,infinite,blank,0,0
B10,0.0773999989,43088.2,36.9,infinite,blank,0,0
B10,0.0773999989,43490.9,37.4,infinite,blank,0,0
B10,0.07890000194,4026.6,37.6,infinite,blank,0,0
B10,0.07859999686000001,43893.6,37.6,infinite,blank,0,0
B10,0.0773999989,44296.3,37.0,infinite,blank,0,0
B10,0.07769999653,44699.0,37.6,infinite,blank,0,0
B10,0.07729999721,45101.7,37.2,infinite,blank,0,0
B10,0.07900000364,45504.4,37.2,infinite,blank,0,0
B10,0.07840000092999999,45907.1,37.6,infinite,blank,0,0
B10,0.07720000297,46309.8,37.0,infinite,blank,0,0
B10,0.07720000297,46712.5,37.4,infinite,blank,0,0
B10,0.07760000229,47115.2,37.5,infinite,blank,0,0
B10,0.07710000128,47517.9,37.1,infinite,blank,0,0
B10,0.07800000161000001,4429.3,37.6,infinite,blank,0,0
B10,0.0775000006,47920.6,37.3,infinite,blank,0,0
B10,0.07699999957999999,48323.3,37.6,infinite,blank,0,0
B10,0.07729999721,48726.0,36.9,infinite,blank,0,0
B10,0.07729999721,49128.7,37.6,infinite,blank,0,0
B10,0.07789999992,49531.4,37.0,infinite,blank,0,0
B10,0.07819999754,49934.1,37.3,infinite,blank,0,0
B10,0.07760000229,50336.8,37.4,infinite,blank,0,0
B10,0.07710000128,50739.5,37.1,infinite,blank,0,0
B10,0.07720000297,51142.2,37.4,infinite,blank,0,0
B10,0.07729999721,51544.9,37.1,infinite,blank,0,0
B10,0.07869999856000001,4832.0,37.6,infinite,blank,0,0
B10,0.07760000229,51947.6,37.2,infinite,blank,0,0
B10,0.0773999989,52350.3,37.6,infinite,blank,0,0
B10,0.07789999992,52753.0,37.0,infinite,blank,0,0
B10,0.07720000297,53155.7,37.5,infinite,blank,0,0
B10,0.07769999653,53558.4,37.4,infinite,blank,0,0
B10,0.0773999989,53961.1,36.9,infinite,blank,0,0
B10,0.07760000229,54363.8,37.6,infinite,blank,0,0
B10,0.0773999989,54766.5,37.1,infinite,blank,0,0
B10,0.07729999721,55169.2,37.3,infinite,blank,0,0
B10,0.07779999822,55571.9,37.6,infinite,blank,0,0
B10,0.07900000364,5234.7,37.1,infinite,blank,0,0
B10,0.07720000297,55974.6,37.1,infinite,blank,0,0
B10,0.07729999721,56377.3,37.6,infinite,blank,0,0
B10,0.07890000194,56779.9,37.0,infinite,blank,0,0
B10,0.07729999721,57182.6,37.6,infinite,blank,0,0
B10,0.0773999989,57585.3,37.1,infinite,blank,0,0
B10,0.07800000161000001,57988.0,37.4,infinite,blank,0,0
B10,0.07729999721,58390.7,37.5,infinite,blank,0,0
B10,0.0781000033,58793.4,37.1,infinite,blank,0,0
B10,0.07720000297,59196.1,37.6,infinite,blank,0,0
B10,0.07789999992,59598.8,37.1,infinite,blank,0,0
B10,0.07829999924,5637.4,37.0,infinite,blank,0,0
B10,0.07720000297,60001.5,37.6,infinite,blank,0,0
B10,0.0773999989,60404.2,37.2,infinite,blank,0,0
B10,0.07760000229,60806.9,37.5,infinite,blank,0,0
B10,0.07829999924,61209.6,37.2,infinite,blank,0,0
B10,0.07729999721,61612.3,37.6,infinite,blank,0,0
B10,0.07769999653,62015.0,36.9,infinite,blank,0,0
B10,0.0773999989,62417.7,37.6,infinite,blank,0,0
B10,0.07729999721,62820.4,37.0,infinite,blank,0,0
B10,0.07720000297,63223.1,37.4,infinite,blank,0,0
B10,0.07769999653,63625.8,37.0,infinite,blank,0,0
B10,0.07900000364,6040.1,37.2,infinite,blank,0,0
B10,0.07720000297,64028.5,37.6,infinite,blank,0,0
B10,0.07729999721,64431.2,37.1,infinite,blank,0,0
B10,0.07729999721,64833.9,37.4,infinite,blank,0,0
B10,0.07769999653,65236.6,37.0,infinite,blank,0,0
B10,0.07720000297,65639.3,37.6,infinite,blank,0,0
B10,0.07720000297,66042.0,36.9,infinite,blank,0,0
B10,0.07689999789,66444.7,37.7,infinite,blank,0,0
B10,0.07729999721,66847.4,37.1,infinite,blank,0,0
B10,0.07729999721,67250.1,37.6,infinite,blank,0,0
B10,0.0775000006,67652.8,37.0,infinite,blank,0,0
B10,0.07880000025,6442.8,37.4,infinite,blank,0,0
B10,0.07689999789,68055.5,37.6,infinite,blank,0,0
B10,0.07689999789,68458.2,37.0,infinite,blank,0,0
B10,0.07769999653,68860.9,37.4,infinite,blank,0,0
B10,0.07769999653,69263.6,37.0,infinite,blank,0,0
B10,0.07689999789,69666.3,37.6,infinite,blank,0,0
B10,0.0775000006,70069.0,36.9,infinite,blank,0,0
B10,0.07729999721,70471.7,37.6,infinite,blank,0,0
B10,0.07699999957999999,70874.3,37.1,infinite,blank,0,0
B10,0.07699999957999999,71277.1,37.6,infinite,blank,0,0
B10,0.0773999989,71679.7,36.9,infinite,blank,0,0
B10,0.07869999856000001,6845.5,37.5,infinite,blank,0,0
B10,0.07779999822,72082.5,37.6,infinite,blank,0,0
B10,0.07720000297,72485.1,37.0,infinite,blank,0,0
B10,0.07710000128,72887.8,37.6,infinite,blank,0,0
B10,0.07699999957999999,73290.5,37.0,infinite,blank,0,0
B10,0.07729999721,73693.2,37.6,infinite,blank,0,0
B10,0.07729999721,74095.9,37.0,infinite,blank,0,0
B10,0.07699999957999999,74498.6,37.4,infinite,blank,0,0
B10,0.0773999989,74901.3,37.7,infinite,blank,0,0
B10,0.07729999721,75304.0,37.0,infinite,blank,0,0
B10,0.07789999992,75706.7,37.5,infinite,blank,0,0
B10,0.07869999856000001,7248.2,37.5,infinite,blank,0,0
B10,0.0773999989,76109.4,37.4,infinite,blank,0,0
B10,0.07789999992,76512.1,37.1,infinite,blank,0,0
B10,0.0775000006,76914.8,37.6,infinite,blank,0,0
B10,0.07720000297,77317.5,37.1,infinite,blank,0,0
B10,0.07789999992,77720.2,37.4,infinite,blank,0,0
B10,0.0773999989,78122.9,37.5,infinite,blank,0,0
B10,0.0781000033,78525.6,37.2,infinite,blank,0,0
B10,0.07720000297,78928.3,37.6,infinite,blank,0,0
B10,0.0773999989,79331.0,37.3,infinite,blank,0,0
B10,0.0773999989,79733.7,37.2,infinite,blank,0,0
B10,0.07800000161000001,402.4,37.2,infinite,blank,0,0
B10,0.07919999957,7650.9,37.2,infinite,blank,0,0
B10,0.07760000229,80136.4,37.6,infinite,blank,0,0
B10,0.07680000365,80539.1,37.0,infinite,blank,0,0
B10,0.07720000297,80941.8,37.3,infinite,blank,0,0
B10,0.07729999721,81344.5,37.6,infinite,blank,0,0
B10,0.0773999989,81747.2,37.1,infinite,blank,0,0
B10,0.07710000128,82149.9,37.4,infinite,blank,0,0
B10,0.0775000006,82552.6,37.4,infinite,blank,0,0
B10,0.0773999989,82955.3,37.5,infinite,blank,0,0
B10,0.07720000297,83358.0,37.0,infinite,blank,0,0
B10,0.07710000128,83760.7,37.4,infinite,blank,0,0
B10,0.07869999856000001,8053.6,37.0,infinite,blank,0,0
B10,0.07689999789,84163.3,37.5,infinite,blank,0,0
B10,0.07769999653,84566.0,36.9,infinite,blank,0,0
B10,0.0773999989,84968.7,37.6,infinite,blank,0,0
B10,0.07760000229,85371.4,37.1,infinite,blank,0,0
B10,0.07699999957999999,85774.1,37.2,infinite,blank,0,0
B10,0.07720000297,86176.8,37.4,infinite,blank,0,0
B10,0.07710000128,86579.5,37.2,infinite,blank,0,0
B10,0.07710000128,86982.2,37.3,infinite,blank,0,0
B10,0.07720000297,87384.9,37.6,infinite,blank,0,0
B10,0.07769999653,87787.6,37.6,infinite,blank,0,0
B10,0.07819999754,8456.3,37.4,infinite,blank,0,0
B10,0.07729999721,88190.3,37.1,infinite,blank,0,0
B10,0.07710000128,88593.0,37.4,infinite,blank,0,0
B10,0.07720000297,88995.7,37.6,infinite,blank,0,0
B10,0.07840000092999999,89398.4,37.2,infinite,blank,0,0
B10,0.07829999924,89801.1,37.1,infinite,blank,0,0
B10,0.07729999721,90203.8,37.6,infinite,blank,0,0
B10,0.07869999856000001,8859.0,37.6,infinite,blank,0,0
B10,0.07819999754,9261.7,37.2,infinite,blank,0,0
B10,0.07829999924,9664.3,37.3,infinite,blank,0,0
B10,0.07829999924,10067.0,37.6,infinite,blank,0,0
B10,0.07869999856000001,10469.7,37.3,infinite,blank,0,0
B10,0.07940000296000001,10872.4,37.4,infinite,blank,0,0
B10,0.07819999754,11275.1,37.6,infinite,blank,0,0
B10,0.07800000161000001,805.1,37.4,infinite,blank,0,0
B10,0.07829999924,11677.8,37.6,infinite,blank,0,0
B10,0.07760000229,12080.5,36.9,infinite,blank,0,0
B10,0.07850000262,12483.2,37.6,infinite,blank,0,0
B10,0.07829999924,12885.9,37.1,infinite,blank,0,0
B10,0.07829999924,13288.6,37.1,infinite,blank,0,0
B10,0.07819999754,13691.3,37.5,infinite,blank,0,0
B10,0.07869999856000001,14094.0,37.1,infinite,blank,0,0
B10,0.07779999822,14496.7,37.2,infinite,blank,0,0
B10,0.07760000229,14899.4,37.7,infinite,blank,0,0
B10,0.07720000297,15302.1,37.3,infinite,blank,0,0
B10,0.07779999822,1207.7,36.8,infinite,blank,0,0
B10,0.07859999686000001,15704.8,37.2,infinite,blank,0,0
B10,0.07769999653,16107.5,37.5,infinite,blank,0,0
B10,0.0781000033,16510.2,37.1,infinite,blank,0,0
B10,0.07760000229,16912.9,37.3,infinite,blank,0,0
B10,0.07819999754,17315.6,37.7,infinite,blank,0,0
B10,0.07760000229,17718.3,36.9,infinite,blank,0,0
B10,0.07729999721,18121.0,37.5,infinite,blank,0,0
B10,0.07769999653,18523.7,37.5,infinite,blank,0,0
B10,0.07779999822,18926.4,36.9,infinite,blank,0,0
B10,0.0781000033,19329.1,37.3,infinite,blank,0,0
B10,0.07779999822,1610.4,37.4,infinite,blank,0,0
B10,0.0775000006,19731.8,37.5,infinite,blank,0,0
B10,0.0781000033,20134.5,37.1,infinite,blank,0,0
B10,0.07760000229,20537.2,37.6,infinite,blank,0,0
B10,0.07699999957999999,20939.9,37.5,infinite,blank,0,0
B10,0.07729999721,21342.6,37.0,infinite,blank,0,0
B10,0.0773999989,21745.2,37.4,infinite,blank,0,0
B10,0.07819999754,22147.9,37.4,infinite,blank,0,0
B10,0.0781000033,22550.6,37.3,infinite,blank,0,0
B10,0.07769999653,22953.3,37.1,infinite,blank,0,0
B10,0.0781000033,23356.0,37.3,infinite,blank,0,0
B10,0.07840000092999999,2013.1,36.9,infinite,blank,0,0
B10,0.07769999653,23758.7,37.6,infinite,blank,0,0
B10,0.07720000297,24161.4,37.4,infinite,blank,0,0
B10,0.0781000033,24564.1,37.0,infinite,blank,0,0
B10,0.07840000092999999,24966.8,37.1,infinite,blank,0,0
B10,0.07829999924,25369.5,37.3,infinite,blank,0,0
B10,0.07720000297,25772.2,37.5,infinite,blank,0,0
B10,0.07789999992,26174.9,37.5,infinite,blank,0,0
B10,0.07819999754,26577.6,37.3,infinite,blank,0,0
B10,0.07769999653,26980.3,36.9,infinite,blank,0,0
B10,0.0775000006,27383.0,37.4,infinite,blank,0,0
B10,0.07919999957,2415.8,36.9,infinite,blank,0,0
B10,0.0773999989,27785.7,37.6,infinite,blank,0,0
B10,0.07840000092999999,28188.4,37.3,infinite,blank,0,0
B10,0.07760000229,28591.1,36.9,infinite,blank,0,0
B10,0.07769999653,28993.8,37.3,infinite,blank,0,0
B10,0.07760000229,29396.5,37.5,infinite,blank,0,0
B10,0.07859999686000001,29799.2,37.4,infinite,blank,0,0
B10,0.07760000229,30201.9,37.2,infinite,blank,0,0
B10,0.07720000297,30604.6,37.0,infinite,blank,0,0
B10,0.07760000229,31007.3,37.4,infinite,blank,0,0
B10,0.07829999924,31410.0,37.6,infinite,blank,0,0
B10,0.07859999686000001,2818.5,37.2,infinite,blank,0,0
B10,0.0773999989,31812.7,36.9,infinite,blank,0,0
B10,0.07699999957999999,32215.4,37.1,infinite,blank,0,0
B10,0.07729999721,32618.1,37.4,infinite,blank,0,0
B10,0.07850000262,33020.8,37.6,infinite,blank,0,0
B10,0.07720000297,33423.5,37.3,infinite,blank,0,0
B10,0.07699999957999999,33826.2,37.2,infinite,blank,0,0
B10,0.07819999754,34228.9,37.6,infinite,blank,0,0
B10,0.07760000229,34631.6,37.3,infinite,blank,0,0
B10,0.07720000297,35034.3,37.2,infinite,blank,0,0
B10,0.07800000161000001,35437.0,37.6,infinite,blank,0,0
B10,0.0781000033,3221.2,37.6,infinite,blank,0,0
B10,0.07729999721,35839.7,36.9,infinite,blank,0,0
B10,0.0775000006,36242.4,37.4,infinite,blank,0,0
B10,0.07829999924,36645.0,37.6,infinite,blank,0,0
B10,0.07720000297,37047.7,37.0,infinite,blank,0,0
B10,0.0775000006,37450.5,37.4,infinite,blank,0,0
B10,0.07829999924,37853.1,37.5,infinite,blank,0,0
B10,0.0773999989,38255.8,37.3,infinite,blank,0,0
B10,0.07720000297,38658.5,37.1,infinite,blank,0,0
B10,0.07760000229,39061.2,37.6,infinite,blank,0,0
B10,0.0775000006,39463.9,37.5,infinite,blank,0,0
B11,0.0775000006,0.0,36.5,infinite,blank,0,0
B11,0.07819999754,3623.9,37.4,infinite,blank,0,0
B11,0.07789999992,39866.6,36.9,infinite,blank,0,0
B11,0.0781000033,40269.3,37.5,infinite,blank,0,0
B11,0.07850000262,40672.0,37.1,infinite,blank,0,0
B11,0.0781000033,41074.7,37.4,infinite,blank,0,0
B11,0.07800000161000001,41477.4,37.6,infinite,blank,0,0
B11,0.07769999653,41880.1,37.1,infinite,blank,0,0
B11,0.07959999889,42282.8,37.4,infinite,blank,0,0
B11,0.07760000229,42685.5,37.4,infinite,blank,0,0
B11,0.07800000161000001,43088.2,36.9,infinite,blank,0,0
B11,0.07909999788,43490.9,37.4,infinite,blank,0,0
B11,0.07869999856000001,4026.6,37.6,infinite,blank,0,0
B11,0.07900000364,43893.6,37.6,infinite,blank,0,0
B11,0.0781000033,44296.3,37.0,infinite,blank,0,0
B11,0.0775000006,44699.0,37.6,infinite,blank,0,0
B11,0.07789999992,45101.7,37.2,infinite,blank,0,0
B11,0.07900000364,45504.4,37.2,infinite,blank,0,0
B11,0.07930000126,45907.1,37.6,infinite,blank,0,0
B11,0.07760000229,46309.8,37.0,infinite,blank,0,0
B11,0.07760000229,46712.5,37.4,infinite,blank,0,0
B11,0.07829999924,47115.2,37.5,infinite,blank,0,0
B11,0.07769999653,47517.9,37.1,infinite,blank,0,0
B11,0.07869999856000001,4429.3,37.6,infinite,blank,0,0
B11,0.07760000229,47920.6,37.3,infinite,blank,0,0
B11,0.07779999822,48323.3,37.6,infinite,blank,0,0
B11,0.07850000262,48726.0,36.9,infinite,blank,0,0
B11,0.07819999754,49128.7,37.6,infinite,blank,0,0
B11,0.07900000364,49531.4,37.0,infinite,blank,0,0
B11,0.07829999924,49934.1,37.3,infinite,blank,0,0
B11,0.0781000033,50336.8,37.4,infinite,blank,0,0
B11,0.07789999992,50739.5,37.1,infinite,blank,0,0
B11,0.07789999992,51142.2,37.4,infinite,blank,0,0
B11,0.07819999754,51544.9,37.1,infinite,blank,0,0
B11,0.07829999924,4832.0,37.6,infinite,blank,0,0
B11,0.07819999754,51947.6,37.2,infinite,blank,0,0
B11,0.07720000297,52350.3,37.6,infinite,blank,0,0
B11,0.07900000364,52753.0,37.0,infinite,blank,0,0
B11,0.07850000262,53155.7,37.5,infinite,blank,0,0
B11,0.07819999754,53558.4,37.4,infinite,blank,0,0
B11,0.0775000006,53961.1,36.9,infinite,blank,0,0
B11,0.07859999686000001,54363.8,37.6,infinite,blank,0,0
B11,0.07800000161000001,54766.5,37.1,infinite,blank,0,0
B11,0.07760000229,55169.2,37.3,infinite,blank,0,0
B11,0.07840000092999999,55571.9,37.6,infinite,blank,0,0
B11,0.07900000364,5234.7,37.1,infinite,blank,0,0
B11,0.07720000297,55974.6,37.1,infinite,blank,0,0
B11,0.07840000092999999,56377.3,37.6,infinite,blank,0,0
B11,0.07840000092999999,56779.9,37.0,infinite,blank,0,0
B11,0.07729999721,57182.6,37.6,infinite,blank,0,0
B11,0.07800000161000001,57585.3,37.1,infinite,blank,0,0
B11,0.07850000262,57988.0,37.4,infinite,blank,0,0
B11,0.0773999989,58390.7,37.5,infinite,blank,0,0
B11,0.07859999686000001,58793.4,37.1,infinite,blank,0,0
B11,0.07900000364,59196.1,37.6,infinite,blank,0,0
B11,0.07869999856000001,59598.8,37.1,infinite,blank,0,0
B11,0.07859999686000001,5637.4,37.0,infinite,blank,0,0
B11,0.0781000033,60001.5,37.6,infinite,blank,0,0
B11,0.07859999686000001,60404.2,37.2,infinite,blank,0,0
B11,0.07900000364,60806.9,37.5,infinite,blank,0,0
B11,0.07880000025,61209.6,37.2,infinite,blank,0,0
B11,0.07769999653,61612.3,37.6,infinite,blank,0,0
B11,0.07890000194,62015.0,36.9,infinite,blank,0,0
B11,0.07890000194,62417.7,37.6,infinite,blank,0,0
B11,0.07880000025,62820.4,37.0,infinite,blank,0,0
B11,0.07769999653,63223.1,37.4,infinite,blank,0,0
B11,0.07930000126,63625.8,37.0,infinite,blank,0,0
B11,0.07869999856000001,6040.1,37.2,infinite,blank,0,0
B11,0.07819999754,64028.5,37.6,infinite,blank,0,0
B11,0.07819999754,64431.2,37.1,infinite,blank,0,0
B11,0.07850000262,64833.9,37.4,infinite,blank,0,0
B11,0.07829999924,65236.6,37.0,infinite,blank,0,0
B11,0.0781000033,65639.3,37.6,infinite,blank,0,0
B11,0.07840000092999999,66042.0,36.9,infinite,blank,0,0
B11,0.07779999822,66444.7,37.7,infinite,blank,0,0
B11,0.07769999653,66847.4,37.1,infinite,blank,0,0
B11,0.07859999686000001,67250.1,37.6,infinite,blank,0,0
B11,0.07859999686000001,67652.8,37.0,infinite,blank,0,0
B11,0.07829999924,6442.8,37.4,infinite,blank,0,0
B11,0.07729999721,68055.5,37.6,infinite,blank,0,0
B11,0.07760000229,68458.2,37.0,infinite,blank,0,0
B11,0.07850000262,68860.9,37.4,infinite,blank,0,0
B11,0.07869999856000001,69263.6,37.0,infinite,blank,0,0
B11,0.0781000033,69666.3,37.6,infinite,blank,0,0
B11,0.07789999992,70069.0,36.9,infinite,blank,0,0
B11,0.07829999924,70471.7,37.6,infinite,blank,0,0
B11,0.07800000161000001,70874.3,37.1,infinite,blank,0,0
B11,0.07760000229,71277.1,37.6,infinite,blank,0,0
B11,0.07859999686000001,71679.7,36.9,infinite,blank,0,0
B11,0.07919999957,6845.5,37.5,infinite,blank,0,0
B11,0.07859999686000001,72082.5,37.6,infinite,blank,0,0
B11,0.0781000033,72485.1,37.0,infinite,blank,0,0
B11,0.07859999686000001,72887.8,37.6,infinite,blank,0,0
B11,0.07760000229,73290.5,37.0,infinite,blank,0,0
B11,0.07850000262,73693.2,37.6,infinite,blank,0,0
B11,0.07779999822,74095.9,37.0,infinite,blank,0,0
B11,0.07720000297,74498.6,37.4,infinite,blank,0,0
B11,0.07789999992,74901.3,37.7,infinite,blank,0,0
B11,0.07850000262,75304.0,37.0,infinite,blank,0,0
B11,0.07840000092999999,75706.7,37.5,infinite,blank,0,0
B11,0.07859999686000001,7248.2,37.5,infinite,blank,0,0
B11,0.07729999721,76109.4,37.4,infinite,blank,0,0
B11,0.07800000161000001,76512.1,37.1,infinite,blank,0,0
B11,0.07859999686000001,76914.8,37.6,infinite,blank,0,0
B11,0.07769999653,77317.5,37.1,infinite,blank,0,0
B11,0.07769999653,77720.2,37.4,infinite,blank,0,0
B11,0.07769999653,78122.9,37.5,infinite,blank,0,0
B11,0.07840000092999999,78525.6,37.2,infinite,blank,0,0
B11,0.0775000006,78928.3,37.6,infinite,blank,0,0
B11,0.0781000033,79331.0,37.3,infinite,blank,0,0
B11,0.07729999721,79733.7,37.2,infinite,blank,0,0
B11,0.07760000229,402.4,37.2,infinite,blank,0,0
B11,0.07909999788,7650.9,37.2,infinite,blank,0,0
B11,0.07840000092999999,80136.4,37.6,infinite,blank,0,0
B11,0.07760000229,80539.1,37.0,infinite,blank,0,0
B11,0.07829999924,80941.8,37.3,infinite,blank,0,0
B11,0.07880000025,81344.5,37.6,infinite,blank,0,0
B11,0.07840000092999999,81747.2,37.1,infinite,blank,0,0
B11,0.07729999721,82149.9,37.4,infinite,blank,0,0
B11,0.07769999653,82552.6,37.4,infinite,blank,0,0
B11,0.07940000296000001,82955.3,37.5,infinite,blank,0,0
B11,0.07850000262,83358.0,37.0,infinite,blank,0,0
B11,0.07800000161000001,83760.7,37.4,infinite,blank,0,0
B11,0.07949999719999999,8053.6,37.0,infinite,blank,0,0
B11,0.07720000297,84163.3,37.5,infinite,blank,0,0
B11,0.0775000006,84566.0,36.9,infinite,blank,0,0
B11,0.07819999754,84968.7,37.6,infinite,blank,0,0
B11,0.07829999924,85371.4,37.1,infinite,blank,0,0
B11,0.0773999989,85774.1,37.2,infinite,blank,0,0
B11,0.07850000262,86176.8,37.4,infinite,blank,0,0
B11,0.07880000025,86579.5,37.2,infinite,blank,0,0
B11,0.07789999992,86982.2,37.3,infinite,blank,0,0
B11,0.07760000229,87384.9,37.6,infinite,blank,0,0
B11,0.07789999992,87787.6,37.6,infinite,blank,0,0
B11,0.07829999924,8456.3,37.4,infinite,blank,0,0
B11,0.07720000297,88190.3,37.1,infinite,blank,0,0
B11,0.07769999653,88593.0,37.4,infinite,blank,0,0
B11,0.07829999924,88995.7,37.6,infinite,blank,0,0
B11,0.07900000364,89398.4,37.2,infinite,blank,0,0
B11,0.07840000092999999,89801.1,37.1,infinite,blank,0,0
B11,0.07760000229,90203.8,37.6,infinite,blank,0,0
B11,0.07880000025,8859.0,37.6,infinite,blank,0,0
B11,0.07880000025,9261.7,37.2,infinite,blank,0,0
B11,0.0781000033,9664.3,37.3,infinite,blank,0,0
B11,0.07869999856000001,10067.0,37.6,infinite,blank,0,0
B11,0.07890000194,10469.7,37.3,infinite,blank,0,0
B11,0.07919999957,10872.4,37.4,infinite,blank,0,0
B11,0.07779999822,11275.1,37.6,infinite,blank,0,0
B11,0.07819999754,805.1,37.4,infinite,blank,0,0
B11,0.07869999856000001,11677.8,37.6,infinite,blank,0,0
B11,0.07949999719999999,12080.5,36.9,infinite,blank,0,0
B11,0.07869999856000001,12483.2,37.6,infinite,blank,0,0
B11,0.07850000262,12885.9,37.1,infinite,blank,0,0
B11,0.07869999856000001,13288.6,37.1,infinite,blank,0,0
B11,0.07919999957,13691.3,37.5,infinite,blank,0,0
B11,0.07919999957,14094.0,37.1,infinite,blank,0,0
B11,0.07850000262,14496.7,37.2,infinite,blank,0,0
B11,0.07880000025,14899.4,37.7,infinite,blank,0,0
B11,0.07779999822,15302.1,37.3,infinite,blank,0,0
B11,0.07829999924,1207.7,36.8,infinite,blank,0,0
B11,0.07859999686000001,15704.8,37.2,infinite,blank,0,0
B11,0.07800000161000001,16107.5,37.5,infinite,blank,0,0
B11,0.07779999822,16510.2,37.1,infinite,blank,0,0
B11,0.07829999924,16912.9,37.3,infinite,blank,0,0
B11,0.07919999957,17315.6,37.7,infinite,blank,0,0
B11,0.07829999924,17718.3,36.9,infinite,blank,0,0
B11,0.07769999653,18121.0,37.5,infinite,blank,0,0
B11,0.07900000364,18523.7,37.5,infinite,blank,0,0
B11,0.07840000092999999,18926.4,36.9,infinite,blank,0,0
B11,0.07779999822,19329.1,37.3,infinite,blank,0,0
B11,0.0781000033,1610.4,37.4,infinite,blank,0,0
B11,0.07769999653,19731.8,37.5,infinite,blank,0,0
B11,0.07800000161000001,20134.5,37.1,infinite,blank,0,0
B11,0.07829999924,20537.2,37.6,infinite,blank,0,0
B11,0.0775000006,20939.9,37.5,infinite,blank,0,0
B11,0.07869999856000001,21342.6,37.0,infinite,blank,0,0
B11,0.07819999754,21745.2,37.4,infinite,blank,0,0
B11,0.07760000229,22147.9,37.4,infinite,blank,0,0
B11,0.07789999992,22550.6,37.3,infinite,blank,0,0
B11,0.0781000033,22953.3,37.1,infinite,blank,0,0
B11,0.07829999924,23356.0,37.3,infinite,blank,0,0
B11,0.07829999924,2013.1,36.9,infinite,blank,0,0
B11,0.0781000033,23758.7,37.6,infinite,blank,0,0
B11,0.07789999992,24161.4,37.4,infinite,blank,0,0
B11,0.07869999856000001,24564.1,37.0,infinite,blank,0,0
B11,0.07869999856000001,24966.8,37.1,infinite,blank,0,0
B11,0.07900000364,25369.5,37.3,infinite,blank,0,0
B11,0.07789999992,25772.2,37.5,infinite,blank,0,0
B11,0.07930000126,26174.9,37.5,infinite,blank,0,0
B11,0.07880000025,26577.6,37.3,infinite,blank,0,0
B11,0.0773999989,26980.3,36.9,infinite,blank,0,0
B11,0.07859999686000001,27383.0,37.4,infinite,blank,0,0
B11,0.07890000194,2415.8,36.9,infinite,blank,0,0
B11,0.07789999992,27785.7,37.6,infinite,blank,0,0
B11,0.07829999924,28188.4,37.3,infinite,blank,0,0
B11,0.07800000161000001,28591.1,36.9,infinite,blank,0,0
B11,0.07869999856000001,28993.8,37.3,infinite,blank,0,0
B11,0.07840000092999999,29396.5,37.5,infinite,blank,0,0
B11,0.07859999686000001,29799.2,37.4,infinite,blank,0,0
B11,0.07769999653,30201.9,37.2,infinite,blank,0,0
B11,0.07859999686000001,30604.6,37.0,infinite,blank,0,0
B11,0.07850000262,31007.3,37.4,infinite,blank,0,0
B11,0.07859999686000001,31410.0,37.6,infinite,blank,0,0
B11,0.07789999992,2818.5,37.2,infinite,blank,0,0
B11,0.07940000296000001,31812.7,36.9,infinite,blank,0,0
B11,0.07800000161000001,32215.4,37.1,infinite,blank,0,0
B11,0.07850000262,32618.1,37.4,infinite,blank,0,0
B11,0.07900000364,33020.8,37.6,infinite,blank,0,0
B11,0.07789999992,33423.5,37.3,infinite,blank,0,0
B11,0.07779999822,33826.2,37.2,infinite,blank,0,0
B11,0.07829999924,34228.9,37.6,infinite,blank,0,0
B11,0.07930000126,34631.6,37.3,infinite,blank,0,0
B11,0.07769999653,35034.3,37.2,infinite,blank,0,0
B11,0.07800000161000001,35437.0,37.6,infinite,blank,0,0
B11,0.07850000262,3221.2,37.6,infinite,blank,0,0
B11,0.07840000092999999,35839.7,36.9,infinite,blank,0,0
B11,0.07779999822,36242.4,37.4,infinite,blank,0,0
B11,0.07850000262,36645.0,37.6,infinite,blank,0,0
B11,0.07729999721,37047.7,37.0,infinite,blank,0,0
B11,0.07800000161000001,37450.5,37.4,infinite,blank,0,0
B11,0.07840000092999999,37853.1,37.5,infinite,blank,0,0
B11,0.07789999992,38255.8,37.3,infinite,blank,0,0
B11,0.07729999721,38658.5,37.1,infinite,blank,0,0
B11,0.07850000262,39061.2,37.6,infinite,blank,0,0
B11,0.07769999653,39463.9,37.5,infinite,blank,0,0
B2,0.07710000128,0.0,36.5,infinite,blank,0,0
B2,0.07710000128,3623.9,37.4,infinite,blank,0,0
B2,0.07710000128,39866.6,36.9,infinite,blank,0,0
B2,0.07720000297,40269.3,37.5,infinite,blank,0,0
B2,0.07710000128,40672.0,37.1,infinite,blank,0,0
B2,0.07720000297,41074.7,37.4,infinite,blank,0,0
B2,0.07720000297,41477.4,37.6,infinite,blank,0,0
B2,0.07729999721,41880.1,37.1,infinite,blank,0,0
B2,0.07720000297,42282.8,37.4,infinite,blank,0,0
