[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\batch_template_3182021_001_009.lcd
Output Date,3/18/2021
Output Time,6:16:42 PM

[File Information]
Type,Data File
Generated,3/18/2021 5:31:23 PM
Generated by,System Administrator
Modified,3/18/2021 6:16:42 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,3/18/2021 5:31:41 PM
Sample Type,1:Standard
Level,1
Sample Name,2021-03-18_thiamine001
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,21
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\batch_template_3182021_001_009.lcd
Method File,C:\LabSolutions\Data\Project1\organicacidsetc2.lcm
Batch File,C:\Users\cremerlab\Desktop\batch_template.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector B-Ch1)]
Interval(msec),500
# of Points,5401
Start Time(min),0.000
End Time(min),45.000
Intensity Units,mV
Intensity Multiplier,0.001
R.Time (min),Intensity
0.00000,-27
0.00833,-27
0.01667,-14
0.02500,-1
0.03333,-4
0.04167,-8
0.05000,-11
0.05833,-14
0.06667,-15
0.07500,-16
0.08333,-16
0.09167,-16
0.10000,-15
0.10833,-15
0.11667,-14
0.12500,-14
0.13333,-13
0.14167,-13
0.15000,-13
0.15833,-14
0.16667,-15
0.17500,-15
0.18333,-16
0.19167,-17
0.20000,-18
0.20833,-18
0.21667,-19
0.22500,-19
0.23333,-20
0.24167,-20
0.25000,-20
0.25833,-20
0.26667,-20
0.27500,-21
0.28333,-22
0.29167,-23
0.30000,-24
0.30833,-25
0.31667,-26
0.32500,-27
0.33333,-28
0.34167,-29
0.35000,-30
0.35833,-31
0.36667,-33
0.37500,-34
0.38333,-35
0.39167,-35
0.40000,-36
0.40833,-37
0.41667,-38
0.42500,-38
0.43333,-39
0.44167,-40
0.45000,-40
0.45833,-41
0.46667,-41
0.47500,-42
0.48333,-43
0.49167,-44
0.50000,-45
0.50833,-46
0.51667,-47
0.52500,-48
0.53333,-48
0.54167,-48
0.55000,-47
0.55833,-46
0.56667,-46
0.57500,-46
0.58333,-46
0.59167,-46
0.60000,-46
0.60833,-47
0.61667,-47
0.62500,-49
0.63333,-51
0.64167,-54
0.65000,-57
0.65833,-60
0.66667,-63
0.67500,-66
0.68333,-69
0.69167,-72
0.70000,-75
0.70833,-77
0.71667,-79
0.72500,-80
0.73333,-82
0.74167,-83
0.75000,-84
0.75833,-84
0.76667,-85
0.77500,-85
0.78333,-85
0.79167,-86
0.80000,-86
0.80833,-86
0.81667,-86
0.82500,-86
0.83333,-87
0.84167,-87
0.85000,-87
