[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\batch_template_3182021_001_007.lcd
Output Date,3/18/2021
Output Time,4:46:02 PM

[File Information]
Type,Data File
Generated,3/18/2021 4:00:42 PM
Generated by,System Administrator
Modified,3/18/2021 4:46:02 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,3/18/2021 4:01:01 PM
Sample Type,1:Standard
Level,1
Sample Name,2021-03-18_NC_base_griffin001
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,19
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\batch_template_3182021_001_007.lcd
Method File,C:\LabSolutions\Data\Project1\organicacidsetc2.lcm
Batch File,C:\Users\cremerlab\Desktop\batch_template.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector B-Ch1)]
Interval(msec),500
# of Points,5401
Start Time(min),0.000
End Time(min),45.000
Intensity Units,mV
Intensity Multiplier,0.001
R.Time (min),Intensity
0.00000,-14
0.00833,-14
0.01667,-0
0.02500,-1
0.03333,-4
0.04167,-7
0.05000,-11
0.05833,-13
0.06667,-15
0.07500,-15
0.08333,-15
0.09167,-14
0.10000,-12
0.10833,-11
0.11667,-10
0.12500,-9
0.13333,-8
0.14167,-8
0.15000,-7
0.15833,-7
0.16667,-7
0.17500,-8
0.18333,-8
0.19167,-9
0.20000,-10
0.20833,-10
0.21667,-10
0.22500,-10
0.23333,-9
0.24167,-9
0.25000,-9
0.25833,-9
0.26667,-9
0.27500,-9
0.28333,-10
0.29167,-10
0.30000,-11
0.30833,-12
0.31667,-13
0.32500,-13
0.33333,-14
0.34167,-14
0.35000,-15
0.35833,-15
0.36667,-16
0.37500,-17
0.38333,-18
0.39167,-18
0.40000,-19
0.40833,-19
0.41667,-20
0.42500,-20
0.43333,-21
0.44167,-21
0.45000,-22
0.45833,-22
0.46667,-23
0.47500,-23
0.48333,-23
0.49167,-24
0.50000,-24
0.50833,-24
0.51667,-25
0.52500,-25
0.53333,-24
0.54167,-24
0.55000,-23
0.55833,-23
0.56667,-22
0.57500,-21
0.58333,-21
0.59167,-20
0.60000,-20
0.60833,-20
0.61667,-20
0.62500,-21
0.63333,-22
0.64167,-25
0.65000,-27
0.65833,-30
0.66667,-34
0.67500,-37
0.68333,-40
0.69167,-43
0.70000,-46
0.70833,-48
0.71667,-50
0.72500,-52
0.73333,-53
0.74167,-53
0.75000,-54
0.75833,-54
0.76667,-54
0.77500,-54
0.78333,-54
0.79167,-53
0.80000,-53
0.80833,-52
0.81667,-52
0.82500,-51
0.83333,-51
0.84167,-50
0.85000,-50
0.85833,-49
0.86667,-49
0.87500,-49
0.88333,-49
0.89167,-49
0.90000,-49
0.90833,-49
0.91667,-49
0.92500,-49
0.93333,-49
0.94167,-49
0.95000,-49
0.95833,-50
0.96667,-50
0.97500,-51
0.98333,-51
0.99167,-51
1.00000,-52
1.00833,-53
1.01667,-53
1.02500,-53
1.03333,-53
1.04167,-54
1.05000,-54
1.05833,-54
1.06667,-55
1.07500,-56
1.08333,-56
1.09167,-56
1.10000,-56
1.10833,-57
1.11667,-58
1.12500,-58
1.13333,-58
1.14167,-59
1.15000,-59
1.15833,-59
1.16667,-60
1.17500,-60
1.18333,-60
1.19167,-61
1.20000,-62
1.20833,-62
1.21667,-63
1.22500,-63
1.23333,-64
1.24167,-64
1.25000,-65
1.25833,-65
1.26667,-66
1.27500,-66
1.28333,-66
1.29167,-66
1.30000,-67
1.30833,-67
1.31667,-68
1.32500,-68
1.33333,-69
1.34167,-70
1.35000,-70
1.35833,-70
1.36667,-71
1.37500,-72
1.38333,-72
1.39167,-73
1.40000,-73
1.40833,-74
1.41667,-74
1.42500,-75
1.43333,-75
1.44167,-75
1.45000,-76
1.45833,-76
1.46667,-76
1.47500,-77
1.48333,-78
1.49167,-78
1.50000,-78
1.50833,-79
1.51667,-79
1.52500,-79
1.53333,-80
1.54167,-80
1.55000,-80
1.55833,-81
1.56667,-81
1.57500,-81
1.58333,-81
1.59167,-82
1.60000,-82
1.60833,-82
1.61667,-83
1.62500,-84
1.63333,-84
1.64167,-85
1.65000,-85
1.65833,-86
1.66667,-86
1.67500,-87
1.68333,-87
1.69167,-88
1.70000,-88
1.70833,-89
1.71667,-89
1.72500,-89
1.73333,-90
1.74167,-90
1.75000,-90
1.75833,-91
1.76667,-92
1.77500,-92
1.78333,-93
1.79167,-93
1.80000,-93
1.80833,-94
1.81667,-94
1.82500,-95
1.83333,-95
1.84167,-95
1.85000,-96
1.85833,-97
1.86667,-97
1.87500,-98
1.88333,-98
1.89167,-98
1.90000,-98
1.90833,-98
1.91667,-99
1.92500,-99
1.93333,-99
1.94167,-100
1.95000,-100
1.95833,-101
1.96667,-101
1.97500,-102
1.98333,-102
1.99167,-102
2.00000,-103
2.00833,-104
2.01667,-105
2.02500,-105
2.03333,-106
2.04167,-106
2.05000,-106
2.05833,-106
2.06667,-106
2.07500,-107
2.08333,-108
2.09167,-108
2.10000,-109
2.10833,-109
2.11667,-109
2.12500,-110
2.13333,-110
2.14167,-111
2.15000,-112
2.15833,-112
2.16667,-113
2.17500,-114
2.18333,-114
2.19167,-114
2.20000,-115
2.20833,-115
2.21667,-116
2.22500,-117
2.23333,-117
2.24167,-118
2.25000,-118
2.25833,-118
2.26667,-118
2.27500,-118
2.28333,-119
2.29167,-119
2.30000,-120
2.30833,-121
2.31667,-121
2.32500,-122
2.33333,-122
2.34167,-123
2.35000,-123
2.35833,-124
2.36667,-124
2.37500,-125
2.38333,-125
2.39167,-126
2.40000,-126
2.40833,-127
2.41667,-127
2.42500,-128
2.43333,-128
2.44167,-129
2.45000,-130
2.45833,-130
2.46667,-130
2.47500,-130
2.48333,-131
2.49167,-131
2.50000,-132
2.50833,-132
2.51667,-132
2.52500,-133
2.53333,-134
2.54167,-134
2.55000,-135
2.55833,-135
2.56667,-135
2.57500,-136
2.58333,-136
2.59167,-137
2.60000,-137
2.60833,-138
2.61667,-138
2.62500,-138
2.63333,-138
2.64167,-139
2.65000,-139
2.65833,-139
2.66667,-140
2.67500,-140
2.68333,-140
2.69167,-141
2.70000,-142
2.70833,-143
2.71667,-143
2.72500,-144
2.73333,-145
2.74167,-146
2.75000,-146
2.75833,-147
2.76667,-147
2.77500,-147
2.78333,-147
2.79167,-148
2.80000,-148
2.80833,-148
2.81667,-149
2.82500,-149
2.83333,-149
2.84167,-150
2.85000,-150
2.85833,-151
2.86667,-151
2.87500,-151
2.88333,-152
2.89167,-152
2.90000,-152
2.90833,-153
2.91667,-153
2.92500,-154
2.93333,-155
2.94167,-155
2.95000,-155
2.95833,-155
2.96667,-156
2.97500,-156
2.98333,-157
2.99167,-158
3.00000,-158
3.00833,-159
3.01667,-160
3.02500,-160
3.03333,-160
3.04167,-160
3.05000,-161
3.05833,-161
3.06667,-161
3.07500,-162
3.08333,-162
3.09167,-163
3.10000,-163
3.10833,-164
3.11667,-165
3.12500,-165
3.13333,-166
3.14167,-166
3.15000,-167
3.15833,-167
3.16667,-167
3.17500,-168
3.18333,-168
3.19167,-169
3.20000,-169
3.20833,-170
3.21667,-170
3.22500,-170
3.23333,-170
3.24167,-171
3.25000,-172
3.25833,-172
3.26667,-173
3.27500,-173
3.28333,-174
3.29167,-174
3.30000,-174
3.30833,-175
3.31667,-175
3.32500,-176
3.33333,-176
3.34167,-177
3.35000,-178
3.35833,-178
3.36667,-178
3.37500,-179
3.38333,-180
3.39167,-180
3.40000,-181
3.40833,-181
3.41667,-181
3.42500,-181
3.43333,-182
3.44167,-182
3.45000,-183
3.45833,-184
3.46667,-184
3.47500,-184
3.48333,-184
3.49167,-184
3.50000,-185
3.50833,-186
3.51667,-186
3.52500,-187
3.53333,-187
3.54167,-188
3.55000,-188
3.55833,-188
3.56667,-189
3.57500,-189
3.58333,-190
3.59167,-191
3.60000,-191
3.60833,-192
3.61667,-192
3.62500,-192
3.63333,-192
3.64167,-193
3.65000,-193
3.65833,-193
3.66667,-194
3.67500,-194
3.68333,-195
3.69167,-196
3.70000,-196
3.70833,-197
3.71667,-198
3.72500,-199
3.73333,-199
3.74167,-200
3.75000,-200
3.75833,-200
3.76667,-201
3.77500,-201
3.78333,-202
3.79167,-202
3.80000,-203
3.80833,-203
3.81667,-203
3.82500,-204
3.83333,-204
3.84167,-205
3.85000,-205
3.85833,-206
3.86667,-206
3.87500,-207
3.88333,-207
3.89167,-207
3.90000,-207
3.90833,-207
3.91667,-207
3.92500,-208
3.93333,-209
3.94167,-209
3.95000,-209
3.95833,-210
3.96667,-211
3.97500,-211
3.98333,-212
3.99167,-213
4.00000,-213
4.00833,-214
4.01667,-214
4.02500,-214
4.03333,-214
4.04167,-215
4.05000,-216
4.05833,-217
4.06667,-217
4.07500,-217
4.08333,-218
4.09167,-218
4.10000,-219
4.10833,-219
4.11667,-219
4.12500,-220
4.13333,-220
4.14167,-220
4.15000,-221
4.15833,-221
4.16667,-222
4.17500,-222
4.18333,-223
4.19167,-223
4.20000,-223
4.20833,-224
4.21667,-225
4.22500,-226
4.23333,-227
4.24167,-227
4.25000,-228
4.25833,-228
4.26667,-228
4.27500,-229
4.28333,-229
4.29167,-229
4.30000,-230
4.30833,-230
4.31667,-231
4.32500,-231
4.33333,-232
4.34167,-233
4.35000,-233
4.35833,-233
4.36667,-233
4.37500,-234
4.38333,-234
4.39167,-235
4.40000,-235
4.40833,-236
4.41667,-236
4.42500,-237
4.43333,-237
4.44167,-238
4.45000,-239
4.45833,-239
4.46667,-240
