well,od_600nm,time_s,temp_C,instrument,medium,sample,replicate
B5,0.0867,64856.178,37.0,Tecan Spark,water,blank,0
B5,0.0868,65251.54,37.1,Tecan Spark,water,blank,0
B5,0.0867,65647.05900000001,37.0,Tecan Spark,water,blank,0
B5,0.0868,66042.475,37.1,Tecan Spark,water,blank,0
B5,0.0869,66437.893,37.1,Tecan Spark,water,blank,0
B5,0.0868,6327.717,37.1,Tecan Spark,water,blank,0
B5,0.0867,66833.363,37.1,Tecan Spark,water,blank,0
B5,0.0867,67228.843,37.1,Tecan Spark,water,blank,0
B5,0.0868,67624.25200000001,37.0,Tecan Spark,water,blank,0
B5,0.0868,68019.804,37.1,Tecan Spark,water,blank,0
B5,0.0866,68415.365,37.0,Tecan Spark,water,blank,0
B5,0.0869,68810.72,37.1,Tecan Spark,water,blank,0
B5,0.0867,69206.23599999999,37.1,Tecan Spark,water,blank,0
B5,0.0868,69601.688,37.1,Tecan Spark,water,blank,0
B5,0.0868,6723.215999999999,37.1,Tecan Spark,water,blank,0
B5,0.0869,7118.621999999999,37.0,Tecan Spark,water,blank,0
B5,0.087,395.895,36.9,Tecan Spark,water,blank,0
B5,0.0868,7514.14,37.0,Tecan Spark,water,blank,0
B5,0.0869,7909.5380000000005,37.1,Tecan Spark,water,blank,0
B5,0.0868,8304.979,37.1,Tecan Spark,water,blank,0
B5,0.0867,8700.431999999999,37.1,Tecan Spark,water,blank,0
B5,0.0867,9095.915,37.1,Tecan Spark,water,blank,0
B5,0.0866,9491.358,37.0,Tecan Spark,water,blank,0
B5,0.0867,9886.845,37.1,Tecan Spark,water,blank,0
B5,0.0867,10282.325,37.0,Tecan Spark,water,blank,0
B5,0.0868,10677.858999999999,37.0,Tecan Spark,water,blank,0
B5,0.0867,11073.263,37.1,Tecan Spark,water,blank,0
B5,0.0868,791.329,37.1,Tecan Spark,water,blank,0
B5,0.0868,11468.638,37.1,Tecan Spark,water,blank,0
B5,0.0868,11864.122,37.1,Tecan Spark,water,blank,0
B5,0.0867,12259.533000000001,37.0,Tecan Spark,water,blank,0
B5,0.0868,12654.952,37.0,Tecan Spark,water,blank,0
B5,0.0867,13050.472,37.1,Tecan Spark,water,blank,0
B5,0.0867,13445.912,37.1,Tecan Spark,water,blank,0
B5,0.0868,13841.317,37.1,Tecan Spark,water,blank,0
B5,0.0867,14236.86,37.1,Tecan Spark,water,blank,0
B5,0.0867,14632.383,37.1,Tecan Spark,water,blank,0
B5,0.0867,15027.768,37.0,Tecan Spark,water,blank,0
B5,0.0868,1186.776,37.1,Tecan Spark,water,blank,0
B5,0.0867,15423.316,37.0,Tecan Spark,water,blank,0
B5,0.0867,15818.79,37.1,Tecan Spark,water,blank,0
B5,0.0867,16214.211000000001,37.1,Tecan Spark,water,blank,0
B5,0.0868,16609.68,37.1,Tecan Spark,water,blank,0
B5,0.0868,17005.23,37.1,Tecan Spark,water,blank,0
B5,0.0868,17400.676,37.0,Tecan Spark,water,blank,0
B5,0.0869,17796.21,37.0,Tecan Spark,water,blank,0
B5,0.0867,18191.621,37.0,Tecan Spark,water,blank,0
B5,0.0868,18586.988,37.1,Tecan Spark,water,blank,0
B5,0.0869,18982.522,37.1,Tecan Spark,water,blank,0
B5,0.0869,1582.207,37.1,Tecan Spark,water,blank,0
B5,0.0866,19377.974,37.1,Tecan Spark,water,blank,0
B5,0.0867,19773.387,37.1,Tecan Spark,water,blank,0
B5,0.0866,20168.877,37.0,Tecan Spark,water,blank,0
B5,0.0867,20564.348,37.1,Tecan Spark,water,blank,0
B5,0.0868,20959.764,37.0,Tecan Spark,water,blank,0
B5,0.0868,21355.301,37.1,Tecan Spark,water,blank,0
B5,0.0867,21750.797000000002,37.1,Tecan Spark,water,blank,0
B5,0.0868,22146.206000000002,37.1,Tecan Spark,water,blank,0
B5,0.0868,22541.742000000002,37.1,Tecan Spark,water,blank,0
B5,0.0867,22937.279,37.0,Tecan Spark,water,blank,0
B5,0.0869,1977.7379999999998,37.0,Tecan Spark,water,blank,0
B5,0.0867,23332.647,37.0,Tecan Spark,water,blank,0
B5,0.0867,23728.11,37.0,Tecan Spark,water,blank,0
B5,0.0867,24123.597999999998,37.1,Tecan Spark,water,blank,0
B5,0.0867,24519.004,37.1,Tecan Spark,water,blank,0
B5,0.0867,24914.467,37.1,Tecan Spark,water,blank,0
B5,0.0867,25309.928,37.0,Tecan Spark,water,blank,0
B5,0.0868,25705.367000000002,37.0,Tecan Spark,water,blank,0
B5,0.0867,26100.841,37.0,Tecan Spark,water,blank,0
B5,0.0867,26496.277000000002,37.1,Tecan Spark,water,blank,0
B5,0.0867,26891.839,37.1,Tecan Spark,water,blank,0
B5,0.0868,2373.27,37.1,Tecan Spark,water,blank,0
B5,0.0868,27287.325,37.1,Tecan Spark,water,blank,0
B5,0.0869,27682.724,37.1,Tecan Spark,water,blank,0
B5,0.0867,28078.257999999998,37.0,Tecan Spark,water,blank,0
B5,0.0868,28473.697,37.0,Tecan Spark,water,blank,0
B5,0.0869,28869.097999999998,37.0,Tecan Spark,water,blank,0
B5,0.0867,29264.577,37.1,Tecan Spark,water,blank,0
B5,0.0867,29660.071,37.1,Tecan Spark,water,blank,0
B5,0.0868,30055.482000000004,37.1,Tecan Spark,water,blank,0
B5,0.0869,30450.995,37.1,Tecan Spark,water,blank,0
B5,0.0868,30846.442000000003,37.1,Tecan Spark,water,blank,0
B5,0.0868,2768.6820000000002,37.1,Tecan Spark,water,blank,0
B5,0.0867,31241.981,37.0,Tecan Spark,water,blank,0
B5,0.0866,31637.388,37.0,Tecan Spark,water,blank,0
B5,0.0867,32032.757999999998,37.1,Tecan Spark,water,blank,0
B5,0.0868,32428.31,37.1,Tecan Spark,water,blank,0
B5,0.0868,32823.77,37.1,Tecan Spark,water,blank,0
B5,0.0867,33219.2,37.0,Tecan Spark,water,blank,0
B5,0.0868,33614.67,37.0,Tecan Spark,water,blank,0
B5,0.0867,34010.167,37.0,Tecan Spark,water,blank,0
B5,0.0868,34405.619,37.0,Tecan Spark,water,blank,0
B5,0.0868,34801.155,37.0,Tecan Spark,water,blank,0
B5,0.0868,3164.184,37.1,Tecan Spark,water,blank,0
B5,0.0868,35196.619,37.1,Tecan Spark,water,blank,0
B5,0.0867,35592.087999999996,37.1,Tecan Spark,water,blank,0
B5,0.0867,35987.535,37.1,Tecan Spark,water,blank,0
B5,0.0868,36382.976,37.0,Tecan Spark,water,blank,0
B5,0.0868,36778.53,37.0,Tecan Spark,water,blank,0
B5,0.0867,37174.021,37.0,Tecan Spark,water,blank,0
B5,0.0868,37569.456,37.1,Tecan Spark,water,blank,0
B5,0.0868,37964.917,37.1,Tecan Spark,water,blank,0
B5,0.0868,38360.365,37.1,Tecan Spark,water,blank,0
B5,0.0868,38755.791,37.0,Tecan Spark,water,blank,0
B6,0.0871,0.0,36.6,Tecan Spark,water,blank,0
B6,0.0873,3559.551,37.1,Tecan Spark,water,blank,0
B6,0.0868,39151.248,37.0,Tecan Spark,water,blank,0
B6,0.0868,39546.715,37.0,Tecan Spark,water,blank,0
B6,0.0868,39942.22,37.1,Tecan Spark,water,blank,0
B6,0.0868,40337.643,37.1,Tecan Spark,water,blank,0
B6,0.0869,40733.094,37.1,Tecan Spark,water,blank,0
B6,0.0868,41128.647000000004,37.0,Tecan Spark,water,blank,0
B6,0.0868,41524.157999999996,37.0,Tecan Spark,water,blank,0
B6,0.0868,41919.574,37.1,Tecan Spark,water,blank,0
B6,0.0868,42315.054000000004,37.1,Tecan Spark,water,blank,0
B6,0.0868,42710.475,37.1,Tecan Spark,water,blank,0
B6,0.0873,3954.9770000000003,37.1,Tecan Spark,water,blank,0
B6,0.0868,43105.9,37.1,Tecan Spark,water,blank,0
B6,0.0868,43501.395,37.1,Tecan Spark,water,blank,0
B6,0.0869,43896.864,37.0,Tecan Spark,water,blank,0
B6,0.0868,44292.319,37.1,Tecan Spark,water,blank,0
B6,0.0867,44687.802,37.1,Tecan Spark,water,blank,0
B6,0.0868,45083.237,37.1,Tecan Spark,water,blank,0
B6,0.0868,45478.776,37.1,Tecan Spark,water,blank,0
B6,0.0868,45874.239,37.1,Tecan Spark,water,blank,0
B6,0.0868,46269.630999999994,37.1,Tecan Spark,water,blank,0
B6,0.0868,46665.109000000004,37.0,Tecan Spark,water,blank,0
B6,0.0872,4350.436,37.0,Tecan Spark,water,blank,0
B6,0.0868,47060.475,37.0,Tecan Spark,water,blank,0
B6,0.0867,47455.916,37.1,Tecan Spark,water,blank,0
B6,0.0868,47851.398,37.1,Tecan Spark,water,blank,0
B6,0.0868,48246.855,37.1,Tecan Spark,water,blank,0
B6,0.0868,48642.29,37.1,Tecan Spark,water,blank,0
B6,0.0869,49037.852,37.0,Tecan Spark,water,blank,0
B6,0.0868,49433.335999999996,37.1,Tecan Spark,water,blank,0
B6,0.0868,49828.715,37.1,Tecan Spark,water,blank,0
B6,0.0869,50224.199,37.1,Tecan Spark,water,blank,0
B6,0.0868,50619.715,37.1,Tecan Spark,water,blank,0
B6,0.0872,4745.875,37.1,Tecan Spark,water,blank,0
B6,0.0868,51015.10400000001,37.1,Tecan Spark,water,blank,0
B6,0.0869,51410.606,37.1,Tecan Spark,water,blank,0
B6,0.0868,51806.096,37.0,Tecan Spark,water,blank,0
B6,0.0868,52201.477999999996,37.1,Tecan Spark,water,blank,0
B6,0.0868,52597.013,37.0,Tecan Spark,water,blank,0
B6,0.0867,52992.488,37.0,Tecan Spark,water,blank,0
B6,0.0868,53387.867,37.0,Tecan Spark,water,blank,0
B6,0.0868,53783.367999999995,37.1,Tecan Spark,water,blank,0
B6,0.0867,54178.846,37.1,Tecan Spark,water,blank,0
B6,0.0868,54574.263,37.0,Tecan Spark,water,blank,0
B6,0.0871,5141.345,37.1,Tecan Spark,water,blank,0
B6,0.0869,54969.791,37.1,Tecan Spark,water,blank,0
B6,0.0866,55365.273,37.0,Tecan Spark,water,blank,0
B6,0.0868,55760.647000000004,37.1,Tecan Spark,water,blank,0
B6,0.0867,56156.168,37.1,Tecan Spark,water,blank,0
B6,0.0867,56551.557,37.1,Tecan Spark,water,blank,0
B6,0.0867,56946.972,37.1,Tecan Spark,water,blank,0
B6,0.0867,57342.45,37.0,Tecan Spark,water,blank,0
B6,0.0868,57737.922999999995,37.1,Tecan Spark,water,blank,0
B6,0.0868,58133.337999999996,37.1,Tecan Spark,water,blank,0
B6,0.0868,58528.852999999996,37.1,Tecan Spark,water,blank,0
B6,0.0872,5536.736999999999,37.0,Tecan Spark,water,blank,0
B6,0.0866,58924.325,37.1,Tecan Spark,water,blank,0
B6,0.0867,59319.734000000004,37.1,Tecan Spark,water,blank,0
B6,0.087,59715.185,37.0,Tecan Spark,water,blank,0
B6,0.0867,60110.649000000005,37.1,Tecan Spark,water,blank,0
B6,0.0867,60506.054000000004,37.1,Tecan Spark,water,blank,0
B6,0.0868,60901.518,37.1,Tecan Spark,water,blank,0
B6,0.0867,61297.001,37.1,Tecan Spark,water,blank,0
B6,0.0868,61692.374,37.1,Tecan Spark,water,blank,0
B6,0.0867,62087.89599999999,37.1,Tecan Spark,water,blank,0
B6,0.0867,62483.350999999995,37.1,Tecan Spark,water,blank,0
B6,0.0872,5932.165,37.1,Tecan Spark,water,blank,0
B6,0.0866,62878.765999999996,37.1,Tecan Spark,water,blank,0
B6,0.0869,63274.240999999995,37.1,Tecan Spark,water,blank,0
B6,0.0868,63669.774000000005,37.1,Tecan Spark,water,blank,0
B6,0.0868,64065.178,37.1,Tecan Spark,water,blank,0
B6,0.0868,64460.710999999996,37.1,Tecan Spark,water,blank,0
B6,0.0867,64856.178,37.0,Tecan Spark,water,blank,0
B6,0.0869,65251.54,37.1,Tecan Spark,water,blank,0
B6,0.0868,65647.05900000001,37.0,Tecan Spark,water,blank,0
B6,0.0868,66042.475,37.1,Tecan Spark,water,blank,0
B6,0.0868,66437.893,37.1,Tecan Spark,water,blank,0
B6,0.0872,6327.717,37.1,Tecan Spark,water,blank,0
B6,0.0867,66833.363,37.1,Tecan Spark,water,blank,0
B6,0.0868,67228.843,37.1,Tecan Spark,water,blank,0
B6,0.0868,67624.25200000001,37.0,Tecan Spark,water,blank,0
B6,0.0868,68019.804,37.1,Tecan Spark,water,blank,0
B6,0.0867,68415.365,37.0,Tecan Spark,water,blank,0
B6,0.0869,68810.72,37.1,Tecan Spark,water,blank,0
B6,0.0868,69206.23599999999,37.1,Tecan Spark,water,blank,0
B6,0.0868,69601.688,37.1,Tecan Spark,water,blank,0
B6,0.0871,6723.215999999999,37.1,Tecan Spark,water,blank,0
B6,0.0872,7118.621999999999,37.0,Tecan Spark,water,blank,0
B6,0.0871,395.895,36.9,Tecan Spark,water,blank,0
B6,0.0871,7514.14,37.0,Tecan Spark,water,blank,0
B6,0.0872,7909.5380000000005,37.1,Tecan Spark,water,blank,0
B6,0.0872,8304.979,37.1,Tecan Spark,water,blank,0
B6,0.0871,8700.431999999999,37.1,Tecan Spark,water,blank,0
B6,0.087,9095.915,37.1,Tecan Spark,water,blank,0
B6,0.0871,9491.358,37.0,Tecan Spark,water,blank,0
B6,0.0872,9886.845,37.1,Tecan Spark,water,blank,0
B6,0.0871,10282.325,37.0,Tecan Spark,water,blank,0
B6,0.0871,10677.858999999999,37.0,Tecan Spark,water,blank,0
B6,0.087,11073.263,37.1,Tecan Spark,water,blank,0
B6,0.0872,791.329,37.1,Tecan Spark,water,blank,0
B6,0.0871,11468.638,37.1,Tecan Spark,water,blank,0
B6,0.0871,11864.122,37.1,Tecan Spark,water,blank,0
B6,0.087,12259.533000000001,37.0,Tecan Spark,water,blank,0
B6,0.0872,12654.952,37.0,Tecan Spark,water,blank,0
B6,0.0871,13050.472,37.1,Tecan Spark,water,blank,0
B6,0.0869,13445.912,37.1,Tecan Spark,water,blank,0
B6,0.0872,13841.317,37.1,Tecan Spark,water,blank,0
B6,0.087,14236.86,37.1,Tecan Spark,water,blank,0
B6,0.0869,14632.383,37.1,Tecan Spark,water,blank,0
B6,0.087,15027.768,37.0,Tecan Spark,water,blank,0
B6,0.0872,1186.776,37.1,Tecan Spark,water,blank,0
B6,0.087,15423.316,37.0,Tecan Spark,water,blank,0
B6,0.0871,15818.79,37.1,Tecan Spark,water,blank,0
B6,0.087,16214.211000000001,37.1,Tecan Spark,water,blank,0
B6,0.0872,16609.68,37.1,Tecan Spark,water,blank,0
B6,0.0871,17005.23,37.1,Tecan Spark,water,blank,0
B6,0.0871,17400.676,37.0,Tecan Spark,water,blank,0
B6,0.0871,17796.21,37.0,Tecan Spark,water,blank,0
B6,0.0869,18191.621,37.0,Tecan Spark,water,blank,0
B6,0.087,18586.988,37.1,Tecan Spark,water,blank,0
B6,0.087,18982.522,37.1,Tecan Spark,water,blank,0
B6,0.0872,1582.207,37.1,Tecan Spark,water,blank,0
B6,0.087,19377.974,37.1,Tecan Spark,water,blank,0
B6,0.087,19773.387,37.1,Tecan Spark,water,blank,0
B6,0.0869,20168.877,37.0,Tecan Spark,water,blank,0
B6,0.0869,20564.348,37.1,Tecan Spark,water,blank,0
B6,0.0869,20959.764,37.0,Tecan Spark,water,blank,0
B6,0.087,21355.301,37.1,Tecan Spark,water,blank,0
B6,0.0869,21750.797000000002,37.1,Tecan Spark,water,blank,0
B6,0.0869,22146.206000000002,37.1,Tecan Spark,water,blank,0
B6,0.0869,22541.742000000002,37.1,Tecan Spark,water,blank,0
B6,0.0868,22937.279,37.0,Tecan Spark,water,blank,0
B6,0.0873,1977.7379999999998,37.0,Tecan Spark,water,blank,0
B6,0.0869,23332.647,37.0,Tecan Spark,water,blank,0
B6,0.0869,23728.11,37.0,Tecan Spark,water,blank,0
B6,0.0868,24123.597999999998,37.1,Tecan Spark,water,blank,0
B6,0.0869,24519.004,37.1,Tecan Spark,water,blank,0
B6,0.0868,24914.467,37.1,Tecan Spark,water,blank,0
B6,0.0868,25309.928,37.0,Tecan Spark,water,blank,0
B6,0.0868,25705.367000000002,37.0,Tecan Spark,water,blank,0
B6,0.0868,26100.841,37.0,Tecan Spark,water,blank,0
B6,0.0869,26496.277000000002,37.1,Tecan Spark,water,blank,0
B6,0.0869,26891.839,37.1,Tecan Spark,water,blank,0
B6,0.0871,2373.27,37.1,Tecan Spark,water,blank,0
B6,0.0868,27287.325,37.1,Tecan Spark,water,blank,0
B6,0.0869,27682.724,37.1,Tecan Spark,water,blank,0
B6,0.0869,28078.257999999998,37.0,Tecan Spark,water,blank,0
B6,0.0868,28473.697,37.0,Tecan Spark,water,blank,0
B6,0.087,28869.097999999998,37.0,Tecan Spark,water,blank,0
B6,0.0869,29264.577,37.1,Tecan Spark,water,blank,0
B6,0.0868,29660.071,37.1,Tecan Spark,water,blank,0
B6,0.0868,30055.482000000004,37.1,Tecan Spark,water,blank,0
B6,0.0868,30450.995,37.1,Tecan Spark,water,blank,0
B6,0.0868,30846.442000000003,37.1,Tecan Spark,water,blank,0
B6,0.0871,2768.6820000000002,37.1,Tecan Spark,water,blank,0
B6,0.0867,31241.981,37.0,Tecan Spark,water,blank,0
B6,0.0868,31637.388,37.0,Tecan Spark,water,blank,0
B6,0.0868,32032.757999999998,37.1,Tecan Spark,water,blank,0
B6,0.0868,32428.31,37.1,Tecan Spark,water,blank,0
B6,0.0868,32823.77,37.1,Tecan Spark,water,blank,0
B6,0.0869,33219.2,37.0,Tecan Spark,water,blank,0
B6,0.0869,33614.67,37.0,Tecan Spark,water,blank,0
B6,0.0867,34010.167,37.0,Tecan Spark,water,blank,0
B6,0.0869,34405.619,37.0,Tecan Spark,water,blank,0
B6,0.0868,34801.155,37.0,Tecan Spark,water,blank,0
B6,0.0871,3164.184,37.1,Tecan Spark,water,blank,0
B6,0.0867,35196.619,37.1,Tecan Spark,water,blank,0
B6,0.0867,35592.087999999996,37.1,Tecan Spark,water,blank,0
B6,0.0868,35987.535,37.1,Tecan Spark,water,blank,0
B6,0.0869,36382.976,37.0,Tecan Spark,water,blank,0
B6,0.0869,36778.53,37.0,Tecan Spark,water,blank,0
B6,0.0867,37174.021,37.0,Tecan Spark,water,blank,0
B6,0.0869,37569.456,37.1,Tecan Spark,water,blank,0
B6,0.0867,37964.917,37.1,Tecan Spark,water,blank,0
B6,0.0868,38360.365,37.1,Tecan Spark,water,blank,0
B6,0.0869,38755.791,37.0,Tecan Spark,water,blank,0
B7,0.0878,0.0,36.6,Tecan Spark,water,blank,0
B7,0.0879,3559.551,37.1,Tecan Spark,water,blank,0
B7,0.0878,39151.248,37.0,Tecan Spark,water,blank,0
B7,0.0878,39546.715,37.0,Tecan Spark,water,blank,0
B7,0.0878,39942.22,37.1,Tecan Spark,water,blank,0
B7,0.0878,40337.643,37.1,Tecan Spark,water,blank,0
B7,0.08800000000000001,40733.094,37.1,Tecan Spark,water,blank,0
B7,0.0878,41128.647000000004,37.0,Tecan Spark,water,blank,0
B7,0.0877,41524.157999999996,37.0,Tecan Spark,water,blank,0
B7,0.0879,41919.574,37.1,Tecan Spark,water,blank,0
B7,0.0877,42315.054000000004,37.1,Tecan Spark,water,blank,0
B7,0.0878,42710.475,37.1,Tecan Spark,water,blank,0
B7,0.0879,3954.9770000000003,37.1,Tecan Spark,water,blank,0
B7,0.0878,43105.9,37.1,Tecan Spark,water,blank,0
B7,0.0877,43501.395,37.1,Tecan Spark,water,blank,0
B7,0.0879,43896.864,37.0,Tecan Spark,water,blank,0
B7,0.0878,44292.319,37.1,Tecan Spark,water,blank,0
B7,0.0877,44687.802,37.1,Tecan Spark,water,blank,0
B7,0.0878,45083.237,37.1,Tecan Spark,water,blank,0
B7,0.0877,45478.776,37.1,Tecan Spark,water,blank,0
B7,0.0877,45874.239,37.1,Tecan Spark,water,blank,0
B7,0.0878,46269.630999999994,37.1,Tecan Spark,water,blank,0
B7,0.0878,46665.109000000004,37.0,Tecan Spark,water,blank,0
B7,0.0877,4350.436,37.0,Tecan Spark,water,blank,0
B7,0.0878,47060.475,37.0,Tecan Spark,water,blank,0
B7,0.0878,47455.916,37.1,Tecan Spark,water,blank,0
B7,0.0878,47851.398,37.1,Tecan Spark,water,blank,0
B7,0.0879,48246.855,37.1,Tecan Spark,water,blank,0
B7,0.0879,48642.29,37.1,Tecan Spark,water,blank,0
B7,0.0878,49037.852,37.0,Tecan Spark,water,blank,0
B7,0.0878,49433.335999999996,37.1,Tecan Spark,water,blank,0
B7,0.0878,49828.715,37.1,Tecan Spark,water,blank,0
B7,0.0877,50224.199,37.1,Tecan Spark,water,blank,0
B7,0.0879,50619.715,37.1,Tecan Spark,water,blank,0
B7,0.0879,4745.875,37.1,Tecan Spark,water,blank,0
B7,0.0879,51015.10400000001,37.1,Tecan Spark,water,blank,0
B7,0.0878,51410.606,37.1,Tecan Spark,water,blank,0
B7,0.0878,51806.096,37.0,Tecan Spark,water,blank,0
B7,0.0878,52201.477999999996,37.1,Tecan Spark,water,blank,0
B7,0.0878,52597.013,37.0,Tecan Spark,water,blank,0
B7,0.0877,52992.488,37.0,Tecan Spark,water,blank,0
B7,0.0878,53387.867,37.0,Tecan Spark,water,blank,0
B7,0.0878,53783.367999999995,37.1,Tecan Spark,water,blank,0
B7,0.0878,54178.846,37.1,Tecan Spark,water,blank,0
B7,0.0878,54574.263,37.0,Tecan Spark,water,blank,0
B7,0.0878,5141.345,37.1,Tecan Spark,water,blank,0
B7,0.0878,54969.791,37.1,Tecan Spark,water,blank,0
B7,0.0877,55365.273,37.0,Tecan Spark,water,blank,0
B7,0.0879,55760.647000000004,37.1,Tecan Spark,water,blank,0
B7,0.0877,56156.168,37.1,Tecan Spark,water,blank,0
B7,0.0878,56551.557,37.1,Tecan Spark,water,blank,0
B7,0.0877,56946.972,37.1,Tecan Spark,water,blank,0
B7,0.0878,57342.45,37.0,Tecan Spark,water,blank,0
B7,0.0877,57737.922999999995,37.1,Tecan Spark,water,blank,0
B7,0.0878,58133.337999999996,37.1,Tecan Spark,water,blank,0
B7,0.0878,58528.852999999996,37.1,Tecan Spark,water,blank,0
B7,0.0879,5536.736999999999,37.0,Tecan Spark,water,blank,0
B7,0.0877,58924.325,37.1,Tecan Spark,water,blank,0
B7,0.0878,59319.734000000004,37.1,Tecan Spark,water,blank,0
B7,0.0879,59715.185,37.0,Tecan Spark,water,blank,0
B7,0.0877,60110.649000000005,37.1,Tecan Spark,water,blank,0
B7,0.0879,60506.054000000004,37.1,Tecan Spark,water,blank,0
B7,0.0877,60901.518,37.1,Tecan Spark,water,blank,0
B7,0.0877,61297.001,37.1,Tecan Spark,water,blank,0
B7,0.0879,61692.374,37.1,Tecan Spark,water,blank,0
B7,0.0878,62087.89599999999,37.1,Tecan Spark,water,blank,0
B7,0.0878,62483.350999999995,37.1,Tecan Spark,water,blank,0
B7,0.0879,5932.165,37.1,Tecan Spark,water,blank,0
B7,0.0877,62878.765999999996,37.1,Tecan Spark,water,blank,0
B7,0.0879,63274.240999999995,37.1,Tecan Spark,water,blank,0
B7,0.0878,63669.774000000005,37.1,Tecan Spark,water,blank,0
B7,0.0878,64065.178,37.1,Tecan Spark,water,blank,0
B7,0.0878,64460.710999999996,37.1,Tecan Spark,water,blank,0
B7,0.0878,64856.178,37.0,Tecan Spark,water,blank,0
B7,0.0878,65251.54,37.1,Tecan Spark,water,blank,0
B7,0.0877,65647.05900000001,37.0,Tecan Spark,water,blank,0
B7,0.0879,66042.475,37.1,Tecan Spark,water,blank,0
B7,0.0879,66437.893,37.1,Tecan Spark,water,blank,0
B7,0.0879,6327.717,37.1,Tecan Spark,water,blank,0
B7,0.0879,66833.363,37.1,Tecan Spark,water,blank,0
B7,0.0878,67228.843,37.1,Tecan Spark,water,blank,0
B7,0.0878,67624.25200000001,37.0,Tecan Spark,water,blank,0
B7,0.0877,68019.804,37.1,Tecan Spark,water,blank,0
B7,0.0876,68415.365,37.0,Tecan Spark,water,blank,0
B7,0.0878,68810.72,37.1,Tecan Spark,water,blank,0
B7,0.0878,69206.23599999999,37.1,Tecan Spark,water,blank,0
B7,0.0877,69601.688,37.1,Tecan Spark,water,blank,0
B7,0.0877,6723.215999999999,37.1,Tecan Spark,water,blank,0
B7,0.0879,7118.621999999999,37.0,Tecan Spark,water,blank,0
B7,0.0878,395.895,36.9,Tecan Spark,water,blank,0
B7,0.0877,7514.14,37.0,Tecan Spark,water,blank,0
B7,0.0877,7909.5380000000005,37.1,Tecan Spark,water,blank,0
B7,0.0879,8304.979,37.1,Tecan Spark,water,blank,0
B7,0.0878,8700.431999999999,37.1,Tecan Spark,water,blank,0
B7,0.08800000000000001,9095.915,37.1,Tecan Spark,water,blank,0
B7,0.0879,9491.358,37.0,Tecan Spark,water,blank,0
B7,0.0879,9886.845,37.1,Tecan Spark,water,blank,0
B7,0.0879,10282.325,37.0,Tecan Spark,water,blank,0
B7,0.0877,10677.858999999999,37.0,Tecan Spark,water,blank,0
B7,0.0878,11073.263,37.1,Tecan Spark,water,blank,0
B7,0.0878,791.329,37.1,Tecan Spark,water,blank,0
B7,0.0878,11468.638,37.1,Tecan Spark,water,blank,0
B7,0.0879,11864.122,37.1,Tecan Spark,water,blank,0
B7,0.0878,12259.533000000001,37.0,Tecan Spark,water,blank,0
B7,0.0878,12654.952,37.0,Tecan Spark,water,blank,0
B7,0.0879,13050.472,37.1,Tecan Spark,water,blank,0
B7,0.0878,13445.912,37.1,Tecan Spark,water,blank,0
B7,0.0878,13841.317,37.1,Tecan Spark,water,blank,0
B7,0.0878,14236.86,37.1,Tecan Spark,water,blank,0
B7,0.0877,14632.383,37.1,Tecan Spark,water,blank,0
B7,0.0877,15027.768,37.0,Tecan Spark,water,blank,0
B7,0.0878,1186.776,37.1,Tecan Spark,water,blank,0
B7,0.0879,15423.316,37.0,Tecan Spark,water,blank,0
B7,0.0879,15818.79,37.1,Tecan Spark,water,blank,0
B7,0.0879,16214.211000000001,37.1,Tecan Spark,water,blank,0
B7,0.0879,16609.68,37.1,Tecan Spark,water,blank,0
B7,0.0879,17005.23,37.1,Tecan Spark,water,blank,0
B7,0.0878,17400.676,37.0,Tecan Spark,water,blank,0
B7,0.0879,17796.21,37.0,Tecan Spark,water,blank,0
B7,0.0877,18191.621,37.0,Tecan Spark,water,blank,0
B7,0.0878,18586.988,37.1,Tecan Spark,water,blank,0
B7,0.0878,18982.522,37.1,Tecan Spark,water,blank,0
B7,0.08800000000000001,1582.207,37.1,Tecan Spark,water,blank,0
B7,0.0878,19377.974,37.1,Tecan Spark,water,blank,0
B7,0.08800000000000001,19773.387,37.1,Tecan Spark,water,blank,0
B7,0.0879,20168.877,37.0,Tecan Spark,water,blank,0
B7,0.0877,20564.348,37.1,Tecan Spark,water,blank,0
B7,0.0878,20959.764,37.0,Tecan Spark,water,blank,0
B7,0.0878,21355.301,37.1,Tecan Spark,water,blank,0
B7,0.0878,21750.797000000002,37.1,Tecan Spark,water,blank,0
B7,0.0878,22146.206000000002,37.1,Tecan Spark,water,blank,0
B7,0.0879,22541.742000000002,37.1,Tecan Spark,water,blank,0
B7,0.0878,22937.279,37.0,Tecan Spark,water,blank,0
B7,0.0879,1977.7379999999998,37.0,Tecan Spark,water,blank,0
B7,0.0878,23332.647,37.0,Tecan Spark,water,blank,0
B7,0.0879,23728.11,37.0,Tecan Spark,water,blank,0
B7,0.0878,24123.597999999998,37.1,Tecan Spark,water,blank,0
B7,0.0877,24519.004,37.1,Tecan Spark,water,blank,0
B7,0.0877,24914.467,37.1,Tecan Spark,water,blank,0
B7,0.0878,25309.928,37.0,Tecan Spark,water,blank,0
B7,0.0877,25705.367000000002,37.0,Tecan Spark,water,blank,0
B7,0.0877,26100.841,37.0,Tecan Spark,water,blank,0
B7,0.0879,26496.277000000002,37.1,Tecan Spark,water,blank,0
B7,0.0877,26891.839,37.1,Tecan Spark,water,blank,0
