well,od_600nm,time_s,temp_C,instrument,medium,sample,replicate
F9,0.5062,59715.185,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5047,60110.649000000005,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5047,60506.054000000004,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5035,60901.518,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5027,61297.001,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5028,61692.374,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5011,62087.89599999999,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5006,62483.350999999995,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1184,5932.165,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4995,62878.765999999996,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.499,63274.240999999995,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4981,63669.774000000005,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4978,64065.178,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4962,64460.710999999996,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4959,64856.178,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4949,65251.54,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4952,65647.05900000001,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4946,66042.475,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4931,66437.893,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1196,6327.717,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4922,66833.363,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4928,67228.843,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4909,67624.25200000001,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.491,68019.804,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4902,68415.365,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4898,68810.72,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4885,69206.23599999999,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.488,69601.688,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1211,6723.215999999999,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1229,7118.621999999999,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1039,395.895,36.9,Tecan Spark,acetate,NCM3722,14
F9,0.1245,7514.14,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1266,7909.5380000000005,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.128,8304.979,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1304,8700.431999999999,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1327,9095.915,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1349,9491.358,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1373,9886.845,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1401,10282.325,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1433,10677.858999999999,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1464,11073.263,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.105,791.329,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1497,11468.638,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1528,11864.122,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1565,12259.533000000001,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1604,12654.952,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1646,13050.472,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.16899999999999998,13445.912,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1737,13841.317,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.179,14236.86,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1843,14632.383,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1899,15027.768,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1057,1186.776,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1959,15423.316,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.2024,15818.79,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2087,16214.211000000001,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2156,16609.68,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2225,17005.23,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2298,17400.676,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.2377,17796.21,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.2454,18191.621,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.2534,18586.988,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2615,18982.522,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1067,1582.207,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.2701,19377.974,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.27899999999999997,19773.387,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.28800000000000003,20168.877,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.297,20564.348,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3062,20959.764,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.316,21355.301,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3254,21750.797000000002,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3349,22146.206000000002,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3442,22541.742000000002,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3532,22937.279,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1077,1977.7379999999998,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.3617,23332.647,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.3701,23728.11,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.3787,24123.597999999998,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3874,24519.004,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.3958,24914.467,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4047,25309.928,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4122,25705.367000000002,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4202,26100.841,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4272,26496.277000000002,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4346,26891.839,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1085,2373.27,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4415,27287.325,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4474,27682.724,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4518,28078.257999999998,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4588,28473.697,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.46299999999999997,28869.097999999998,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4687,29264.577,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.47200000000000003,29660.071,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4781,30055.482000000004,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4817,30450.995,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.486,30846.442000000003,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.1093,2768.6820000000002,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.4904,31241.981,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4939,31637.388,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.4976,32032.757999999998,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5023,32428.31,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.506,32823.77,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5096,33219.2,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5122,33614.67,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.516,34010.167,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5196,34405.619,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5216,34801.155,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.1102,3164.184,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5237,35196.619,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.527,35592.087999999996,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5286,35987.535,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5311,36382.976,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.535,36778.53,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5458,37174.021,37.0,Tecan Spark,acetate,NCM3722,14
F9,0.5475,37569.456,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5564,37964.917,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.568,38360.365,37.1,Tecan Spark,acetate,NCM3722,14
F9,0.5741,38755.791,37.0,Tecan Spark,acetate,NCM3722,14
G10,0.0894,0.0,36.6,Tecan Spark,water,blank,0
G10,0.0895,3559.551,37.1,Tecan Spark,water,blank,0
G10,0.0895,39151.248,37.0,Tecan Spark,water,blank,0
G10,0.0895,39546.715,37.0,Tecan Spark,water,blank,0
G10,0.0897,39942.22,37.1,Tecan Spark,water,blank,0
G10,0.0896,40337.643,37.1,Tecan Spark,water,blank,0
G10,0.0897,40733.094,37.1,Tecan Spark,water,blank,0
G10,0.0898,41128.647000000004,37.0,Tecan Spark,water,blank,0
G10,0.0897,41524.157999999996,37.0,Tecan Spark,water,blank,0
G10,0.0896,41919.574,37.1,Tecan Spark,water,blank,0
G10,0.0896,42315.054000000004,37.1,Tecan Spark,water,blank,0
G10,0.0896,42710.475,37.1,Tecan Spark,water,blank,0
G10,0.0895,3954.9770000000003,37.1,Tecan Spark,water,blank,0
G10,0.0895,43105.9,37.1,Tecan Spark,water,blank,0
G10,0.0895,43501.395,37.1,Tecan Spark,water,blank,0
G10,0.0897,43896.864,37.0,Tecan Spark,water,blank,0
G10,0.0896,44292.319,37.1,Tecan Spark,water,blank,0
G10,0.0896,44687.802,37.1,Tecan Spark,water,blank,0
G10,0.0895,45083.237,37.1,Tecan Spark,water,blank,0
G10,0.0897,45478.776,37.1,Tecan Spark,water,blank,0
G10,0.0896,45874.239,37.1,Tecan Spark,water,blank,0
G10,0.0896,46269.630999999994,37.1,Tecan Spark,water,blank,0
G10,0.0898,46665.109000000004,37.0,Tecan Spark,water,blank,0
G10,0.0895,4350.436,37.0,Tecan Spark,water,blank,0
G10,0.0897,47060.475,37.0,Tecan Spark,water,blank,0
G10,0.0896,47455.916,37.1,Tecan Spark,water,blank,0
G10,0.0897,47851.398,37.1,Tecan Spark,water,blank,0
G10,0.0898,48246.855,37.1,Tecan Spark,water,blank,0
G10,0.0896,48642.29,37.1,Tecan Spark,water,blank,0
G10,0.0896,49037.852,37.0,Tecan Spark,water,blank,0
G10,0.0897,49433.335999999996,37.1,Tecan Spark,water,blank,0
G10,0.0897,49828.715,37.1,Tecan Spark,water,blank,0
G10,0.0896,50224.199,37.1,Tecan Spark,water,blank,0
G10,0.0897,50619.715,37.1,Tecan Spark,water,blank,0
G10,0.0895,4745.875,37.1,Tecan Spark,water,blank,0
G10,0.0896,51015.10400000001,37.1,Tecan Spark,water,blank,0
G10,0.0896,51410.606,37.1,Tecan Spark,water,blank,0
G10,0.0898,51806.096,37.0,Tecan Spark,water,blank,0
G10,0.0897,52201.477999999996,37.1,Tecan Spark,water,blank,0
G10,0.0896,52597.013,37.0,Tecan Spark,water,blank,0
G10,0.0896,52992.488,37.0,Tecan Spark,water,blank,0
G10,0.0897,53387.867,37.0,Tecan Spark,water,blank,0
G10,0.0896,53783.367999999995,37.1,Tecan Spark,water,blank,0
G10,0.0897,54178.846,37.1,Tecan Spark,water,blank,0
G10,0.0896,54574.263,37.0,Tecan Spark,water,blank,0
G10,0.0895,5141.345,37.1,Tecan Spark,water,blank,0
G10,0.0896,54969.791,37.1,Tecan Spark,water,blank,0
G10,0.0898,55365.273,37.0,Tecan Spark,water,blank,0
G10,0.0895,55760.647000000004,37.1,Tecan Spark,water,blank,0
G10,0.0895,56156.168,37.1,Tecan Spark,water,blank,0
G10,0.0897,56551.557,37.1,Tecan Spark,water,blank,0
G10,0.0896,56946.972,37.1,Tecan Spark,water,blank,0
G10,0.0896,57342.45,37.0,Tecan Spark,water,blank,0
G10,0.0898,57737.922999999995,37.1,Tecan Spark,water,blank,0
G10,0.0896,58133.337999999996,37.1,Tecan Spark,water,blank,0
G10,0.0895,58528.852999999996,37.1,Tecan Spark,water,blank,0
G10,0.0895,5536.736999999999,37.0,Tecan Spark,water,blank,0
G10,0.0897,58924.325,37.1,Tecan Spark,water,blank,0
G10,0.0896,59319.734000000004,37.1,Tecan Spark,water,blank,0
G10,0.0897,59715.185,37.0,Tecan Spark,water,blank,0
G10,0.0896,60110.649000000005,37.1,Tecan Spark,water,blank,0
G10,0.0895,60506.054000000004,37.1,Tecan Spark,water,blank,0
G10,0.0895,60901.518,37.1,Tecan Spark,water,blank,0
G10,0.0898,61297.001,37.1,Tecan Spark,water,blank,0
G10,0.0896,61692.374,37.1,Tecan Spark,water,blank,0
G10,0.0897,62087.89599999999,37.1,Tecan Spark,water,blank,0
G10,0.0898,62483.350999999995,37.1,Tecan Spark,water,blank,0
G10,0.0894,5932.165,37.1,Tecan Spark,water,blank,0
G10,0.0897,62878.765999999996,37.1,Tecan Spark,water,blank,0
G10,0.0897,63274.240999999995,37.1,Tecan Spark,water,blank,0
G10,0.0898,63669.774000000005,37.1,Tecan Spark,water,blank,0
G10,0.0896,64065.178,37.1,Tecan Spark,water,blank,0
G10,0.0897,64460.710999999996,37.1,Tecan Spark,water,blank,0
G10,0.0898,64856.178,37.0,Tecan Spark,water,blank,0
G10,0.0897,65251.54,37.1,Tecan Spark,water,blank,0
G10,0.0897,65647.05900000001,37.0,Tecan Spark,water,blank,0
G10,0.0898,66042.475,37.1,Tecan Spark,water,blank,0
G10,0.0897,66437.893,37.1,Tecan Spark,water,blank,0
G10,0.0894,6327.717,37.1,Tecan Spark,water,blank,0
G10,0.0898,66833.363,37.1,Tecan Spark,water,blank,0
G10,0.0899,67228.843,37.1,Tecan Spark,water,blank,0
G10,0.0898,67624.25200000001,37.0,Tecan Spark,water,blank,0
G10,0.0898,68019.804,37.1,Tecan Spark,water,blank,0
G10,0.0898,68415.365,37.0,Tecan Spark,water,blank,0
G10,0.0898,68810.72,37.1,Tecan Spark,water,blank,0
G10,0.0897,69206.23599999999,37.1,Tecan Spark,water,blank,0
G10,0.0898,69601.688,37.1,Tecan Spark,water,blank,0
G10,0.0895,6723.215999999999,37.1,Tecan Spark,water,blank,0
G10,0.0896,7118.621999999999,37.0,Tecan Spark,water,blank,0
G10,0.0895,395.895,36.9,Tecan Spark,water,blank,0
G10,0.0895,7514.14,37.0,Tecan Spark,water,blank,0
G10,0.0894,7909.5380000000005,37.1,Tecan Spark,water,blank,0
G10,0.0895,8304.979,37.1,Tecan Spark,water,blank,0
G10,0.0894,8700.431999999999,37.1,Tecan Spark,water,blank,0
G10,0.0894,9095.915,37.1,Tecan Spark,water,blank,0
G10,0.0894,9491.358,37.0,Tecan Spark,water,blank,0
G10,0.0895,9886.845,37.1,Tecan Spark,water,blank,0
G10,0.0895,10282.325,37.0,Tecan Spark,water,blank,0
G10,0.0895,10677.858999999999,37.0,Tecan Spark,water,blank,0
G10,0.0895,11073.263,37.1,Tecan Spark,water,blank,0
G10,0.0895,791.329,37.1,Tecan Spark,water,blank,0
G10,0.0894,11468.638,37.1,Tecan Spark,water,blank,0
G10,0.0896,11864.122,37.1,Tecan Spark,water,blank,0
G10,0.0895,12259.533000000001,37.0,Tecan Spark,water,blank,0
G10,0.0896,12654.952,37.0,Tecan Spark,water,blank,0
G10,0.0896,13050.472,37.1,Tecan Spark,water,blank,0
G10,0.0896,13445.912,37.1,Tecan Spark,water,blank,0
G10,0.0896,13841.317,37.1,Tecan Spark,water,blank,0
G10,0.0893,14236.86,37.1,Tecan Spark,water,blank,0
G10,0.0895,14632.383,37.1,Tecan Spark,water,blank,0
G10,0.0895,15027.768,37.0,Tecan Spark,water,blank,0
G10,0.0894,1186.776,37.1,Tecan Spark,water,blank,0
G10,0.0895,15423.316,37.0,Tecan Spark,water,blank,0
G10,0.0896,15818.79,37.1,Tecan Spark,water,blank,0
G10,0.0896,16214.211000000001,37.1,Tecan Spark,water,blank,0
G10,0.0895,16609.68,37.1,Tecan Spark,water,blank,0
G10,0.0896,17005.23,37.1,Tecan Spark,water,blank,0
G10,0.0895,17400.676,37.0,Tecan Spark,water,blank,0
G10,0.0896,17796.21,37.0,Tecan Spark,water,blank,0
G10,0.0896,18191.621,37.0,Tecan Spark,water,blank,0
G10,0.0895,18586.988,37.1,Tecan Spark,water,blank,0
G10,0.0896,18982.522,37.1,Tecan Spark,water,blank,0
G10,0.0894,1582.207,37.1,Tecan Spark,water,blank,0
G10,0.0897,19377.974,37.1,Tecan Spark,water,blank,0
G10,0.0895,19773.387,37.1,Tecan Spark,water,blank,0
G10,0.0895,20168.877,37.0,Tecan Spark,water,blank,0
G10,0.0895,20564.348,37.1,Tecan Spark,water,blank,0
G10,0.0895,20959.764,37.0,Tecan Spark,water,blank,0
G10,0.0897,21355.301,37.1,Tecan Spark,water,blank,0
G10,0.0895,21750.797000000002,37.1,Tecan Spark,water,blank,0
G10,0.0895,22146.206000000002,37.1,Tecan Spark,water,blank,0
G10,0.0894,22541.742000000002,37.1,Tecan Spark,water,blank,0
G10,0.0896,22937.279,37.0,Tecan Spark,water,blank,0
G10,0.0895,1977.7379999999998,37.0,Tecan Spark,water,blank,0
G10,0.0894,23332.647,37.0,Tecan Spark,water,blank,0
G10,0.0895,23728.11,37.0,Tecan Spark,water,blank,0
G10,0.0895,24123.597999999998,37.1,Tecan Spark,water,blank,0
G10,0.0895,24519.004,37.1,Tecan Spark,water,blank,0
G10,0.0896,24914.467,37.1,Tecan Spark,water,blank,0
G10,0.0895,25309.928,37.0,Tecan Spark,water,blank,0
G10,0.0894,25705.367000000002,37.0,Tecan Spark,water,blank,0
G10,0.0895,26100.841,37.0,Tecan Spark,water,blank,0
G10,0.0895,26496.277000000002,37.1,Tecan Spark,water,blank,0
G10,0.0896,26891.839,37.1,Tecan Spark,water,blank,0
G10,0.0896,2373.27,37.1,Tecan Spark,water,blank,0
G10,0.0896,27287.325,37.1,Tecan Spark,water,blank,0
G10,0.0896,27682.724,37.1,Tecan Spark,water,blank,0
G10,0.0895,28078.257999999998,37.0,Tecan Spark,water,blank,0
G10,0.0895,28473.697,37.0,Tecan Spark,water,blank,0
G10,0.0896,28869.097999999998,37.0,Tecan Spark,water,blank,0
G10,0.0896,29264.577,37.1,Tecan Spark,water,blank,0
G10,0.0896,29660.071,37.1,Tecan Spark,water,blank,0
G10,0.0895,30055.482000000004,37.1,Tecan Spark,water,blank,0
G10,0.0895,30450.995,37.1,Tecan Spark,water,blank,0
G10,0.0896,30846.442000000003,37.1,Tecan Spark,water,blank,0
G10,0.0895,2768.6820000000002,37.1,Tecan Spark,water,blank,0
G10,0.0896,31241.981,37.0,Tecan Spark,water,blank,0
G10,0.0896,31637.388,37.0,Tecan Spark,water,blank,0
G10,0.0894,32032.757999999998,37.1,Tecan Spark,water,blank,0
G10,0.0896,32428.31,37.1,Tecan Spark,water,blank,0
G10,0.0897,32823.77,37.1,Tecan Spark,water,blank,0
G10,0.0895,33219.2,37.0,Tecan Spark,water,blank,0
G10,0.0895,33614.67,37.0,Tecan Spark,water,blank,0
G10,0.0895,34010.167,37.0,Tecan Spark,water,blank,0
G10,0.0896,34405.619,37.0,Tecan Spark,water,blank,0
G10,0.0895,34801.155,37.0,Tecan Spark,water,blank,0
G10,0.0895,3164.184,37.1,Tecan Spark,water,blank,0
G10,0.0897,35196.619,37.1,Tecan Spark,water,blank,0
G10,0.0896,35592.087999999996,37.1,Tecan Spark,water,blank,0
G10,0.0897,35987.535,37.1,Tecan Spark,water,blank,0
G10,0.0895,36382.976,37.0,Tecan Spark,water,blank,0
G10,0.0896,36778.53,37.0,Tecan Spark,water,blank,0
G10,0.0896,37174.021,37.0,Tecan Spark,water,blank,0
G10,0.0895,37569.456,37.1,Tecan Spark,water,blank,0
G10,0.0895,37964.917,37.1,Tecan Spark,water,blank,0
G10,0.0896,38360.365,37.1,Tecan Spark,water,blank,0
G10,0.0897,38755.791,37.0,Tecan Spark,water,blank,0
G11,0.0878,0.0,36.6,Tecan Spark,water,blank,0
G11,0.0879,3559.551,37.1,Tecan Spark,water,blank,0
G11,0.0879,39151.248,37.0,Tecan Spark,water,blank,0
G11,0.0879,39546.715,37.0,Tecan Spark,water,blank,0
G11,0.08800000000000001,39942.22,37.1,Tecan Spark,water,blank,0
G11,0.0877,40337.643,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,40733.094,37.1,Tecan Spark,water,blank,0
G11,0.0879,41128.647000000004,37.0,Tecan Spark,water,blank,0
G11,0.0878,41524.157999999996,37.0,Tecan Spark,water,blank,0
G11,0.0879,41919.574,37.1,Tecan Spark,water,blank,0
G11,0.0879,42315.054000000004,37.1,Tecan Spark,water,blank,0
G11,0.0878,42710.475,37.1,Tecan Spark,water,blank,0
G11,0.0879,3954.9770000000003,37.1,Tecan Spark,water,blank,0
G11,0.0879,43105.9,37.1,Tecan Spark,water,blank,0
G11,0.0878,43501.395,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,43896.864,37.0,Tecan Spark,water,blank,0
G11,0.0879,44292.319,37.1,Tecan Spark,water,blank,0
G11,0.0879,44687.802,37.1,Tecan Spark,water,blank,0
G11,0.0878,45083.237,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,45478.776,37.1,Tecan Spark,water,blank,0
G11,0.0879,45874.239,37.1,Tecan Spark,water,blank,0
G11,0.0878,46269.630999999994,37.1,Tecan Spark,water,blank,0
G11,0.0879,46665.109000000004,37.0,Tecan Spark,water,blank,0
G11,0.0878,4350.436,37.0,Tecan Spark,water,blank,0
G11,0.0877,47060.475,37.0,Tecan Spark,water,blank,0
G11,0.0879,47455.916,37.1,Tecan Spark,water,blank,0
G11,0.0879,47851.398,37.1,Tecan Spark,water,blank,0
G11,0.0879,48246.855,37.1,Tecan Spark,water,blank,0
G11,0.0879,48642.29,37.1,Tecan Spark,water,blank,0
G11,0.0879,49037.852,37.0,Tecan Spark,water,blank,0
G11,0.0879,49433.335999999996,37.1,Tecan Spark,water,blank,0
G11,0.0879,49828.715,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,50224.199,37.1,Tecan Spark,water,blank,0
G11,0.0878,50619.715,37.1,Tecan Spark,water,blank,0
G11,0.0878,4745.875,37.1,Tecan Spark,water,blank,0
G11,0.0879,51015.10400000001,37.1,Tecan Spark,water,blank,0
G11,0.0878,51410.606,37.1,Tecan Spark,water,blank,0
G11,0.0879,51806.096,37.0,Tecan Spark,water,blank,0
G11,0.0879,52201.477999999996,37.1,Tecan Spark,water,blank,0
G11,0.0879,52597.013,37.0,Tecan Spark,water,blank,0
G11,0.0879,52992.488,37.0,Tecan Spark,water,blank,0
G11,0.0879,53387.867,37.0,Tecan Spark,water,blank,0
G11,0.0879,53783.367999999995,37.1,Tecan Spark,water,blank,0
G11,0.0878,54178.846,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,54574.263,37.0,Tecan Spark,water,blank,0
G11,0.0878,5141.345,37.1,Tecan Spark,water,blank,0
G11,0.0879,54969.791,37.1,Tecan Spark,water,blank,0
G11,0.0879,55365.273,37.0,Tecan Spark,water,blank,0
G11,0.0879,55760.647000000004,37.1,Tecan Spark,water,blank,0
G11,0.0879,56156.168,37.1,Tecan Spark,water,blank,0
G11,0.0878,56551.557,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,56946.972,37.1,Tecan Spark,water,blank,0
G11,0.0877,57342.45,37.0,Tecan Spark,water,blank,0
G11,0.0879,57737.922999999995,37.1,Tecan Spark,water,blank,0
G11,0.0878,58133.337999999996,37.1,Tecan Spark,water,blank,0
G11,0.0879,58528.852999999996,37.1,Tecan Spark,water,blank,0
G11,0.0878,5536.736999999999,37.0,Tecan Spark,water,blank,0
G11,0.0879,58924.325,37.1,Tecan Spark,water,blank,0
G11,0.0879,59319.734000000004,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,59715.185,37.0,Tecan Spark,water,blank,0
G11,0.0879,60110.649000000005,37.1,Tecan Spark,water,blank,0
G11,0.0878,60506.054000000004,37.1,Tecan Spark,water,blank,0
G11,0.0878,60901.518,37.1,Tecan Spark,water,blank,0
G11,0.0878,61297.001,37.1,Tecan Spark,water,blank,0
G11,0.0878,61692.374,37.1,Tecan Spark,water,blank,0
G11,0.0878,62087.89599999999,37.1,Tecan Spark,water,blank,0
G11,0.0879,62483.350999999995,37.1,Tecan Spark,water,blank,0
G11,0.0878,5932.165,37.1,Tecan Spark,water,blank,0
G11,0.0879,62878.765999999996,37.1,Tecan Spark,water,blank,0
G11,0.0879,63274.240999999995,37.1,Tecan Spark,water,blank,0
G11,0.0879,63669.774000000005,37.1,Tecan Spark,water,blank,0
G11,0.0879,64065.178,37.1,Tecan Spark,water,blank,0
G11,0.0878,64460.710999999996,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,64856.178,37.0,Tecan Spark,water,blank,0
G11,0.0879,65251.54,37.1,Tecan Spark,water,blank,0
G11,0.0879,65647.05900000001,37.0,Tecan Spark,water,blank,0
G11,0.0879,66042.475,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,66437.893,37.1,Tecan Spark,water,blank,0
G11,0.0878,6327.717,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,66833.363,37.1,Tecan Spark,water,blank,0
G11,0.0879,67228.843,37.1,Tecan Spark,water,blank,0
G11,0.0878,67624.25200000001,37.0,Tecan Spark,water,blank,0
G11,0.08800000000000001,68019.804,37.1,Tecan Spark,water,blank,0
G11,0.0878,68415.365,37.0,Tecan Spark,water,blank,0
G11,0.0879,68810.72,37.1,Tecan Spark,water,blank,0
G11,0.08800000000000001,69206.23599999999,37.1,Tecan Spark,water,blank,0
G11,0.0878,69601.688,37.1,Tecan Spark,water,blank,0
G11,0.0878,6723.215999999999,37.1,Tecan Spark,water,blank,0
G11,0.0878,7118.621999999999,37.0,Tecan Spark,water,blank,0
G11,0.0878,395.895,36.9,Tecan Spark,water,blank,0
G11,0.0877,7514.14,37.0,Tecan Spark,water,blank,0
G11,0.0878,7909.5380000000005,37.1,Tecan Spark,water,blank,0
G11,0.0878,8304.979,37.1,Tecan Spark,water,blank,0
G11,0.0878,8700.431999999999,37.1,Tecan Spark,water,blank,0
G11,0.0878,9095.915,37.1,Tecan Spark,water,blank,0
G11,0.0878,9491.358,37.0,Tecan Spark,water,blank,0
G11,0.0878,9886.845,37.1,Tecan Spark,water,blank,0
G11,0.0878,10282.325,37.0,Tecan Spark,water,blank,0
G11,0.0878,10677.858999999999,37.0,Tecan Spark,water,blank,0
G11,0.0878,11073.263,37.1,Tecan Spark,water,blank,0
G11,0.0877,791.329,37.1,Tecan Spark,water,blank,0
G11,0.0878,11468.638,37.1,Tecan Spark,water,blank,0
G11,0.0878,11864.122,37.1,Tecan Spark,water,blank,0
G11,0.0877,12259.533000000001,37.0,Tecan Spark,water,blank,0
G11,0.0878,12654.952,37.0,Tecan Spark,water,blank,0
G11,0.0878,13050.472,37.1,Tecan Spark,water,blank,0
G11,0.0877,13445.912,37.1,Tecan Spark,water,blank,0
G11,0.0878,13841.317,37.1,Tecan Spark,water,blank,0
G11,0.0878,14236.86,37.1,Tecan Spark,water,blank,0
G11,0.0878,14632.383,37.1,Tecan Spark,water,blank,0
