slope,intercept,sigma,buffer_base,compound,area_param
0.0177839,0.000350949,0.000707041,DM,glycerol,rel_area_phosphate
0.0177731,0.000229125,0.000637395,DM,glycerol,rel_area_phosphate
0.0177969,0.000343616,0.000585938,DM,glycerol,rel_area_phosphate
0.0177393,0.000924352,0.000745137,DM,glycerol,rel_area_phosphate
0.0177553,8.85247e-05,0.000632086,DM,glycerol,rel_area_phosphate
0.0178116,-2.45146e-05,0.000637535,DM,glycerol,rel_area_phosphate
0.017755,0.000815234,0.00049536,DM,glycerol,rel_area_phosphate
0.0177796,0.000457361,0.000565048,DM,glycerol,rel_area_phosphate
0.0177626,0.000776707,0.00058952,DM,glycerol,rel_area_phosphate
0.0178054,0.000343674,0.000757453,DM,glycerol,rel_area_phosphate
0.0177758,0.000611198,0.000478837,DM,glycerol,rel_area_phosphate
0.0177758,0.000611198,0.000478837,DM,glycerol,rel_area_phosphate
0.0177889,0.000104243,0.00069246,DM,glycerol,rel_area_phosphate
0.0177659,0.00073534,0.000514537,DM,glycerol,rel_area_phosphate
0.0178107,-0.000179251,0.000517744,DM,glycerol,rel_area_phosphate
0.0177666,0.000512789,0.000596444,DM,glycerol,rel_area_phosphate
0.0177856,0.000298779,0.00056212,DM,glycerol,rel_area_phosphate
0.0177656,0.000621748,0.000557696,DM,glycerol,rel_area_phosphate
0.0177732,0.000500788,0.000567633,DM,glycerol,rel_area_phosphate
0.017772,0.000749556,0.000537268,DM,glycerol,rel_area_phosphate
0.0177784,0.000336174,0.000517963,DM,glycerol,rel_area_phosphate
0.0177771,0.000391822,0.000762226,DM,glycerol,rel_area_phosphate
0.0177607,0.000449047,0.000487469,DM,glycerol,rel_area_phosphate
0.0177843,0.00043206,0.000617726,DM,glycerol,rel_area_phosphate
0.0177786,0.000335345,0.00059828,DM,glycerol,rel_area_phosphate
0.017797,0.000218603,0.000685104,DM,glycerol,rel_area_phosphate
0.0177616,0.000511155,0.000532748,DM,glycerol,rel_area_phosphate
0.017789,0.000260973,0.000510461,DM,glycerol,rel_area_phosphate
0.0177586,0.000380637,0.000508218,DM,glycerol,rel_area_phosphate
0.0178099,-1.10967e-05,0.000495164,DM,glycerol,rel_area_phosphate
0.0177445,0.000820946,0.000664252,DM,glycerol,rel_area_phosphate
0.017759,0.00074434,0.000722078,DM,glycerol,rel_area_phosphate
0.0177797,0.000361897,0.000638777,DM,glycerol,rel_area_phosphate
0.0177764,0.000383419,0.000571241,DM,glycerol,rel_area_phosphate
0.0177669,0.000491933,0.000657404,DM,glycerol,rel_area_phosphate
0.0177481,0.000742217,0.000699664,DM,glycerol,rel_area_phosphate
0.0177613,0.000671329,0.000546325,DM,glycerol,rel_area_phosphate
0.0177953,-0.000117216,0.000762066,DM,glycerol,rel_area_phosphate
0.0177914,0.000374171,0.000876276,DM,glycerol,rel_area_phosphate
0.0177684,0.000144214,0.000871192,DM,glycerol,rel_area_phosphate
0.0177856,0.000513982,0.000548264,DM,glycerol,rel_area_phosphate
0.017783,0.000491713,0.000527006,DM,glycerol,rel_area_phosphate
0.0177734,0.000233707,0.000700746,DM,glycerol,rel_area_phosphate
0.017773,0.000302521,0.000544275,DM,glycerol,rel_area_phosphate
0.0177914,0.000202017,0.000549933,DM,glycerol,rel_area_phosphate
0.0177735,0.000343006,0.000590093,DM,glycerol,rel_area_phosphate
0.0177532,0.000461043,0.000575504,DM,glycerol,rel_area_phosphate
0.0177892,0.00011091,0.000655727,DM,glycerol,rel_area_phosphate
0.0177659,0.000649549,0.000523889,DM,glycerol,rel_area_phosphate
0.0177715,0.000278189,0.000469525,DM,glycerol,rel_area_phosphate
0.0177651,0.000527104,0.000568112,DM,glycerol,rel_area_phosphate
0.0177743,0.00031721,0.000615051,DM,glycerol,rel_area_phosphate
0.0177752,0.000463033,0.000764745,DM,glycerol,rel_area_phosphate
0.0177597,0.000131644,0.00109029,DM,glycerol,rel_area_phosphate
0.0177766,0.000179653,0.000441192,DM,glycerol,rel_area_phosphate
0.0177757,0.000232642,0.000449777,DM,glycerol,rel_area_phosphate
0.017777,0.000503692,0.000413362,DM,glycerol,rel_area_phosphate
0.0177801,0.000146123,0.000427031,DM,glycerol,rel_area_phosphate
0.0177876,0.000430478,0.000509131,DM,glycerol,rel_area_phosphate
0.0177715,1.28766e-05,0.000597987,DM,glycerol,rel_area_phosphate
0.0177607,0.000268966,0.000622164,DM,glycerol,rel_area_phosphate
0.017798,0.000439078,0.000729542,DM,glycerol,rel_area_phosphate
0.0177789,0.000638649,0.000708533,DM,glycerol,rel_area_phosphate
0.0177956,0.000294797,0.000806942,DM,glycerol,rel_area_phosphate
0.0178029,0.000304008,0.00079324,DM,glycerol,rel_area_phosphate
0.017784,0.000345611,0.000810539,DM,glycerol,rel_area_phosphate
0.0177962,0.000238577,0.000750358,DM,glycerol,rel_area_phosphate
0.0177633,0.000520009,0.000546346,DM,glycerol,rel_area_phosphate
0.017795,8.55661e-05,0.000597915,DM,glycerol,rel_area_phosphate
0.0177929,0.000298732,0.000593468,DM,glycerol,rel_area_phosphate
0.0177645,0.000408132,0.000543399,DM,glycerol,rel_area_phosphate
0.0177911,0.000487367,0.000600443,DM,glycerol,rel_area_phosphate
0.0177776,0.000267779,0.000510747,DM,glycerol,rel_area_phosphate
0.0177544,0.000740324,0.00046763,DM,glycerol,rel_area_phosphate
0.0177599,0.000372851,0.00044735,DM,glycerol,rel_area_phosphate
0.0177901,0.000358218,0.000515608,DM,glycerol,rel_area_phosphate
0.0177814,0.000356505,0.000511191,DM,glycerol,rel_area_phosphate
0.0177748,0.00041917,0.000455383,DM,glycerol,rel_area_phosphate
0.0177762,0.000353875,0.000632206,DM,glycerol,rel_area_phosphate
0.017795,5.34748e-05,0.000550044,DM,glycerol,rel_area_phosphate
0.0177677,0.000321373,0.000527698,DM,glycerol,rel_area_phosphate
0.0177622,0.000420483,0.000479273,DM,glycerol,rel_area_phosphate
0.0177545,0.000478745,0.000463624,DM,glycerol,rel_area_phosphate
0.0177974,0.000195956,0.000477589,DM,glycerol,rel_area_phosphate
0.0177848,0.000283005,0.000473099,DM,glycerol,rel_area_phosphate
0.017773,0.00043016,0.000524856,DM,glycerol,rel_area_phosphate
0.0177696,0.000460148,0.000561365,DM,glycerol,rel_area_phosphate
0.0177789,0.000201533,0.000691146,DM,glycerol,rel_area_phosphate
0.0177861,0.000307136,0.000604541,DM,glycerol,rel_area_phosphate
0.0177764,0.000548056,0.000684112,DM,glycerol,rel_area_phosphate
0.017783,0.000748853,0.000618658,DM,glycerol,rel_area_phosphate
0.017814,0.000158299,0.000616791,DM,glycerol,rel_area_phosphate
0.0177548,0.000722219,0.000870712,DM,glycerol,rel_area_phosphate
0.0177905,-0.000411114,0.000729475,DM,glycerol,rel_area_phosphate
0.0177836,0.000636983,0.000794767,DM,glycerol,rel_area_phosphate
0.0177766,0.000685788,0.000793829,DM,glycerol,rel_area_phosphate
0.0177511,0.00031994,0.000684404,DM,glycerol,rel_area_phosphate
0.017752,-5.87427e-05,0.00072611,DM,glycerol,rel_area_phosphate
0.0178087,0.000864437,0.00103985,DM,glycerol,rel_area_phosphate
0.0177574,0.000482829,0.000816114,DM,glycerol,rel_area_phosphate
0.0177905,0.000222032,0.000454725,DM,glycerol,rel_area_phosphate
0.0177889,0.000303224,0.00049296,DM,glycerol,rel_area_phosphate
0.0177542,0.000513805,0.000511733,DM,glycerol,rel_area_phosphate
0.0178019,0.000226488,0.000651023,DM,glycerol,rel_area_phosphate
0.0177507,0.000544642,0.000522671,DM,glycerol,rel_area_phosphate
0.0178126,7.9212e-05,0.000827071,DM,glycerol,rel_area_phosphate
0.017783,0.000774971,0.00103011,DM,glycerol,rel_area_phosphate
0.0177659,0.000246229,0.000699002,DM,glycerol,rel_area_phosphate
0.0177899,0.000461738,0.000487472,DM,glycerol,rel_area_phosphate
0.0177639,0.000262917,0.000762697,DM,glycerol,rel_area_phosphate
0.0177916,0.00057658,0.000735823,DM,glycerol,rel_area_phosphate
0.0177708,-1.88285e-05,0.000958493,DM,glycerol,rel_area_phosphate
0.017728,0.000489211,0.00101576,DM,glycerol,rel_area_phosphate
0.0177829,0.000679031,0.000739946,DM,glycerol,rel_area_phosphate
0.0178049,-0.000147727,0.00102489,DM,glycerol,rel_area_phosphate
0.0177909,0.000470342,0.000982107,DM,glycerol,rel_area_phosphate
0.0177529,0.00035209,0.000588067,DM,glycerol,rel_area_phosphate
0.0177556,0.000282631,0.000646614,DM,glycerol,rel_area_phosphate
0.0178007,0.000365652,0.000486713,DM,glycerol,rel_area_phosphate
0.017785,3.22818e-05,0.000478297,DM,glycerol,rel_area_phosphate
0.017781,0.000384594,0.000487511,DM,glycerol,rel_area_phosphate
0.0177761,0.000411992,0.000690494,DM,glycerol,rel_area_phosphate
0.0178159,0.000267571,0.000515403,DM,glycerol,rel_area_phosphate
0.0177901,0.000294244,0.00055101,DM,glycerol,rel_area_phosphate
0.0177903,0.000299666,0.000571669,DM,glycerol,rel_area_phosphate
0.0177656,0.000480632,0.000831649,DM,glycerol,rel_area_phosphate
0.0177931,0.00010066,0.00104339,DM,glycerol,rel_area_phosphate
0.0177911,4.90666e-05,0.00107298,DM,glycerol,rel_area_phosphate
0.0177687,0.000605047,0.000817341,DM,glycerol,rel_area_phosphate
0.0177821,0.000295959,0.000958239,DM,glycerol,rel_area_phosphate
0.0178111,7.7385e-05,0.00097254,DM,glycerol,rel_area_phosphate
0.0177547,0.00055108,0.000621815,DM,glycerol,rel_area_phosphate
0.0178045,0.000115945,0.0009678,DM,glycerol,rel_area_phosphate
0.017837,-0.000100853,0.000936096,DM,glycerol,rel_area_phosphate
0.0177636,0.000631318,0.00102258,DM,glycerol,rel_area_phosphate
0.01775,0.00113347,0.00102279,DM,glycerol,rel_area_phosphate
0.0177529,0.00103488,0.000959478,DM,glycerol,rel_area_phosphate
0.0178012,-0.000192562,0.000726417,DM,glycerol,rel_area_phosphate
0.0177706,0.000836088,0.000705769,DM,glycerol,rel_area_phosphate
0.017759,0.000413512,0.000971201,DM,glycerol,rel_area_phosphate
0.0177865,0.000682239,0.000495745,DM,glycerol,rel_area_phosphate
0.0177715,0.000349439,0.000591021,DM,glycerol,rel_area_phosphate
0.0177813,0.000479519,0.000568723,DM,glycerol,rel_area_phosphate
0.0177952,5.98394e-05,0.000768372,DM,glycerol,rel_area_phosphate
0.0177809,0.000435206,0.000749315,DM,glycerol,rel_area_phosphate
0.0177572,0.000730805,0.000679369,DM,glycerol,rel_area_phosphate
0.0177992,-7.6399e-05,0.000762545,DM,glycerol,rel_area_phosphate
0.0177963,-4.79812e-05,0.000758665,DM,glycerol,rel_area_phosphate
0.0177742,0.000294577,0.000632728,DM,glycerol,rel_area_phosphate
0.0178113,0.000151938,0.000636093,DM,glycerol,rel_area_phosphate
0.0177514,0.000687704,0.000510605,DM,glycerol,rel_area_phosphate
0.0177954,0.00022243,0.000693902,DM,glycerol,rel_area_phosphate
0.0177843,0.000385333,0.000638965,DM,glycerol,rel_area_phosphate
0.0177829,0.000267864,0.000447282,DM,glycerol,rel_area_phosphate
0.0177785,0.000287044,0.000662678,DM,glycerol,rel_area_phosphate
0.0177537,0.00032887,0.000559667,DM,glycerol,rel_area_phosphate
0.0177927,0.000471313,0.000530749,DM,glycerol,rel_area_phosphate
0.0177772,0.000344064,0.000568793,DM,glycerol,rel_area_phosphate
0.0177747,0.000466454,0.000575313,DM,glycerol,rel_area_phosphate
0.0177753,0.000339467,0.000537354,DM,glycerol,rel_area_phosphate
0.017781,0.000368871,0.000498198,DM,glycerol,rel_area_phosphate
0.0177828,8.25024e-05,0.000513149,DM,glycerol,rel_area_phosphate
0.0177698,0.000367512,0.000491813,DM,glycerol,rel_area_phosphate
0.0177789,0.000333991,0.000470986,DM,glycerol,rel_area_phosphate
0.0177873,-3.64585e-05,0.000517937,DM,glycerol,rel_area_phosphate
0.0177813,0.000321931,0.00060682,DM,glycerol,rel_area_phosphate
0.0177823,0.000204222,0.000646912,DM,glycerol,rel_area_phosphate
0.0178035,5.09952e-05,0.000647002,DM,glycerol,rel_area_phosphate
0.017746,0.000750865,0.000945558,DM,glycerol,rel_area_phosphate
0.0177729,0.000502571,0.00073645,DM,glycerol,rel_area_phosphate
0.0177974,1.38617e-05,0.000513494,DM,glycerol,rel_area_phosphate
0.0177569,0.000492542,0.000468811,DM,glycerol,rel_area_phosphate
0.0177747,0.000778269,0.000485305,DM,glycerol,rel_area_phosphate
0.0177784,0.000524533,0.000478581,DM,glycerol,rel_area_phosphate
0.017781,0.00012534,0.00102885,DM,glycerol,rel_area_phosphate
0.0177719,0.000667329,0.000932392,DM,glycerol,rel_area_phosphate
0.0177662,0.000225419,0.000671395,DM,glycerol,rel_area_phosphate
0.0177698,0.000394807,0.000692287,DM,glycerol,rel_area_phosphate
0.0177876,0.00025392,0.000477951,DM,glycerol,rel_area_phosphate
0.0177649,0.000437754,0.000477803,DM,glycerol,rel_area_phosphate
0.0177676,0.000440784,0.000468981,DM,glycerol,rel_area_phosphate
0.0177598,0.000403921,0.00047109,DM,glycerol,rel_area_phosphate
0.0177495,0.000658661,0.000476672,DM,glycerol,rel_area_phosphate
0.0177571,0.000565447,0.000757068,DM,glycerol,rel_area_phosphate
0.0177804,0.000705706,0.0008797,DM,glycerol,rel_area_phosphate
0.0177754,0.000168542,0.000542516,DM,glycerol,rel_area_phosphate
0.0177564,0.000540748,0.000487628,DM,glycerol,rel_area_phosphate
0.0177609,0.000685936,0.000458444,DM,glycerol,rel_area_phosphate
0.0177883,7.04814e-05,0.00046715,DM,glycerol,rel_area_phosphate
0.0177934,0.000131942,0.000673762,DM,glycerol,rel_area_phosphate
0.0177825,0.000202524,0.000659609,DM,glycerol,rel_area_phosphate
0.0177762,0.000501079,0.000963742,DM,glycerol,rel_area_phosphate
0.0177956,0.000121047,0.0006125,DM,glycerol,rel_area_phosphate
0.0177711,0.00025182,0.000687679,DM,glycerol,rel_area_phosphate
0.0177955,0.000274335,0.000884973,DM,glycerol,rel_area_phosphate
0.0177737,1.43321e-05,0.000971865,DM,glycerol,rel_area_phosphate
0.0177572,0.000284979,0.000901453,DM,glycerol,rel_area_phosphate
0.0177388,0.000366844,0.0010182,DM,glycerol,rel_area_phosphate
0.0178379,0.000252577,0.000646113,DM,glycerol,rel_area_phosphate
0.0177285,0.000639462,0.000646724,DM,glycerol,rel_area_phosphate
0.0177277,0.000691751,0.000595086,DM,glycerol,rel_area_phosphate
0.0177792,0.000565411,0.000623756,DM,glycerol,rel_area_phosphate
0.0177733,8.62306e-05,0.00137926,DM,glycerol,rel_area_phosphate
0.0177516,3.8801e-05,0.00130049,DM,glycerol,rel_area_phosphate
0.0177987,0.000701846,0.0010659,DM,glycerol,rel_area_phosphate
0.0177968,-6.79039e-05,0.00102915,DM,glycerol,rel_area_phosphate
0.0177453,0.000708181,0.000695471,DM,glycerol,rel_area_phosphate
0.017793,0.000223602,0.000478577,DM,glycerol,rel_area_phosphate
0.017766,0.000353862,0.000677661,DM,glycerol,rel_area_phosphate
0.0177835,0.000430261,0.000497554,DM,glycerol,rel_area_phosphate
0.017758,0.000670634,0.000570378,DM,glycerol,rel_area_phosphate
0.0177932,0.000162436,0.000583655,DM,glycerol,rel_area_phosphate
0.0177861,0.000416428,0.000587228,DM,glycerol,rel_area_phosphate
0.017782,0.000189537,0.000583943,DM,glycerol,rel_area_phosphate
0.0177859,-8.10231e-05,0.000567506,DM,glycerol,rel_area_phosphate
0.0177712,0.000544104,0.000728415,DM,glycerol,rel_area_phosphate
0.0177758,0.000588893,0.000617638,DM,glycerol,rel_area_phosphate
0.017765,0.000256834,0.000777763,DM,glycerol,rel_area_phosphate
0.0178243,-0.000617933,0.000970949,DM,glycerol,rel_area_phosphate
0.0177389,0.00064619,0.000855045,DM,glycerol,rel_area_phosphate
0.0177973,0.000104183,0.00087732,DM,glycerol,rel_area_phosphate
0.01778,-0.000102642,0.00082315,DM,glycerol,rel_area_phosphate
0.0177813,0.000555914,0.000693666,DM,glycerol,rel_area_phosphate
0.0177664,0.000421999,0.000631271,DM,glycerol,rel_area_phosphate
0.0177918,0.000230733,0.000898177,DM,glycerol,rel_area_phosphate
0.017767,0.00047311,0.000412349,DM,glycerol,rel_area_phosphate
0.0177808,0.000386463,0.000433375,DM,glycerol,rel_area_phosphate
0.017784,0.000482164,0.000451379,DM,glycerol,rel_area_phosphate
0.0177829,0.000495338,0.000450605,DM,glycerol,rel_area_phosphate
0.01776,0.000408644,0.000462017,DM,glycerol,rel_area_phosphate
0.0177919,0.000282973,0.000480189,DM,glycerol,rel_area_phosphate
0.0177944,0.000596846,0.00048421,DM,glycerol,rel_area_phosphate
0.0177721,0.000719808,0.000491546,DM,glycerol,rel_area_phosphate
0.0177659,0.000750465,0.000484838,DM,glycerol,rel_area_phosphate
0.0177939,2.91327e-05,0.000840007,DM,glycerol,rel_area_phosphate
0.0177717,0.000613558,0.000612928,DM,glycerol,rel_area_phosphate
0.0178042,-3.78749e-05,0.000613613,DM,glycerol,rel_area_phosphate
0.0177975,0.000180195,0.000674398,DM,glycerol,rel_area_phosphate
0.0177818,0.000350525,0.000599114,DM,glycerol,rel_area_phosphate
0.0177839,0.000368184,0.000937527,DM,glycerol,rel_area_phosphate
0.0177339,0.00102935,0.000964933,DM,glycerol,rel_area_phosphate
0.0178364,-1.13848e-05,0.000913351,DM,glycerol,rel_area_phosphate
0.017717,0.000811139,0.000857477,DM,glycerol,rel_area_phosphate
0.0178368,2.09266e-05,0.000817465,DM,glycerol,rel_area_phosphate
0.0177994,0.000152021,0.000959618,DM,glycerol,rel_area_phosphate
0.0177864,-7.56948e-05,0.00106333,DM,glycerol,rel_area_phosphate
0.0178219,-0.000339736,0.000915332,DM,glycerol,rel_area_phosphate
0.0177855,0.000471515,0.000960678,DM,glycerol,rel_area_phosphate
0.0178271,-0.000313602,0.0007749,DM,glycerol,rel_area_phosphate
0.0177655,0.000313537,0.000799662,DM,glycerol,rel_area_phosphate
0.0177599,0.000260025,0.000775364,DM,glycerol,rel_area_phosphate
0.0177968,0.00042428,0.000572248,DM,glycerol,rel_area_phosphate
0.0177738,0.000474593,0.000549505,DM,glycerol,rel_area_phosphate
0.0177492,0.000759364,0.00050672,DM,glycerol,rel_area_phosphate
0.0177504,0.000636918,0.000526555,DM,glycerol,rel_area_phosphate
0.0178053,9.65675e-05,0.000502966,DM,glycerol,rel_area_phosphate
0.0177788,0.000469911,0.000431495,DM,glycerol,rel_area_phosphate
0.0177789,0.000222683,0.000428817,DM,glycerol,rel_area_phosphate
0.0177634,0.000539143,0.000445446,DM,glycerol,rel_area_phosphate
0.0177859,0.000427814,0.00050856,DM,glycerol,rel_area_phosphate
0.0177921,0.00053311,0.000514632,DM,glycerol,rel_area_phosphate
0.017763,0.000466264,0.000556125,DM,glycerol,rel_area_phosphate
0.017775,0.000198877,0.000711569,DM,glycerol,rel_area_phosphate
0.0177842,0.000202755,0.000559827,DM,glycerol,rel_area_phosphate
0.0177829,0.000235945,0.000548216,DM,glycerol,rel_area_phosphate
0.017798,0.000332239,0.000573735,DM,glycerol,rel_area_phosphate
0.0177676,0.00026778,0.000565334,DM,glycerol,rel_area_phosphate
0.0178107,0.000522574,0.000735438,DM,glycerol,rel_area_phosphate
0.0177377,0.000375226,0.00101035,DM,glycerol,rel_area_phosphate
0.0177412,0.000463052,0.00095534,DM,glycerol,rel_area_phosphate
0.0178157,0.000292279,0.00089828,DM,glycerol,rel_area_phosphate
0.0177566,0.000456652,0.000628281,DM,glycerol,rel_area_phosphate
0.0178041,0.000175567,0.000902342,DM,glycerol,rel_area_phosphate
0.0178072,0.000181143,0.000917973,DM,glycerol,rel_area_phosphate
0.017745,0.000496427,0.000580089,DM,glycerol,rel_area_phosphate
0.0177916,0.000273139,0.000716151,DM,glycerol,rel_area_phosphate
0.0177875,0.000434209,0.000837396,DM,glycerol,rel_area_phosphate
0.0178029,0.000551084,0.000910459,DM,glycerol,rel_area_phosphate
0.0178255,-0.000266417,0.00087874,DM,glycerol,rel_area_phosphate
0.0177676,0.000559686,0.000529199,DM,glycerol,rel_area_phosphate
0.0177689,0.000324814,0.000518577,DM,glycerol,rel_area_phosphate
0.0177839,0.000431442,0.000504452,DM,glycerol,rel_area_phosphate
0.0177973,0.000116001,0.000531294,DM,glycerol,rel_area_phosphate
0.0177458,0.000505403,0.000532261,DM,glycerol,rel_area_phosphate
0.0177687,0.000248274,0.0006166,DM,glycerol,rel_area_phosphate
0.0177766,0.000621456,0.000548027,DM,glycerol,rel_area_phosphate
0.0177948,-4.82211e-05,0.000684725,DM,glycerol,rel_area_phosphate
0.0177939,-7.31196e-06,0.000711703,DM,glycerol,rel_area_phosphate
0.0177483,0.00059291,0.000861812,DM,glycerol,rel_area_phosphate
0.0178134,-0.000169998,0.000713879,DM,glycerol,rel_area_phosphate
0.017727,0.00102461,0.000973401,DM,glycerol,rel_area_phosphate
0.0177522,0.000861516,0.00101481,DM,glycerol,rel_area_phosphate
0.0177815,6.80762e-05,0.00099011,DM,glycerol,rel_area_phosphate
0.0177857,0.00048776,0.000508898,DM,glycerol,rel_area_phosphate
0.0177731,0.000172969,0.000634657,DM,glycerol,rel_area_phosphate
0.0177556,0.000729554,0.000602672,DM,glycerol,rel_area_phosphate
0.0177596,0.000711839,0.000602541,DM,glycerol,rel_area_phosphate
0.0177697,0.000438614,0.000540623,DM,glycerol,rel_area_phosphate
0.0178014,7.36515e-05,0.000563186,DM,glycerol,rel_area_phosphate
0.017771,0.000404699,0.000552023,DM,glycerol,rel_area_phosphate
0.0177854,0.000340121,0.000547195,DM,glycerol,rel_area_phosphate
0.0177709,0.00049501,0.000992267,DM,glycerol,rel_area_phosphate
0.0177925,0.000298455,0.000775117,DM,glycerol,rel_area_phosphate
0.0177902,0.00038935,0.000734515,DM,glycerol,rel_area_phosphate
0.0178086,5.74666e-05,0.00066408,DM,glycerol,rel_area_phosphate
0.017792,0.000304899,0.000642973,DM,glycerol,rel_area_phosphate
0.0177801,0.000266247,0.000674017,DM,glycerol,rel_area_phosphate
0.0177685,0.000425141,0.000743296,DM,glycerol,rel_area_phosphate
0.017784,0.00036419,0.000645326,DM,glycerol,rel_area_phosphate
0.0177694,0.000344562,0.00051135,DM,glycerol,rel_area_phosphate
0.017753,0.000806091,0.000691219,DM,glycerol,rel_area_phosphate
0.0177856,0.000306946,0.000607152,DM,glycerol,rel_area_phosphate
0.0177689,0.000289292,0.000583059,DM,glycerol,rel_area_phosphate
0.0177886,0.000335987,0.000481133,DM,glycerol,rel_area_phosphate
0.0177805,0.000492191,0.000523659,DM,glycerol,rel_area_phosphate
0.0178019,0.000274298,0.000498744,DM,glycerol,rel_area_phosphate
0.0177617,0.000371301,0.000670772,DM,glycerol,rel_area_phosphate
0.0177838,0.000729816,0.00123872,DM,glycerol,rel_area_phosphate
0.0177602,0.00049502,0.000831415,DM,glycerol,rel_area_phosphate
0.0177816,0.000612371,0.000767255,DM,glycerol,rel_area_phosphate
0.0177375,0.000317142,0.000609714,DM,glycerol,rel_area_phosphate
0.0177808,0.000237459,0.000653332,DM,glycerol,rel_area_phosphate
0.0177887,0.000332422,0.000640835,DM,glycerol,rel_area_phosphate
0.0177763,0.000154363,0.000471572,DM,glycerol,rel_area_phosphate
0.0177797,0.000573382,0.000513111,DM,glycerol,rel_area_phosphate
0.0177767,0.000427984,0.000539552,DM,glycerol,rel_area_phosphate
0.0177749,0.000459603,0.000400956,DM,glycerol,rel_area_phosphate
0.017782,0.000268397,0.000385778,DM,glycerol,rel_area_phosphate
0.017768,0.000594722,0.000862983,DM,glycerol,rel_area_phosphate
0.0177445,0.000570778,0.00060605,DM,glycerol,rel_area_phosphate
0.0177461,0.000940654,0.00075946,DM,glycerol,rel_area_phosphate
0.0177778,0.000613079,0.000883491,DM,glycerol,rel_area_phosphate
0.0177571,0.000310207,0.000718515,DM,glycerol,rel_area_phosphate
0.0178002,0.000245981,0.000496939,DM,glycerol,rel_area_phosphate
0.017767,0.000349289,0.000546317,DM,glycerol,rel_area_phosphate
0.0177809,0.000662553,0.000682674,DM,glycerol,rel_area_phosphate
0.0177817,0.000431274,0.000836904,DM,glycerol,rel_area_phosphate
0.0177396,0.000823247,0.000863361,DM,glycerol,rel_area_phosphate
0.0178084,5.43931e-05,0.000947299,DM,glycerol,rel_area_phosphate
0.0177831,0.00055486,0.000793075,DM,glycerol,rel_area_phosphate
0.0177794,0.000599303,0.000764263,DM,glycerol,rel_area_phosphate
0.0177815,0.000303061,0.000577483,DM,glycerol,rel_area_phosphate
0.0177831,0.000334646,0.00059615,DM,glycerol,rel_area_phosphate
0.0177904,0.000174638,0.000640648,DM,glycerol,rel_area_phosphate
0.0177884,0.000187436,0.000531006,DM,glycerol,rel_area_phosphate
0.0177529,0.000339011,0.000582824,DM,glycerol,rel_area_phosphate
0.0178133,0.000293776,0.000791834,DM,glycerol,rel_area_phosphate
0.0177488,0.000378317,0.000773872,DM,glycerol,rel_area_phosphate
0.0178095,0.000299209,0.000598787,DM,glycerol,rel_area_phosphate
0.0177602,0.000305767,0.000599043,DM,glycerol,rel_area_phosphate
0.0178006,0.00020006,0.000684217,DM,glycerol,rel_area_phosphate
0.0178066,-0.000147398,0.000862184,DM,glycerol,rel_area_phosphate
0.0177923,-0.000159564,0.000774099,DM,glycerol,rel_area_phosphate
0.0177737,0.000459873,0.00107063,DM,glycerol,rel_area_phosphate
0.0177791,0.000317293,0.00078403,DM,glycerol,rel_area_phosphate
0.0177655,0.000228248,0.000789194,DM,glycerol,rel_area_phosphate
0.0177893,0.000494744,0.000473517,DM,glycerol,rel_area_phosphate
0.0177711,0.000608953,0.000915835,DM,glycerol,rel_area_phosphate
0.017793,0.000359576,0.000560541,DM,glycerol,rel_area_phosphate
0.017784,0.000344382,0.000585871,DM,glycerol,rel_area_phosphate
0.0177731,0.000584559,0.000603631,DM,glycerol,rel_area_phosphate
0.0177786,0.000328972,0.000489842,DM,glycerol,rel_area_phosphate
0.0177528,0.000477508,0.000455692,DM,glycerol,rel_area_phosphate
0.017781,0.000579241,0.000504049,DM,glycerol,rel_area_phosphate
0.0177725,0.000338584,0.000485033,DM,glycerol,rel_area_phosphate
0.0177614,0.000413874,0.000511791,DM,glycerol,rel_area_phosphate
0.0178134,9.20117e-05,0.000610324,DM,glycerol,rel_area_phosphate
0.0178099,0.000104418,0.000634757,DM,glycerol,rel_area_phosphate
0.0177916,0.000146427,0.00075235,DM,glycerol,rel_area_phosphate
0.017798,0.000118309,0.000752637,DM,glycerol,rel_area_phosphate
0.0177554,0.000664137,0.000851762,DM,glycerol,rel_area_phosphate
0.0177984,9.25369e-05,0.00056939,DM,glycerol,rel_area_phosphate
0.0177563,0.000541244,0.00065954,DM,glycerol,rel_area_phosphate
0.017776,0.000302566,0.000529546,DM,glycerol,rel_area_phosphate
0.0177694,0.000396802,0.000530125,DM,glycerol,rel_area_phosphate
0.0177798,0.000294874,0.000609866,DM,glycerol,rel_area_phosphate
0.0177557,0.000555076,0.0006433,DM,glycerol,rel_area_phosphate
0.0177655,0.000440991,0.000674225,DM,glycerol,rel_area_phosphate
0.0177895,-5.22385e-05,0.000681269,DM,glycerol,rel_area_phosphate
0.0177672,0.000785522,0.000552611,DM,glycerol,rel_area_phosphate
0.0177807,0.000296614,0.000603795,DM,glycerol,rel_area_phosphate
0.0177634,0.000592547,0.000707636,DM,glycerol,rel_area_phosphate
0.0177931,0.000117069,0.000652404,DM,glycerol,rel_area_phosphate
0.0178073,0.000109028,0.000726047,DM,glycerol,rel_area_phosphate
0.0177651,0.000278168,0.00083483,DM,glycerol,rel_area_phosphate
0.0177696,0.000621886,0.000884499,DM,glycerol,rel_area_phosphate
