well,od_600nm,time_s,temp_C,instrument,sample,replicate
B10,0.0868,0.0,36.8,Tecan Spark,blank,0
B10,0.087,3559.415,37.1,Tecan Spark,blank,0
B10,0.087,39150.816,37.0,Tecan Spark,blank,0
B10,0.0868,39546.299,37.0,Tecan Spark,blank,0
B10,0.0869,39941.699,37.1,Tecan Spark,blank,0
B10,0.0869,40337.14,37.1,Tecan Spark,blank,0
B10,0.0868,40732.551,37.0,Tecan Spark,blank,0
B10,0.087,41127.99,37.0,Tecan Spark,blank,0
B10,0.0869,41523.474,37.0,Tecan Spark,blank,0
B10,0.0869,41918.967000000004,37.0,Tecan Spark,blank,0
B10,0.0869,42314.365999999995,37.1,Tecan Spark,blank,0
B10,0.087,42709.892,37.1,Tecan Spark,blank,0
B10,0.0868,3954.907,37.1,Tecan Spark,blank,0
B10,0.0868,43105.372,37.1,Tecan Spark,blank,0
B10,0.0868,43500.837,37.0,Tecan Spark,blank,0
B10,0.0869,43896.319,37.0,Tecan Spark,blank,0
B10,0.0869,44291.689000000006,37.1,Tecan Spark,blank,0
B10,0.0868,44687.16099999999,37.1,Tecan Spark,blank,0
B10,0.0868,45082.538,37.1,Tecan Spark,blank,0
B10,0.0868,45477.95,37.1,Tecan Spark,blank,0
B10,0.0869,45873.414000000004,37.0,Tecan Spark,blank,0
B10,0.0867,46268.888,37.0,Tecan Spark,blank,0
B10,0.087,46664.33,37.0,Tecan Spark,blank,0
B10,0.087,4350.314,37.0,Tecan Spark,blank,0
B10,0.0868,47059.848,37.1,Tecan Spark,blank,0
B10,0.0869,47455.312999999995,37.0,Tecan Spark,blank,0
B10,0.0869,47850.852,37.1,Tecan Spark,blank,0
B10,0.0868,48246.312999999995,37.1,Tecan Spark,blank,0
B10,0.0869,48641.723,37.0,Tecan Spark,blank,0
B10,0.087,49037.203,37.1,Tecan Spark,blank,0
B10,0.0868,49432.725,37.0,Tecan Spark,blank,0
B10,0.0869,49828.136,37.0,Tecan Spark,blank,0
B10,0.087,50223.600999999995,37.1,Tecan Spark,blank,0
B10,0.0869,50619.114,37.1,Tecan Spark,blank,0
B10,0.0868,4745.789000000001,37.0,Tecan Spark,blank,0
B10,0.0868,51014.530999999995,37.1,Tecan Spark,blank,0
B10,0.0869,51410.05,37.0,Tecan Spark,blank,0
B10,0.0869,51805.509000000005,37.0,Tecan Spark,blank,0
B10,0.087,52201.024000000005,37.1,Tecan Spark,blank,0
B10,0.0869,52596.46,37.0,Tecan Spark,blank,0
B10,0.0869,52991.893,37.1,Tecan Spark,blank,0
B10,0.087,53387.415,37.1,Tecan Spark,blank,0
B10,0.0871,53782.852,37.1,Tecan Spark,blank,0
B10,0.0869,54178.265999999996,37.1,Tecan Spark,blank,0
B10,0.0868,54573.78,37.0,Tecan Spark,blank,0
B10,0.0869,5141.271,37.1,Tecan Spark,blank,0
B10,0.0867,54969.24,37.1,Tecan Spark,blank,0
B10,0.0869,55364.624,37.1,Tecan Spark,blank,0
B10,0.0868,55760.174000000006,37.1,Tecan Spark,blank,0
B10,0.0868,56155.642,37.1,Tecan Spark,blank,0
B10,0.0871,56551.062999999995,37.0,Tecan Spark,blank,0
B10,0.0869,56946.522000000004,37.0,Tecan Spark,blank,0
B10,0.0869,57342.012,37.1,Tecan Spark,blank,0
B10,0.0869,57737.422,37.1,Tecan Spark,blank,0
B10,0.0869,58132.935999999994,37.1,Tecan Spark,blank,0
B10,0.0869,58528.412000000004,37.1,Tecan Spark,blank,0
B10,0.0868,5536.755,37.0,Tecan Spark,blank,0
B10,0.0868,5932.188,37.1,Tecan Spark,blank,0
B10,0.087,6327.615,37.1,Tecan Spark,blank,0
B10,0.0869,6723.106,37.1,Tecan Spark,blank,0
B10,0.0869,7118.552,37.0,Tecan Spark,blank,0
B10,0.0869,395.82300000000004,37.0,Tecan Spark,blank,0
B10,0.087,7513.976,37.0,Tecan Spark,blank,0
B10,0.087,7909.491,37.1,Tecan Spark,blank,0
B10,0.087,8305.027,37.1,Tecan Spark,blank,0
B10,0.0869,8700.395,37.1,Tecan Spark,blank,0
B10,0.0869,9095.88,37.1,Tecan Spark,blank,0
B10,0.087,9491.348,37.0,Tecan Spark,blank,0
B10,0.0868,9886.777,37.1,Tecan Spark,blank,0
B10,0.0869,10282.264000000001,37.0,Tecan Spark,blank,0
B10,0.0869,10677.726999999999,37.0,Tecan Spark,blank,0
B10,0.0869,11073.215,37.1,Tecan Spark,blank,0
B10,0.0871,791.174,37.1,Tecan Spark,blank,0
B10,0.087,11468.636999999999,37.1,Tecan Spark,blank,0
B10,0.0869,11864.052,37.1,Tecan Spark,blank,0
B10,0.087,12259.586000000001,37.0,Tecan Spark,blank,0
B10,0.0868,12655.08,37.0,Tecan Spark,blank,0
B10,0.0868,13050.486,37.0,Tecan Spark,blank,0
B10,0.0869,13445.955,37.1,Tecan Spark,blank,0
B10,0.087,13841.47,37.1,Tecan Spark,blank,0
B10,0.0869,14236.871000000001,37.1,Tecan Spark,blank,0
B10,0.0869,14632.37,37.1,Tecan Spark,blank,0
B10,0.0869,15027.841,37.0,Tecan Spark,blank,0
B10,0.0869,1186.615,37.1,Tecan Spark,blank,0
B10,0.0869,15423.264,37.0,Tecan Spark,blank,0
B10,0.0868,15818.761,37.0,Tecan Spark,blank,0
B10,0.087,16214.222,37.1,Tecan Spark,blank,0
B10,0.087,16609.697,37.1,Tecan Spark,blank,0
B10,0.0869,17005.136000000002,37.1,Tecan Spark,blank,0
B10,0.0869,17400.564,37.0,Tecan Spark,blank,0
B10,0.0869,17796.03,37.1,Tecan Spark,blank,0
B10,0.0868,18191.447,37.1,Tecan Spark,blank,0
B10,0.0868,18586.897,37.1,Tecan Spark,blank,0
B10,0.0869,18982.436999999998,37.1,Tecan Spark,blank,0
B10,0.0869,1582.069,37.1,Tecan Spark,blank,0
B10,0.0868,19377.839,37.1,Tecan Spark,blank,0
B10,0.087,19773.245,37.1,Tecan Spark,blank,0
B10,0.087,20168.765,37.0,Tecan Spark,blank,0
B10,0.087,20564.185,37.0,Tecan Spark,blank,0
B10,0.0869,20959.598,37.0,Tecan Spark,blank,0
B10,0.087,21355.077,37.0,Tecan Spark,blank,0
B10,0.0869,21750.603,37.1,Tecan Spark,blank,0
B10,0.0869,22146.046000000002,37.1,Tecan Spark,blank,0
B10,0.0869,22541.583,37.0,Tecan Spark,blank,0
B10,0.0867,22937.065,37.0,Tecan Spark,blank,0
B10,0.087,1977.5420000000001,37.0,Tecan Spark,blank,0
B10,0.0868,23332.496,37.0,Tecan Spark,blank,0
B10,0.0869,23727.99,37.0,Tecan Spark,blank,0
B10,0.0868,24123.431,37.1,Tecan Spark,blank,0
B10,0.0868,24518.977000000003,37.1,Tecan Spark,blank,0
B10,0.0868,24914.458,37.1,Tecan Spark,blank,0
B10,0.087,25309.832000000002,37.1,Tecan Spark,blank,0
B10,0.0869,25705.3,37.0,Tecan Spark,blank,0
B10,0.0869,26100.779,37.0,Tecan Spark,blank,0
B10,0.0868,26496.174,37.1,Tecan Spark,blank,0
B10,0.0867,26891.607999999997,37.1,Tecan Spark,blank,0
B10,0.0869,2372.9570000000003,37.1,Tecan Spark,blank,0
B10,0.0869,27287.063,37.1,Tecan Spark,blank,0
B10,0.0869,27682.525,37.1,Tecan Spark,blank,0
B10,0.0869,28077.967999999997,37.0,Tecan Spark,blank,0
B10,0.087,28473.405,37.0,Tecan Spark,blank,0
B10,0.087,28868.968999999997,37.0,Tecan Spark,blank,0
B10,0.0869,29264.474,37.1,Tecan Spark,blank,0
B10,0.0869,29659.868,37.1,Tecan Spark,blank,0
B10,0.0869,30055.322,37.1,Tecan Spark,blank,0
B10,0.0869,30450.784,37.0,Tecan Spark,blank,0
B10,0.0869,30846.277000000002,37.0,Tecan Spark,blank,0
B10,0.0869,2768.4,37.1,Tecan Spark,blank,0
B10,0.0869,31241.641,37.0,Tecan Spark,blank,0
B10,0.0869,31637.067000000003,37.1,Tecan Spark,blank,0
B10,0.0869,32032.542999999998,37.1,Tecan Spark,blank,0
B10,0.0869,32428.045,37.1,Tecan Spark,blank,0
B10,0.0869,32823.46,37.1,Tecan Spark,blank,0
B10,0.0868,33218.984,37.0,Tecan Spark,blank,0
B10,0.0868,33614.464,37.0,Tecan Spark,blank,0
B10,0.087,34009.912000000004,37.1,Tecan Spark,blank,0
B10,0.0869,34405.404,37.0,Tecan Spark,blank,0
B10,0.0868,34800.773,37.0,Tecan Spark,blank,0
B10,0.087,3163.844,37.1,Tecan Spark,blank,0
B10,0.0868,35196.245,37.1,Tecan Spark,blank,0
B10,0.0869,35591.638999999996,37.0,Tecan Spark,blank,0
B10,0.0869,35987.052,37.0,Tecan Spark,blank,0
B10,0.0869,36382.532999999996,37.0,Tecan Spark,blank,0
B10,0.0869,36777.99,37.0,Tecan Spark,blank,0
B10,0.0869,37173.417,37.0,Tecan Spark,blank,0
B10,0.0869,37568.875,37.1,Tecan Spark,blank,0
B10,0.0868,37964.317,37.1,Tecan Spark,blank,0
B10,0.0869,38359.858,37.0,Tecan Spark,blank,0
B10,0.0869,38755.388,37.0,Tecan Spark,blank,0
B11,0.0869,0.0,36.8,Tecan Spark,blank,0
B11,0.087,3559.415,37.1,Tecan Spark,blank,0
B11,0.0872,39150.816,37.0,Tecan Spark,blank,0
B11,0.0871,39546.299,37.0,Tecan Spark,blank,0
B11,0.087,39941.699,37.1,Tecan Spark,blank,0
B11,0.0872,40337.14,37.1,Tecan Spark,blank,0
B11,0.0871,40732.551,37.0,Tecan Spark,blank,0
B11,0.0871,41127.99,37.0,Tecan Spark,blank,0
B11,0.087,41523.474,37.0,Tecan Spark,blank,0
B11,0.0871,41918.967000000004,37.0,Tecan Spark,blank,0
B11,0.087,42314.365999999995,37.1,Tecan Spark,blank,0
B11,0.0872,42709.892,37.1,Tecan Spark,blank,0
B11,0.0869,3954.907,37.1,Tecan Spark,blank,0
B11,0.0869,43105.372,37.1,Tecan Spark,blank,0
B11,0.087,43500.837,37.0,Tecan Spark,blank,0
B11,0.087,43896.319,37.0,Tecan Spark,blank,0
B11,0.0872,44291.689000000006,37.1,Tecan Spark,blank,0
B11,0.0869,44687.16099999999,37.1,Tecan Spark,blank,0
B11,0.0871,45082.538,37.1,Tecan Spark,blank,0
B11,0.0871,45477.95,37.1,Tecan Spark,blank,0
B11,0.0871,45873.414000000004,37.0,Tecan Spark,blank,0
B11,0.087,46268.888,37.0,Tecan Spark,blank,0
B11,0.0871,46664.33,37.0,Tecan Spark,blank,0
B11,0.0871,4350.314,37.0,Tecan Spark,blank,0
B11,0.0869,47059.848,37.1,Tecan Spark,blank,0
B11,0.087,47455.312999999995,37.0,Tecan Spark,blank,0
B11,0.0871,47850.852,37.1,Tecan Spark,blank,0
B11,0.0869,48246.312999999995,37.1,Tecan Spark,blank,0
B11,0.087,48641.723,37.0,Tecan Spark,blank,0
B11,0.0871,49037.203,37.1,Tecan Spark,blank,0
B11,0.0869,49432.725,37.0,Tecan Spark,blank,0
B11,0.087,49828.136,37.0,Tecan Spark,blank,0
B11,0.0871,50223.600999999995,37.1,Tecan Spark,blank,0
B11,0.087,50619.114,37.1,Tecan Spark,blank,0
B11,0.087,4745.789000000001,37.0,Tecan Spark,blank,0
B11,0.087,51014.530999999995,37.1,Tecan Spark,blank,0
B11,0.087,51410.05,37.0,Tecan Spark,blank,0
B11,0.087,51805.509000000005,37.0,Tecan Spark,blank,0
B11,0.087,52201.024000000005,37.1,Tecan Spark,blank,0
B11,0.087,52596.46,37.0,Tecan Spark,blank,0
B11,0.0871,52991.893,37.1,Tecan Spark,blank,0
B11,0.087,53387.415,37.1,Tecan Spark,blank,0
B11,0.087,53782.852,37.1,Tecan Spark,blank,0
B11,0.087,54178.265999999996,37.1,Tecan Spark,blank,0
B11,0.0872,54573.78,37.0,Tecan Spark,blank,0
B11,0.087,5141.271,37.1,Tecan Spark,blank,0
B11,0.087,54969.24,37.1,Tecan Spark,blank,0
B11,0.087,55364.624,37.1,Tecan Spark,blank,0
B11,0.0869,55760.174000000006,37.1,Tecan Spark,blank,0
B11,0.087,56155.642,37.1,Tecan Spark,blank,0
B11,0.0871,56551.062999999995,37.0,Tecan Spark,blank,0
B11,0.087,56946.522000000004,37.0,Tecan Spark,blank,0
B11,0.087,57342.012,37.1,Tecan Spark,blank,0
B11,0.087,57737.422,37.1,Tecan Spark,blank,0
B11,0.0871,58132.935999999994,37.1,Tecan Spark,blank,0
B11,0.087,58528.412000000004,37.1,Tecan Spark,blank,0
B11,0.087,5536.755,37.0,Tecan Spark,blank,0
B11,0.087,5932.188,37.1,Tecan Spark,blank,0
B11,0.087,6327.615,37.1,Tecan Spark,blank,0
B11,0.0869,6723.106,37.1,Tecan Spark,blank,0
B11,0.087,7118.552,37.0,Tecan Spark,blank,0
B11,0.087,395.82300000000004,37.0,Tecan Spark,blank,0
B11,0.0871,7513.976,37.0,Tecan Spark,blank,0
B11,0.087,7909.491,37.1,Tecan Spark,blank,0
B11,0.0871,8305.027,37.1,Tecan Spark,blank,0
B11,0.087,8700.395,37.1,Tecan Spark,blank,0
B11,0.0871,9095.88,37.1,Tecan Spark,blank,0
B11,0.087,9491.348,37.0,Tecan Spark,blank,0
B11,0.0869,9886.777,37.1,Tecan Spark,blank,0
B11,0.087,10282.264000000001,37.0,Tecan Spark,blank,0
B11,0.0871,10677.726999999999,37.0,Tecan Spark,blank,0
B11,0.0871,11073.215,37.1,Tecan Spark,blank,0
B11,0.0871,791.174,37.1,Tecan Spark,blank,0
B11,0.087,11468.636999999999,37.1,Tecan Spark,blank,0
B11,0.0871,11864.052,37.1,Tecan Spark,blank,0
B11,0.0871,12259.586000000001,37.0,Tecan Spark,blank,0
B11,0.0869,12655.08,37.0,Tecan Spark,blank,0
B11,0.0869,13050.486,37.0,Tecan Spark,blank,0
B11,0.0871,13445.955,37.1,Tecan Spark,blank,0
B11,0.0872,13841.47,37.1,Tecan Spark,blank,0
B11,0.087,14236.871000000001,37.1,Tecan Spark,blank,0
B11,0.087,14632.37,37.1,Tecan Spark,blank,0
B11,0.087,15027.841,37.0,Tecan Spark,blank,0
B11,0.087,1186.615,37.1,Tecan Spark,blank,0
B11,0.0869,15423.264,37.0,Tecan Spark,blank,0
B11,0.0869,15818.761,37.0,Tecan Spark,blank,0
B11,0.087,16214.222,37.1,Tecan Spark,blank,0
B11,0.087,16609.697,37.1,Tecan Spark,blank,0
B11,0.087,17005.136000000002,37.1,Tecan Spark,blank,0
B11,0.087,17400.564,37.0,Tecan Spark,blank,0
B11,0.087,17796.03,37.1,Tecan Spark,blank,0
B11,0.087,18191.447,37.1,Tecan Spark,blank,0
B11,0.087,18586.897,37.1,Tecan Spark,blank,0
B11,0.0869,18982.436999999998,37.1,Tecan Spark,blank,0
B11,0.087,1582.069,37.1,Tecan Spark,blank,0
B11,0.0871,19377.839,37.1,Tecan Spark,blank,0
B11,0.0871,19773.245,37.1,Tecan Spark,blank,0
B11,0.0871,20168.765,37.0,Tecan Spark,blank,0
B11,0.087,20564.185,37.0,Tecan Spark,blank,0
B11,0.0871,20959.598,37.0,Tecan Spark,blank,0
B11,0.0871,21355.077,37.0,Tecan Spark,blank,0
B11,0.0871,21750.603,37.1,Tecan Spark,blank,0
B11,0.0869,22146.046000000002,37.1,Tecan Spark,blank,0
B11,0.087,22541.583,37.0,Tecan Spark,blank,0
B11,0.0869,22937.065,37.0,Tecan Spark,blank,0
B11,0.087,1977.5420000000001,37.0,Tecan Spark,blank,0
B11,0.087,23332.496,37.0,Tecan Spark,blank,0
B11,0.087,23727.99,37.0,Tecan Spark,blank,0
B11,0.087,24123.431,37.1,Tecan Spark,blank,0
B11,0.087,24518.977000000003,37.1,Tecan Spark,blank,0
B11,0.0871,24914.458,37.1,Tecan Spark,blank,0
B11,0.0871,25309.832000000002,37.1,Tecan Spark,blank,0
B11,0.0869,25705.3,37.0,Tecan Spark,blank,0
B11,0.087,26100.779,37.0,Tecan Spark,blank,0
B11,0.087,26496.174,37.1,Tecan Spark,blank,0
B11,0.0871,26891.607999999997,37.1,Tecan Spark,blank,0
B11,0.0869,2372.9570000000003,37.1,Tecan Spark,blank,0
B11,0.087,27287.063,37.1,Tecan Spark,blank,0
B11,0.087,27682.525,37.1,Tecan Spark,blank,0
B11,0.0871,28077.967999999997,37.0,Tecan Spark,blank,0
B11,0.0871,28473.405,37.0,Tecan Spark,blank,0
B11,0.087,28868.968999999997,37.0,Tecan Spark,blank,0
B11,0.087,29264.474,37.1,Tecan Spark,blank,0
B11,0.0871,29659.868,37.1,Tecan Spark,blank,0
B11,0.087,30055.322,37.1,Tecan Spark,blank,0
B11,0.087,30450.784,37.0,Tecan Spark,blank,0
B11,0.0871,30846.277000000002,37.0,Tecan Spark,blank,0
B11,0.087,2768.4,37.1,Tecan Spark,blank,0
B11,0.087,31241.641,37.0,Tecan Spark,blank,0
B11,0.0871,31637.067000000003,37.1,Tecan Spark,blank,0
B11,0.0872,32032.542999999998,37.1,Tecan Spark,blank,0
B11,0.0871,32428.045,37.1,Tecan Spark,blank,0
B11,0.0872,32823.46,37.1,Tecan Spark,blank,0
B11,0.087,33218.984,37.0,Tecan Spark,blank,0
B11,0.087,33614.464,37.0,Tecan Spark,blank,0
B11,0.0871,34009.912000000004,37.1,Tecan Spark,blank,0
B11,0.087,34405.404,37.0,Tecan Spark,blank,0
B11,0.0869,34800.773,37.0,Tecan Spark,blank,0
B11,0.0871,3163.844,37.1,Tecan Spark,blank,0
B11,0.087,35196.245,37.1,Tecan Spark,blank,0
B11,0.087,35591.638999999996,37.0,Tecan Spark,blank,0
B11,0.087,35987.052,37.0,Tecan Spark,blank,0
B11,0.087,36382.532999999996,37.0,Tecan Spark,blank,0
B11,0.0871,36777.99,37.0,Tecan Spark,blank,0
B11,0.087,37173.417,37.0,Tecan Spark,blank,0
B11,0.087,37568.875,37.1,Tecan Spark,blank,0
B11,0.0871,37964.317,37.1,Tecan Spark,blank,0
B11,0.0871,38359.858,37.0,Tecan Spark,blank,0
B11,0.087,38755.388,37.0,Tecan Spark,blank,0
B2,0.0872,0.0,36.8,Tecan Spark,blank,0
B2,0.0874,3559.415,37.1,Tecan Spark,blank,0
B2,0.0875,39150.816,37.0,Tecan Spark,blank,0
B2,0.0875,39546.299,37.0,Tecan Spark,blank,0
B2,0.0876,39941.699,37.1,Tecan Spark,blank,0
B2,0.0876,40337.14,37.1,Tecan Spark,blank,0
B2,0.0874,40732.551,37.0,Tecan Spark,blank,0
B2,0.0875,41127.99,37.0,Tecan Spark,blank,0
B2,0.0873,41523.474,37.0,Tecan Spark,blank,0
B2,0.0873,41918.967000000004,37.0,Tecan Spark,blank,0
B2,0.0873,42314.365999999995,37.1,Tecan Spark,blank,0
B2,0.0873,42709.892,37.1,Tecan Spark,blank,0
B2,0.0874,3954.907,37.1,Tecan Spark,blank,0
B2,0.0875,43105.372,37.1,Tecan Spark,blank,0
B2,0.0875,43500.837,37.0,Tecan Spark,blank,0
B2,0.0874,43896.319,37.0,Tecan Spark,blank,0
B2,0.0875,44291.689000000006,37.1,Tecan Spark,blank,0
B2,0.0876,44687.16099999999,37.1,Tecan Spark,blank,0
B2,0.0875,45082.538,37.1,Tecan Spark,blank,0
B2,0.0875,45477.95,37.1,Tecan Spark,blank,0
B2,0.0876,45873.414000000004,37.0,Tecan Spark,blank,0
B2,0.0874,46268.888,37.0,Tecan Spark,blank,0
B2,0.0874,46664.33,37.0,Tecan Spark,blank,0
B2,0.0874,4350.314,37.0,Tecan Spark,blank,0
B2,0.0873,47059.848,37.1,Tecan Spark,blank,0
B2,0.0875,47455.312999999995,37.0,Tecan Spark,blank,0
B2,0.0874,47850.852,37.1,Tecan Spark,blank,0
B2,0.0874,48246.312999999995,37.1,Tecan Spark,blank,0
B2,0.0875,48641.723,37.0,Tecan Spark,blank,0
B2,0.0875,49037.203,37.1,Tecan Spark,blank,0
B2,0.0875,49432.725,37.0,Tecan Spark,blank,0
B2,0.0876,49828.136,37.0,Tecan Spark,blank,0
B2,0.0875,50223.600999999995,37.1,Tecan Spark,blank,0
B2,0.0873,50619.114,37.1,Tecan Spark,blank,0
B2,0.0873,4745.789000000001,37.0,Tecan Spark,blank,0
B2,0.0874,51014.530999999995,37.1,Tecan Spark,blank,0
B2,0.0876,51410.05,37.0,Tecan Spark,blank,0
B2,0.0874,51805.509000000005,37.0,Tecan Spark,blank,0
B2,0.0873,52201.024000000005,37.1,Tecan Spark,blank,0
B2,0.0875,52596.46,37.0,Tecan Spark,blank,0
B2,0.0874,52991.893,37.1,Tecan Spark,blank,0
B2,0.0875,53387.415,37.1,Tecan Spark,blank,0
B2,0.0875,53782.852,37.1,Tecan Spark,blank,0
B2,0.0876,54178.265999999996,37.1,Tecan Spark,blank,0
B2,0.0876,54573.78,37.0,Tecan Spark,blank,0
B2,0.0872,5141.271,37.1,Tecan Spark,blank,0
B2,0.0876,54969.24,37.1,Tecan Spark,blank,0
B2,0.0876,55364.624,37.1,Tecan Spark,blank,0
B2,0.0875,55760.174000000006,37.1,Tecan Spark,blank,0
B2,0.0875,56155.642,37.1,Tecan Spark,blank,0
B2,0.0875,56551.062999999995,37.0,Tecan Spark,blank,0
B2,0.0873,56946.522000000004,37.0,Tecan Spark,blank,0
B2,0.0875,57342.012,37.1,Tecan Spark,blank,0
B2,0.0875,57737.422,37.1,Tecan Spark,blank,0
B2,0.0875,58132.935999999994,37.1,Tecan Spark,blank,0
B2,0.0875,58528.412000000004,37.1,Tecan Spark,blank,0
B2,0.0872,5536.755,37.0,Tecan Spark,blank,0
B2,0.0872,5932.188,37.1,Tecan Spark,blank,0
B2,0.0873,6327.615,37.1,Tecan Spark,blank,0
B2,0.0873,6723.106,37.1,Tecan Spark,blank,0
B2,0.0873,7118.552,37.0,Tecan Spark,blank,0
B2,0.0872,395.82300000000004,37.0,Tecan Spark,blank,0
B2,0.0873,7513.976,37.0,Tecan Spark,blank,0
B2,0.0874,7909.491,37.1,Tecan Spark,blank,0
B2,0.0875,8305.027,37.1,Tecan Spark,blank,0
B2,0.0873,8700.395,37.1,Tecan Spark,blank,0
B2,0.0875,9095.88,37.1,Tecan Spark,blank,0
B2,0.0875,9491.348,37.0,Tecan Spark,blank,0
B2,0.0874,9886.777,37.1,Tecan Spark,blank,0
B2,0.0874,10282.264000000001,37.0,Tecan Spark,blank,0
B2,0.0875,10677.726999999999,37.0,Tecan Spark,blank,0
B2,0.0872,11073.215,37.1,Tecan Spark,blank,0
B2,0.0874,791.174,37.1,Tecan Spark,blank,0
B2,0.0872,11468.636999999999,37.1,Tecan Spark,blank,0
B2,0.0872,11864.052,37.1,Tecan Spark,blank,0
B2,0.0873,12259.586000000001,37.0,Tecan Spark,blank,0
B2,0.0874,12655.08,37.0,Tecan Spark,blank,0
B2,0.0874,13050.486,37.0,Tecan Spark,blank,0
B2,0.0874,13445.955,37.1,Tecan Spark,blank,0
B2,0.0876,13841.47,37.1,Tecan Spark,blank,0
B2,0.0875,14236.871000000001,37.1,Tecan Spark,blank,0
B2,0.0876,14632.37,37.1,Tecan Spark,blank,0
B2,0.0875,15027.841,37.0,Tecan Spark,blank,0
B2,0.0873,1186.615,37.1,Tecan Spark,blank,0
B2,0.0873,15423.264,37.0,Tecan Spark,blank,0
B2,0.0873,15818.761,37.0,Tecan Spark,blank,0
B2,0.0874,16214.222,37.1,Tecan Spark,blank,0
B2,0.0873,16609.697,37.1,Tecan Spark,blank,0
B2,0.0874,17005.136000000002,37.1,Tecan Spark,blank,0
B2,0.0874,17400.564,37.0,Tecan Spark,blank,0
B2,0.0874,17796.03,37.1,Tecan Spark,blank,0
B2,0.0875,18191.447,37.1,Tecan Spark,blank,0
B2,0.0874,18586.897,37.1,Tecan Spark,blank,0
B2,0.0876,18982.436999999998,37.1,Tecan Spark,blank,0
B2,0.0874,1582.069,37.1,Tecan Spark,blank,0
B2,0.0874,19377.839,37.1,Tecan Spark,blank,0
B2,0.0875,19773.245,37.1,Tecan Spark,blank,0
B2,0.0874,20168.765,37.0,Tecan Spark,blank,0
B2,0.0873,20564.185,37.0,Tecan Spark,blank,0
B2,0.0873,20959.598,37.0,Tecan Spark,blank,0
B2,0.0874,21355.077,37.0,Tecan Spark,blank,0
B2,0.0873,21750.603,37.1,Tecan Spark,blank,0
B2,0.0874,22146.046000000002,37.1,Tecan Spark,blank,0
B2,0.0875,22541.583,37.0,Tecan Spark,blank,0
B2,0.0875,22937.065,37.0,Tecan Spark,blank,0
B2,0.0874,1977.5420000000001,37.0,Tecan Spark,blank,0
B2,0.0874,23332.496,37.0,Tecan Spark,blank,0
B2,0.0874,23727.99,37.0,Tecan Spark,blank,0
B2,0.0876,24123.431,37.1,Tecan Spark,blank,0
B2,0.0874,24518.977000000003,37.1,Tecan Spark,blank,0
B2,0.0873,24914.458,37.1,Tecan Spark,blank,0
B2,0.0872,25309.832000000002,37.1,Tecan Spark,blank,0
B2,0.0873,25705.3,37.0,Tecan Spark,blank,0
B2,0.0874,26100.779,37.0,Tecan Spark,blank,0
B2,0.0875,26496.174,37.1,Tecan Spark,blank,0
B2,0.0874,26891.607999999997,37.1,Tecan Spark,blank,0
B2,0.0875,2372.9570000000003,37.1,Tecan Spark,blank,0
B2,0.0874,27287.063,37.1,Tecan Spark,blank,0
B2,0.0876,27682.525,37.1,Tecan Spark,blank,0
B2,0.0875,28077.967999999997,37.0,Tecan Spark,blank,0
B2,0.0875,28473.405,37.0,Tecan Spark,blank,0
B2,0.0875,28868.968999999997,37.0,Tecan Spark,blank,0
B2,0.0876,29264.474,37.1,Tecan Spark,blank,0
B2,0.0875,29659.868,37.1,Tecan Spark,blank,0
B2,0.0874,30055.322,37.1,Tecan Spark,blank,0
B2,0.0874,30450.784,37.0,Tecan Spark,blank,0
B2,0.0873,30846.277000000002,37.0,Tecan Spark,blank,0
B2,0.0874,2768.4,37.1,Tecan Spark,blank,0
B2,0.0874,31241.641,37.0,Tecan Spark,blank,0
B2,0.0873,31637.067000000003,37.1,Tecan Spark,blank,0
B2,0.0874,32032.542999999998,37.1,Tecan Spark,blank,0
B2,0.0872,32428.045,37.1,Tecan Spark,blank,0
B2,0.0874,32823.46,37.1,Tecan Spark,blank,0
B2,0.0875,33218.984,37.0,Tecan Spark,blank,0
B2,0.0875,33614.464,37.0,Tecan Spark,blank,0
B2,0.0876,34009.912000000004,37.1,Tecan Spark,blank,0
B2,0.0875,34405.404,37.0,Tecan Spark,blank,0
B2,0.0873,34800.773,37.0,Tecan Spark,blank,0
B2,0.0874,3163.844,37.1,Tecan Spark,blank,0
B2,0.0874,35196.245,37.1,Tecan Spark,blank,0
B2,0.0874,35591.638999999996,37.0,Tecan Spark,blank,0
B2,0.0874,35987.052,37.0,Tecan Spark,blank,0
B2,0.0874,36382.532999999996,37.0,Tecan Spark,blank,0
B2,0.0873,36777.99,37.0,Tecan Spark,blank,0
B2,0.0874,37173.417,37.0,Tecan Spark,blank,0
B2,0.0874,37568.875,37.1,Tecan Spark,blank,0
B2,0.0874,37964.317,37.1,Tecan Spark,blank,0
B2,0.0874,38359.858,37.0,Tecan Spark,blank,0
B2,0.0876,38755.388,37.0,Tecan Spark,blank,0
B3,0.0871,0.0,36.8,Tecan Spark,blank,0
B3,0.087,3559.415,37.1,Tecan Spark,blank,0
B3,0.0875,39150.816,37.0,Tecan Spark,blank,0
B3,0.0872,39546.299,37.0,Tecan Spark,blank,0
B3,0.0874,39941.699,37.1,Tecan Spark,blank,0
B3,0.0874,40337.14,37.1,Tecan Spark,blank,0
B3,0.0873,40732.551,37.0,Tecan Spark,blank,0
B3,0.0874,41127.99,37.0,Tecan Spark,blank,0
B3,0.0874,41523.474,37.0,Tecan Spark,blank,0
B3,0.0873,41918.967000000004,37.0,Tecan Spark,blank,0
