well,od_600nm,time_s,temp_C,instrument,sample,replicate
A03,0.165,48960.0,37.2,BMG Omega,blank,0
A03,0.163,49320.0,37.2,BMG Omega,blank,0
A03,0.168,49680.0,37.0,BMG Omega,blank,0
A03,0.221,4680.0,37.3,BMG Omega,blank,0
A03,0.165,50040.0,37.0,BMG Omega,blank,0
A03,0.156,50400.0,37.3,BMG Omega,blank,0
A03,0.15,50760.0,37.2,BMG Omega,blank,0
A03,0.158,51120.0,37.1,BMG Omega,blank,0
A03,0.182,51480.0,37.0,BMG Omega,blank,0
A03,0.174,51840.0,36.6,BMG Omega,blank,0
A03,0.16699999999999998,52200.0,36.8,BMG Omega,blank,0
A03,0.159,52560.0,37.4,BMG Omega,blank,0
A03,0.158,52920.0,37.1,BMG Omega,blank,0
A03,0.158,53280.0,37.4,BMG Omega,blank,0
A03,0.222,5040.0,37.0,BMG Omega,blank,0
A03,0.158,53640.0,36.8,BMG Omega,blank,0
A03,0.16,54000.0,37.4,BMG Omega,blank,0
A03,0.16899999999999998,54360.0,36.8,BMG Omega,blank,0
A03,0.154,54720.0,37.1,BMG Omega,blank,0
A03,0.156,55080.0,37.4,BMG Omega,blank,0
A03,0.156,55440.0,37.0,BMG Omega,blank,0
A03,0.155,55800.0,37.4,BMG Omega,blank,0
A03,0.157,56160.0,37.0,BMG Omega,blank,0
A03,0.14800000000000002,56520.0,37.4,BMG Omega,blank,0
A03,0.146,56880.0,37.3,BMG Omega,blank,0
A03,0.23,5400.0,36.8,BMG Omega,blank,0
A03,0.157,57240.0,37.4,BMG Omega,blank,0
A03,0.154,57600.0,36.8,BMG Omega,blank,0
A03,0.15,57960.0,37.2,BMG Omega,blank,0
A03,0.149,58320.0,37.3,BMG Omega,blank,0
A03,0.149,58680.0,36.8,BMG Omega,blank,0
A03,0.152,59040.0,37.2,BMG Omega,blank,0
A03,0.16,59400.0,37.1,BMG Omega,blank,0
A03,0.161,59760.0,37.4,BMG Omega,blank,0
A03,0.217,5760.0,37.1,BMG Omega,blank,0
A03,0.217,6120.0,37.6,BMG Omega,blank,0
A03,0.231,6480.0,37.5,BMG Omega,blank,0
A03,0.17,360.0,37.1,BMG Omega,blank,0
A03,0.22,6840.0,37.5,BMG Omega,blank,0
A03,0.223,7200.0,37.6,BMG Omega,blank,0
A03,0.217,7560.0,37.6,BMG Omega,blank,0
A03,0.23,7920.0,36.9,BMG Omega,blank,0
A03,0.21899999999999997,8280.0,36.8,BMG Omega,blank,0
A03,0.191,8640.0,36.6,BMG Omega,blank,0
A03,0.19699999999999998,9000.0,37.0,BMG Omega,blank,0
A03,0.221,9360.0,37.2,BMG Omega,blank,0
A03,0.215,9720.0,37.4,BMG Omega,blank,0
A03,0.214,10080.0,37.5,BMG Omega,blank,0
A03,0.228,720.0,36.8,BMG Omega,blank,0
A03,0.19899999999999998,10440.0,37.6,BMG Omega,blank,0
A03,0.20800000000000002,10800.0,36.9,BMG Omega,blank,0
A03,0.196,11160.0,37.0,BMG Omega,blank,0
A03,0.193,11520.0,37.3,BMG Omega,blank,0
A03,0.195,11880.0,37.5,BMG Omega,blank,0
A03,0.198,12240.0,36.9,BMG Omega,blank,0
A03,0.187,12600.0,37.2,BMG Omega,blank,0
A03,0.204,12960.0,37.4,BMG Omega,blank,0
A03,0.214,13320.0,37.5,BMG Omega,blank,0
A03,0.201,13680.0,36.9,BMG Omega,blank,0
A03,0.19399999999999998,1080.0,36.9,BMG Omega,blank,0
A03,0.21100000000000002,14040.0,37.2,BMG Omega,blank,0
A03,0.212,14400.0,37.3,BMG Omega,blank,0
A03,0.217,14760.0,37.4,BMG Omega,blank,0
A03,0.21100000000000002,15120.0,37.5,BMG Omega,blank,0
A03,0.21100000000000002,15480.0,37.5,BMG Omega,blank,0
A03,0.213,15840.0,37.1,BMG Omega,blank,0
A03,0.192,16200.0,37.4,BMG Omega,blank,0
A03,0.196,16560.0,37.5,BMG Omega,blank,0
A03,0.191,16920.0,37.3,BMG Omega,blank,0
A03,0.19699999999999998,17280.0,37.5,BMG Omega,blank,0
A03,0.21100000000000002,1440.0,37.4,BMG Omega,blank,0
A03,0.20199999999999999,17640.0,36.9,BMG Omega,blank,0
A03,0.20800000000000002,18000.0,37.1,BMG Omega,blank,0
A03,0.215,18360.0,37.0,BMG Omega,blank,0
A03,0.20199999999999999,18720.0,36.6,BMG Omega,blank,0
A03,0.215,19080.0,37.5,BMG Omega,blank,0
A03,0.21100000000000002,19440.0,37.3,BMG Omega,blank,0
A03,0.198,19800.0,37.4,BMG Omega,blank,0
A03,0.185,20160.0,37.4,BMG Omega,blank,0
A03,0.195,20520.0,37.5,BMG Omega,blank,0
A03,0.212,20880.0,37.5,BMG Omega,blank,0
A03,0.212,1800.0,37.4,BMG Omega,blank,0
A03,0.187,21240.0,37.5,BMG Omega,blank,0
A03,0.21899999999999997,21600.0,37.5,BMG Omega,blank,0
A03,0.21600000000000003,21960.0,37.4,BMG Omega,blank,0
A03,0.187,22320.0,37.4,BMG Omega,blank,0
A03,0.184,22680.0,37.5,BMG Omega,blank,0
A03,0.204,23040.0,36.9,BMG Omega,blank,0
A03,0.2,23400.0,37.5,BMG Omega,blank,0
A03,0.18100000000000002,23760.0,37.5,BMG Omega,blank,0
A03,0.18100000000000002,24120.0,37.5,BMG Omega,blank,0
A03,0.2,24480.0,37.2,BMG Omega,blank,0
A03,0.191,2160.0,36.9,BMG Omega,blank,0
A03,0.192,24840.0,37.0,BMG Omega,blank,0
A03,0.17300000000000001,25200.0,36.9,BMG Omega,blank,0
A03,0.205,25560.0,37.1,BMG Omega,blank,0
A03,0.185,25920.0,37.2,BMG Omega,blank,0
A03,0.18600000000000003,26280.0,37.5,BMG Omega,blank,0
A03,0.21899999999999997,26640.0,37.5,BMG Omega,blank,0
A03,0.217,27000.0,37.5,BMG Omega,blank,0
A03,0.183,27360.0,37.6,BMG Omega,blank,0
A03,0.195,27720.0,37.5,BMG Omega,blank,0
A03,0.18100000000000002,28080.0,37.0,BMG Omega,blank,0
A03,0.19899999999999998,2520.0,37.3,BMG Omega,blank,0
A03,0.17600000000000002,28440.0,36.6,BMG Omega,blank,0
A03,0.17800000000000002,28800.0,37.0,BMG Omega,blank,0
A03,0.166,29160.0,37.2,BMG Omega,blank,0
A03,0.17,29520.0,37.4,BMG Omega,blank,0
A03,0.17800000000000002,29880.0,37.6,BMG Omega,blank,0
A03,0.177,30240.0,37.5,BMG Omega,blank,0
A03,0.187,30600.0,37.5,BMG Omega,blank,0
A03,0.16699999999999998,30960.0,37.5,BMG Omega,blank,0
A03,0.17,31320.0,37.5,BMG Omega,blank,0
A03,0.17600000000000002,31680.0,37.5,BMG Omega,blank,0
A03,0.237,2880.0,37.2,BMG Omega,blank,0
A03,0.177,32040.0,36.7,BMG Omega,blank,0
A03,0.17800000000000002,32400.0,37.0,BMG Omega,blank,0
A03,0.188,32760.0,37.0,BMG Omega,blank,0
A03,0.183,33120.0,36.6,BMG Omega,blank,0
A03,0.183,33480.0,37.0,BMG Omega,blank,0
A03,0.18600000000000003,33840.0,37.5,BMG Omega,blank,0
A03,0.188,34200.0,37.3,BMG Omega,blank,0
A03,0.20600000000000002,34560.0,37.3,BMG Omega,blank,0
A03,0.177,34920.0,37.3,BMG Omega,blank,0
A03,0.174,35280.0,37.2,BMG Omega,blank,0
A04, 0.125,         0,      37.2,BMG Omega,blank,0
A04,0.18899999999999997,3240.0,37.4,BMG Omega,blank,0
A04,0.139,35640.0,37.0,BMG Omega,blank,0
A04,0.145,36000.0,37.4,BMG Omega,blank,0
A04,0.14400000000000002,36360.0,37.1,BMG Omega,blank,0
A04,0.147,36720.0,36.7,BMG Omega,blank,0
A04,0.14800000000000002,37080.0,36.7,BMG Omega,blank,0
A04,0.146,37440.0,36.7,BMG Omega,blank,0
A04,0.141,37800.0,37.5,BMG Omega,blank,0
A04,0.14400000000000002,38160.0,37.5,BMG Omega,blank,0
A04,0.147,38520.0,37.5,BMG Omega,blank,0
A04,0.14300000000000002,38880.0,37.5,BMG Omega,blank,0
A04,0.18600000000000003,3600.0,37.5,BMG Omega,blank,0
A04,0.145,39240.0,37.2,BMG Omega,blank,0
A04,0.142,39600.0,37.2,BMG Omega,blank,0
A04,0.138,39960.0,37.3,BMG Omega,blank,0
A04,0.138,40320.0,37.4,BMG Omega,blank,0
A04,0.13699999999999998,40680.0,37.4,BMG Omega,blank,0
A04,0.154,41040.0,37.2,BMG Omega,blank,0
A04,0.15,41400.0,37.2,BMG Omega,blank,0
A04,0.157,41760.0,37.2,BMG Omega,blank,0
A04,0.152,42120.0,37.0,BMG Omega,blank,0
A04,0.145,42480.0,37.0,BMG Omega,blank,0
A04,0.198,3960.0,37.0,BMG Omega,blank,0
A04,0.14300000000000002,42840.0,37.0,BMG Omega,blank,0
A04,0.152,43200.0,37.0,BMG Omega,blank,0
A04,0.142,43560.0,36.9,BMG Omega,blank,0
A04,0.14,43920.0,37.4,BMG Omega,blank,0
A04,0.147,44280.0,37.5,BMG Omega,blank,0
A04,0.135,44640.0,37.4,BMG Omega,blank,0
A04,0.141,45000.0,37.0,BMG Omega,blank,0
A04,0.147,45360.0,37.4,BMG Omega,blank,0
A04,0.141,45720.0,36.9,BMG Omega,blank,0
A04,0.141,46080.0,37.2,BMG Omega,blank,0
A04,0.17,4320.0,37.6,BMG Omega,blank,0
A04,0.136,46440.0,37.4,BMG Omega,blank,0
A04,0.142,46800.0,37.1,BMG Omega,blank,0
A04,0.141,47160.0,37.2,BMG Omega,blank,0
A04,0.142,47520.0,37.5,BMG Omega,blank,0
A04,0.14,47880.0,37.4,BMG Omega,blank,0
A04,0.131,48240.0,37.5,BMG Omega,blank,0
A04,0.141,48600.0,36.8,BMG Omega,blank,0
A04,0.13699999999999998,48960.0,37.2,BMG Omega,blank,0
A04,0.138,49320.0,37.2,BMG Omega,blank,0
A04,0.14400000000000002,49680.0,37.0,BMG Omega,blank,0
A04,0.184,4680.0,37.3,BMG Omega,blank,0
A04,0.14400000000000002,50040.0,37.0,BMG Omega,blank,0
A04,0.139,50400.0,37.3,BMG Omega,blank,0
A04,0.136,50760.0,37.2,BMG Omega,blank,0
A04,0.14300000000000002,51120.0,37.1,BMG Omega,blank,0
A04,0.14300000000000002,51480.0,37.0,BMG Omega,blank,0
A04,0.142,51840.0,36.6,BMG Omega,blank,0
A04,0.142,52200.0,36.8,BMG Omega,blank,0
A04,0.145,52560.0,37.4,BMG Omega,blank,0
A04,0.138,52920.0,37.1,BMG Omega,blank,0
A04,0.139,53280.0,37.4,BMG Omega,blank,0
A04,0.191,5040.0,37.0,BMG Omega,blank,0
A04,0.14300000000000002,53640.0,36.8,BMG Omega,blank,0
A04,0.141,54000.0,37.4,BMG Omega,blank,0
A04,0.139,54360.0,36.8,BMG Omega,blank,0
A04,0.14,54720.0,37.1,BMG Omega,blank,0
A04,0.139,55080.0,37.4,BMG Omega,blank,0
A04,0.168,55440.0,37.0,BMG Omega,blank,0
A04,0.135,55800.0,37.4,BMG Omega,blank,0
A04,0.13699999999999998,56160.0,37.0,BMG Omega,blank,0
A04,0.135,56520.0,37.4,BMG Omega,blank,0
A04,0.134,56880.0,37.3,BMG Omega,blank,0
A04,0.2,5400.0,36.8,BMG Omega,blank,0
A04,0.134,57240.0,37.4,BMG Omega,blank,0
A04,0.136,57600.0,36.8,BMG Omega,blank,0
A04,0.126,57960.0,37.2,BMG Omega,blank,0
A04,0.13699999999999998,58320.0,37.3,BMG Omega,blank,0
A04,0.135,58680.0,36.8,BMG Omega,blank,0
A04,0.135,59040.0,37.2,BMG Omega,blank,0
A04,0.135,59400.0,37.1,BMG Omega,blank,0
A04,0.136,59760.0,37.4,BMG Omega,blank,0
A04,0.187,5760.0,37.1,BMG Omega,blank,0
A04,0.192,6120.0,37.6,BMG Omega,blank,0
A04,0.2,6480.0,37.5,BMG Omega,blank,0
A04,0.135,360.0,37.1,BMG Omega,blank,0
A04,0.182,6840.0,37.5,BMG Omega,blank,0
A04,0.19,7200.0,37.6,BMG Omega,blank,0
A04,0.185,7560.0,37.6,BMG Omega,blank,0
A04,0.198,7920.0,36.9,BMG Omega,blank,0
A04,0.16399999999999998,8280.0,36.8,BMG Omega,blank,0
A04,0.16,8640.0,36.6,BMG Omega,blank,0
A04,0.158,9000.0,37.0,BMG Omega,blank,0
A04,0.17800000000000002,9360.0,37.2,BMG Omega,blank,0
A04,0.188,9720.0,37.4,BMG Omega,blank,0
A04,0.188,10080.0,37.5,BMG Omega,blank,0
A04,0.16,720.0,36.8,BMG Omega,blank,0
A04,0.16399999999999998,10440.0,37.6,BMG Omega,blank,0
A04,0.17600000000000002,10800.0,36.9,BMG Omega,blank,0
A04,0.166,11160.0,37.0,BMG Omega,blank,0
A04,0.161,11520.0,37.3,BMG Omega,blank,0
A04,0.16399999999999998,11880.0,37.5,BMG Omega,blank,0
A04,0.171,12240.0,36.9,BMG Omega,blank,0
A04,0.155,12600.0,37.2,BMG Omega,blank,0
A04,0.165,12960.0,37.4,BMG Omega,blank,0
A04,0.162,13320.0,37.5,BMG Omega,blank,0
A04,0.163,13680.0,36.9,BMG Omega,blank,0
A04,0.15,1080.0,36.9,BMG Omega,blank,0
A04,0.174,14040.0,37.2,BMG Omega,blank,0
A04,0.18100000000000002,14400.0,37.3,BMG Omega,blank,0
A04,0.17600000000000002,14760.0,37.4,BMG Omega,blank,0
A04,0.16399999999999998,15120.0,37.5,BMG Omega,blank,0
A04,0.17,15480.0,37.5,BMG Omega,blank,0
A04,0.16699999999999998,15840.0,37.1,BMG Omega,blank,0
A04,0.154,16200.0,37.4,BMG Omega,blank,0
A04,0.162,16560.0,37.5,BMG Omega,blank,0
A04,0.163,16920.0,37.3,BMG Omega,blank,0
A04,0.161,17280.0,37.5,BMG Omega,blank,0
A04,0.163,1440.0,37.4,BMG Omega,blank,0
A04,0.163,17640.0,36.9,BMG Omega,blank,0
A04,0.166,18000.0,37.1,BMG Omega,blank,0
A04,0.18100000000000002,18360.0,37.0,BMG Omega,blank,0
A04,0.171,18720.0,36.6,BMG Omega,blank,0
A04,0.171,19080.0,37.5,BMG Omega,blank,0
A04,0.17600000000000002,19440.0,37.3,BMG Omega,blank,0
A04,0.166,19800.0,37.4,BMG Omega,blank,0
A04,0.153,20160.0,37.4,BMG Omega,blank,0
A04,0.158,20520.0,37.5,BMG Omega,blank,0
A04,0.175,20880.0,37.5,BMG Omega,blank,0
A04,0.17800000000000002,1800.0,37.4,BMG Omega,blank,0
A04,0.151,21240.0,37.5,BMG Omega,blank,0
A04,0.175,21600.0,37.5,BMG Omega,blank,0
A04,0.17300000000000001,21960.0,37.4,BMG Omega,blank,0
A04,0.155,22320.0,37.4,BMG Omega,blank,0
A04,0.15,22680.0,37.5,BMG Omega,blank,0
A04,0.16399999999999998,23040.0,36.9,BMG Omega,blank,0
A04,0.162,23400.0,37.5,BMG Omega,blank,0
A04,0.149,23760.0,37.5,BMG Omega,blank,0
A04,0.151,24120.0,37.5,BMG Omega,blank,0
A04,0.151,24480.0,37.2,BMG Omega,blank,0
A04,0.159,2160.0,36.9,BMG Omega,blank,0
A04,0.163,24840.0,37.0,BMG Omega,blank,0
A04,0.15,25200.0,36.9,BMG Omega,blank,0
A04,0.16699999999999998,25560.0,37.1,BMG Omega,blank,0
A04,0.155,25920.0,37.2,BMG Omega,blank,0
A04,0.16,26280.0,37.5,BMG Omega,blank,0
A04,0.172,26640.0,37.5,BMG Omega,blank,0
A04,0.16399999999999998,27000.0,37.5,BMG Omega,blank,0
A04,0.145,27360.0,37.6,BMG Omega,blank,0
A04,0.14800000000000002,27720.0,37.5,BMG Omega,blank,0
A04,0.149,28080.0,37.0,BMG Omega,blank,0
A04,0.156,2520.0,37.3,BMG Omega,blank,0
A04,0.146,28440.0,36.6,BMG Omega,blank,0
A04,0.151,28800.0,37.0,BMG Omega,blank,0
A04,0.14800000000000002,29160.0,37.2,BMG Omega,blank,0
A04,0.145,29520.0,37.4,BMG Omega,blank,0
A04,0.147,29880.0,37.6,BMG Omega,blank,0
A04,0.14400000000000002,30240.0,37.5,BMG Omega,blank,0
A04,0.146,30600.0,37.5,BMG Omega,blank,0
A04,0.14300000000000002,30960.0,37.5,BMG Omega,blank,0
A04,0.142,31320.0,37.5,BMG Omega,blank,0
A04,0.142,31680.0,37.5,BMG Omega,blank,0
A04,0.17800000000000002,2880.0,37.2,BMG Omega,blank,0
A04,0.154,32040.0,36.7,BMG Omega,blank,0
A04,0.146,32400.0,37.0,BMG Omega,blank,0
A04,0.15,32760.0,37.0,BMG Omega,blank,0
A04,0.142,33120.0,36.6,BMG Omega,blank,0
A04,0.149,33480.0,37.0,BMG Omega,blank,0
A04,0.147,33840.0,37.5,BMG Omega,blank,0
A04,0.152,34200.0,37.3,BMG Omega,blank,0
A04,0.16,34560.0,37.3,BMG Omega,blank,0
A04,0.138,34920.0,37.3,BMG Omega,blank,0
A04,0.141,35280.0,37.2,BMG Omega,blank,0
A05, 0.155,         0,      37.2,BMG Omega,blank,0
A05,0.24,3240.0,37.4,BMG Omega,blank,0
A05,0.17600000000000002,35640.0,37.0,BMG Omega,blank,0
A05,0.193,36000.0,37.4,BMG Omega,blank,0
A05,0.188,36360.0,37.1,BMG Omega,blank,0
A05,0.192,36720.0,36.7,BMG Omega,blank,0
A05,0.18899999999999997,37080.0,36.7,BMG Omega,blank,0
A05,0.18899999999999997,37440.0,36.7,BMG Omega,blank,0
A05,0.177,37800.0,37.5,BMG Omega,blank,0
A05,0.185,38160.0,37.5,BMG Omega,blank,0
A05,0.188,38520.0,37.5,BMG Omega,blank,0
A05,0.177,38880.0,37.5,BMG Omega,blank,0
A05,0.257,3600.0,37.5,BMG Omega,blank,0
A05,0.17600000000000002,39240.0,37.2,BMG Omega,blank,0
A05,0.17600000000000002,39600.0,37.2,BMG Omega,blank,0
A05,0.175,39960.0,37.3,BMG Omega,blank,0
A05,0.16399999999999998,40320.0,37.4,BMG Omega,blank,0
A05,0.17300000000000001,40680.0,37.4,BMG Omega,blank,0
A05,0.188,41040.0,37.2,BMG Omega,blank,0
A05,0.184,41400.0,37.2,BMG Omega,blank,0
A05,0.19,41760.0,37.2,BMG Omega,blank,0
A05,0.23399999999999999,42120.0,37.0,BMG Omega,blank,0
A05,0.188,42480.0,37.0,BMG Omega,blank,0
A05,0.273,3960.0,37.0,BMG Omega,blank,0
A05,0.16399999999999998,42840.0,37.0,BMG Omega,blank,0
A05,0.166,43200.0,37.0,BMG Omega,blank,0
A05,0.163,43560.0,36.9,BMG Omega,blank,0
A05,0.203,43920.0,37.4,BMG Omega,blank,0
A05,0.175,44280.0,37.5,BMG Omega,blank,0
A05,0.163,44640.0,37.4,BMG Omega,blank,0
A05,0.168,45000.0,37.0,BMG Omega,blank,0
A05,0.182,45360.0,37.4,BMG Omega,blank,0
A05,0.17,45720.0,36.9,BMG Omega,blank,0
A05,0.16899999999999998,46080.0,37.2,BMG Omega,blank,0
A05,0.247,4320.0,37.6,BMG Omega,blank,0
A05,0.165,46440.0,37.4,BMG Omega,blank,0
A05,0.175,46800.0,37.1,BMG Omega,blank,0
A05,0.182,47160.0,37.2,BMG Omega,blank,0
A05,0.179,47520.0,37.5,BMG Omega,blank,0
A05,0.165,47880.0,37.4,BMG Omega,blank,0
A05,0.154,48240.0,37.5,BMG Omega,blank,0
A05,0.16899999999999998,48600.0,36.8,BMG Omega,blank,0
A05,0.158,48960.0,37.2,BMG Omega,blank,0
A05,0.16899999999999998,49320.0,37.2,BMG Omega,blank,0
A05,0.177,49680.0,37.0,BMG Omega,blank,0
A05,0.249,4680.0,37.3,BMG Omega,blank,0
A05,0.17600000000000002,50040.0,37.0,BMG Omega,blank,0
A05,0.159,50400.0,37.3,BMG Omega,blank,0
A05,0.16,50760.0,37.2,BMG Omega,blank,0
A05,0.17300000000000001,51120.0,37.1,BMG Omega,blank,0
A05,0.17800000000000002,51480.0,37.0,BMG Omega,blank,0
A05,0.177,51840.0,36.6,BMG Omega,blank,0
A05,0.172,52200.0,36.8,BMG Omega,blank,0
A05,0.174,52560.0,37.4,BMG Omega,blank,0
A05,0.17,52920.0,37.1,BMG Omega,blank,0
A05,0.163,53280.0,37.4,BMG Omega,blank,0
A05,0.248,5040.0,37.0,BMG Omega,blank,0
A05,0.16,53640.0,36.8,BMG Omega,blank,0
A05,0.162,54000.0,37.4,BMG Omega,blank,0
A05,0.171,54360.0,36.8,BMG Omega,blank,0
A05,0.163,54720.0,37.1,BMG Omega,blank,0
A05,0.157,55080.0,37.4,BMG Omega,blank,0
A05,0.168,55440.0,37.0,BMG Omega,blank,0
A05,0.16,55800.0,37.4,BMG Omega,blank,0
A05,0.157,56160.0,37.0,BMG Omega,blank,0
A05,0.155,56520.0,37.4,BMG Omega,blank,0
A05,0.157,56880.0,37.3,BMG Omega,blank,0
A05,0.266,5400.0,36.8,BMG Omega,blank,0
A05,0.155,57240.0,37.4,BMG Omega,blank,0
A05,0.171,57600.0,36.8,BMG Omega,blank,0
A05,0.14800000000000002,57960.0,37.2,BMG Omega,blank,0
A05,0.151,58320.0,37.3,BMG Omega,blank,0
A05,0.155,58680.0,36.8,BMG Omega,blank,0
A05,0.162,59040.0,37.2,BMG Omega,blank,0
A05,0.147,59400.0,37.1,BMG Omega,blank,0
A05,0.163,59760.0,37.4,BMG Omega,blank,0
A05,0.233,5760.0,37.1,BMG Omega,blank,0
A05,0.235,6120.0,37.6,BMG Omega,blank,0
A05,0.25,6480.0,37.5,BMG Omega,blank,0
A05,0.174,360.0,37.1,BMG Omega,blank,0
A05,0.243,6840.0,37.5,BMG Omega,blank,0
A05,0.254,7200.0,37.6,BMG Omega,blank,0
A05,0.222,7560.0,37.6,BMG Omega,blank,0
A05,0.271,7920.0,36.9,BMG Omega,blank,0
A05,0.252,8280.0,36.8,BMG Omega,blank,0
A05,0.23,8640.0,36.6,BMG Omega,blank,0
A05,0.218,9000.0,37.0,BMG Omega,blank,0
A05,0.24,9360.0,37.2,BMG Omega,blank,0
A05,0.228,9720.0,37.4,BMG Omega,blank,0
A05,0.255,10080.0,37.5,BMG Omega,blank,0
A05,0.24100000000000002,720.0,36.8,BMG Omega,blank,0
A05,0.24600000000000002,10440.0,37.6,BMG Omega,blank,0
A05,0.245,10800.0,36.9,BMG Omega,blank,0
A05,0.217,11160.0,37.0,BMG Omega,blank,0
A05,0.221,11520.0,37.3,BMG Omega,blank,0
A05,0.231,11880.0,37.5,BMG Omega,blank,0
A05,0.247,12240.0,36.9,BMG Omega,blank,0
A05,0.213,12600.0,37.2,BMG Omega,blank,0
A05,0.225,12960.0,37.4,BMG Omega,blank,0
A05,0.225,13320.0,37.5,BMG Omega,blank,0
A05,0.23399999999999999,13680.0,36.9,BMG Omega,blank,0
A05,0.21,1080.0,36.9,BMG Omega,blank,0
A05,0.245,14040.0,37.2,BMG Omega,blank,0
A05,0.24100000000000002,14400.0,37.3,BMG Omega,blank,0
A05,0.247,14760.0,37.4,BMG Omega,blank,0
A05,0.23399999999999999,15120.0,37.5,BMG Omega,blank,0
A05,0.249,15480.0,37.5,BMG Omega,blank,0
A05,0.23600000000000002,15840.0,37.1,BMG Omega,blank,0
A05,0.22,16200.0,37.4,BMG Omega,blank,0
A05,0.23600000000000002,16560.0,37.5,BMG Omega,blank,0
A05,0.222,16920.0,37.3,BMG Omega,blank,0
A05,0.22,17280.0,37.5,BMG Omega,blank,0
A05,0.24100000000000002,1440.0,37.4,BMG Omega,blank,0
A05,0.222,17640.0,36.9,BMG Omega,blank,0
A05,0.23800000000000002,18000.0,37.1,BMG Omega,blank,0
A05,0.22,18360.0,37.0,BMG Omega,blank,0
A05,0.23199999999999998,18720.0,36.6,BMG Omega,blank,0
A05,0.233,19080.0,37.5,BMG Omega,blank,0
A05,0.237,19440.0,37.3,BMG Omega,blank,0
A05,0.22699999999999998,19800.0,37.4,BMG Omega,blank,0
A05,0.22,20160.0,37.4,BMG Omega,blank,0
A05,0.21600000000000003,20520.0,37.5,BMG Omega,blank,0
A05,0.24600000000000002,20880.0,37.5,BMG Omega,blank,0
A05,0.21899999999999997,1800.0,37.4,BMG Omega,blank,0
A05,0.188,21240.0,37.5,BMG Omega,blank,0
A05,0.25,21600.0,37.5,BMG Omega,blank,0
A05,0.237,21960.0,37.4,BMG Omega,blank,0
A05,0.204,22320.0,37.4,BMG Omega,blank,0
A05,0.212,22680.0,37.5,BMG Omega,blank,0
A05,0.204,23040.0,36.9,BMG Omega,blank,0
A05,0.22699999999999998,23400.0,37.5,BMG Omega,blank,0
A05,0.209,23760.0,37.5,BMG Omega,blank,0
A05,0.223,24120.0,37.5,BMG Omega,blank,0
A05,0.203,24480.0,37.2,BMG Omega,blank,0
A05,0.20199999999999999,2160.0,36.9,BMG Omega,blank,0
A05,0.222,24840.0,37.0,BMG Omega,blank,0
A05,0.193,25200.0,36.9,BMG Omega,blank,0
A05,0.217,25560.0,37.1,BMG Omega,blank,0
A05,0.21100000000000002,25920.0,37.2,BMG Omega,blank,0
A05,0.207,26280.0,37.5,BMG Omega,blank,0
A05,0.245,26640.0,37.5,BMG Omega,blank,0
A05,0.213,27000.0,37.5,BMG Omega,blank,0
A05,0.20800000000000002,27360.0,37.6,BMG Omega,blank,0
A05,0.20600000000000002,27720.0,37.5,BMG Omega,blank,0
A05,0.22399999999999998,28080.0,37.0,BMG Omega,blank,0
A05,0.221,2520.0,37.3,BMG Omega,blank,0
A05,0.198,28440.0,36.6,BMG Omega,blank,0
A05,0.19899999999999998,28800.0,37.0,BMG Omega,blank,0
A05,0.192,29160.0,37.2,BMG Omega,blank,0
A05,0.18899999999999997,29520.0,37.4,BMG Omega,blank,0
A05,0.182,29880.0,37.6,BMG Omega,blank,0
A05,0.171,30240.0,37.5,BMG Omega,blank,0
A05,0.19399999999999998,30600.0,37.5,BMG Omega,blank,0
A05,0.185,30960.0,37.5,BMG Omega,blank,0
A05,0.165,31320.0,37.5,BMG Omega,blank,0
A05,0.18100000000000002,31680.0,37.5,BMG Omega,blank,0
A05,0.249,2880.0,37.2,BMG Omega,blank,0
A05,0.19399999999999998,32040.0,36.7,BMG Omega,blank,0
A05,0.198,32400.0,37.0,BMG Omega,blank,0
A05,0.19899999999999998,32760.0,37.0,BMG Omega,blank,0
A05,0.195,33120.0,36.6,BMG Omega,blank,0
A05,0.207,33480.0,37.0,BMG Omega,blank,0
A05,0.196,33840.0,37.5,BMG Omega,blank,0
A05,0.203,34200.0,37.3,BMG Omega,blank,0
A05,0.215,34560.0,37.3,BMG Omega,blank,0
A05,0.18100000000000002,34920.0,37.3,BMG Omega,blank,0
A05,0.188,35280.0,37.2,BMG Omega,blank,0
A06, 0.161,         0,      37.2,BMG Omega,blank,0
A06,0.243,3240.0,37.4,BMG Omega,blank,0
A06,0.177,35640.0,37.0,BMG Omega,blank,0
A06,0.191,36000.0,37.4,BMG Omega,blank,0
A06,0.19699999999999998,36360.0,37.1,BMG Omega,blank,0
A06,0.192,36720.0,36.7,BMG Omega,blank,0
A06,0.198,37080.0,36.7,BMG Omega,blank,0
A06,0.193,37440.0,36.7,BMG Omega,blank,0
A06,0.175,37800.0,37.5,BMG Omega,blank,0
A06,0.184,38160.0,37.5,BMG Omega,blank,0
A06,0.185,38520.0,37.5,BMG Omega,blank,0
A06,0.171,38880.0,37.5,BMG Omega,blank,0
A06,0.258,3600.0,37.5,BMG Omega,blank,0
A06,0.185,39240.0,37.2,BMG Omega,blank,0
A06,0.171,39600.0,37.2,BMG Omega,blank,0
A06,0.16899999999999998,39960.0,37.3,BMG Omega,blank,0
A06,0.165,40320.0,37.4,BMG Omega,blank,0
A06,0.174,40680.0,37.4,BMG Omega,blank,0
A06,0.185,41040.0,37.2,BMG Omega,blank,0
