well,od_600nm,time_s,temp_C,instrument,strain,replicate
B8,0.0878,12840.556999999999,37.1,spark,blank,0
B8,0.0878,1070.351,37.0,spark,blank,0
B8,0.0878,13108.052,37.1,spark,blank,0
B8,0.0878,13375.581,37.0,spark,blank,0
B8,0.0878,13643.055,37.0,spark,blank,0
B8,0.0878,13910.567,37.0,spark,blank,0
B8,0.0878,14178.098,37.0,spark,blank,0
B8,0.0878,14445.642,37.0,spark,blank,0
B8,0.0878,14713.235,37.1,spark,blank,0
B8,0.0879,14980.72,37.1,spark,blank,0
B8,0.0878,15248.306999999999,37.1,spark,blank,0
B8,0.0878,15515.803999999998,37.0,spark,blank,0
B8,0.0879,1337.9579999999999,37.1,spark,blank,0
B8,0.0879,15783.322,37.0,spark,blank,0
B8,0.0879,16050.93,37.0,spark,blank,0
B8,0.0879,16318.495,37.0,spark,blank,0
B8,0.0879,16586.075,37.0,spark,blank,0
B8,0.0879,16853.488999999998,37.1,spark,blank,0
B8,0.0879,17121.111,37.1,spark,blank,0
B8,0.0879,17388.623,37.1,spark,blank,0
B8,0.0879,17656.141,37.0,spark,blank,0
B8,0.0879,17923.701,37.0,spark,blank,0
B8,0.08800000000000001,18191.228,37.0,spark,blank,0
B8,0.0879,1605.432,37.0,spark,blank,0
B8,0.0879,18458.761000000002,37.0,spark,blank,0
B8,0.0879,18726.214,37.1,spark,blank,0
B8,0.0879,18993.792,37.1,spark,blank,0
B8,0.0879,19261.324,37.0,spark,blank,0
B8,0.0879,19528.738,37.0,spark,blank,0
B8,0.0879,19796.237,37.0,spark,blank,0
B8,0.08800000000000001,20063.77,37.0,spark,blank,0
B8,0.0879,20331.333,37.0,spark,blank,0
B8,0.0879,20598.881,37.0,spark,blank,0
B8,0.0879,20866.433,37.1,spark,blank,0
B8,0.0878,1872.9720000000002,37.0,spark,blank,0
B8,0.08800000000000001,21133.976000000002,37.1,spark,blank,0
B8,0.08800000000000001,21401.476000000002,37.1,spark,blank,0
B8,0.0879,21668.93,37.0,spark,blank,0
B8,0.0879,21936.49,37.0,spark,blank,0
B8,0.0879,22204.041,37.0,spark,blank,0
B8,0.08800000000000001,22471.607999999997,37.0,spark,blank,0
B8,0.08800000000000001,22739.136000000002,37.1,spark,blank,0
B8,0.0879,23006.607999999997,37.0,spark,blank,0
B8,0.0879,23274.199,37.1,spark,blank,0
B8,0.08800000000000001,23541.681,37.1,spark,blank,0
B8,0.0879,2140.595,37.0,spark,blank,0
B8,0.08800000000000001,23809.177000000003,37.0,spark,blank,0
B8,0.08800000000000001,24076.757999999998,37.0,spark,blank,0
B8,0.08800000000000001,24344.339,37.0,spark,blank,0
B8,0.08800000000000001,24611.901,37.0,spark,blank,0
B8,0.08800000000000001,24879.287,37.0,spark,blank,0
B8,0.0879,25146.862,37.1,spark,blank,0
B8,0.0881,25414.384,37.1,spark,blank,0
B8,0.0879,25681.939,37.0,spark,blank,0
B8,0.08800000000000001,25949.506,37.0,spark,blank,0
B8,0.08800000000000001,26217.031000000003,37.0,spark,blank,0
B9,0.0878,0.0,36.9,spark,blank,0
B9,0.0877,2408.127,37.1,spark,blank,0
B9,0.0879,26484.597,37.0,spark,blank,0
B9,0.0879,26752.037,37.0,spark,blank,0
B9,0.0879,27019.474,37.1,spark,blank,0
B9,0.0878,27286.966,37.1,spark,blank,0
B9,0.0879,27554.556,37.1,spark,blank,0
B9,0.0879,27822.155,37.0,spark,blank,0
B9,0.0879,28089.702999999998,37.0,spark,blank,0
B9,0.0879,28357.265,37.0,spark,blank,0
B9,0.0879,28624.752999999997,37.0,spark,blank,0
B9,0.0879,28892.232999999997,37.0,spark,blank,0
B9,0.0878,2675.672,37.0,spark,blank,0
B9,0.0878,29159.727000000003,37.0,spark,blank,0
B9,0.0879,29427.327,37.1,spark,blank,0
B9,0.0879,29694.89,37.1,spark,blank,0
B9,0.0879,29962.374,37.0,spark,blank,0
B9,0.0879,30229.977000000003,37.0,spark,blank,0
B9,0.0879,30497.467,37.0,spark,blank,0
B9,0.0879,30764.957000000002,37.0,spark,blank,0
B9,0.0879,31032.5,37.1,spark,blank,0
B9,0.08800000000000001,31300.051,37.1,spark,blank,0
B9,0.08800000000000001,31567.593999999997,37.1,spark,blank,0
B9,0.0878,2943.0759999999996,37.1,spark,blank,0
B9,0.0879,31834.994,37.1,spark,blank,0
B9,0.0879,32102.555,37.0,spark,blank,0
B9,0.0879,32370.036,37.0,spark,blank,0
B9,0.08800000000000001,32637.605,37.0,spark,blank,0
B9,0.08800000000000001,32905.163,37.0,spark,blank,0
B9,0.0879,33172.699,37.0,spark,blank,0
B9,0.08800000000000001,33440.239,37.1,spark,blank,0
B9,0.08800000000000001,33707.675,37.1,spark,blank,0
B9,0.0879,33975.138,37.0,spark,blank,0
B9,0.0879,34242.628,37.0,spark,blank,0
B9,0.0877,3210.658,37.1,spark,blank,0
B9,0.08800000000000001,34510.212,37.0,spark,blank,0
B9,0.08800000000000001,34777.79,37.0,spark,blank,0
B9,0.0879,35045.312000000005,37.0,spark,blank,0
B9,0.0879,35312.872,37.0,spark,blank,0
B9,0.0879,35580.371,37.1,spark,blank,0
B9,0.08800000000000001,35847.846,37.1,spark,blank,0
B9,0.08800000000000001,36115.379,37.0,spark,blank,0
B9,0.08800000000000001,36382.932,37.0,spark,blank,0
B9,0.08800000000000001,36650.489,37.0,spark,blank,0
B9,0.0879,36917.972,37.0,spark,blank,0
B9,0.0878,3478.195,37.0,spark,blank,0
B9,0.08800000000000001,37185.541,37.0,spark,blank,0
B9,0.08800000000000001,37453.012,37.1,spark,blank,0
B9,0.0881,37720.513999999996,37.1,spark,blank,0
B9,0.08800000000000001,37988.068,37.1,spark,blank,0
B9,0.08800000000000001,38255.616,37.0,spark,blank,0
B9,0.0881,38523.171,37.0,spark,blank,0
B9,0.08800000000000001,38790.586,37.0,spark,blank,0
B9,0.08800000000000001,39058.084,37.0,spark,blank,0
B9,0.08800000000000001,39325.555,37.0,spark,blank,0
B9,0.08800000000000001,39593.098,37.1,spark,blank,0
B9,0.0877,3745.665,37.0,spark,blank,0
B9,0.0881,39860.698,37.1,spark,blank,0
B9,0.0881,40128.233,37.0,spark,blank,0
B9,0.0881,40395.791,37.0,spark,blank,0
B9,0.08800000000000001,40663.207,37.0,spark,blank,0
B9,0.08800000000000001,40930.704,37.0,spark,blank,0
B9,0.0882,41198.271,37.1,spark,blank,0
B9,0.08800000000000001,41465.708,37.0,spark,blank,0
B9,0.08800000000000001,41733.271,37.1,spark,blank,0
B9,0.0881,42000.759000000005,37.0,spark,blank,0
B9,0.0881,42268.24,37.0,spark,blank,0
B9,0.0876,4013.2129999999997,37.0,spark,blank,0
B9,0.0881,42535.685999999994,37.0,spark,blank,0
B9,0.08800000000000001,42803.258,37.0,spark,blank,0
B9,0.08800000000000001,43070.83,37.1,spark,blank,0
B9,0.0881,43338.350999999995,37.0,spark,blank,0
B9,0.08800000000000001,43605.904,37.1,spark,blank,0
B9,0.08800000000000001,43873.386,37.0,spark,blank,0
B9,0.0881,44140.874,37.0,spark,blank,0
B9,0.0881,44408.419,37.0,spark,blank,0
B9,0.0881,44675.913,37.0,spark,blank,0
B9,0.0881,44943.497,37.0,spark,blank,0
B9,0.0878,4280.687,37.0,spark,blank,0
B9,0.0882,45210.997,37.0,spark,blank,0
B9,0.0881,45478.532,37.1,spark,blank,0
B9,0.08800000000000001,45745.956,37.1,spark,blank,0
B9,0.0881,46013.508,37.1,spark,blank,0
B9,0.0881,46281.065,37.0,spark,blank,0
B9,0.0881,46548.562999999995,37.0,spark,blank,0
B9,0.08800000000000001,46816.162000000004,37.0,spark,blank,0
B9,0.0881,47083.66,37.0,spark,blank,0
B9,0.0881,47351.149000000005,37.1,spark,blank,0
B9,0.08800000000000001,47618.578,37.1,spark,blank,0
B9,0.0877,4548.089,37.1,spark,blank,0
B9,0.08800000000000001,47886.189000000006,37.1,spark,blank,0
B9,0.0881,48153.751,37.1,spark,blank,0
B9,0.08800000000000001,48421.252,37.0,spark,blank,0
B9,0.08800000000000001,48688.779,37.0,spark,blank,0
B9,0.0881,48956.308,37.0,spark,blank,0
B9,0.08800000000000001,49223.753,37.1,spark,blank,0
B9,0.08800000000000001,49491.179000000004,37.0,spark,blank,0
B9,0.0881,49758.747,37.1,spark,blank,0
B9,0.08800000000000001,50026.316,37.1,spark,blank,0
B9,0.0881,50293.844000000005,37.0,spark,blank,0
B9,0.0876,4815.623,37.1,spark,blank,0
B9,0.0881,50561.397000000004,37.0,spark,blank,0
B9,0.08800000000000001,50828.84099999999,37.0,spark,blank,0
B9,0.08800000000000001,51096.344000000005,37.0,spark,blank,0
B9,0.0881,51363.812000000005,37.0,spark,blank,0
B9,0.08800000000000001,51631.352999999996,37.1,spark,blank,0
B9,0.0881,51898.944,37.1,spark,blank,0
B9,0.0881,52166.495,37.1,spark,blank,0
B9,0.0881,52434.055,37.0,spark,blank,0
B9,0.0881,52701.537000000004,37.0,spark,blank,0
B9,0.0881,52969.032999999996,37.0,spark,blank,0
B9,0.0877,267.836,36.7,spark,blank,0
B9,0.0877,5083.129,37.1,spark,blank,0
B9,0.08800000000000001,53236.497,37.0,spark,blank,0
B9,0.0881,53504.029,37.0,spark,blank,0
B9,0.0881,53771.596,37.1,spark,blank,0
B9,0.0881,54039.114,37.1,spark,blank,0
B9,0.0881,54306.648,37.1,spark,blank,0
B9,0.0881,54574.187999999995,37.0,spark,blank,0
B9,0.0881,54841.735,37.0,spark,blank,0
B9,0.0881,55109.192,37.1,spark,blank,0
B9,0.0881,55376.68,37.0,spark,blank,0
B9,0.0881,55644.246,37.0,spark,blank,0
B9,0.0877,5350.651999999999,37.1,spark,blank,0
B9,0.0881,55911.764,37.1,spark,blank,0
B9,0.0882,56179.350999999995,37.1,spark,blank,0
B9,0.0881,56446.874,37.0,spark,blank,0
B9,0.0881,56714.455,37.0,spark,blank,0
B9,0.08800000000000001,56981.914000000004,37.0,spark,blank,0
B9,0.0882,57249.416,37.0,spark,blank,0
B9,0.0881,57516.873,37.1,spark,blank,0
B9,0.0882,57784.365,37.1,spark,blank,0
B9,0.0881,58051.917,37.1,spark,blank,0
B9,0.0882,58319.44,37.1,spark,blank,0
B9,0.0876,5618.144,37.0,spark,blank,0
B9,0.0881,58586.997,37.0,spark,blank,0
B9,0.0882,58854.552,37.0,spark,blank,0
B9,0.0881,59122.115,37.0,spark,blank,0
B9,0.0881,59389.564000000006,37.0,spark,blank,0
B9,0.0882,59657.051,37.1,spark,blank,0
B9,0.0881,59924.532,37.1,spark,blank,0
B9,0.0881,60192.085,37.1,spark,blank,0
B9,0.0881,60459.612,37.1,spark,blank,0
B9,0.0882,60727.140999999996,37.0,spark,blank,0
B9,0.0882,60994.725,37.0,spark,blank,0
B9,0.0877,5885.6669999999995,37.0,spark,blank,0
B9,0.0882,61262.191,37.0,spark,blank,0
B9,0.0882,61529.755999999994,37.0,spark,blank,0
B9,0.0883,61797.257000000005,37.1,spark,blank,0
B9,0.0881,62064.7,37.1,spark,blank,0
B9,0.0882,62332.137,37.1,spark,blank,0
B9,0.0881,62599.652,37.0,spark,blank,0
B9,0.0883,62867.225999999995,37.0,spark,blank,0
B9,0.0882,63134.79,37.0,spark,blank,0
B9,0.0882,63402.319,37.0,spark,blank,0
B9,0.0881,63669.758,37.0,spark,blank,0
B9,0.0877,6153.145,37.0,spark,blank,0
B9,0.0882,63937.373,37.1,spark,blank,0
B9,0.0882,64204.859000000004,37.1,spark,blank,0
B9,0.0882,64472.35400000001,37.1,spark,blank,0
B9,0.0882,64739.795999999995,37.0,spark,blank,0
B9,0.0882,65007.405999999995,37.0,spark,blank,0
B9,0.0882,65274.949,37.0,spark,blank,0
B9,0.0882,65542.507,37.0,spark,blank,0
B9,0.0882,65810.063,37.0,spark,blank,0
B9,0.0881,66077.556,37.1,spark,blank,0
B9,0.0882,66345.15,37.1,spark,blank,0
B9,0.0877,6420.624,37.0,spark,blank,0
B9,0.0882,66612.655,37.1,spark,blank,0
B9,0.0883,66880.146,37.0,spark,blank,0
B9,0.0882,67147.54,37.0,spark,blank,0
B9,0.0882,67415.08,37.0,spark,blank,0
B9,0.0883,67682.663,37.1,spark,blank,0
B9,0.0882,67950.2,37.0,spark,blank,0
B9,0.0882,68217.768,37.1,spark,blank,0
B9,0.0883,68485.315,37.1,spark,blank,0
B9,0.0883,68752.842,37.0,spark,blank,0
B9,0.0883,69020.35,37.0,spark,blank,0
B9,0.0877,6688.143,37.1,spark,blank,0
B9,0.0882,69287.916,37.0,spark,blank,0
B9,0.0882,69555.407,37.0,spark,blank,0
B9,0.0882,69822.897,37.0,spark,blank,0
B9,0.0882,70090.413,37.0,spark,blank,0
B9,0.0882,70357.94099999999,37.1,spark,blank,0
B9,0.0883,70625.511,37.1,spark,blank,0
B9,0.0883,70893.064,37.0,spark,blank,0
B9,0.0883,71160.594,37.0,spark,blank,0
B9,0.0883,71428.0,37.0,spark,blank,0
B9,0.0882,71695.542,37.1,spark,blank,0
B9,0.0878,6955.616,37.1,spark,blank,0
B9,0.0883,71963.06,37.0,spark,blank,0
B9,0.0883,72230.599,37.1,spark,blank,0
B9,0.0883,72498.09599999999,37.1,spark,blank,0
B9,0.0883,72765.558,37.0,spark,blank,0
B9,0.0883,73033.076,37.0,spark,blank,0
B9,0.0883,73300.637,37.0,spark,blank,0
B9,0.0884,73568.19900000001,37.0,spark,blank,0
B9,0.0883,73835.675,37.0,spark,blank,0
B9,0.0884,74103.262,37.1,spark,blank,0
B9,0.0883,74370.799,37.1,spark,blank,0
B9,0.0877,7223.217,37.1,spark,blank,0
B9,0.0883,74638.32400000001,37.1,spark,blank,0
B9,0.0882,74905.77799999999,37.0,spark,blank,0
B9,0.0883,75173.253,37.0,spark,blank,0
B9,0.0882,75440.74,37.0,spark,blank,0
B9,0.0883,75708.27,37.0,spark,blank,0
B9,0.0883,75975.86200000001,37.0,spark,blank,0
B9,0.0883,76243.375,37.0,spark,blank,0
B9,0.0883,76510.936,37.1,spark,blank,0
B9,0.0883,76778.464,37.1,spark,blank,0
B9,0.0884,77046.024,37.0,spark,blank,0
B9,0.0877,7490.695,37.0,spark,blank,0
B9,0.0883,77313.49900000001,37.0,spark,blank,0
B9,0.0883,77581.065,37.0,spark,blank,0
B9,0.0882,77848.582,37.0,spark,blank,0
B9,0.0882,78116.12299999999,37.0,spark,blank,0
B9,0.0884,78383.664,37.1,spark,blank,0
B9,0.0883,78651.24,37.1,spark,blank,0
B9,0.0883,78918.767,37.0,spark,blank,0
B9,0.0882,79186.183,37.0,spark,blank,0
B9,0.0882,79453.731,37.0,spark,blank,0
B9,0.0882,79721.259,37.0,spark,blank,0
B9,0.0878,535.336,36.9,spark,blank,0
B9,0.0877,7758.201,37.0,spark,blank,0
B9,0.0882,79988.788,37.1,spark,blank,0
B9,0.0883,80256.238,37.0,spark,blank,0
B9,0.0884,80523.69099999999,37.1,spark,blank,0
B9,0.0882,80791.228,37.1,spark,blank,0
B9,0.0883,81058.798,37.0,spark,blank,0
B9,0.0883,81326.378,37.0,spark,blank,0
B9,0.0883,81593.841,37.0,spark,blank,0
B9,0.0882,81861.455,37.0,spark,blank,0
B9,0.0882,82128.957,37.0,spark,blank,0
B9,0.0882,82396.462,37.1,spark,blank,0
B9,0.0877,8025.557,37.0,spark,blank,0
B9,0.0882,82663.87400000001,37.1,spark,blank,0
B9,0.0883,82931.425,37.0,spark,blank,0
B9,0.0882,83198.946,37.0,spark,blank,0
B9,0.0882,83466.464,37.0,spark,blank,0
B9,0.0883,83734.078,37.0,spark,blank,0
B9,0.0883,84001.605,37.0,spark,blank,0
B9,0.0883,84269.136,37.1,spark,blank,0
B9,0.0883,84536.57800000001,37.1,spark,blank,0
B9,0.0883,84804.08,37.1,spark,blank,0
B9,0.0883,85071.597,37.0,spark,blank,0
B9,0.0876,8293.043,37.0,spark,blank,0
B9,0.0883,85339.136,37.0,spark,blank,0
B9,0.0877,8560.553,37.0,spark,blank,0
B9,0.0877,8828.009,37.1,spark,blank,0
B9,0.0877,9095.591999999999,37.1,spark,blank,0
B9,0.0877,9363.094000000001,37.0,spark,blank,0
B9,0.0878,9630.608,37.0,spark,blank,0
B9,0.0876,9897.991,37.0,spark,blank,0
B9,0.0877,10165.45,37.0,spark,blank,0
B9,0.0879,802.882,37.0,spark,blank,0
B9,0.0879,10432.987,37.0,spark,blank,0
B9,0.0877,10700.392,37.0,spark,blank,0
B9,0.0877,10967.934,37.1,spark,blank,0
B9,0.0878,11235.391000000001,37.0,spark,blank,0
B9,0.0877,11502.919,37.0,spark,blank,0
B9,0.0877,11770.403,37.0,spark,blank,0
B9,0.0877,12037.886999999999,37.0,spark,blank,0
B9,0.0877,12305.426000000001,37.0,spark,blank,0
B9,0.0877,12572.983999999999,37.1,spark,blank,0
B9,0.0877,12840.556999999999,37.1,spark,blank,0
B9,0.0878,1070.351,37.0,spark,blank,0
B9,0.0877,13108.052,37.1,spark,blank,0
B9,0.0878,13375.581,37.0,spark,blank,0
B9,0.0878,13643.055,37.0,spark,blank,0
B9,0.0877,13910.567,37.0,spark,blank,0
B9,0.0876,14178.098,37.0,spark,blank,0
B9,0.0877,14445.642,37.0,spark,blank,0
B9,0.0877,14713.235,37.1,spark,blank,0
B9,0.0878,14980.72,37.1,spark,blank,0
B9,0.0878,15248.306999999999,37.1,spark,blank,0
B9,0.0878,15515.803999999998,37.0,spark,blank,0
B9,0.0878,1337.9579999999999,37.1,spark,blank,0
B9,0.0878,15783.322,37.0,spark,blank,0
B9,0.0877,16050.93,37.0,spark,blank,0
B9,0.0877,16318.495,37.0,spark,blank,0
B9,0.0878,16586.075,37.0,spark,blank,0
B9,0.0878,16853.488999999998,37.1,spark,blank,0
B9,0.0878,17121.111,37.1,spark,blank,0
B9,0.0878,17388.623,37.1,spark,blank,0
B9,0.0878,17656.141,37.0,spark,blank,0
B9,0.0878,17923.701,37.0,spark,blank,0
B9,0.0878,18191.228,37.0,spark,blank,0
B9,0.0878,1605.432,37.0,spark,blank,0
B9,0.0879,18458.761000000002,37.0,spark,blank,0
B9,0.0877,18726.214,37.1,spark,blank,0
B9,0.0878,18993.792,37.1,spark,blank,0
B9,0.0879,19261.324,37.0,spark,blank,0
B9,0.0878,19528.738,37.0,spark,blank,0
B9,0.0878,19796.237,37.0,spark,blank,0
B9,0.0878,20063.77,37.0,spark,blank,0
B9,0.0878,20331.333,37.0,spark,blank,0
B9,0.0878,20598.881,37.0,spark,blank,0
B9,0.0878,20866.433,37.1,spark,blank,0
B9,0.0878,1872.9720000000002,37.0,spark,blank,0
B9,0.0879,21133.976000000002,37.1,spark,blank,0
B9,0.0878,21401.476000000002,37.1,spark,blank,0
B9,0.0878,21668.93,37.0,spark,blank,0
B9,0.0878,21936.49,37.0,spark,blank,0
B9,0.0878,22204.041,37.0,spark,blank,0
B9,0.0879,22471.607999999997,37.0,spark,blank,0
B9,0.0879,22739.136000000002,37.1,spark,blank,0
B9,0.0879,23006.607999999997,37.0,spark,blank,0
B9,0.0879,23274.199,37.1,spark,blank,0
B9,0.0878,23541.681,37.1,spark,blank,0
B9,0.0878,2140.595,37.0,spark,blank,0
B9,0.0879,23809.177000000003,37.0,spark,blank,0
B9,0.0878,24076.757999999998,37.0,spark,blank,0
B9,0.0878,24344.339,37.0,spark,blank,0
B9,0.0879,24611.901,37.0,spark,blank,0
B9,0.0879,24879.287,37.0,spark,blank,0
B9,0.0878,25146.862,37.1,spark,blank,0
B9,0.0879,25414.384,37.1,spark,blank,0
B9,0.0878,25681.939,37.0,spark,blank,0
B9,0.0879,25949.506,37.0,spark,blank,0
B9,0.0878,26217.031000000003,37.0,spark,blank,0
C10,0.0863,0.0,36.9,spark,blank,0
C10,0.0863,2408.127,37.1,spark,blank,0
C10,0.0864,26484.597,37.0,spark,blank,0
C10,0.0866,26752.037,37.0,spark,blank,0
C10,0.0865,27019.474,37.1,spark,blank,0
C10,0.0865,27286.966,37.1,spark,blank,0
C10,0.0866,27554.556,37.1,spark,blank,0
C10,0.0866,27822.155,37.0,spark,blank,0
C10,0.0866,28089.702999999998,37.0,spark,blank,0
C10,0.0866,28357.265,37.0,spark,blank,0
C10,0.0866,28624.752999999997,37.0,spark,blank,0
C10,0.0865,28892.232999999997,37.0,spark,blank,0
C10,0.0864,2675.672,37.0,spark,blank,0
C10,0.0866,29159.727000000003,37.0,spark,blank,0
C10,0.0867,29427.327,37.1,spark,blank,0
C10,0.0866,29694.89,37.1,spark,blank,0
C10,0.0867,29962.374,37.0,spark,blank,0
C10,0.0867,30229.977000000003,37.0,spark,blank,0
C10,0.0867,30497.467,37.0,spark,blank,0
C10,0.0866,30764.957000000002,37.0,spark,blank,0
C10,0.0867,31032.5,37.1,spark,blank,0
C10,0.0867,31300.051,37.1,spark,blank,0
C10,0.0867,31567.593999999997,37.1,spark,blank,0
C10,0.0864,2943.0759999999996,37.1,spark,blank,0
C10,0.0867,31834.994,37.1,spark,blank,0
C10,0.0866,32102.555,37.0,spark,blank,0
C10,0.0867,32370.036,37.0,spark,blank,0
C10,0.0867,32637.605,37.0,spark,blank,0
C10,0.0867,32905.163,37.0,spark,blank,0
C10,0.0866,33172.699,37.0,spark,blank,0
C10,0.0866,33440.239,37.1,spark,blank,0
C10,0.0866,33707.675,37.1,spark,blank,0
C10,0.0867,33975.138,37.0,spark,blank,0
C10,0.0867,34242.628,37.0,spark,blank,0
C10,0.0863,3210.658,37.1,spark,blank,0
C10,0.0867,34510.212,37.0,spark,blank,0
C10,0.0867,34777.79,37.0,spark,blank,0
C10,0.0868,35045.312000000005,37.0,spark,blank,0
C10,0.0867,35312.872,37.0,spark,blank,0
C10,0.0866,35580.371,37.1,spark,blank,0
C10,0.0867,35847.846,37.1,spark,blank,0
C10,0.0867,36115.379,37.0,spark,blank,0
C10,0.0867,36382.932,37.0,spark,blank,0
C10,0.0867,36650.489,37.0,spark,blank,0
C10,0.0867,36917.972,37.0,spark,blank,0
C10,0.0863,3478.195,37.0,spark,blank,0
C10,0.0867,37185.541,37.0,spark,blank,0
C10,0.0867,37453.012,37.1,spark,blank,0
C10,0.0868,37720.513999999996,37.1,spark,blank,0
C10,0.0868,37988.068,37.1,spark,blank,0
C10,0.0867,38255.616,37.0,spark,blank,0
C10,0.0867,38523.171,37.0,spark,blank,0
C10,0.0866,38790.586,37.0,spark,blank,0
C10,0.0867,39058.084,37.0,spark,blank,0
C10,0.0867,39325.555,37.0,spark,blank,0
C10,0.0868,39593.098,37.1,spark,blank,0
C10,0.0863,3745.665,37.0,spark,blank,0
C10,0.0868,39860.698,37.1,spark,blank,0
C10,0.0868,40128.233,37.0,spark,blank,0
C10,0.0868,40395.791,37.0,spark,blank,0
C10,0.0867,40663.207,37.0,spark,blank,0
C10,0.0867,40930.704,37.0,spark,blank,0
C10,0.0867,41198.271,37.1,spark,blank,0
C10,0.0867,41465.708,37.0,spark,blank,0
C10,0.0867,41733.271,37.1,spark,blank,0
C10,0.0868,42000.759000000005,37.0,spark,blank,0
C10,0.0867,42268.24,37.0,spark,blank,0
C10,0.0863,4013.2129999999997,37.0,spark,blank,0
C10,0.0868,42535.685999999994,37.0,spark,blank,0
C10,0.0868,42803.258,37.0,spark,blank,0
C10,0.0867,43070.83,37.1,spark,blank,0
C10,0.0868,43338.350999999995,37.0,spark,blank,0
C10,0.0867,43605.904,37.1,spark,blank,0
C10,0.0867,43873.386,37.0,spark,blank,0
C10,0.0868,44140.874,37.0,spark,blank,0
C10,0.0868,44408.419,37.0,spark,blank,0
C10,0.0867,44675.913,37.0,spark,blank,0
C10,0.0868,44943.497,37.0,spark,blank,0
C10,0.0863,4280.687,37.0,spark,blank,0
C10,0.0868,45210.997,37.0,spark,blank,0
C10,0.0868,45478.532,37.1,spark,blank,0
C10,0.0868,45745.956,37.1,spark,blank,0
C10,0.0868,46013.508,37.1,spark,blank,0
C10,0.0868,46281.065,37.0,spark,blank,0
C10,0.0869,46548.562999999995,37.0,spark,blank,0
C10,0.0868,46816.162000000004,37.0,spark,blank,0
C10,0.0868,47083.66,37.0,spark,blank,0
C10,0.0868,47351.149000000005,37.1,spark,blank,0
C10,0.0868,47618.578,37.1,spark,blank,0
C10,0.0864,4548.089,37.1,spark,blank,0
C10,0.0869,47886.189000000006,37.1,spark,blank,0
C10,0.0869,48153.751,37.1,spark,blank,0
C10,0.0868,48421.252,37.0,spark,blank,0
C10,0.0868,48688.779,37.0,spark,blank,0
C10,0.0868,48956.308,37.0,spark,blank,0
C10,0.0868,49223.753,37.1,spark,blank,0
C10,0.0868,49491.179000000004,37.0,spark,blank,0
C10,0.0869,49758.747,37.1,spark,blank,0
C10,0.0869,50026.316,37.1,spark,blank,0
C10,0.087,50293.844000000005,37.0,spark,blank,0
C10,0.0863,4815.623,37.1,spark,blank,0
C10,0.0869,50561.397000000004,37.0,spark,blank,0
C10,0.0869,50828.84099999999,37.0,spark,blank,0
C10,0.0869,51096.344000000005,37.0,spark,blank,0
C10,0.087,51363.812000000005,37.0,spark,blank,0
C10,0.0869,51631.352999999996,37.1,spark,blank,0
C10,0.0869,51898.944,37.1,spark,blank,0
C10,0.0869,52166.495,37.1,spark,blank,0
C10,0.0869,52434.055,37.0,spark,blank,0
C10,0.0869,52701.537000000004,37.0,spark,blank,0
C10,0.0869,52969.032999999996,37.0,spark,blank,0
C10,0.0864,267.836,36.7,spark,blank,0
C10,0.0864,5083.129,37.1,spark,blank,0
C10,0.0869,53236.497,37.0,spark,blank,0
C10,0.087,53504.029,37.0,spark,blank,0
C10,0.087,53771.596,37.1,spark,blank,0
C10,0.087,54039.114,37.1,spark,blank,0
C10,0.0869,54306.648,37.1,spark,blank,0
C10,0.0869,54574.187999999995,37.0,spark,blank,0
C10,0.0869,54841.735,37.0,spark,blank,0
C10,0.087,55109.192,37.1,spark,blank,0
C10,0.087,55376.68,37.0,spark,blank,0
C10,0.0869,55644.246,37.0,spark,blank,0
C10,0.0864,5350.651999999999,37.1,spark,blank,0
C10,0.087,55911.764,37.1,spark,blank,0
C10,0.0869,56179.350999999995,37.1,spark,blank,0
C10,0.087,56446.874,37.0,spark,blank,0
C10,0.0869,56714.455,37.0,spark,blank,0
C10,0.0869,56981.914000000004,37.0,spark,blank,0
C10,0.087,57249.416,37.0,spark,blank,0
C10,0.087,57516.873,37.1,spark,blank,0
C10,0.087,57784.365,37.1,spark,blank,0
C10,0.087,58051.917,37.1,spark,blank,0
C10,0.0871,58319.44,37.1,spark,blank,0
C10,0.0864,5618.144,37.0,spark,blank,0
C10,0.087,58586.997,37.0,spark,blank,0
C10,0.0871,58854.552,37.0,spark,blank,0
C10,0.087,59122.115,37.0,spark,blank,0
C10,0.087,59389.564000000006,37.0,spark,blank,0
C10,0.087,59657.051,37.1,spark,blank,0
C10,0.087,59924.532,37.1,spark,blank,0
C10,0.087,60192.085,37.1,spark,blank,0
C10,0.087,60459.612,37.1,spark,blank,0
C10,0.087,60727.140999999996,37.0,spark,blank,0
C10,0.0869,60994.725,37.0,spark,blank,0
C10,0.0864,5885.6669999999995,37.0,spark,blank,0
C10,0.0871,61262.191,37.0,spark,blank,0
C10,0.087,61529.755999999994,37.0,spark,blank,0
C10,0.087,61797.257000000005,37.1,spark,blank,0
C10,0.087,62064.7,37.1,spark,blank,0
C10,0.087,62332.137,37.1,spark,blank,0
C10,0.087,62599.652,37.0,spark,blank,0
C10,0.087,62867.225999999995,37.0,spark,blank,0
C10,0.087,63134.79,37.0,spark,blank,0
C10,0.0869,63402.319,37.0,spark,blank,0
C10,0.087,63669.758,37.0,spark,blank,0
C10,0.0864,6153.145,37.0,spark,blank,0
C10,0.087,63937.373,37.1,spark,blank,0
C10,0.087,64204.859000000004,37.1,spark,blank,0
