well,od_600nm,time_s,temp_C,instrument,strain,replicate
E10,0.07779999822,65510.9,37.1,infinite,blank,0
E10,0.07980000227999999,65806.0,37.6,infinite,blank,0
E10,0.07919999957,66101.1,37.0,infinite,blank,0
E10,0.08030000329,66396.2,37.6,infinite,blank,0
E10,0.07949999719999999,66691.3,37.1,infinite,blank,0
E10,0.07959999889,66986.4,37.6,infinite,blank,0
E10,0.08049999923,67281.5,36.9,infinite,blank,0
E10,0.07940000296000001,6491.7,37.6,infinite,blank,0
E10,0.07909999788,67576.6,37.6,infinite,blank,0
E10,0.07869999856000001,67871.7,36.9,infinite,blank,0
E10,0.07900000364,68166.8,37.6,infinite,blank,0
E10,0.07959999889,68461.9,36.9,infinite,blank,0
E10,0.07980000227999999,68757.0,37.6,infinite,blank,0
E10,0.07890000194,69052.1,36.9,infinite,blank,0
E10,0.07819999754,69347.2,37.6,infinite,blank,0
E10,0.07819999754,69642.2,37.0,infinite,blank,0
E10,0.07890000194,69937.3,37.5,infinite,blank,0
E10,0.07919999957,70232.4,37.1,infinite,blank,0
E10,0.07949999719999999,6786.8,37.0,infinite,blank,0
E10,0.07980000227999999,70527.5,37.3,infinite,blank,0
E10,0.0800999999,70822.6,37.6,infinite,blank,0
E10,0.0800999999,71117.7,37.2,infinite,blank,0
E10,0.07919999957,71412.8,37.6,infinite,blank,0
E10,0.07980000227999999,71707.9,36.9,infinite,blank,0
E10,0.07829999924,72003.0,37.5,infinite,blank,0
E10,0.07930000126,72298.1,37.2,infinite,blank,0
E10,0.08030000329,72593.2,37.4,infinite,blank,0
E10,0.07989999652,72888.3,37.2,infinite,blank,0
E10,0.07940000296000001,73183.3,37.5,infinite,blank,0
E10,0.07850000262,7081.9,37.3,infinite,blank,0
E10,0.07869999856000001,73478.4,37.1,infinite,blank,0
E10,0.07890000194,73773.5,37.4,infinite,blank,0
E10,0.07949999719999999,74068.6,37.3,infinite,blank,0
E10,0.07949999719999999,74363.7,37.4,infinite,blank,0
E10,0.07940000296000001,74658.8,37.5,infinite,blank,0
E10,0.07900000364,74953.9,37.0,infinite,blank,0
E10,0.07880000025,75249.0,37.6,infinite,blank,0
E10,0.07829999924,75544.1,37.3,infinite,blank,0
E10,0.07869999856000001,75839.2,37.4,infinite,blank,0
E10,0.07940000296000001,76134.3,37.6,infinite,blank,0
E10,0.0781000033,7377.0,37.6,infinite,blank,0
E10,0.07909999788,76429.3,37.2,infinite,blank,0
E10,0.07980000227999999,76724.4,37.5,infinite,blank,0
E10,0.07989999652,77019.5,37.1,infinite,blank,0
E10,0.07900000364,77314.6,37.5,infinite,blank,0
E10,0.0781000033,77609.7,37.5,infinite,blank,0
E10,0.07959999889,77904.8,37.1,infinite,blank,0
E10,0.07859999686000001,78199.9,37.6,infinite,blank,0
E10,0.07919999957,78495.0,36.9,infinite,blank,0
E10,0.07909999788,78790.1,37.6,infinite,blank,0
E10,0.07819999754,79085.1,37.4,infinite,blank,0
E10,0.07989999652,7672.0,36.9,infinite,blank,0
E10,0.07819999754,79380.2,37.1,infinite,blank,0
E10,0.07999999821,79675.3,37.6,infinite,blank,0
E10,0.07919999957,79970.4,37.0,infinite,blank,0
E10,0.07859999686000001,80265.5,37.4,infinite,blank,0
E10,0.07850000262,80560.6,37.5,infinite,blank,0
E10,0.07919999957,80855.7,37.2,infinite,blank,0
E10,0.07869999856000001,81150.8,37.6,infinite,blank,0
E10,0.07670000196,81445.8,36.9,infinite,blank,0
E10,0.07959999889,81740.9,37.4,infinite,blank,0
E10,0.07980000227999999,82036.0,37.3,infinite,blank,0
E10,0.07850000262,7967.2,37.5,infinite,blank,0
E10,0.07959999889,82331.1,37.2,infinite,blank,0
E10,0.07909999788,82626.2,37.6,infinite,blank,0
E10,0.07919999957,82921.3,37.2,infinite,blank,0
E10,0.07850000262,83216.4,37.6,infinite,blank,0
E10,0.07819999754,83511.5,37.0,infinite,blank,0
E10,0.0802000016,83806.6,37.3,infinite,blank,0
E10,0.07989999652,84101.7,37.6,infinite,blank,0
E10,0.07880000025,84396.7,37.0,infinite,blank,0
E10,0.07949999719999999,84691.8,37.4,infinite,blank,0
E10,0.07930000126,84986.9,37.5,infinite,blank,0
E10,0.07819999754,8262.2,37.3,infinite,blank,0
E10,0.07800000161000001,85282.0,37.1,infinite,blank,0
E10,0.07999999821,85577.1,37.6,infinite,blank,0
E10,0.07819999754,85872.2,37.0,infinite,blank,0
E10,0.07900000364,86167.3,37.5,infinite,blank,0
E10,0.07840000092999999,86462.4,37.3,infinite,blank,0
E10,0.07999999821,86757.5,37.4,infinite,blank,0
E10,0.0800999999,589.8,37.1,infinite,blank,0
E10,0.07930000126,8557.7,37.2,infinite,blank,0
E10,0.07800000161000001,8852.8,37.6,infinite,blank,0
E10,0.07919999957,9147.8,37.0,infinite,blank,0
E10,0.07959999889,9443.0,37.5,infinite,blank,0
E10,0.07959999889,9738.0,37.2,infinite,blank,0
E10,0.07880000025,10033.1,37.2,infinite,blank,0
E10,0.07869999856000001,10328.2,37.6,infinite,blank,0
E10,0.0781000033,10623.3,37.1,infinite,blank,0
E10,0.07850000262,10918.4,37.6,infinite,blank,0
E10,0.07909999788,11213.5,37.1,infinite,blank,0
E10,0.08030000329,884.9,37.2,infinite,blank,0
E10,0.07829999924,11508.6,37.6,infinite,blank,0
E10,0.07989999652,11803.7,37.0,infinite,blank,0
E10,0.07909999788,12098.8,37.4,infinite,blank,0
E10,0.07949999719999999,12393.9,37.2,infinite,blank,0
E10,0.07800000161000001,12689.0,37.3,infinite,blank,0
E10,0.0800999999,12984.1,37.5,infinite,blank,0
E10,0.07829999924,13279.2,37.3,infinite,blank,0
E10,0.07850000262,13574.3,37.6,infinite,blank,0
E10,0.07930000126,13869.4,37.2,infinite,blank,0
E10,0.07789999992,14164.5,37.6,infinite,blank,0
E10,0.0802000016,1180.0,37.5,infinite,blank,0
E10,0.0800999999,14459.6,37.1,infinite,blank,0
E10,0.07949999719999999,14754.7,37.6,infinite,blank,0
E10,0.07840000092999999,15049.8,37.1,infinite,blank,0
E10,0.07940000296000001,15344.8,37.3,infinite,blank,0
E10,0.07949999719999999,15639.9,37.5,infinite,blank,0
E10,0.07789999992,15935.0,36.9,infinite,blank,0
E10,0.07890000194,16230.5,37.4,infinite,blank,0
E10,0.07779999822,16525.5,37.3,infinite,blank,0
E10,0.07980000227999999,16820.6,37.2,infinite,blank,0
E10,0.07850000262,17115.7,37.5,infinite,blank,0
E10,0.07999999821,1475.1,37.2,infinite,blank,0
E10,0.07779999822,17410.8,37.2,infinite,blank,0
E10,0.0800999999,17705.9,37.6,infinite,blank,0
E10,0.07859999686000001,18001.0,37.3,infinite,blank,0
E10,0.0802000016,18296.1,37.6,infinite,blank,0
E10,0.07909999788,18591.2,37.3,infinite,blank,0
E10,0.07800000161000001,18886.3,37.5,infinite,blank,0
E10,0.07819999754,19181.4,37.2,infinite,blank,0
E10,0.0781000033,19476.5,37.6,infinite,blank,0
E10,0.07829999924,19771.5,37.2,infinite,blank,0
E10,0.07850000262,20066.7,37.6,infinite,blank,0
E10,0.08030000329,1770.2,36.9,infinite,blank,0
E10,0.07859999686000001,20361.8,36.9,infinite,blank,0
E10,0.07970000058,20656.8,37.5,infinite,blank,0
E10,0.07819999754,20951.9,37.2,infinite,blank,0
E10,0.0781000033,21247.0,37.4,infinite,blank,0
E10,0.07779999822,21542.1,37.4,infinite,blank,0
E10,0.07859999686000001,21837.2,37.3,infinite,blank,0
E10,0.07829999924,22132.3,37.6,infinite,blank,0
E10,0.07859999686000001,22427.4,37.2,infinite,blank,0
E10,0.07850000262,22722.5,37.6,infinite,blank,0
E10,0.07890000194,23017.6,36.9,infinite,blank,0
E10,0.0802000016,2065.3,36.9,infinite,blank,0
E10,0.07909999788,23312.7,37.4,infinite,blank,0
E10,0.07819999754,23607.8,37.6,infinite,blank,0
E10,0.07900000364,23902.9,37.2,infinite,blank,0
E10,0.07859999686000001,24198.0,37.5,infinite,blank,0
E10,0.07829999924,24493.1,37.3,infinite,blank,0
E10,0.07859999686000001,24788.1,37.2,infinite,blank,0
E10,0.0781000033,25083.2,37.6,infinite,blank,0
E10,0.07989999652,25378.3,37.0,infinite,blank,0
E10,0.07819999754,25673.4,37.6,infinite,blank,0
E10,0.08030000329,25968.5,37.3,infinite,blank,0
E10,0.07869999856000001,2360.4,36.9,infinite,blank,0
E10,0.07890000194,26263.6,37.3,infinite,blank,0
E10,0.07890000194,26558.7,37.6,infinite,blank,0
E10,0.08049999923,26853.8,37.1,infinite,blank,0
E10,0.08049999923,27148.9,37.6,infinite,blank,0
E10,0.07859999686000001,27444.0,36.9,infinite,blank,0
E10,0.07880000025,27739.1,37.5,infinite,blank,0
E10,0.07840000092999999,28034.2,37.2,infinite,blank,0
E10,0.07869999856000001,28329.3,37.1,infinite,blank,0
E10,0.07980000227999999,28624.4,37.5,infinite,blank,0
E10,0.07869999856000001,28919.5,37.5,infinite,blank,0
E11,0.07800000161000001,0.0,36.5,infinite,blank,0
E11,0.07829999924,2655.5,37.1,infinite,blank,0
E11,0.07859999686000001,29214.6,37.1,infinite,blank,0
E11,0.07840000092999999,29509.7,37.6,infinite,blank,0
E11,0.07890000194,29804.8,37.2,infinite,blank,0
E11,0.07890000194,30099.9,37.3,infinite,blank,0
E11,0.07829999924,30395.0,37.6,infinite,blank,0
E11,0.07869999856000001,30690.0,37.1,infinite,blank,0
E11,0.07819999754,30985.1,37.5,infinite,blank,0
E11,0.07869999856000001,31280.2,37.5,infinite,blank,0
E11,0.07800000161000001,31575.3,37.2,infinite,blank,0
E11,0.07900000364,31870.4,37.7,infinite,blank,0
E11,0.07819999754,2950.6,37.1,infinite,blank,0
E11,0.07829999924,32165.5,37.2,infinite,blank,0
E11,0.07829999924,32460.6,37.2,infinite,blank,0
E11,0.07789999992,32755.7,37.5,infinite,blank,0
E11,0.07840000092999999,33050.8,37.5,infinite,blank,0
E11,0.0781000033,33345.9,36.9,infinite,blank,0
E11,0.07840000092999999,33641.0,37.5,infinite,blank,0
E11,0.07900000364,33936.1,37.5,infinite,blank,0
E11,0.07869999856000001,34231.2,37.0,infinite,blank,0
E11,0.07890000194,34526.3,37.4,infinite,blank,0
E11,0.07850000262,34821.4,37.6,infinite,blank,0
E11,0.07829999924,3245.7,37.3,infinite,blank,0
E11,0.07890000194,35116.5,37.1,infinite,blank,0
E11,0.07880000025,35411.6,37.5,infinite,blank,0
E11,0.07869999856000001,35706.7,37.5,infinite,blank,0
E11,0.07880000025,36001.8,36.9,infinite,blank,0
E11,0.07869999856000001,36296.9,37.4,infinite,blank,0
E11,0.07829999924,36592.0,37.6,infinite,blank,0
E11,0.07850000262,36887.1,37.0,infinite,blank,0
E11,0.07880000025,37182.1,37.4,infinite,blank,0
E11,0.07829999924,37477.2,37.5,infinite,blank,0
E11,0.0781000033,37772.3,36.9,infinite,blank,0
E11,0.07819999754,3540.8,37.4,infinite,blank,0
E11,0.07900000364,38067.4,37.3,infinite,blank,0
E11,0.07890000194,38362.5,37.6,infinite,blank,0
E11,0.07900000364,38657.6,37.0,infinite,blank,0
E11,0.07829999924,38952.7,37.2,infinite,blank,0
E11,0.0781000033,39247.8,37.6,infinite,blank,0
E11,0.07919999957,39542.9,37.0,infinite,blank,0
E11,0.07850000262,39838.0,37.3,infinite,blank,0
E11,0.07890000194,40133.1,37.6,infinite,blank,0
E11,0.07869999856000001,40428.1,37.1,infinite,blank,0
E11,0.07819999754,40723.2,37.2,infinite,blank,0
E11,0.07800000161000001,3835.8,37.6,infinite,blank,0
E11,0.07890000194,41018.3,37.5,infinite,blank,0
E11,0.07829999924,41313.4,37.3,infinite,blank,0
E11,0.07880000025,41608.5,37.0,infinite,blank,0
E11,0.07900000364,41903.6,37.4,infinite,blank,0
E11,0.07819999754,42198.7,37.5,infinite,blank,0
E11,0.07859999686000001,42493.8,37.0,infinite,blank,0
E11,0.07940000296000001,42788.9,37.4,infinite,blank,0
E11,0.0781000033,43084.0,37.6,infinite,blank,0
E11,0.07880000025,43379.1,37.0,infinite,blank,0
E11,0.07959999889,43674.2,37.3,infinite,blank,0
E11,0.07829999924,4130.9,37.1,infinite,blank,0
E11,0.07919999957,43969.2,37.4,infinite,blank,0
E11,0.07760000229,44264.3,37.6,infinite,blank,0
E11,0.07909999788,44559.4,36.9,infinite,blank,0
E11,0.07909999788,44854.5,37.4,infinite,blank,0
E11,0.07869999856000001,45149.6,37.6,infinite,blank,0
E11,0.07940000296000001,45444.7,37.1,infinite,blank,0
E11,0.07900000364,45739.8,37.2,infinite,blank,0
E11,0.07869999856000001,46034.9,37.6,infinite,blank,0
E11,0.0775000006,46330.0,37.5,infinite,blank,0
E11,0.07880000025,46625.1,36.9,infinite,blank,0
E11,0.07900000364,4426.0,37.3,infinite,blank,0
E11,0.07779999822,46920.2,37.5,infinite,blank,0
E11,0.07919999957,47215.2,37.5,infinite,blank,0
E11,0.07840000092999999,47510.3,37.1,infinite,blank,0
E11,0.07800000161000001,47805.4,37.4,infinite,blank,0
E11,0.0781000033,48100.5,37.6,infinite,blank,0
E11,0.07869999856000001,48395.6,37.1,infinite,blank,0
E11,0.07800000161000001,48690.7,37.5,infinite,blank,0
E11,0.07829999924,48985.8,37.5,infinite,blank,0
E11,0.07850000262,49280.9,37.1,infinite,blank,0
E11,0.07819999754,49576.0,37.6,infinite,blank,0
E11,0.07880000025,4721.1,37.5,infinite,blank,0
E11,0.07840000092999999,49871.0,37.5,infinite,blank,0
E11,0.07890000194,50166.1,37.2,infinite,blank,0
E11,0.07909999788,50461.2,37.7,infinite,blank,0
E11,0.07779999822,50756.3,36.9,infinite,blank,0
E11,0.0781000033,51051.4,37.4,infinite,blank,0
E11,0.07880000025,51346.5,37.5,infinite,blank,0
E11,0.07859999686000001,51641.6,36.9,infinite,blank,0
E11,0.07880000025,51936.7,37.5,infinite,blank,0
E11,0.07890000194,52231.7,37.6,infinite,blank,0
E11,0.07930000126,52526.8,37.0,infinite,blank,0
E11,0.07840000092999999,5016.2,37.4,infinite,blank,0
E11,0.07919999957,52821.9,37.4,infinite,blank,0
E11,0.07859999686000001,53117.0,37.5,infinite,blank,0
E11,0.07940000296000001,53412.1,37.2,infinite,blank,0
E11,0.07869999856000001,53707.2,37.6,infinite,blank,0
E11,0.07900000364,54002.3,37.0,infinite,blank,0
E11,0.07880000025,54297.4,37.4,infinite,blank,0
E11,0.07869999856000001,54592.5,37.6,infinite,blank,0
E11,0.07850000262,54887.6,36.9,infinite,blank,0
E11,0.07829999924,55182.7,37.6,infinite,blank,0
E11,0.07859999686000001,55477.8,37.3,infinite,blank,0
E11,0.0775000006,5311.3,37.1,infinite,blank,0
E11,0.07869999856000001,55772.8,37.2,infinite,blank,0
E11,0.07850000262,56068.0,37.6,infinite,blank,0
E11,0.07869999856000001,56363.1,36.9,infinite,blank,0
E11,0.07800000161000001,56658.1,37.4,infinite,blank,0
E11,0.07859999686000001,56953.2,37.5,infinite,blank,0
E11,0.07769999653,57248.3,37.1,infinite,blank,0
E11,0.07859999686000001,57543.4,37.6,infinite,blank,0
E11,0.07859999686000001,57838.5,37.3,infinite,blank,0
E11,0.07869999856000001,58133.6,37.2,infinite,blank,0
E11,0.0781000033,58428.7,37.6,infinite,blank,0
E11,0.07789999992,294.8,37.3,infinite,blank,0
E11,0.07880000025,5606.4,37.5,infinite,blank,0
E11,0.07819999754,58723.8,36.9,infinite,blank,0
E11,0.07880000025,59018.9,37.5,infinite,blank,0
E11,0.07880000025,59314.0,37.3,infinite,blank,0
E11,0.07829999924,59609.1,37.3,infinite,blank,0
E11,0.07840000092999999,59904.2,37.6,infinite,blank,0
E11,0.07779999822,60199.3,37.4,infinite,blank,0
E11,0.07850000262,60494.4,37.3,infinite,blank,0
E11,0.07919999957,60789.4,37.5,infinite,blank,0
E11,0.07850000262,61084.5,37.2,infinite,blank,0
E11,0.07890000194,61379.6,37.3,infinite,blank,0
E11,0.07880000025,5901.5,37.2,infinite,blank,0
E11,0.07869999856000001,61674.7,37.5,infinite,blank,0
E11,0.07829999924,61969.8,37.0,infinite,blank,0
E11,0.07800000161000001,62264.9,37.5,infinite,blank,0
E11,0.07900000364,62560.0,37.3,infinite,blank,0
E11,0.07900000364,62855.1,37.4,infinite,blank,0
E11,0.07859999686000001,63150.2,37.6,infinite,blank,0
E11,0.07829999924,63445.3,37.2,infinite,blank,0
E11,0.07890000194,63740.4,37.6,infinite,blank,0
E11,0.07859999686000001,64035.5,37.0,infinite,blank,0
E11,0.07840000092999999,64330.6,37.6,infinite,blank,0
E11,0.07840000092999999,6196.6,37.2,infinite,blank,0
E11,0.07760000229,64625.7,36.9,infinite,blank,0
E11,0.07800000161000001,64920.8,37.4,infinite,blank,0
E11,0.07850000262,65215.9,37.4,infinite,blank,0
E11,0.07760000229,65510.9,37.1,infinite,blank,0
E11,0.07930000126,65806.0,37.6,infinite,blank,0
E11,0.07859999686000001,66101.1,37.0,infinite,blank,0
E11,0.07850000262,66396.2,37.6,infinite,blank,0
E11,0.07800000161000001,66691.3,37.1,infinite,blank,0
E11,0.07850000262,66986.4,37.6,infinite,blank,0
E11,0.0773999989,67281.5,36.9,infinite,blank,0
E11,0.07819999754,6491.7,37.6,infinite,blank,0
E11,0.07859999686000001,67576.6,37.6,infinite,blank,0
E11,0.07900000364,67871.7,36.9,infinite,blank,0
E11,0.07880000025,68166.8,37.6,infinite,blank,0
E11,0.07880000025,68461.9,36.9,infinite,blank,0
E11,0.07819999754,68757.0,37.6,infinite,blank,0
E11,0.07829999924,69052.1,36.9,infinite,blank,0
E11,0.07890000194,69347.2,37.6,infinite,blank,0
E11,0.07840000092999999,69642.2,37.0,infinite,blank,0
E11,0.07869999856000001,69937.3,37.5,infinite,blank,0
E11,0.07840000092999999,70232.4,37.1,infinite,blank,0
E11,0.07829999924,6786.8,37.0,infinite,blank,0
E11,0.07880000025,70527.5,37.3,infinite,blank,0
E11,0.07819999754,70822.6,37.6,infinite,blank,0
E11,0.07890000194,71117.7,37.2,infinite,blank,0
E11,0.0775000006,71412.8,37.6,infinite,blank,0
E11,0.07900000364,71707.9,36.9,infinite,blank,0
E11,0.07829999924,72003.0,37.5,infinite,blank,0
E11,0.07819999754,72298.1,37.2,infinite,blank,0
E11,0.07930000126,72593.2,37.4,infinite,blank,0
E11,0.07880000025,72888.3,37.2,infinite,blank,0
E11,0.07880000025,73183.3,37.5,infinite,blank,0
E11,0.07800000161000001,7081.9,37.3,infinite,blank,0
E11,0.07829999924,73478.4,37.1,infinite,blank,0
E11,0.07829999924,73773.5,37.4,infinite,blank,0
E11,0.07890000194,74068.6,37.3,infinite,blank,0
E11,0.07829999924,74363.7,37.4,infinite,blank,0
E11,0.07859999686000001,74658.8,37.5,infinite,blank,0
E11,0.07850000262,74953.9,37.0,infinite,blank,0
E11,0.07789999992,75249.0,37.6,infinite,blank,0
E11,0.07819999754,75544.1,37.3,infinite,blank,0
E11,0.07789999992,75839.2,37.4,infinite,blank,0
E11,0.07890000194,76134.3,37.6,infinite,blank,0
E11,0.07859999686000001,7377.0,37.6,infinite,blank,0
E11,0.07880000025,76429.3,37.2,infinite,blank,0
E11,0.07900000364,76724.4,37.5,infinite,blank,0
E11,0.07859999686000001,77019.5,37.1,infinite,blank,0
E11,0.07850000262,77314.6,37.5,infinite,blank,0
E11,0.07819999754,77609.7,37.5,infinite,blank,0
E11,0.07869999856000001,77904.8,37.1,infinite,blank,0
E11,0.07779999822,78199.9,37.6,infinite,blank,0
E11,0.07850000262,78495.0,36.9,infinite,blank,0
E11,0.07829999924,78790.1,37.6,infinite,blank,0
E11,0.07880000025,79085.1,37.4,infinite,blank,0
E11,0.0781000033,7672.0,36.9,infinite,blank,0
E11,0.07890000194,79380.2,37.1,infinite,blank,0
E11,0.07859999686000001,79675.3,37.6,infinite,blank,0
E11,0.07880000025,79970.4,37.0,infinite,blank,0
E11,0.07819999754,80265.5,37.4,infinite,blank,0
E11,0.07789999992,80560.6,37.5,infinite,blank,0
E11,0.07850000262,80855.7,37.2,infinite,blank,0
E11,0.07900000364,81150.8,37.6,infinite,blank,0
E11,0.07660000026000001,81445.8,36.9,infinite,blank,0
E11,0.07840000092999999,81740.9,37.4,infinite,blank,0
E11,0.07850000262,82036.0,37.3,infinite,blank,0
E11,0.07789999992,7967.2,37.5,infinite,blank,0
E11,0.07859999686000001,82331.1,37.2,infinite,blank,0
E11,0.0781000033,82626.2,37.6,infinite,blank,0
E11,0.07850000262,82921.3,37.2,infinite,blank,0
E11,0.07840000092999999,83216.4,37.6,infinite,blank,0
E11,0.07779999822,83511.5,37.0,infinite,blank,0
E11,0.07840000092999999,83806.6,37.3,infinite,blank,0
E11,0.07850000262,84101.7,37.6,infinite,blank,0
E11,0.07890000194,84396.7,37.0,infinite,blank,0
E11,0.07869999856000001,84691.8,37.4,infinite,blank,0
E11,0.07880000025,84986.9,37.5,infinite,blank,0
E11,0.07829999924,8262.2,37.3,infinite,blank,0
E11,0.07869999856000001,85282.0,37.1,infinite,blank,0
E11,0.07919999957,85577.1,37.6,infinite,blank,0
E11,0.07900000364,85872.2,37.0,infinite,blank,0
E11,0.07880000025,86167.3,37.5,infinite,blank,0
E11,0.07890000194,86462.4,37.3,infinite,blank,0
E11,0.07859999686000001,86757.5,37.4,infinite,blank,0
E11,0.07819999754,589.8,37.1,infinite,blank,0
E11,0.07789999992,8557.7,37.2,infinite,blank,0
E11,0.07829999924,8852.8,37.6,infinite,blank,0
E11,0.07880000025,9147.8,37.0,infinite,blank,0
E11,0.07840000092999999,9443.0,37.5,infinite,blank,0
E11,0.07829999924,9738.0,37.2,infinite,blank,0
E11,0.07840000092999999,10033.1,37.2,infinite,blank,0
E11,0.07890000194,10328.2,37.6,infinite,blank,0
E11,0.07869999856000001,10623.3,37.1,infinite,blank,0
E11,0.07760000229,10918.4,37.6,infinite,blank,0
E11,0.07900000364,11213.5,37.1,infinite,blank,0
E11,0.07819999754,884.9,37.2,infinite,blank,0
E11,0.07850000262,11508.6,37.6,infinite,blank,0
E11,0.07869999856000001,11803.7,37.0,infinite,blank,0
E11,0.07829999924,12098.8,37.4,infinite,blank,0
E11,0.07869999856000001,12393.9,37.2,infinite,blank,0
E11,0.07829999924,12689.0,37.3,infinite,blank,0
E11,0.07869999856000001,12984.1,37.5,infinite,blank,0
E11,0.0781000033,13279.2,37.3,infinite,blank,0
E11,0.07840000092999999,13574.3,37.6,infinite,blank,0
E11,0.07880000025,13869.4,37.2,infinite,blank,0
E11,0.07869999856000001,14164.5,37.6,infinite,blank,0
E11,0.07840000092999999,1180.0,37.5,infinite,blank,0
E11,0.07880000025,14459.6,37.1,infinite,blank,0
E11,0.07880000025,14754.7,37.6,infinite,blank,0
E11,0.07769999653,15049.8,37.1,infinite,blank,0
E11,0.07869999856000001,15344.8,37.3,infinite,blank,0
E11,0.0781000033,15639.9,37.5,infinite,blank,0
E11,0.07890000194,15935.0,36.9,infinite,blank,0
E11,0.07789999992,16230.5,37.4,infinite,blank,0
E11,0.07859999686000001,16525.5,37.3,infinite,blank,0
E11,0.07769999653,16820.6,37.2,infinite,blank,0
E11,0.07850000262,17115.7,37.5,infinite,blank,0
E11,0.0781000033,1475.1,37.2,infinite,blank,0
E11,0.07829999924,17410.8,37.2,infinite,blank,0
E11,0.07919999957,17705.9,37.6,infinite,blank,0
E11,0.07900000364,18001.0,37.3,infinite,blank,0
E11,0.07829999924,18296.1,37.6,infinite,blank,0
E11,0.07840000092999999,18591.2,37.3,infinite,blank,0
E11,0.07919999957,18886.3,37.5,infinite,blank,0
E11,0.07869999856000001,19181.4,37.2,infinite,blank,0
E11,0.07880000025,19476.5,37.6,infinite,blank,0
E11,0.07829999924,19771.5,37.2,infinite,blank,0
E11,0.07880000025,20066.7,37.6,infinite,blank,0
E11,0.07829999924,1770.2,36.9,infinite,blank,0
E11,0.07829999924,20361.8,36.9,infinite,blank,0
E11,0.07919999957,20656.8,37.5,infinite,blank,0
E11,0.07779999822,20951.9,37.2,infinite,blank,0
E11,0.07869999856000001,21247.0,37.4,infinite,blank,0
E11,0.07859999686000001,21542.1,37.4,infinite,blank,0
E11,0.07829999924,21837.2,37.3,infinite,blank,0
E11,0.07829999924,22132.3,37.6,infinite,blank,0
E11,0.07829999924,22427.4,37.2,infinite,blank,0
E11,0.07880000025,22722.5,37.6,infinite,blank,0
E11,0.07869999856000001,23017.6,36.9,infinite,blank,0
E11,0.07829999924,2065.3,36.9,infinite,blank,0
E11,0.07840000092999999,23312.7,37.4,infinite,blank,0
E11,0.07850000262,23607.8,37.6,infinite,blank,0
E11,0.07869999856000001,23902.9,37.2,infinite,blank,0
E11,0.07869999856000001,24198.0,37.5,infinite,blank,0
E11,0.0781000033,24493.1,37.3,infinite,blank,0
E11,0.07850000262,24788.1,37.2,infinite,blank,0
E11,0.07850000262,25083.2,37.6,infinite,blank,0
E11,0.07930000126,25378.3,37.0,infinite,blank,0
E11,0.07850000262,25673.4,37.6,infinite,blank,0
E11,0.07850000262,25968.5,37.3,infinite,blank,0
E11,0.07789999992,2360.4,36.9,infinite,blank,0
E11,0.07890000194,26263.6,37.3,infinite,blank,0
E11,0.0781000033,26558.7,37.6,infinite,blank,0
E11,0.0781000033,26853.8,37.1,infinite,blank,0
E11,0.07919999957,27148.9,37.6,infinite,blank,0
E11,0.07850000262,27444.0,36.9,infinite,blank,0
E11,0.07869999856000001,27739.1,37.5,infinite,blank,0
E11,0.07850000262,28034.2,37.2,infinite,blank,0
E11,0.07880000025,28329.3,37.1,infinite,blank,0
E11,0.07880000025,28624.4,37.5,infinite,blank,0
E11,0.07880000025,28919.5,37.5,infinite,blank,0
E2,0.07819999754,0.0,36.5,infinite,blank,0
E2,0.0781000033,2655.5,37.1,infinite,blank,0
E2,0.07800000161000001,29214.6,37.1,infinite,blank,0
E2,0.07789999992,29509.7,37.6,infinite,blank,0
E2,0.0781000033,29804.8,37.2,infinite,blank,0
E2,0.07800000161000001,30099.9,37.3,infinite,blank,0
E2,0.07779999822,30395.0,37.6,infinite,blank,0
E2,0.07800000161000001,30690.0,37.1,infinite,blank,0
E2,0.07789999992,30985.1,37.5,infinite,blank,0
E2,0.0781000033,31280.2,37.5,infinite,blank,0
E2,0.07760000229,31575.3,37.2,infinite,blank,0
E2,0.0781000033,31870.4,37.7,infinite,blank,0
E2,0.07829999924,2950.6,37.1,infinite,blank,0
E2,0.0775000006,32165.5,37.2,infinite,blank,0
E2,0.07779999822,32460.6,37.2,infinite,blank,0
E2,0.07760000229,32755.7,37.5,infinite,blank,0
E2,0.07769999653,33050.8,37.5,infinite,blank,0
E2,0.07800000161000001,33345.9,36.9,infinite,blank,0
E2,0.07779999822,33641.0,37.5,infinite,blank,0
E2,0.07800000161000001,33936.1,37.5,infinite,blank,0
E2,0.07800000161000001,34231.2,37.0,infinite,blank,0
E2,0.07789999992,34526.3,37.4,infinite,blank,0
E2,0.07779999822,34821.4,37.6,infinite,blank,0
E2,0.07800000161000001,3245.7,37.3,infinite,blank,0
E2,0.07769999653,35116.5,37.1,infinite,blank,0
E2,0.0781000033,35411.6,37.5,infinite,blank,0
E2,0.07789999992,35706.7,37.5,infinite,blank,0
E2,0.07789999992,36001.8,36.9,infinite,blank,0
E2,0.07800000161000001,36296.9,37.4,infinite,blank,0
E2,0.07819999754,36592.0,37.6,infinite,blank,0
E2,0.07779999822,36887.1,37.0,infinite,blank,0
E2,0.07789999992,37182.1,37.4,infinite,blank,0
E2,0.07769999653,37477.2,37.5,infinite,blank,0
E2,0.07789999992,37772.3,36.9,infinite,blank,0
E2,0.07829999924,3540.8,37.4,infinite,blank,0
E2,0.07789999992,38067.4,37.3,infinite,blank,0
E2,0.07800000161000001,38362.5,37.6,infinite,blank,0
