well,od_600nm,time_s,temp_C,strain,medium,replicate
C10,0.07760000229,0.0,22.3,blank,blank,1
C10,0.07720000297,2470.9,39.6,blank,blank,1
C10,0.07729999721,27184.3,39.1,blank,blank,1
C10,0.0773999989,27458.8,39.7,blank,blank,1
C10,0.07720000297,27733.4,39.1,blank,blank,1
C10,0.07729999721,28008.0,39.7,blank,blank,1
C10,0.07720000297,28282.6,39.0,blank,blank,1
C10,0.0773999989,28557.2,39.7,blank,blank,1
C10,0.0773999989,28831.8,39.1,blank,blank,1
C10,0.07720000297,29106.5,39.7,blank,blank,1
C10,0.0773999989,29381.1,39.0,blank,blank,1
C10,0.0773999989,29655.7,39.6,blank,blank,1
C10,0.07720000297,2745.5,39.6,blank,blank,1
C10,0.0773999989,29930.3,39.1,blank,blank,1
C10,0.07729999721,30204.9,39.5,blank,blank,1
C10,0.07729999721,30479.5,39.5,blank,blank,1
C10,0.07729999721,30754.1,39.6,blank,blank,1
C10,0.07720000297,31028.6,39.3,blank,blank,1
C10,0.07710000128,31303.2,39.6,blank,blank,1
C10,0.07710000128,31577.8,39.4,blank,blank,1
C10,0.07729999721,31852.4,39.5,blank,blank,1
C10,0.07710000128,32127.0,39.5,blank,blank,1
C10,0.0773999989,32401.6,39.2,blank,blank,1
C10,0.07729999721,3020.1,39.6,blank,blank,1
C10,0.07699999957999999,32676.2,39.7,blank,blank,1
C10,0.0773999989,32950.8,39.1,blank,blank,1
C10,0.07729999721,33225.4,39.7,blank,blank,1
C10,0.07710000128,33500.0,39.1,blank,blank,1
C10,0.07710000128,33774.6,39.6,blank,blank,1
C10,0.0773999989,34049.1,39.3,blank,blank,1
C10,0.07720000297,34323.7,39.5,blank,blank,1
C10,0.07720000297,34598.3,39.4,blank,blank,1
C10,0.0775000006,34872.9,39.5,blank,blank,1
C10,0.07729999721,35147.5,39.4,blank,blank,1
C10,0.07720000297,3294.7,39.5,blank,blank,1
C10,0.07699999957999999,35422.1,39.4,blank,blank,1
C10,0.07720000297,35696.7,39.6,blank,blank,1
C10,0.07720000297,35971.6,39.3,blank,blank,1
C10,0.07710000128,36246.2,39.7,blank,blank,1
C10,0.07720000297,36520.7,39.1,blank,blank,1
C10,0.07710000128,36795.3,39.6,blank,blank,1
C10,0.07710000128,37070.1,39.2,blank,blank,1
C10,0.07720000297,37344.7,39.6,blank,blank,1
C10,0.07729999721,37619.3,39.5,blank,blank,1
C10,0.07720000297,37893.9,39.6,blank,blank,1
C10,0.07729999721,3569.3,39.4,blank,blank,1
C10,0.07710000128,38168.5,39.5,blank,blank,1
C10,0.0773999989,38443.1,39.5,blank,blank,1
C10,0.07729999721,38717.6,39.5,blank,blank,1
C10,0.07729999721,38992.2,39.4,blank,blank,1
C10,0.07729999721,39266.8,39.6,blank,blank,1
C10,0.07699999957999999,39541.4,39.3,blank,blank,1
C10,0.07710000128,39816.0,39.7,blank,blank,1
C10,0.07729999721,40090.6,39.4,blank,blank,1
C10,0.07720000297,40365.2,39.7,blank,blank,1
C10,0.07720000297,40639.8,39.1,blank,blank,1
C10,0.0773999989,3843.9,39.1,blank,blank,1
C10,0.0773999989,40914.4,39.7,blank,blank,1
C10,0.07729999721,41189.0,39.2,blank,blank,1
C10,0.07729999721,41463.5,39.7,blank,blank,1
C10,0.0773999989,41738.1,39.1,blank,blank,1
C10,0.0773999989,42012.7,39.5,blank,blank,1
C10,0.07720000297,42287.3,39.4,blank,blank,1
C10,0.07720000297,42561.9,39.4,blank,blank,1
C10,0.07720000297,42836.5,39.7,blank,blank,1
C10,0.07720000297,43111.1,39.2,blank,blank,1
C10,0.0773999989,43385.7,39.7,blank,blank,1
C10,0.07729999721,4118.5,39.0,blank,blank,1
C10,0.07710000128,43660.3,39.2,blank,blank,1
C10,0.0773999989,43934.8,39.8,blank,blank,1
C10,0.07710000128,44209.4,39.3,blank,blank,1
C10,0.07729999721,44484.0,39.7,blank,blank,1
C10,0.07720000297,44758.7,39.1,blank,blank,1
C10,0.07720000297,45033.3,39.7,blank,blank,1
C10,0.07729999721,45308.0,39.0,blank,blank,1
C10,0.07720000297,45582.6,39.7,blank,blank,1
C10,0.0773999989,45857.1,39.0,blank,blank,1
C10,0.07729999721,46131.7,39.7,blank,blank,1
C10,0.07710000128,4393.1,39.4,blank,blank,1
C10,0.0775000006,46406.3,39.1,blank,blank,1
C10,0.07710000128,46680.9,39.7,blank,blank,1
C10,0.07729999721,46955.5,39.1,blank,blank,1
C10,0.07720000297,47230.1,39.7,blank,blank,1
C10,0.07720000297,47504.6,39.0,blank,blank,1
C10,0.07720000297,47779.2,39.6,blank,blank,1
C10,0.07720000297,48053.8,39.2,blank,blank,1
C10,0.07729999721,48328.4,39.6,blank,blank,1
C10,0.07699999957999999,48603.0,39.1,blank,blank,1
C10,0.07720000297,48877.6,39.7,blank,blank,1
C10,0.07729999721,4667.7,39.6,blank,blank,1
C10,0.07720000297,49152.1,39.1,blank,blank,1
C10,0.07720000297,49426.7,39.7,blank,blank,1
C10,0.07710000128,49701.3,39.1,blank,blank,1
C10,0.07710000128,49975.9,39.6,blank,blank,1
C10,0.07710000128,50250.5,39.2,blank,blank,1
C10,0.07720000297,50525.1,39.7,blank,blank,1
C10,0.07729999721,50799.7,39.1,blank,blank,1
C10,0.07729999721,51074.2,39.7,blank,blank,1
C10,0.07720000297,51348.8,39.1,blank,blank,1
C10,0.07720000297,51623.4,39.6,blank,blank,1
C10,0.07729999721,4942.3,39.6,blank,blank,1
C10,0.07720000297,51898.0,39.2,blank,blank,1
C10,0.07699999957999999,52172.6,39.7,blank,blank,1
C10,0.07710000128,52447.2,39.0,blank,blank,1
C10,0.07699999957999999,52721.8,39.7,blank,blank,1
C10,0.07720000297,52996.4,39.0,blank,blank,1
C10,0.07699999957999999,53271.0,39.7,blank,blank,1
C10,0.07720000297,53545.6,39.1,blank,blank,1
C10,0.07729999721,53820.1,39.7,blank,blank,1
C10,0.07710000128,54094.7,39.0,blank,blank,1
C10,0.07720000297,54369.3,39.6,blank,blank,1
C10,0.0773999989,274.2,36.4,blank,blank,1
C10,0.07729999721,5216.8,39.1,blank,blank,1
C10,0.07720000297,54643.9,39.1,blank,blank,1
C10,0.07729999721,54918.5,39.5,blank,blank,1
C10,0.07720000297,55193.1,39.5,blank,blank,1
C10,0.07720000297,55467.7,39.2,blank,blank,1
C10,0.07710000128,55742.3,39.8,blank,blank,1
C10,0.07729999721,56016.9,39.2,blank,blank,1
C10,0.07729999721,56291.5,39.8,blank,blank,1
C10,0.07720000297,56566.0,39.1,blank,blank,1
C10,0.0773999989,56840.6,39.6,blank,blank,1
C10,0.0773999989,57115.2,39.1,blank,blank,1
C10,0.07729999721,5491.4,39.2,blank,blank,1
C10,0.0775000006,57389.8,39.5,blank,blank,1
C10,0.07729999721,5766.0,39.6,blank,blank,1
C10,0.07729999721,6040.6,39.5,blank,blank,1
C10,0.07720000297,6315.2,39.1,blank,blank,1
C10,0.07720000297,6589.8,39.6,blank,blank,1
C10,0.07729999721,6864.4,39.5,blank,blank,1
C10,0.07699999957999999,7139.0,39.0,blank,blank,1
C10,0.07729999721,7413.6,39.4,blank,blank,1
C10,0.07720000297,7688.2,39.7,blank,blank,1
C10,0.0773999989,548.8,39.4,blank,blank,1
C10,0.07729999721,7962.7,39.0,blank,blank,1
C10,0.07710000128,8237.3,39.5,blank,blank,1
C10,0.0773999989,8511.9,39.7,blank,blank,1
C10,0.07710000128,8786.5,39.1,blank,blank,1
C10,0.07720000297,9061.1,39.6,blank,blank,1
C10,0.07710000128,9335.7,39.2,blank,blank,1
C10,0.0773999989,9610.2,39.4,blank,blank,1
C10,0.07760000229,9884.8,39.7,blank,blank,1
C10,0.0773999989,10159.4,39.2,blank,blank,1
C10,0.07720000297,10434.0,39.8,blank,blank,1
C10,0.07720000297,823.4,39.4,blank,blank,1
C10,0.07729999721,10708.6,39.1,blank,blank,1
C10,0.07729999721,10983.2,39.8,blank,blank,1
C10,0.07720000297,11257.8,39.1,blank,blank,1
C10,0.07729999721,11532.4,39.6,blank,blank,1
C10,0.07729999721,11807.0,39.1,blank,blank,1
C10,0.0775000006,12081.5,39.2,blank,blank,1
C10,0.0773999989,12356.1,39.7,blank,blank,1
C10,0.07729999721,12630.7,39.1,blank,blank,1
C10,0.07760000229,12905.3,39.5,blank,blank,1
C10,0.07710000128,13179.9,39.7,blank,blank,1
C10,0.07729999721,1098.0,38.9,blank,blank,1
C10,0.0773999989,13454.5,39.2,blank,blank,1
C10,0.07720000297,13729.1,39.7,blank,blank,1
C10,0.07729999721,14003.7,39.1,blank,blank,1
C10,0.07720000297,14278.3,39.6,blank,blank,1
C10,0.07720000297,14552.8,39.7,blank,blank,1
C10,0.07720000297,14827.4,39.3,blank,blank,1
C10,0.07710000128,15102.0,39.6,blank,blank,1
C10,0.07720000297,15376.6,39.1,blank,blank,1
C10,0.07699999957999999,15651.2,39.6,blank,blank,1
C10,0.07729999721,15925.8,39.1,blank,blank,1
C10,0.07729999721,1372.6,39.0,blank,blank,1
C10,0.07689999789,16200.4,39.5,blank,blank,1
C10,0.07720000297,16475.0,39.6,blank,blank,1
C10,0.07720000297,16749.6,39.5,blank,blank,1
C10,0.07720000297,17024.2,39.1,blank,blank,1
C10,0.07710000128,17298.8,39.5,blank,blank,1
C10,0.07729999721,17573.3,39.5,blank,blank,1
C10,0.07729999721,17847.9,39.5,blank,blank,1
C10,0.07729999721,18122.5,39.5,blank,blank,1
C10,0.0773999989,18397.1,39.4,blank,blank,1
C10,0.0773999989,18671.7,39.6,blank,blank,1
C10,0.07729999721,1647.2,39.3,blank,blank,1
C10,0.0773999989,18946.3,39.4,blank,blank,1
C10,0.07729999721,19220.9,39.7,blank,blank,1
C10,0.07729999721,19495.5,39.3,blank,blank,1
C10,0.07729999721,19770.1,39.6,blank,blank,1
C10,0.07729999721,20044.7,39.1,blank,blank,1
C10,0.07729999721,20319.2,39.7,blank,blank,1
C10,0.07720000297,20593.8,39.5,blank,blank,1
C10,0.07729999721,20868.4,39.7,blank,blank,1
C10,0.07729999721,21143.0,39.1,blank,blank,1
C10,0.07729999721,21417.6,39.8,blank,blank,1
C10,0.07729999721,1921.7,39.5,blank,blank,1
C10,0.07720000297,21692.2,39.1,blank,blank,1
C10,0.07729999721,21966.8,39.8,blank,blank,1
C10,0.07710000128,22241.4,39.2,blank,blank,1
C10,0.0773999989,22516.0,39.7,blank,blank,1
C10,0.07729999721,22790.6,39.4,blank,blank,1
C10,0.07729999721,23065.2,39.5,blank,blank,1
C10,0.07720000297,23339.7,39.3,blank,blank,1
C10,0.07729999721,23614.3,39.6,blank,blank,1
C10,0.0773999989,23889.2,39.1,blank,blank,1
C10,0.07699999957999999,24163.8,39.7,blank,blank,1
C10,0.07720000297,2196.3,39.6,blank,blank,1
C10,0.07710000128,24438.3,39.0,blank,blank,1
C10,0.07720000297,24712.9,39.7,blank,blank,1
C10,0.07710000128,24987.5,39.1,blank,blank,1
C10,0.07710000128,25262.1,39.8,blank,blank,1
C10,0.07720000297,25536.7,39.2,blank,blank,1
C10,0.07699999957999999,25811.3,39.7,blank,blank,1
C10,0.07720000297,26085.9,39.1,blank,blank,1
C10,0.07729999721,26360.5,39.7,blank,blank,1
C10,0.07710000128,26635.1,39.1,blank,blank,1
C10,0.07729999721,26909.7,39.7,blank,blank,1
C3,0.0773999989,0.0,22.3,blank,blank,2
C3,0.07689999789,2470.9,39.6,blank,blank,2
C3,0.07670000196,27184.3,39.1,blank,blank,2
C3,0.07670000196,27458.8,39.7,blank,blank,2
C3,0.07670000196,27733.4,39.1,blank,blank,2
C3,0.07689999789,28008.0,39.7,blank,blank,2
C3,0.07680000365,28282.6,39.0,blank,blank,2
C3,0.07680000365,28557.2,39.7,blank,blank,2
C3,0.07680000365,28831.8,39.1,blank,blank,2
C3,0.07680000365,29106.5,39.7,blank,blank,2
C3,0.07689999789,29381.1,39.0,blank,blank,2
C3,0.07689999789,29655.7,39.6,blank,blank,2
C3,0.07720000297,2745.5,39.6,blank,blank,2
C3,0.07680000365,29930.3,39.1,blank,blank,2
C3,0.07680000365,30204.9,39.5,blank,blank,2
C3,0.07680000365,30479.5,39.5,blank,blank,2
C3,0.07670000196,30754.1,39.6,blank,blank,2
C3,0.07680000365,31028.6,39.3,blank,blank,2
C3,0.07689999789,31303.2,39.6,blank,blank,2
C3,0.07680000365,31577.8,39.4,blank,blank,2
C3,0.07680000365,31852.4,39.5,blank,blank,2
C3,0.07660000026000001,32127.0,39.5,blank,blank,2
C3,0.07689999789,32401.6,39.2,blank,blank,2
C3,0.07720000297,3020.1,39.6,blank,blank,2
C3,0.07680000365,32676.2,39.7,blank,blank,2
C3,0.07680000365,32950.8,39.1,blank,blank,2
C3,0.07689999789,33225.4,39.7,blank,blank,2
C3,0.07660000026000001,33500.0,39.1,blank,blank,2
C3,0.07689999789,33774.6,39.6,blank,blank,2
C3,0.07670000196,34049.1,39.3,blank,blank,2
C3,0.07680000365,34323.7,39.5,blank,blank,2
C3,0.07670000196,34598.3,39.4,blank,blank,2
C3,0.07680000365,34872.9,39.5,blank,blank,2
C3,0.07670000196,35147.5,39.4,blank,blank,2
C3,0.07720000297,3294.7,39.5,blank,blank,2
C3,0.07660000026000001,35422.1,39.4,blank,blank,2
C3,0.07670000196,35696.7,39.6,blank,blank,2
C3,0.07689999789,35971.6,39.3,blank,blank,2
C3,0.07670000196,36246.2,39.7,blank,blank,2
C3,0.07689999789,36520.7,39.1,blank,blank,2
C3,0.07680000365,36795.3,39.6,blank,blank,2
C3,0.07660000026000001,37070.1,39.2,blank,blank,2
C3,0.07680000365,37344.7,39.6,blank,blank,2
C3,0.07670000196,37619.3,39.5,blank,blank,2
C3,0.07670000196,37893.9,39.6,blank,blank,2
C3,0.07710000128,3569.3,39.4,blank,blank,2
C3,0.07670000196,38168.5,39.5,blank,blank,2
C3,0.07680000365,38443.1,39.5,blank,blank,2
C3,0.07670000196,38717.6,39.5,blank,blank,2
C3,0.07670000196,38992.2,39.4,blank,blank,2
C3,0.07680000365,39266.8,39.6,blank,blank,2
C3,0.07660000026000001,39541.4,39.3,blank,blank,2
C3,0.07680000365,39816.0,39.7,blank,blank,2
C3,0.07680000365,40090.6,39.4,blank,blank,2
C3,0.07680000365,40365.2,39.7,blank,blank,2
C3,0.07670000196,40639.8,39.1,blank,blank,2
C3,0.07710000128,3843.9,39.1,blank,blank,2
C3,0.07680000365,40914.4,39.7,blank,blank,2
C3,0.07680000365,41189.0,39.2,blank,blank,2
C3,0.07680000365,41463.5,39.7,blank,blank,2
C3,0.07689999789,41738.1,39.1,blank,blank,2
C3,0.07699999957999999,42012.7,39.5,blank,blank,2
C3,0.07670000196,42287.3,39.4,blank,blank,2
C3,0.07680000365,42561.9,39.4,blank,blank,2
C3,0.07680000365,42836.5,39.7,blank,blank,2
C3,0.07689999789,43111.1,39.2,blank,blank,2
C3,0.07689999789,43385.7,39.7,blank,blank,2
C3,0.07699999957999999,4118.5,39.0,blank,blank,2
C3,0.07680000365,43660.3,39.2,blank,blank,2
C3,0.07689999789,43934.8,39.8,blank,blank,2
C3,0.07680000365,44209.4,39.3,blank,blank,2
C3,0.07689999789,44484.0,39.7,blank,blank,2
C3,0.07680000365,44758.7,39.1,blank,blank,2
C3,0.07680000365,45033.3,39.7,blank,blank,2
C3,0.07699999957999999,45308.0,39.0,blank,blank,2
C3,0.07689999789,45582.6,39.7,blank,blank,2
C3,0.07680000365,45857.1,39.0,blank,blank,2
C3,0.07689999789,46131.7,39.7,blank,blank,2
C3,0.07710000128,4393.1,39.4,blank,blank,2
C3,0.07699999957999999,46406.3,39.1,blank,blank,2
C3,0.07680000365,46680.9,39.7,blank,blank,2
C3,0.07680000365,46955.5,39.1,blank,blank,2
C3,0.07689999789,47230.1,39.7,blank,blank,2
C3,0.07670000196,47504.6,39.0,blank,blank,2
C3,0.07699999957999999,47779.2,39.6,blank,blank,2
C3,0.07699999957999999,48053.8,39.2,blank,blank,2
C3,0.07689999789,48328.4,39.6,blank,blank,2
C3,0.07680000365,48603.0,39.1,blank,blank,2
C3,0.07689999789,48877.6,39.7,blank,blank,2
C3,0.07710000128,4667.7,39.6,blank,blank,2
C3,0.07689999789,49152.1,39.1,blank,blank,2
C3,0.07689999789,49426.7,39.7,blank,blank,2
C3,0.07689999789,49701.3,39.1,blank,blank,2
C3,0.07689999789,49975.9,39.6,blank,blank,2
C3,0.07689999789,50250.5,39.2,blank,blank,2
C3,0.07699999957999999,50525.1,39.7,blank,blank,2
C3,0.07689999789,50799.7,39.1,blank,blank,2
C3,0.07689999789,51074.2,39.7,blank,blank,2
C3,0.07680000365,51348.8,39.1,blank,blank,2
C3,0.07680000365,51623.4,39.6,blank,blank,2
C3,0.07689999789,4942.3,39.6,blank,blank,2
C3,0.07689999789,51898.0,39.2,blank,blank,2
C3,0.07680000365,52172.6,39.7,blank,blank,2
C3,0.07680000365,52447.2,39.0,blank,blank,2
C3,0.07680000365,52721.8,39.7,blank,blank,2
C3,0.07689999789,52996.4,39.0,blank,blank,2
C3,0.07670000196,53271.0,39.7,blank,blank,2
C3,0.07689999789,53545.6,39.1,blank,blank,2
C3,0.07660000026000001,53820.1,39.7,blank,blank,2
C3,0.07680000365,54094.7,39.0,blank,blank,2
C3,0.07680000365,54369.3,39.6,blank,blank,2
C3,0.07720000297,274.2,36.4,blank,blank,2
C3,0.07710000128,5216.8,39.1,blank,blank,2
C3,0.07680000365,54643.9,39.1,blank,blank,2
C3,0.07680000365,54918.5,39.5,blank,blank,2
C3,0.07689999789,55193.1,39.5,blank,blank,2
C3,0.07689999789,55467.7,39.2,blank,blank,2
C3,0.07680000365,55742.3,39.8,blank,blank,2
C3,0.07689999789,56016.9,39.2,blank,blank,2
C3,0.07689999789,56291.5,39.8,blank,blank,2
C3,0.07689999789,56566.0,39.1,blank,blank,2
C3,0.07689999789,56840.6,39.6,blank,blank,2
C3,0.07699999957999999,57115.2,39.1,blank,blank,2
C3,0.07710000128,5491.4,39.2,blank,blank,2
C3,0.07699999957999999,57389.8,39.5,blank,blank,2
C3,0.07699999957999999,5766.0,39.6,blank,blank,2
C3,0.07699999957999999,6040.6,39.5,blank,blank,2
C3,0.07699999957999999,6315.2,39.1,blank,blank,2
C3,0.07689999789,6589.8,39.6,blank,blank,2
C3,0.07689999789,6864.4,39.5,blank,blank,2
C3,0.07689999789,7139.0,39.0,blank,blank,2
C3,0.07670000196,7413.6,39.4,blank,blank,2
C3,0.07699999957999999,7688.2,39.7,blank,blank,2
C3,0.0775000006,548.8,39.4,blank,blank,2
C3,0.07689999789,7962.7,39.0,blank,blank,2
C3,0.07680000365,8237.3,39.5,blank,blank,2
C3,0.07699999957999999,8511.9,39.7,blank,blank,2
C3,0.07670000196,8786.5,39.1,blank,blank,2
C3,0.07689999789,9061.1,39.6,blank,blank,2
C3,0.07680000365,9335.7,39.2,blank,blank,2
C3,0.07689999789,9610.2,39.4,blank,blank,2
C3,0.07689999789,9884.8,39.7,blank,blank,2
C3,0.07689999789,10159.4,39.2,blank,blank,2
C3,0.07680000365,10434.0,39.8,blank,blank,2
C3,0.07720000297,823.4,39.4,blank,blank,2
C3,0.07710000128,10708.6,39.1,blank,blank,2
C3,0.07680000365,10983.2,39.8,blank,blank,2
C3,0.07680000365,11257.8,39.1,blank,blank,2
C3,0.07699999957999999,11532.4,39.6,blank,blank,2
C3,0.07710000128,11807.0,39.1,blank,blank,2
C3,0.07710000128,12081.5,39.2,blank,blank,2
C3,0.07689999789,12356.1,39.7,blank,blank,2
C3,0.07689999789,12630.7,39.1,blank,blank,2
C3,0.07680000365,12905.3,39.5,blank,blank,2
C3,0.07680000365,13179.9,39.7,blank,blank,2
C3,0.07699999957999999,1098.0,38.9,blank,blank,2
C3,0.07689999789,13454.5,39.2,blank,blank,2
C3,0.07680000365,13729.1,39.7,blank,blank,2
C3,0.07689999789,14003.7,39.1,blank,blank,2
C3,0.07680000365,14278.3,39.6,blank,blank,2
C3,0.07689999789,14552.8,39.7,blank,blank,2
C3,0.07689999789,14827.4,39.3,blank,blank,2
C3,0.07680000365,15102.0,39.6,blank,blank,2
C3,0.07660000026000001,15376.6,39.1,blank,blank,2
C3,0.07680000365,15651.2,39.6,blank,blank,2
C3,0.07670000196,15925.8,39.1,blank,blank,2
C3,0.07689999789,1372.6,39.0,blank,blank,2
C3,0.07680000365,16200.4,39.5,blank,blank,2
C3,0.07660000026000001,16475.0,39.6,blank,blank,2
C3,0.07670000196,16749.6,39.5,blank,blank,2
C3,0.07680000365,17024.2,39.1,blank,blank,2
C3,0.07670000196,17298.8,39.5,blank,blank,2
C3,0.07670000196,17573.3,39.5,blank,blank,2
C3,0.07660000026000001,17847.9,39.5,blank,blank,2
C3,0.07670000196,18122.5,39.5,blank,blank,2
C3,0.07680000365,18397.1,39.4,blank,blank,2
C3,0.07670000196,18671.7,39.6,blank,blank,2
C3,0.07710000128,1647.2,39.3,blank,blank,2
C3,0.07689999789,18946.3,39.4,blank,blank,2
C3,0.07680000365,19220.9,39.7,blank,blank,2
C3,0.07680000365,19495.5,39.3,blank,blank,2
C3,0.07680000365,19770.1,39.6,blank,blank,2
C3,0.07680000365,20044.7,39.1,blank,blank,2
C3,0.07699999957999999,20319.2,39.7,blank,blank,2
C3,0.07670000196,20593.8,39.5,blank,blank,2
C3,0.07689999789,20868.4,39.7,blank,blank,2
C3,0.07670000196,21143.0,39.1,blank,blank,2
C3,0.07680000365,21417.6,39.8,blank,blank,2
C3,0.07710000128,1921.7,39.5,blank,blank,2
C3,0.07680000365,21692.2,39.1,blank,blank,2
C3,0.07670000196,21966.8,39.8,blank,blank,2
C3,0.07660000026000001,22241.4,39.2,blank,blank,2
C3,0.07670000196,22516.0,39.7,blank,blank,2
C3,0.07680000365,22790.6,39.4,blank,blank,2
C3,0.07670000196,23065.2,39.5,blank,blank,2
C3,0.07670000196,23339.7,39.3,blank,blank,2
C3,0.07680000365,23614.3,39.6,blank,blank,2
C3,0.07680000365,23889.2,39.1,blank,blank,2
C3,0.07649999857,24163.8,39.7,blank,blank,2
C3,0.07729999721,2196.3,39.6,blank,blank,2
C3,0.07680000365,24438.3,39.0,blank,blank,2
C3,0.07670000196,24712.9,39.7,blank,blank,2
C3,0.07670000196,24987.5,39.1,blank,blank,2
C3,0.07680000365,25262.1,39.8,blank,blank,2
C3,0.07660000026000001,25536.7,39.2,blank,blank,2
C3,0.07670000196,25811.3,39.7,blank,blank,2
C3,0.07670000196,26085.9,39.1,blank,blank,2
C3,0.07670000196,26360.5,39.7,blank,blank,2
C3,0.07660000026000001,26635.1,39.1,blank,blank,2
C3,0.07670000196,26909.7,39.7,blank,blank,2
C4,0.07720000297,0.0,22.3,blank,blank,3
C4,0.07729999721,2470.9,39.6,blank,blank,3
C4,0.07819999754,27184.3,39.1,blank,blank,3
C4,0.0773999989,27458.8,39.7,blank,blank,3
C4,0.0775000006,27733.4,39.1,blank,blank,3
C4,0.07760000229,28008.0,39.7,blank,blank,3
C4,0.0775000006,28282.6,39.0,blank,blank,3
C4,0.07760000229,28557.2,39.7,blank,blank,3
C4,0.07769999653,28831.8,39.1,blank,blank,3
C4,0.07769999653,29106.5,39.7,blank,blank,3
C4,0.07760000229,29381.1,39.0,blank,blank,3
C4,0.07769999653,29655.7,39.6,blank,blank,3
C4,0.07760000229,2745.5,39.6,blank,blank,3
C4,0.07769999653,29930.3,39.1,blank,blank,3
C4,0.07850000262,30204.9,39.5,blank,blank,3
C4,0.07869999856000001,30479.5,39.5,blank,blank,3
C4,0.07890000194,30754.1,39.6,blank,blank,3
C4,0.07909999788,31028.6,39.3,blank,blank,3
C4,0.07900000364,31303.2,39.6,blank,blank,3
C4,0.07880000025,31577.8,39.4,blank,blank,3
C4,0.07869999856000001,31852.4,39.5,blank,blank,3
C4,0.07900000364,32127.0,39.5,blank,blank,3
C4,0.07909999788,32401.6,39.2,blank,blank,3
C4,0.07710000128,3020.1,39.6,blank,blank,3
C4,0.07909999788,32676.2,39.7,blank,blank,3
C4,0.07909999788,32950.8,39.1,blank,blank,3
C4,0.07930000126,33225.4,39.7,blank,blank,3
C4,0.07869999856000001,33500.0,39.1,blank,blank,3
C4,0.07900000364,33774.6,39.6,blank,blank,3
C4,0.07909999788,34049.1,39.3,blank,blank,3
C4,0.07909999788,34323.7,39.5,blank,blank,3
C4,0.07940000296000001,34598.3,39.4,blank,blank,3
C4,0.07930000126,34872.9,39.5,blank,blank,3
C4,0.07970000058,35147.5,39.4,blank,blank,3
C4,0.0773999989,3294.7,39.5,blank,blank,3
C4,0.07970000058,35422.1,39.4,blank,blank,3
C4,0.08079999685,35696.7,39.6,blank,blank,3
C4,0.08089999855,35971.6,39.3,blank,blank,3
C4,0.08100000024000001,36246.2,39.7,blank,blank,3
C4,0.08079999685,36520.7,39.1,blank,blank,3
C4,0.08100000024000001,36795.3,39.6,blank,blank,3
C4,0.08060000092,37070.1,39.2,blank,blank,3
C4,0.08089999855,37344.7,39.6,blank,blank,3
C4,0.08120000362,37619.3,39.5,blank,blank,3
C4,0.08060000092,37893.9,39.6,blank,blank,3
C4,0.07729999721,3569.3,39.4,blank,blank,3
C4,0.08070000261,38168.5,39.5,blank,blank,3
C4,0.08049999923,38443.1,39.5,blank,blank,3
C4,0.08070000261,38717.6,39.5,blank,blank,3
C4,0.08060000092,38992.2,39.4,blank,blank,3
C4,0.08060000092,39266.8,39.6,blank,blank,3
C4,0.08049999923,39541.4,39.3,blank,blank,3
C4,0.08049999923,39816.0,39.7,blank,blank,3
C4,0.08070000261,40090.6,39.4,blank,blank,3
C4,0.08030000329,40365.2,39.7,blank,blank,3
C4,0.08049999923,40639.8,39.1,blank,blank,3
C4,0.07720000297,3843.9,39.1,blank,blank,3
C4,0.08039999752999999,40914.4,39.7,blank,blank,3
C4,0.08049999923,41189.0,39.2,blank,blank,3
C4,0.08049999923,41463.5,39.7,blank,blank,3
C4,0.08060000092,41738.1,39.1,blank,blank,3
C4,0.08039999752999999,42012.7,39.5,blank,blank,3
C4,0.08030000329,42287.3,39.4,blank,blank,3
C4,0.08039999752999999,42561.9,39.4,blank,blank,3
C4,0.08049999923,42836.5,39.7,blank,blank,3
C4,0.08070000261,43111.1,39.2,blank,blank,3
C4,0.08060000092,43385.7,39.7,blank,blank,3
C4,0.07729999721,4118.5,39.0,blank,blank,3
C4,0.08049999923,43660.3,39.2,blank,blank,3
C4,0.08030000329,43934.8,39.8,blank,blank,3
C4,0.08060000092,44209.4,39.3,blank,blank,3
C4,0.08039999752999999,44484.0,39.7,blank,blank,3
C4,0.08049999923,44758.7,39.1,blank,blank,3
C4,0.08039999752999999,45033.3,39.7,blank,blank,3
C4,0.08039999752999999,45308.0,39.0,blank,blank,3
C4,0.0802000016,45582.6,39.7,blank,blank,3
C4,0.08030000329,45857.1,39.0,blank,blank,3
C4,0.0802000016,46131.7,39.7,blank,blank,3
C4,0.07769999653,4393.1,39.4,blank,blank,3
C4,0.08039999752999999,46406.3,39.1,blank,blank,3
C4,0.08049999923,46680.9,39.7,blank,blank,3
C4,0.08039999752999999,46955.5,39.1,blank,blank,3
C4,0.08049999923,47230.1,39.7,blank,blank,3
C4,0.0800999999,47504.6,39.0,blank,blank,3
C4,0.08030000329,47779.2,39.6,blank,blank,3
C4,0.08030000329,48053.8,39.2,blank,blank,3
C4,0.0802000016,48328.4,39.6,blank,blank,3
C4,0.08039999752999999,48603.0,39.1,blank,blank,3
C4,0.08030000329,48877.6,39.7,blank,blank,3
C4,0.0775000006,4667.7,39.6,blank,blank,3
C4,0.08049999923,49152.1,39.1,blank,blank,3
C4,0.08030000329,49426.7,39.7,blank,blank,3
C4,0.08049999923,49701.3,39.1,blank,blank,3
