well,od_600nm,time_s,temp_C,strain,medium,replicate
D4,0.6917999982999999,30204.9,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6930999756,30479.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6953999996,30754.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6973000169,31028.6,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6981999874,31303.2,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6998000145000001,31577.8,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7019000053,31852.4,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7024000287000001,32127.0,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7045000196,32401.6,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09040000289999998,3020.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7064999938,32676.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7081000209,32950.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7131999731,33225.4,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7333999872,33500.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.742299974,33774.6,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7448999881999999,34049.1,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7463999987000001,34323.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7463999987000001,34598.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.746900022,34872.9,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7473999858,35147.5,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09160000086000002,3294.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7468000054,35422.1,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7473000287999999,35696.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7455000281,35971.6,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7457000017000001,36246.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.744599998,36520.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7443000078,36795.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7421000004,37070.1,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7419999838,37344.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7411000133,37619.3,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7397999762999999,37893.9,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09260000287999999,3569.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7390000224,38168.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7382000089,38443.1,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7383999825,38717.6,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7383000255,38992.2,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7371000051000001,39266.8,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7358999848000001,39541.4,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7355999947,39816.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7358999848000001,40090.6,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7351999879000001,40365.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7336999773999999,40639.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09309999645,3843.9,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7336000204,40914.4,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7322999834999999,41189.0,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7308999895999999,41463.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7297999859000001,41738.1,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7286000252,42012.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7282000184,42287.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7272999883,42561.9,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7260000109999999,42836.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7264999746999999,43111.1,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7247999906999999,43385.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09420000017,4118.5,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7239000201000001,43660.3,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7221000195,43934.8,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7203000187999999,44209.4,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7195000051999999,44484.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7193999887,44758.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7184000015,45033.3,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7178999782,45308.0,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7196000218,45582.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7143999934,45857.1,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7149000168,46131.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09549999982000001,4393.1,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7110999823,46406.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7088999748,46680.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7092999816,46955.5,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7074999809,47230.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7070999742,47504.6,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7078999877,47779.2,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7024999856999999,48053.8,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6985999942,48328.4,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6974999905,48603.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6980000138,48877.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09700000286,4667.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6980000138,49152.1,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6995999813,49426.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6977000237000001,49701.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6991999745,49975.9,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6984000206000001,50250.5,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6976000070999999,50525.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.7023000120999999,50799.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6942999959,51074.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6945999861,51348.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6955999731999999,51623.4,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.09809999912999999,4942.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6937999725,51898.0,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6923000215999999,52172.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6879000068000001,52447.2,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6845999956000001,52721.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6861000061,52996.4,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6837000251,53271.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6847000122,53545.6,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.684499979,53820.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6822000145999999,54094.7,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6800000072,54369.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08680000155999999,274.2,36.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1005000025,5216.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6819999814,54643.9,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6847000122,54918.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6819999814,55193.1,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6838999987000001,55467.7,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.681400001,55742.3,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6808000206999999,56016.9,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6808000206999999,56291.5,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6834999919,56566.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.684499979,56840.6,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6804000139,57115.2,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1019999981,5491.4,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6779000163,57389.8,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.10369999710000001,5766.0,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1054999977,6040.6,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1074000001,6315.2,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1097000018,6589.8,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1116999984,6864.4,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1145000011,7139.0,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.11729999630000001,7413.6,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.11999999730000001,7688.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.0869999975,548.8,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1230000034,7962.7,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1269000024,8237.3,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1309999973,8511.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1344999969,8786.5,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.139200002,9061.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1444000006,9335.7,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1500999928,9610.2,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1553999931,9884.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1614000052,10159.4,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.16910000149999999,10434.0,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08730000257000001,823.4,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.17479999359999998,10708.6,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1767999977,10983.2,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1826000065,11257.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.1879999936,11532.4,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.19740000370000002,11807.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.20520000160000001,12081.5,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.2150000036,12356.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.2257999927,12630.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.23790000379999998,12905.3,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.25,13179.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08659999818,1098.0,38.9,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.2639999986,13454.5,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.2768000066,13729.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.29600000379999997,14003.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.31799998879999997,14278.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.3461000025,14552.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.35280001159999996,14827.4,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.3695000112,15102.0,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.38389998670000003,15376.6,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.3955999911,15651.2,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.4115000069,15925.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08739999682,1372.6,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.42730000619999997,16200.4,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.4415999949,16475.0,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.4550999999,16749.6,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.4697000086,17024.2,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.48140001299999996,17298.8,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.4902000129,17573.3,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5006999969,17847.9,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5110999942,18122.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5228000282999999,18397.1,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5328000188,18671.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.0876000002,1647.2,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5443000197,18946.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5558000207,19220.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5662999749000001,19495.5,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5764999986,19770.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5795000196,20044.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5802000165,20319.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.584800005,20593.8,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5885999799,20868.4,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5929999948,21143.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.5986999868999999,21417.6,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08860000222999999,1921.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6032000184,21692.2,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6083999872,21966.8,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6114000082,22241.4,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6171000004,22516.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6215000153,22790.6,39.4,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6262000203,23065.2,39.5,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6299999952,23339.7,39.3,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6341999769,23614.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.638199985,23889.2,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6417000293999999,24163.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.08919999748,2196.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6455000043,24438.3,39.0,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6488999724,24712.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6524000168,24987.5,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6557999849,25262.1,39.8,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6601999998,25536.7,39.2,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6699000001,25811.3,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6711000204,26085.9,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6719999909000001,26360.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6722999811,26635.1,39.1,NCM3722,10 mM glucose + 30 mM acetate,1
D4,0.6725999712999999,26909.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,1
D5,0.08640000224,0.0,22.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.08910000323999999,2470.9,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6761000156,27184.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6769000292,27458.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.676699996,27733.4,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6753000021,28008.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6768000126,28282.6,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6776000261,28557.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6802999973,28831.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6804000139,29106.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6826000214,29381.1,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6851000190000001,29655.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.0896999985,2745.5,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6859999895000001,29930.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6894000173,30204.9,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6898000240000001,30479.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6919999719,30754.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6945999861,31028.6,39.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.695200026,31303.2,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.69599998,31577.8,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6984999776,31852.4,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.6991999745,32127.0,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7005000114,32401.6,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09080000222000001,3020.1,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7026000023000001,32676.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7034000158,32950.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7055000067,33225.4,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.706700027,33500.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7077000140999999,33774.6,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7103000282999999,34049.1,39.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7117000222,34323.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7125999928,34598.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7136999965,34872.9,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7156999706999999,35147.5,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09189999849,3294.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7181000113,35422.1,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7315000295999999,35696.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7451000214,35971.6,39.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7477999926000001,36246.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7488999962999999,36520.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7501999736,36795.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7495999931999999,37070.1,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7513999939,37344.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7518000007,37619.3,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7504000068000001,37893.9,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09309999645,3569.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7505000234,38168.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7506999969,38443.1,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7520999908,38717.6,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7527999878,38992.2,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7513999939,39266.8,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7511000037000001,39541.4,39.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7519000173,39816.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7565000057,40090.6,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7555000186,40365.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7545999885,40639.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09390000254000001,3843.9,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7548000215999999,40914.4,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7548000215999999,41189.0,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7538999915000001,41463.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7508999705,41738.1,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7538999915000001,42012.7,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7527999878,42287.3,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7513999939,42561.9,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7516000271,42836.5,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7533000112,43111.1,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7513999939,43385.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09499999881000001,4118.5,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7541999817,43660.3,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7518000007,43934.8,39.8,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7465999722,44209.4,39.3,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7455999851,44484.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7502999901999999,44758.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7473000287999999,45033.3,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7481999993,45308.0,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7508999705,45582.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7455999851,45857.1,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7493000031,46131.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09640000015000001,4393.1,39.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7441999912,46406.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7401999831,46680.9,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7429999709,46955.5,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7404000163,47230.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7408999801,47504.6,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.739199996,47779.2,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7315000295999999,48053.8,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.725399971,48328.4,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7228000164,48603.0,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7246999741,48877.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09809999912999999,4667.7,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7257000208,49152.1,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7293000220999999,49426.7,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7254999876,49701.3,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7337999940000001,49975.9,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7308999895999999,50250.5,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7282000184,50525.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7348999976999999,50799.7,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7272999883,51074.2,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7261999845999999,51348.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7282000184,51623.4,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.09910000116,4942.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7260000109999999,51898.0,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7279999852,52172.6,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7161999941,52447.2,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7074000239,52721.8,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7172999978,52996.4,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7114999890000001,53271.0,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7110000253000001,53545.6,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7128000259,53820.1,39.7,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7095999718000001,54094.7,39.0,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7053999901000001,54369.3,39.6,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.08680000155999999,274.2,36.4,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.1011999995,5216.8,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7081000209,54643.9,39.1,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7195000051999999,54918.5,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7128999829000001,55193.1,39.5,NCM3722,10 mM glucose + 30 mM acetate,2
D5,0.7174999714,55467.7,39.2,NCM3722,10 mM glucose + 30 mM acetate,2
