well,od_600nm,time_s,temp_C,instrument,media,strain,replicate
G4,0.07660000026000001,53556.4,37.0,infinite,water,blank,0
G4,0.07670000196,53959.0,37.6,infinite,water,blank,0
G4,0.07639999687999999,54361.7,37.0,infinite,water,blank,0
G4,0.07660000026000001,54764.4,37.6,infinite,water,blank,0
G4,0.07670000196,55167.1,37.1,infinite,water,blank,0
G4,0.07649999857,55569.8,37.6,infinite,water,blank,0
G4,0.07689999789,5234.5,37.6,infinite,water,blank,0
G4,0.07660000026000001,55972.4,37.0,infinite,water,blank,0
G4,0.07649999857,56375.1,37.6,infinite,water,blank,0
G4,0.07649999857,56777.8,37.0,infinite,water,blank,0
G4,0.07630000262999999,57180.5,37.6,infinite,water,blank,0
G4,0.07649999857,57583.2,37.0,infinite,water,blank,0
G4,0.07649999857,57985.9,37.4,infinite,water,blank,0
G4,0.07630000262999999,58388.5,37.3,infinite,water,blank,0
G4,0.07689999789,5637.2,37.3,infinite,water,blank,0
G4,0.07649999857,6039.9,37.0,infinite,water,blank,0
G4,0.07660000026000001,6442.6,37.3,infinite,water,blank,0
G4,0.07649999857,6845.2,37.6,infinite,water,blank,0
G4,0.07660000026000001,7247.9,37.6,infinite,water,blank,0
G4,0.07639999687999999,402.3,37.2,infinite,water,blank,0
G4,0.07670000196,7650.6,36.9,infinite,water,blank,0
G4,0.07620000094,8053.3,37.5,infinite,water,blank,0
G4,0.07670000196,8456.0,37.6,infinite,water,blank,0
G4,0.07639999687999999,8858.6,36.9,infinite,water,blank,0
G4,0.07639999687999999,9261.3,37.5,infinite,water,blank,0
G4,0.07639999687999999,9664.0,37.1,infinite,water,blank,0
G4,0.07630000262999999,10066.7,37.3,infinite,water,blank,0
G4,0.07620000094,10469.3,37.3,infinite,water,blank,0
G4,0.07670000196,10872.0,37.2,infinite,water,blank,0
G4,0.07649999857,11274.7,37.4,infinite,water,blank,0
G4,0.07660000026000001,805.0,37.3,infinite,water,blank,0
G4,0.07609999925,11677.4,37.1,infinite,water,blank,0
G4,0.07639999687999999,12080.1,37.7,infinite,water,blank,0
G4,0.07649999857,12482.8,37.1,infinite,water,blank,0
G4,0.07649999857,12885.4,37.6,infinite,water,blank,0
G4,0.07660000026000001,13288.1,37.1,infinite,water,blank,0
G4,0.07630000262999999,13690.8,37.7,infinite,water,blank,0
G4,0.07670000196,14093.5,37.3,infinite,water,blank,0
G4,0.07639999687999999,14496.2,37.4,infinite,water,blank,0
G4,0.07649999857,14898.9,36.9,infinite,water,blank,0
G4,0.07649999857,15301.5,37.6,infinite,water,blank,0
G4,0.07680000365,1207.7,37.0,infinite,water,blank,0
G4,0.07660000026000001,15704.2,37.0,infinite,water,blank,0
G4,0.07649999857,16106.9,37.5,infinite,water,blank,0
G4,0.07720000297,16509.6,37.2,infinite,water,blank,0
G4,0.07680000365,16912.3,37.6,infinite,water,blank,0
G4,0.07630000262999999,17314.9,37.1,infinite,water,blank,0
G4,0.07689999789,17717.6,37.6,infinite,water,blank,0
G4,0.07670000196,18120.3,37.2,infinite,water,blank,0
G4,0.07680000365,18523.0,37.6,infinite,water,blank,0
G4,0.07630000262999999,18925.7,37.2,infinite,water,blank,0
G4,0.07670000196,19328.3,37.5,infinite,water,blank,0
G4,0.07689999789,1610.4,37.2,infinite,water,blank,0
G4,0.07620000094,19731.0,37.1,infinite,water,blank,0
G4,0.07660000026000001,20133.7,37.5,infinite,water,blank,0
G4,0.07630000262999999,20536.4,37.3,infinite,water,blank,0
G4,0.07630000262999999,20939.1,37.3,infinite,water,blank,0
G4,0.07639999687999999,21341.7,37.5,infinite,water,blank,0
G4,0.07660000026000001,21744.4,37.4,infinite,water,blank,0
G4,0.07620000094,22147.1,37.3,infinite,water,blank,0
G4,0.07630000262999999,22549.8,37.6,infinite,water,blank,0
G4,0.07660000026000001,22952.5,37.2,infinite,water,blank,0
G4,0.07639999687999999,23355.1,37.6,infinite,water,blank,0
G4,0.07680000365,2013.1,37.0,infinite,water,blank,0
G4,0.07649999857,23758.0,37.0,infinite,water,blank,0
G4,0.07649999857,24160.7,37.6,infinite,water,blank,0
G4,0.07649999857,24563.3,37.2,infinite,water,blank,0
G4,0.07649999857,24966.0,37.5,infinite,water,blank,0
G4,0.07630000262999999,25368.7,37.1,infinite,water,blank,0
G4,0.07630000262999999,25771.4,37.6,infinite,water,blank,0
G4,0.07630000262999999,26174.1,36.9,infinite,water,blank,0
G4,0.07649999857,26576.7,37.6,infinite,water,blank,0
G4,0.07630000262999999,26979.4,36.9,infinite,water,blank,0
G4,0.07639999687999999,27382.1,37.6,infinite,water,blank,0
G4,0.07639999687999999,2415.7,37.5,infinite,water,blank,0
G4,0.07649999857,27784.8,36.9,infinite,water,blank,0
G4,0.07649999857,28187.5,37.6,infinite,water,blank,0
G4,0.07649999857,28590.1,37.0,infinite,water,blank,0
G4,0.07649999857,28992.8,37.6,infinite,water,blank,0
G4,0.07620000094,29395.5,37.1,infinite,water,blank,0
G4,0.07660000026000001,29798.2,37.4,infinite,water,blank,0
G4,0.07609999925,30200.9,37.2,infinite,water,blank,0
G4,0.07639999687999999,30603.5,37.4,infinite,water,blank,0
G4,0.07670000196,31006.2,37.5,infinite,water,blank,0
G4,0.07630000262999999,31408.9,36.9,infinite,water,blank,0
G4,0.07660000026000001,2818.4,37.3,infinite,water,blank,0
G4,0.07639999687999999,31811.6,37.4,infinite,water,blank,0
G4,0.07660000026000001,32214.3,37.5,infinite,water,blank,0
G4,0.07639999687999999,32616.9,36.9,infinite,water,blank,0
G4,0.07620000094,33019.6,37.5,infinite,water,blank,0
G4,0.07660000026000001,33422.3,37.6,infinite,water,blank,0
G4,0.07649999857,33825.0,37.0,infinite,water,blank,0
G4,0.07670000196,34227.7,37.2,infinite,water,blank,0
G4,0.07660000026000001,34630.4,37.6,infinite,water,blank,0
G4,0.07660000026000001,35033.0,37.4,infinite,water,blank,0
G4,0.07639999687999999,35435.7,37.0,infinite,water,blank,0
G4,0.07639999687999999,3221.1,37.2,infinite,water,blank,0
G4,0.07630000262999999,35838.4,37.4,infinite,water,blank,0
G4,0.07660000026000001,36241.1,37.6,infinite,water,blank,0
G4,0.07649999857,36643.8,37.2,infinite,water,blank,0
G4,0.07660000026000001,37046.4,36.9,infinite,water,blank,0
G4,0.07649999857,37449.1,37.3,infinite,water,blank,0
G4,0.07649999857,37851.8,37.5,infinite,water,blank,0
G4,0.07630000262999999,38254.5,37.2,infinite,water,blank,0
G4,0.07660000026000001,38657.1,37.3,infinite,water,blank,0
G4,0.07649999857,39059.8,37.6,infinite,water,blank,0
G4,0.07639999687999999,39462.5,37.2,infinite,water,blank,0
G5,0.07689999789,0.0,36.5,infinite,water,blank,0
G5,0.07710000128,3623.8,37.2,infinite,water,blank,0
G5,0.07699999957999999,39865.2,37.4,infinite,water,blank,0
G5,0.07680000365,40267.9,37.3,infinite,water,blank,0
G5,0.07660000026000001,40670.6,36.9,infinite,water,blank,0
G5,0.07670000196,41073.2,37.5,infinite,water,blank,0
G5,0.07660000026000001,41475.9,37.5,infinite,water,blank,0
G5,0.07670000196,41878.6,37.0,infinite,water,blank,0
G5,0.07660000026000001,42281.3,37.5,infinite,water,blank,0
G5,0.07680000365,42684.0,37.4,infinite,water,blank,0
G5,0.07670000196,43086.6,37.1,infinite,water,blank,0
G5,0.07639999687999999,43489.3,37.5,infinite,water,blank,0
G5,0.07680000365,4026.5,37.2,infinite,water,blank,0
G5,0.07649999857,43892.0,37.1,infinite,water,blank,0
G5,0.07689999789,44294.7,37.3,infinite,water,blank,0
G5,0.07680000365,44697.4,37.6,infinite,water,blank,0
G5,0.07670000196,45100.0,37.1,infinite,water,blank,0
G5,0.07680000365,45502.7,37.1,infinite,water,blank,0
G5,0.07660000026000001,45905.4,37.6,infinite,water,blank,0
G5,0.07660000026000001,46308.1,37.1,infinite,water,blank,0
G5,0.07689999789,46710.8,37.4,infinite,water,blank,0
G5,0.07689999789,47113.5,37.5,infinite,water,blank,0
G5,0.07670000196,47516.1,36.9,infinite,water,blank,0
G5,0.07699999957999999,4429.1,37.4,infinite,water,blank,0
G5,0.0773999989,47918.8,37.6,infinite,water,blank,0
G5,0.07689999789,48321.5,37.0,infinite,water,blank,0
G5,0.07670000196,48724.2,37.4,infinite,water,blank,0
G5,0.07689999789,49126.8,37.0,infinite,water,blank,0
G5,0.07689999789,49529.5,37.6,infinite,water,blank,0
G5,0.07689999789,49932.2,37.0,infinite,water,blank,0
G5,0.07699999957999999,50334.9,37.5,infinite,water,blank,0
G5,0.07699999957999999,50737.6,37.0,infinite,water,blank,0
G5,0.07689999789,51140.3,37.3,infinite,water,blank,0
G5,0.07699999957999999,51542.9,37.5,infinite,water,blank,0
G5,0.07630000262999999,4831.8,37.6,infinite,water,blank,0
G5,0.07670000196,51945.6,37.0,infinite,water,blank,0
G5,0.07660000026000001,52348.3,37.6,infinite,water,blank,0
G5,0.07680000365,52751.0,37.0,infinite,water,blank,0
G5,0.07680000365,53153.7,37.6,infinite,water,blank,0
G5,0.07680000365,53556.4,37.0,infinite,water,blank,0
G5,0.07680000365,53959.0,37.6,infinite,water,blank,0
G5,0.07699999957999999,54361.7,37.0,infinite,water,blank,0
G5,0.07680000365,54764.4,37.6,infinite,water,blank,0
G5,0.07699999957999999,55167.1,37.1,infinite,water,blank,0
G5,0.07670000196,55569.8,37.6,infinite,water,blank,0
G5,0.07699999957999999,5234.5,37.6,infinite,water,blank,0
G5,0.07670000196,55972.4,37.0,infinite,water,blank,0
G5,0.07670000196,56375.1,37.6,infinite,water,blank,0
G5,0.07639999687999999,56777.8,37.0,infinite,water,blank,0
G5,0.07680000365,57180.5,37.6,infinite,water,blank,0
G5,0.07689999789,57583.2,37.0,infinite,water,blank,0
G5,0.07680000365,57985.9,37.4,infinite,water,blank,0
G5,0.07670000196,58388.5,37.3,infinite,water,blank,0
G5,0.07670000196,5637.2,37.3,infinite,water,blank,0
G5,0.07680000365,6039.9,37.0,infinite,water,blank,0
G5,0.07680000365,6442.6,37.3,infinite,water,blank,0
G5,0.07660000026000001,6845.2,37.6,infinite,water,blank,0
G5,0.07670000196,7247.9,37.6,infinite,water,blank,0
G5,0.0775000006,402.3,37.2,infinite,water,blank,0
G5,0.07660000026000001,7650.6,36.9,infinite,water,blank,0
G5,0.07649999857,8053.3,37.5,infinite,water,blank,0
G5,0.07710000128,8456.0,37.6,infinite,water,blank,0
G5,0.07670000196,8858.6,36.9,infinite,water,blank,0
G5,0.07670000196,9261.3,37.5,infinite,water,blank,0
G5,0.07649999857,9664.0,37.1,infinite,water,blank,0
G5,0.07720000297,10066.7,37.3,infinite,water,blank,0
G5,0.07649999857,10469.3,37.3,infinite,water,blank,0
G5,0.07689999789,10872.0,37.2,infinite,water,blank,0
G5,0.07670000196,11274.7,37.4,infinite,water,blank,0
G5,0.07729999721,805.0,37.3,infinite,water,blank,0
G5,0.07639999687999999,11677.4,37.1,infinite,water,blank,0
G5,0.07720000297,12080.1,37.7,infinite,water,blank,0
G5,0.07680000365,12482.8,37.1,infinite,water,blank,0
G5,0.07680000365,12885.4,37.6,infinite,water,blank,0
G5,0.07639999687999999,13288.1,37.1,infinite,water,blank,0
G5,0.07680000365,13690.8,37.7,infinite,water,blank,0
G5,0.07699999957999999,14093.5,37.3,infinite,water,blank,0
G5,0.07680000365,14496.2,37.4,infinite,water,blank,0
G5,0.07670000196,14898.9,36.9,infinite,water,blank,0
G5,0.07680000365,15301.5,37.6,infinite,water,blank,0
G5,0.0775000006,1207.7,37.0,infinite,water,blank,0
G5,0.07670000196,15704.2,37.0,infinite,water,blank,0
G5,0.07680000365,16106.9,37.5,infinite,water,blank,0
G5,0.07670000196,16509.6,37.2,infinite,water,blank,0
G5,0.07680000365,16912.3,37.6,infinite,water,blank,0
G5,0.07639999687999999,17314.9,37.1,infinite,water,blank,0
G5,0.07699999957999999,17717.6,37.6,infinite,water,blank,0
G5,0.07670000196,18120.3,37.2,infinite,water,blank,0
G5,0.07689999789,18523.0,37.6,infinite,water,blank,0
G5,0.07660000026000001,18925.7,37.2,infinite,water,blank,0
G5,0.07660000026000001,19328.3,37.5,infinite,water,blank,0
G5,0.07760000229,1610.4,37.2,infinite,water,blank,0
G5,0.07639999687999999,19731.0,37.1,infinite,water,blank,0
G5,0.07689999789,20133.7,37.5,infinite,water,blank,0
G5,0.07660000026000001,20536.4,37.3,infinite,water,blank,0
G5,0.07680000365,20939.1,37.3,infinite,water,blank,0
G5,0.07670000196,21341.7,37.5,infinite,water,blank,0
G5,0.07670000196,21744.4,37.4,infinite,water,blank,0
G5,0.07649999857,22147.1,37.3,infinite,water,blank,0
G5,0.07649999857,22549.8,37.6,infinite,water,blank,0
G5,0.07680000365,22952.5,37.2,infinite,water,blank,0
G5,0.07670000196,23355.1,37.6,infinite,water,blank,0
G5,0.07720000297,2013.1,37.0,infinite,water,blank,0
G5,0.07639999687999999,23758.0,37.0,infinite,water,blank,0
G5,0.07699999957999999,24160.7,37.6,infinite,water,blank,0
G5,0.07660000026000001,24563.3,37.2,infinite,water,blank,0
G5,0.07649999857,24966.0,37.5,infinite,water,blank,0
G5,0.07689999789,25368.7,37.1,infinite,water,blank,0
G5,0.07639999687999999,25771.4,37.6,infinite,water,blank,0
G5,0.07639999687999999,26174.1,36.9,infinite,water,blank,0
G5,0.07649999857,26576.7,37.6,infinite,water,blank,0
G5,0.07680000365,26979.4,36.9,infinite,water,blank,0
G5,0.07670000196,27382.1,37.6,infinite,water,blank,0
G5,0.07699999957999999,2415.7,37.5,infinite,water,blank,0
G5,0.07680000365,27784.8,36.9,infinite,water,blank,0
G5,0.07680000365,28187.5,37.6,infinite,water,blank,0
G5,0.07639999687999999,28590.1,37.0,infinite,water,blank,0
G5,0.07660000026000001,28992.8,37.6,infinite,water,blank,0
G5,0.07660000026000001,29395.5,37.1,infinite,water,blank,0
G5,0.07720000297,29798.2,37.4,infinite,water,blank,0
G5,0.07680000365,30200.9,37.2,infinite,water,blank,0
G5,0.07670000196,30603.5,37.4,infinite,water,blank,0
G5,0.07680000365,31006.2,37.5,infinite,water,blank,0
G5,0.07660000026000001,31408.9,36.9,infinite,water,blank,0
G5,0.07720000297,2818.4,37.3,infinite,water,blank,0
G5,0.07680000365,31811.6,37.4,infinite,water,blank,0
G5,0.07660000026000001,32214.3,37.5,infinite,water,blank,0
G5,0.07660000026000001,32616.9,36.9,infinite,water,blank,0
G5,0.07649999857,33019.6,37.5,infinite,water,blank,0
G5,0.07670000196,33422.3,37.6,infinite,water,blank,0
G5,0.07660000026000001,33825.0,37.0,infinite,water,blank,0
G5,0.07660000026000001,34227.7,37.2,infinite,water,blank,0
G5,0.07670000196,34630.4,37.6,infinite,water,blank,0
G5,0.07710000128,35033.0,37.4,infinite,water,blank,0
G5,0.07670000196,35435.7,37.0,infinite,water,blank,0
G5,0.07680000365,3221.1,37.2,infinite,water,blank,0
G5,0.07670000196,35838.4,37.4,infinite,water,blank,0
G5,0.07699999957999999,36241.1,37.6,infinite,water,blank,0
G5,0.07680000365,36643.8,37.2,infinite,water,blank,0
G5,0.07680000365,37046.4,36.9,infinite,water,blank,0
G5,0.07680000365,37449.1,37.3,infinite,water,blank,0
G5,0.07660000026000001,37851.8,37.5,infinite,water,blank,0
G5,0.07660000026000001,38254.5,37.2,infinite,water,blank,0
G5,0.07670000196,38657.1,37.3,infinite,water,blank,0
G5,0.07680000365,39059.8,37.6,infinite,water,blank,0
G5,0.07660000026000001,39462.5,37.2,infinite,water,blank,0
G6,0.07689999789,0.0,36.5,infinite,water,blank,0
G6,0.07680000365,3623.8,37.2,infinite,water,blank,0
G6,0.07699999957999999,39865.2,37.4,infinite,water,blank,0
G6,0.07660000026000001,40267.9,37.3,infinite,water,blank,0
G6,0.07689999789,40670.6,36.9,infinite,water,blank,0
G6,0.07689999789,41073.2,37.5,infinite,water,blank,0
G6,0.07689999789,41475.9,37.5,infinite,water,blank,0
G6,0.07699999957999999,41878.6,37.0,infinite,water,blank,0
G6,0.07689999789,42281.3,37.5,infinite,water,blank,0
G6,0.0775000006,42684.0,37.4,infinite,water,blank,0
G6,0.07720000297,43086.6,37.1,infinite,water,blank,0
G6,0.07729999721,43489.3,37.5,infinite,water,blank,0
G6,0.07680000365,4026.5,37.2,infinite,water,blank,0
G6,0.07680000365,43892.0,37.1,infinite,water,blank,0
G6,0.07689999789,44294.7,37.3,infinite,water,blank,0
G6,0.07710000128,44697.4,37.6,infinite,water,blank,0
G6,0.07689999789,45100.0,37.1,infinite,water,blank,0
G6,0.07699999957999999,45502.7,37.1,infinite,water,blank,0
G6,0.07699999957999999,45905.4,37.6,infinite,water,blank,0
G6,0.07720000297,46308.1,37.1,infinite,water,blank,0
G6,0.07689999789,46710.8,37.4,infinite,water,blank,0
G6,0.07710000128,47113.5,37.5,infinite,water,blank,0
G6,0.07689999789,47516.1,36.9,infinite,water,blank,0
G6,0.07710000128,4429.1,37.4,infinite,water,blank,0
G6,0.07689999789,47918.8,37.6,infinite,water,blank,0
G6,0.07699999957999999,48321.5,37.0,infinite,water,blank,0
G6,0.07710000128,48724.2,37.4,infinite,water,blank,0
G6,0.07720000297,49126.8,37.0,infinite,water,blank,0
G6,0.07689999789,49529.5,37.6,infinite,water,blank,0
G6,0.07729999721,49932.2,37.0,infinite,water,blank,0
G6,0.07699999957999999,50334.9,37.5,infinite,water,blank,0
G6,0.0775000006,50737.6,37.0,infinite,water,blank,0
G6,0.0773999989,51140.3,37.3,infinite,water,blank,0
G6,0.07670000196,51542.9,37.5,infinite,water,blank,0
G6,0.07660000026000001,4831.8,37.6,infinite,water,blank,0
G6,0.07710000128,51945.6,37.0,infinite,water,blank,0
G6,0.07689999789,52348.3,37.6,infinite,water,blank,0
G6,0.07779999822,52751.0,37.0,infinite,water,blank,0
G6,0.07689999789,53153.7,37.6,infinite,water,blank,0
G6,0.07710000128,53556.4,37.0,infinite,water,blank,0
G6,0.07699999957999999,53959.0,37.6,infinite,water,blank,0
G6,0.07699999957999999,54361.7,37.0,infinite,water,blank,0
G6,0.07710000128,54764.4,37.6,infinite,water,blank,0
G6,0.07689999789,55167.1,37.1,infinite,water,blank,0
G6,0.07689999789,55569.8,37.6,infinite,water,blank,0
G6,0.07710000128,5234.5,37.6,infinite,water,blank,0
G6,0.07699999957999999,55972.4,37.0,infinite,water,blank,0
G6,0.07710000128,56375.1,37.6,infinite,water,blank,0
G6,0.07689999789,56777.8,37.0,infinite,water,blank,0
G6,0.0773999989,57180.5,37.6,infinite,water,blank,0
G6,0.07720000297,57583.2,37.0,infinite,water,blank,0
G6,0.07680000365,57985.9,37.4,infinite,water,blank,0
G6,0.07699999957999999,58388.5,37.3,infinite,water,blank,0
G6,0.07729999721,5637.2,37.3,infinite,water,blank,0
G6,0.07699999957999999,6039.9,37.0,infinite,water,blank,0
G6,0.07699999957999999,6442.6,37.3,infinite,water,blank,0
G6,0.07720000297,6845.2,37.6,infinite,water,blank,0
G6,0.07699999957999999,7247.9,37.6,infinite,water,blank,0
G6,0.07689999789,402.3,37.2,infinite,water,blank,0
G6,0.07699999957999999,7650.6,36.9,infinite,water,blank,0
G6,0.07680000365,8053.3,37.5,infinite,water,blank,0
G6,0.07699999957999999,8456.0,37.6,infinite,water,blank,0
G6,0.07720000297,8858.6,36.9,infinite,water,blank,0
G6,0.0775000006,9261.3,37.5,infinite,water,blank,0
G6,0.07689999789,9664.0,37.1,infinite,water,blank,0
G6,0.07729999721,10066.7,37.3,infinite,water,blank,0
G6,0.07670000196,10469.3,37.3,infinite,water,blank,0
G6,0.07699999957999999,10872.0,37.2,infinite,water,blank,0
G6,0.07710000128,11274.7,37.4,infinite,water,blank,0
G6,0.0773999989,805.0,37.3,infinite,water,blank,0
G6,0.07649999857,11677.4,37.1,infinite,water,blank,0
G6,0.07720000297,12080.1,37.7,infinite,water,blank,0
G6,0.07680000365,12482.8,37.1,infinite,water,blank,0
G6,0.07670000196,12885.4,37.6,infinite,water,blank,0
G6,0.07710000128,13288.1,37.1,infinite,water,blank,0
G6,0.07670000196,13690.8,37.7,infinite,water,blank,0
G6,0.07729999721,14093.5,37.3,infinite,water,blank,0
G6,0.07710000128,14496.2,37.4,infinite,water,blank,0
G6,0.07710000128,14898.9,36.9,infinite,water,blank,0
G6,0.07699999957999999,15301.5,37.6,infinite,water,blank,0
G6,0.07699999957999999,1207.7,37.0,infinite,water,blank,0
G6,0.07680000365,15704.2,37.0,infinite,water,blank,0
G6,0.07689999789,16106.9,37.5,infinite,water,blank,0
G6,0.07729999721,16509.6,37.2,infinite,water,blank,0
G6,0.07689999789,16912.3,37.6,infinite,water,blank,0
G6,0.07680000365,17314.9,37.1,infinite,water,blank,0
G6,0.07720000297,17717.6,37.6,infinite,water,blank,0
G6,0.07689999789,18120.3,37.2,infinite,water,blank,0
G6,0.07710000128,18523.0,37.6,infinite,water,blank,0
G6,0.07680000365,18925.7,37.2,infinite,water,blank,0
G6,0.07699999957999999,19328.3,37.5,infinite,water,blank,0
G6,0.07680000365,1610.4,37.2,infinite,water,blank,0
G6,0.07680000365,19731.0,37.1,infinite,water,blank,0
G6,0.07689999789,20133.7,37.5,infinite,water,blank,0
G6,0.07680000365,20536.4,37.3,infinite,water,blank,0
G6,0.07680000365,20939.1,37.3,infinite,water,blank,0
G6,0.07710000128,21341.7,37.5,infinite,water,blank,0
G6,0.07689999789,21744.4,37.4,infinite,water,blank,0
G6,0.07670000196,22147.1,37.3,infinite,water,blank,0
G6,0.07680000365,22549.8,37.6,infinite,water,blank,0
G6,0.07689999789,22952.5,37.2,infinite,water,blank,0
G6,0.07670000196,23355.1,37.6,infinite,water,blank,0
G6,0.07729999721,2013.1,37.0,infinite,water,blank,0
G6,0.07689999789,23758.0,37.0,infinite,water,blank,0
G6,0.07710000128,24160.7,37.6,infinite,water,blank,0
G6,0.07680000365,24563.3,37.2,infinite,water,blank,0
G6,0.07670000196,24966.0,37.5,infinite,water,blank,0
G6,0.07680000365,25368.7,37.1,infinite,water,blank,0
G6,0.07689999789,25771.4,37.6,infinite,water,blank,0
G6,0.07689999789,26174.1,36.9,infinite,water,blank,0
G6,0.07660000026000001,26576.7,37.6,infinite,water,blank,0
G6,0.07670000196,26979.4,36.9,infinite,water,blank,0
G6,0.07680000365,27382.1,37.6,infinite,water,blank,0
G6,0.07680000365,2415.7,37.5,infinite,water,blank,0
G6,0.07699999957999999,27784.8,36.9,infinite,water,blank,0
G6,0.07680000365,28187.5,37.6,infinite,water,blank,0
G6,0.07689999789,28590.1,37.0,infinite,water,blank,0
G6,0.07689999789,28992.8,37.6,infinite,water,blank,0
G6,0.07699999957999999,29395.5,37.1,infinite,water,blank,0
G6,0.07689999789,29798.2,37.4,infinite,water,blank,0
G6,0.07699999957999999,30200.9,37.2,infinite,water,blank,0
G6,0.07689999789,30603.5,37.4,infinite,water,blank,0
G6,0.07729999721,31006.2,37.5,infinite,water,blank,0
G6,0.07680000365,31408.9,36.9,infinite,water,blank,0
G6,0.07670000196,2818.4,37.3,infinite,water,blank,0
G6,0.07680000365,31811.6,37.4,infinite,water,blank,0
G6,0.07710000128,32214.3,37.5,infinite,water,blank,0
G6,0.07710000128,32616.9,36.9,infinite,water,blank,0
G6,0.07680000365,33019.6,37.5,infinite,water,blank,0
G6,0.07689999789,33422.3,37.6,infinite,water,blank,0
G6,0.07710000128,33825.0,37.0,infinite,water,blank,0
G6,0.07689999789,34227.7,37.2,infinite,water,blank,0
G6,0.07699999957999999,34630.4,37.6,infinite,water,blank,0
G6,0.07710000128,35033.0,37.4,infinite,water,blank,0
G6,0.07710000128,35435.7,37.0,infinite,water,blank,0
G6,0.07699999957999999,3221.1,37.2,infinite,water,blank,0
G6,0.07699999957999999,35838.4,37.4,infinite,water,blank,0
G6,0.07720000297,36241.1,37.6,infinite,water,blank,0
G6,0.07689999789,36643.8,37.2,infinite,water,blank,0
G6,0.07680000365,37046.4,36.9,infinite,water,blank,0
G6,0.07689999789,37449.1,37.3,infinite,water,blank,0
G6,0.07699999957999999,37851.8,37.5,infinite,water,blank,0
G6,0.07710000128,38254.5,37.2,infinite,water,blank,0
G6,0.07710000128,38657.1,37.3,infinite,water,blank,0
G6,0.07699999957999999,39059.8,37.6,infinite,water,blank,0
G6,0.07699999957999999,39462.5,37.2,infinite,water,blank,0
G7,0.0773999989,0.0,36.5,infinite,water,blank,0
G7,0.07660000026000001,3623.8,37.2,infinite,water,blank,0
G7,0.07689999789,39865.2,37.4,infinite,water,blank,0
G7,0.07710000128,40267.9,37.3,infinite,water,blank,0
G7,0.07699999957999999,40670.6,36.9,infinite,water,blank,0
G7,0.07670000196,41073.2,37.5,infinite,water,blank,0
G7,0.07689999789,41475.9,37.5,infinite,water,blank,0
G7,0.07850000262,41878.6,37.0,infinite,water,blank,0
G7,0.07670000196,42281.3,37.5,infinite,water,blank,0
G7,0.07689999789,42684.0,37.4,infinite,water,blank,0
G7,0.07720000297,43086.6,37.1,infinite,water,blank,0
G7,0.07760000229,43489.3,37.5,infinite,water,blank,0
G7,0.07639999687999999,4026.5,37.2,infinite,water,blank,0
G7,0.07670000196,43892.0,37.1,infinite,water,blank,0
G7,0.07670000196,44294.7,37.3,infinite,water,blank,0
G7,0.07710000128,44697.4,37.6,infinite,water,blank,0
G7,0.07670000196,45100.0,37.1,infinite,water,blank,0
G7,0.07680000365,45502.7,37.1,infinite,water,blank,0
G7,0.0775000006,45905.4,37.6,infinite,water,blank,0
G7,0.07729999721,46308.1,37.1,infinite,water,blank,0
G7,0.0773999989,46710.8,37.4,infinite,water,blank,0
G7,0.07680000365,47113.5,37.5,infinite,water,blank,0
G7,0.07680000365,47516.1,36.9,infinite,water,blank,0
G7,0.07649999857,4429.1,37.4,infinite,water,blank,0
G7,0.07710000128,47918.8,37.6,infinite,water,blank,0
G7,0.07670000196,48321.5,37.0,infinite,water,blank,0
G7,0.07769999653,48724.2,37.4,infinite,water,blank,0
G7,0.07869999856000001,49126.8,37.0,infinite,water,blank,0
G7,0.0773999989,49529.5,37.6,infinite,water,blank,0
G7,0.07699999957999999,49932.2,37.0,infinite,water,blank,0
G7,0.07699999957999999,50334.9,37.5,infinite,water,blank,0
G7,0.07859999686000001,50737.6,37.0,infinite,water,blank,0
G7,0.07760000229,51140.3,37.3,infinite,water,blank,0
G7,0.07729999721,51542.9,37.5,infinite,water,blank,0
G7,0.07630000262999999,4831.8,37.6,infinite,water,blank,0
G7,0.0773999989,51945.6,37.0,infinite,water,blank,0
G7,0.07779999822,52348.3,37.6,infinite,water,blank,0
G7,0.0775000006,52751.0,37.0,infinite,water,blank,0
G7,0.07729999721,53153.7,37.6,infinite,water,blank,0
G7,0.07710000128,53556.4,37.0,infinite,water,blank,0
G7,0.07699999957999999,53959.0,37.6,infinite,water,blank,0
G7,0.07689999789,54361.7,37.0,infinite,water,blank,0
G7,0.07779999822,54764.4,37.6,infinite,water,blank,0
G7,0.07729999721,55167.1,37.1,infinite,water,blank,0
G7,0.07689999789,55569.8,37.6,infinite,water,blank,0
G7,0.07660000026000001,5234.5,37.6,infinite,water,blank,0
G7,0.07720000297,55972.4,37.0,infinite,water,blank,0
G7,0.07689999789,56375.1,37.6,infinite,water,blank,0
G7,0.07729999721,56777.8,37.0,infinite,water,blank,0
G7,0.07680000365,57180.5,37.6,infinite,water,blank,0
G7,0.07729999721,57583.2,37.0,infinite,water,blank,0
G7,0.07689999789,57985.9,37.4,infinite,water,blank,0
G7,0.07680000365,58388.5,37.3,infinite,water,blank,0
G7,0.07699999957999999,5637.2,37.3,infinite,water,blank,0
G7,0.07639999687999999,6039.9,37.0,infinite,water,blank,0
G7,0.07649999857,6442.6,37.3,infinite,water,blank,0
G7,0.07689999789,6845.2,37.6,infinite,water,blank,0
