well,od_600nm,time_s,temp_C,instrument,media,strain,replicate
D11,0.07819999754,57583.2,37.0,infinite,water,blank,0
D11,0.07769999653,57985.9,37.4,infinite,water,blank,0
D11,0.07760000229,58388.5,37.3,infinite,water,blank,0
D11,0.07880000025,5637.2,37.3,infinite,water,blank,0
D11,0.07850000262,6039.9,37.0,infinite,water,blank,0
D11,0.0781000033,6442.6,37.3,infinite,water,blank,0
D11,0.07819999754,6845.2,37.6,infinite,water,blank,0
D11,0.07779999822,7247.9,37.6,infinite,water,blank,0
D11,0.07850000262,402.3,37.2,infinite,water,blank,0
D11,0.07779999822,7650.6,36.9,infinite,water,blank,0
D11,0.07720000297,8053.3,37.5,infinite,water,blank,0
D11,0.07850000262,8456.0,37.6,infinite,water,blank,0
D11,0.0773999989,8858.6,36.9,infinite,water,blank,0
D11,0.07789999992,9261.3,37.5,infinite,water,blank,0
D11,0.07859999686000001,9664.0,37.1,infinite,water,blank,0
D11,0.07850000262,10066.7,37.3,infinite,water,blank,0
D11,0.07789999992,10469.3,37.3,infinite,water,blank,0
D11,0.07850000262,10872.0,37.2,infinite,water,blank,0
D11,0.07800000161000001,11274.7,37.4,infinite,water,blank,0
D11,0.07890000194,805.0,37.3,infinite,water,blank,0
D11,0.0781000033,11677.4,37.1,infinite,water,blank,0
D11,0.07729999721,12080.1,37.7,infinite,water,blank,0
D11,0.07880000025,12482.8,37.1,infinite,water,blank,0
D11,0.07800000161000001,12885.4,37.6,infinite,water,blank,0
D11,0.0781000033,13288.1,37.1,infinite,water,blank,0
D11,0.07760000229,13690.8,37.7,infinite,water,blank,0
D11,0.07800000161000001,14093.5,37.3,infinite,water,blank,0
D11,0.07859999686000001,14496.2,37.4,infinite,water,blank,0
D11,0.0781000033,14898.9,36.9,infinite,water,blank,0
D11,0.07800000161000001,15301.5,37.6,infinite,water,blank,0
D11,0.07880000025,1207.7,37.0,infinite,water,blank,0
D11,0.07769999653,15704.2,37.0,infinite,water,blank,0
D11,0.07800000161000001,16106.9,37.5,infinite,water,blank,0
D11,0.07819999754,16509.6,37.2,infinite,water,blank,0
D11,0.07850000262,16912.3,37.6,infinite,water,blank,0
D11,0.07769999653,17314.9,37.1,infinite,water,blank,0
D11,0.07850000262,17717.6,37.6,infinite,water,blank,0
D11,0.07829999924,18120.3,37.2,infinite,water,blank,0
D11,0.07850000262,18523.0,37.6,infinite,water,blank,0
D11,0.07760000229,18925.7,37.2,infinite,water,blank,0
D11,0.07930000126,19328.3,37.5,infinite,water,blank,0
D11,0.07819999754,1610.4,37.2,infinite,water,blank,0
D11,0.07850000262,19731.0,37.1,infinite,water,blank,0
D11,0.0781000033,20133.7,37.5,infinite,water,blank,0
D11,0.07779999822,20536.4,37.3,infinite,water,blank,0
D11,0.0781000033,20939.1,37.3,infinite,water,blank,0
D11,0.07880000025,21341.7,37.5,infinite,water,blank,0
D11,0.07850000262,21744.4,37.4,infinite,water,blank,0
D11,0.07800000161000001,22147.1,37.3,infinite,water,blank,0
D11,0.07800000161000001,22549.8,37.6,infinite,water,blank,0
D11,0.07769999653,22952.5,37.2,infinite,water,blank,0
D11,0.07760000229,23355.1,37.6,infinite,water,blank,0
D11,0.07900000364,2013.1,37.0,infinite,water,blank,0
D11,0.0773999989,23758.0,37.0,infinite,water,blank,0
D11,0.07850000262,24160.7,37.6,infinite,water,blank,0
D11,0.07760000229,24563.3,37.2,infinite,water,blank,0
D11,0.07769999653,24966.0,37.5,infinite,water,blank,0
D11,0.07819999754,25368.7,37.1,infinite,water,blank,0
D11,0.07800000161000001,25771.4,37.6,infinite,water,blank,0
D11,0.0781000033,26174.1,36.9,infinite,water,blank,0
D11,0.07829999924,26576.7,37.6,infinite,water,blank,0
D11,0.07760000229,26979.4,36.9,infinite,water,blank,0
D11,0.07800000161000001,27382.1,37.6,infinite,water,blank,0
D11,0.07840000092999999,2415.7,37.5,infinite,water,blank,0
D11,0.07729999721,27784.8,36.9,infinite,water,blank,0
D11,0.07760000229,28187.5,37.6,infinite,water,blank,0
D11,0.0781000033,28590.1,37.0,infinite,water,blank,0
D11,0.07789999992,28992.8,37.6,infinite,water,blank,0
D11,0.07819999754,29395.5,37.1,infinite,water,blank,0
D11,0.07789999992,29798.2,37.4,infinite,water,blank,0
D11,0.07819999754,30200.9,37.2,infinite,water,blank,0
D11,0.07819999754,30603.5,37.4,infinite,water,blank,0
D11,0.0781000033,31006.2,37.5,infinite,water,blank,0
D11,0.07779999822,31408.9,36.9,infinite,water,blank,0
D11,0.07949999719999999,2818.4,37.3,infinite,water,blank,0
D11,0.07760000229,31811.6,37.4,infinite,water,blank,0
D11,0.0781000033,32214.3,37.5,infinite,water,blank,0
D11,0.07819999754,32616.9,36.9,infinite,water,blank,0
D11,0.07729999721,33019.6,37.5,infinite,water,blank,0
D11,0.07789999992,33422.3,37.6,infinite,water,blank,0
D11,0.07850000262,33825.0,37.0,infinite,water,blank,0
D11,0.07789999992,34227.7,37.2,infinite,water,blank,0
D11,0.0775000006,34630.4,37.6,infinite,water,blank,0
D11,0.07930000126,35033.0,37.4,infinite,water,blank,0
D11,0.07859999686000001,35435.7,37.0,infinite,water,blank,0
D11,0.07840000092999999,3221.1,37.2,infinite,water,blank,0
D11,0.0781000033,35838.4,37.4,infinite,water,blank,0
D11,0.07840000092999999,36241.1,37.6,infinite,water,blank,0
D11,0.07869999856000001,36643.8,37.2,infinite,water,blank,0
D11,0.07760000229,37046.4,36.9,infinite,water,blank,0
D11,0.0781000033,37449.1,37.3,infinite,water,blank,0
D11,0.07859999686000001,37851.8,37.5,infinite,water,blank,0
D11,0.07819999754,38254.5,37.2,infinite,water,blank,0
D11,0.07900000364,38657.1,37.3,infinite,water,blank,0
D11,0.07779999822,39059.8,37.6,infinite,water,blank,0
D11,0.07779999822,39462.5,37.2,infinite,water,blank,0
D2,0.07680000365,0.0,36.5,infinite,water,blank,0
D2,0.07599999756,3623.8,37.2,infinite,water,blank,0
D2,0.07999999821,39865.2,37.4,infinite,water,blank,0
D2,0.07989999652,40267.9,37.3,infinite,water,blank,0
D2,0.07999999821,40670.6,36.9,infinite,water,blank,0
D2,0.07999999821,41073.2,37.5,infinite,water,blank,0
D2,0.07999999821,41475.9,37.5,infinite,water,blank,0
D2,0.08070000261,41878.6,37.0,infinite,water,blank,0
D2,0.08129999787,42281.3,37.5,infinite,water,blank,0
D2,0.08030000329,42684.0,37.4,infinite,water,blank,0
D2,0.08070000261,43086.6,37.1,infinite,water,blank,0
D2,0.08179999887999999,43489.3,37.5,infinite,water,blank,0
D2,0.07630000262999999,4026.5,37.2,infinite,water,blank,0
D2,0.08039999752999999,43892.0,37.1,infinite,water,blank,0
D2,0.08049999923,44294.7,37.3,infinite,water,blank,0
D2,0.08049999923,44697.4,37.6,infinite,water,blank,0
D2,0.08150000125,45100.0,37.1,infinite,water,blank,0
D2,0.08049999923,45502.7,37.1,infinite,water,blank,0
D2,0.0802000016,45905.4,37.6,infinite,water,blank,0
D2,0.08079999685,46308.1,37.1,infinite,water,blank,0
D2,0.0800999999,46710.8,37.4,infinite,water,blank,0
D2,0.07999999821,47113.5,37.5,infinite,water,blank,0
D2,0.0800999999,47516.1,36.9,infinite,water,blank,0
D2,0.07660000026000001,4429.1,37.4,infinite,water,blank,0
D2,0.08139999956,47918.8,37.6,infinite,water,blank,0
D2,0.08049999923,48321.5,37.0,infinite,water,blank,0
D2,0.0802000016,48724.2,37.4,infinite,water,blank,0
D2,0.08049999923,49126.8,37.0,infinite,water,blank,0
D2,0.08030000329,49529.5,37.6,infinite,water,blank,0
D2,0.08030000329,49932.2,37.0,infinite,water,blank,0
D2,0.0800999999,50334.9,37.5,infinite,water,blank,0
D2,0.08030000329,50737.6,37.0,infinite,water,blank,0
D2,0.08049999923,51140.3,37.3,infinite,water,blank,0
D2,0.0800999999,51542.9,37.5,infinite,water,blank,0
D2,0.07660000026000001,4831.8,37.6,infinite,water,blank,0
D2,0.0800999999,51945.6,37.0,infinite,water,blank,0
D2,0.08070000261,52348.3,37.6,infinite,water,blank,0
D2,0.07999999821,52751.0,37.0,infinite,water,blank,0
D2,0.0802000016,53153.7,37.6,infinite,water,blank,0
D2,0.0802000016,53556.4,37.0,infinite,water,blank,0
D2,0.0800999999,53959.0,37.6,infinite,water,blank,0
D2,0.08039999752999999,54361.7,37.0,infinite,water,blank,0
D2,0.0800999999,54764.4,37.6,infinite,water,blank,0
D2,0.08049999923,55167.1,37.1,infinite,water,blank,0
D2,0.0802000016,55569.8,37.6,infinite,water,blank,0
D2,0.07649999857,5234.5,37.6,infinite,water,blank,0
D2,0.08039999752999999,55972.4,37.0,infinite,water,blank,0
D2,0.0800999999,56375.1,37.6,infinite,water,blank,0
D2,0.0800999999,56777.8,37.0,infinite,water,blank,0
D2,0.0802000016,57180.5,37.6,infinite,water,blank,0
D2,0.0802000016,57583.2,37.0,infinite,water,blank,0
D2,0.0802000016,57985.9,37.4,infinite,water,blank,0
D2,0.08030000329,58388.5,37.3,infinite,water,blank,0
D2,0.07689999789,5637.2,37.3,infinite,water,blank,0
D2,0.07670000196,6039.9,37.0,infinite,water,blank,0
D2,0.07639999687999999,6442.6,37.3,infinite,water,blank,0
D2,0.08049999923,6845.2,37.6,infinite,water,blank,0
D2,0.07999999821,7247.9,37.6,infinite,water,blank,0
D2,0.07699999957999999,402.3,37.2,infinite,water,blank,0
D2,0.08039999752999999,7650.6,36.9,infinite,water,blank,0
D2,0.07999999821,8053.3,37.5,infinite,water,blank,0
D2,0.08089999855,8456.0,37.6,infinite,water,blank,0
D2,0.07999999821,8858.6,36.9,infinite,water,blank,0
D2,0.07999999821,9261.3,37.5,infinite,water,blank,0
D2,0.07989999652,9664.0,37.1,infinite,water,blank,0
D2,0.08049999923,10066.7,37.3,infinite,water,blank,0
D2,0.0800999999,10469.3,37.3,infinite,water,blank,0
D2,0.08039999752999999,10872.0,37.2,infinite,water,blank,0
D2,0.0800999999,11274.7,37.4,infinite,water,blank,0
D2,0.0775000006,805.0,37.3,infinite,water,blank,0
D2,0.07999999821,11677.4,37.1,infinite,water,blank,0
D2,0.08039999752999999,12080.1,37.7,infinite,water,blank,0
D2,0.0800999999,12482.8,37.1,infinite,water,blank,0
D2,0.0802000016,12885.4,37.6,infinite,water,blank,0
D2,0.08060000092,13288.1,37.1,infinite,water,blank,0
D2,0.08139999956,13690.8,37.7,infinite,water,blank,0
D2,0.0802000016,14093.5,37.3,infinite,water,blank,0
D2,0.0802000016,14496.2,37.4,infinite,water,blank,0
D2,0.07989999652,14898.9,36.9,infinite,water,blank,0
D2,0.07999999821,15301.5,37.6,infinite,water,blank,0
D2,0.07670000196,1207.7,37.0,infinite,water,blank,0
D2,0.07989999652,15704.2,37.0,infinite,water,blank,0
D2,0.0802000016,16106.9,37.5,infinite,water,blank,0
D2,0.08030000329,16509.6,37.2,infinite,water,blank,0
D2,0.07999999821,16912.3,37.6,infinite,water,blank,0
D2,0.0800999999,17314.9,37.1,infinite,water,blank,0
D2,0.08089999855,17717.6,37.6,infinite,water,blank,0
D2,0.08030000329,18120.3,37.2,infinite,water,blank,0
D2,0.08150000125,18523.0,37.6,infinite,water,blank,0
D2,0.07980000227999999,18925.7,37.2,infinite,water,blank,0
D2,0.07980000227999999,19328.3,37.5,infinite,water,blank,0
D2,0.07689999789,1610.4,37.2,infinite,water,blank,0
D2,0.07999999821,19731.0,37.1,infinite,water,blank,0
D2,0.08100000024000001,20133.7,37.5,infinite,water,blank,0
D2,0.0802000016,20536.4,37.3,infinite,water,blank,0
D2,0.0800999999,20939.1,37.3,infinite,water,blank,0
D2,0.0802000016,21341.7,37.5,infinite,water,blank,0
D2,0.08030000329,21744.4,37.4,infinite,water,blank,0
D2,0.07999999821,22147.1,37.3,infinite,water,blank,0
D2,0.07999999821,22549.8,37.6,infinite,water,blank,0
D2,0.07999999821,22952.5,37.2,infinite,water,blank,0
D2,0.08079999685,23355.1,37.6,infinite,water,blank,0
D2,0.07699999957999999,2013.1,37.0,infinite,water,blank,0
D2,0.08039999752999999,23758.0,37.0,infinite,water,blank,0
D2,0.07999999821,24160.7,37.6,infinite,water,blank,0
D2,0.08030000329,24563.3,37.2,infinite,water,blank,0
D2,0.0800999999,24966.0,37.5,infinite,water,blank,0
D2,0.08030000329,25368.7,37.1,infinite,water,blank,0
D2,0.0800999999,25771.4,37.6,infinite,water,blank,0
D2,0.07999999821,26174.1,36.9,infinite,water,blank,0
D2,0.08120000362,26576.7,37.6,infinite,water,blank,0
D2,0.0802000016,26979.4,36.9,infinite,water,blank,0
D2,0.08120000362,27382.1,37.6,infinite,water,blank,0
D2,0.07670000196,2415.7,37.5,infinite,water,blank,0
D2,0.0802000016,27784.8,36.9,infinite,water,blank,0
D2,0.08060000092,28187.5,37.6,infinite,water,blank,0
D2,0.08030000329,28590.1,37.0,infinite,water,blank,0
D2,0.08129999787,28992.8,37.6,infinite,water,blank,0
D2,0.0800999999,29395.5,37.1,infinite,water,blank,0
D2,0.0800999999,29798.2,37.4,infinite,water,blank,0
D2,0.07999999821,30200.9,37.2,infinite,water,blank,0
D2,0.0802000016,30603.5,37.4,infinite,water,blank,0
D2,0.08100000024000001,31006.2,37.5,infinite,water,blank,0
D2,0.0802000016,31408.9,36.9,infinite,water,blank,0
D2,0.07630000262999999,2818.4,37.3,infinite,water,blank,0
D2,0.0800999999,31811.6,37.4,infinite,water,blank,0
D2,0.0800999999,32214.3,37.5,infinite,water,blank,0
D2,0.08139999956,32616.9,36.9,infinite,water,blank,0
D2,0.0800999999,33019.6,37.5,infinite,water,blank,0
D2,0.08049999923,33422.3,37.6,infinite,water,blank,0
D2,0.0802000016,33825.0,37.0,infinite,water,blank,0
D2,0.07999999821,34227.7,37.2,infinite,water,blank,0
D2,0.0802000016,34630.4,37.6,infinite,water,blank,0
D2,0.07989999652,35033.0,37.4,infinite,water,blank,0
D2,0.0800999999,35435.7,37.0,infinite,water,blank,0
D2,0.07649999857,3221.1,37.2,infinite,water,blank,0
D2,0.08179999887999999,35838.4,37.4,infinite,water,blank,0
D2,0.0800999999,36241.1,37.6,infinite,water,blank,0
D2,0.07999999821,36643.8,37.2,infinite,water,blank,0
D2,0.08129999787,37046.4,36.9,infinite,water,blank,0
D2,0.0800999999,37449.1,37.3,infinite,water,blank,0
D2,0.0800999999,37851.8,37.5,infinite,water,blank,0
D2,0.0800999999,38254.5,37.2,infinite,water,blank,0
D2,0.07999999821,38657.1,37.3,infinite,water,blank,0
D2,0.07999999821,39059.8,37.6,infinite,water,blank,0
D2,0.0802000016,39462.5,37.2,infinite,water,blank,0
D3,0.08579999954,0.0,36.5,infinite,acetate,NCM3722,17
D3,0.08789999782999999,3623.8,37.2,infinite,acetate,NCM3722,17
D3,0.2802000046,39865.2,37.4,infinite,acetate,NCM3722,17
D3,0.28610000010000003,40267.9,37.3,infinite,acetate,NCM3722,17
D3,0.292899996,40670.6,36.9,infinite,acetate,NCM3722,17
D3,0.2973999977,41073.2,37.5,infinite,acetate,NCM3722,17
D3,0.3012000024,41475.9,37.5,infinite,acetate,NCM3722,17
D3,0.30869999530000003,41878.6,37.0,infinite,acetate,NCM3722,17
D3,0.3127999902,42281.3,37.5,infinite,acetate,NCM3722,17
D3,0.3181000054,42684.0,37.4,infinite,acetate,NCM3722,17
D3,0.3199999928,43086.6,37.1,infinite,acetate,NCM3722,17
D3,0.3253000081,43489.3,37.5,infinite,acetate,NCM3722,17
D3,0.08829999715,4026.5,37.2,infinite,acetate,NCM3722,17
D3,0.3280000091,43892.0,37.1,infinite,acetate,NCM3722,17
D3,0.3332000077,44294.7,37.3,infinite,acetate,NCM3722,17
D3,0.33529999850000003,44697.4,37.6,infinite,acetate,NCM3722,17
D3,0.33799999950000004,45100.0,37.1,infinite,acetate,NCM3722,17
D3,0.3398000002,45502.7,37.1,infinite,acetate,NCM3722,17
D3,0.34369999170000004,45905.4,37.6,infinite,acetate,NCM3722,17
D3,0.3465999961,46308.1,37.1,infinite,acetate,NCM3722,17
D3,0.3490000069,46710.8,37.4,infinite,acetate,NCM3722,17
D3,0.35330000520000004,47113.5,37.5,infinite,acetate,NCM3722,17
D3,0.3569999933,47516.1,36.9,infinite,acetate,NCM3722,17
D3,0.08879999815999999,4429.1,37.4,infinite,acetate,NCM3722,17
D3,0.35890001060000004,47918.8,37.6,infinite,acetate,NCM3722,17
D3,0.3662999868,48321.5,37.0,infinite,acetate,NCM3722,17
D3,0.36449998619999996,48724.2,37.4,infinite,acetate,NCM3722,17
D3,0.36989998820000003,49126.8,37.0,infinite,acetate,NCM3722,17
D3,0.37119999530000003,49529.5,37.6,infinite,acetate,NCM3722,17
D3,0.37450000640000003,49932.2,37.0,infinite,acetate,NCM3722,17
D3,0.38010001179999997,50334.9,37.5,infinite,acetate,NCM3722,17
D3,0.3842999935,50737.6,37.0,infinite,acetate,NCM3722,17
D3,0.3856999874,51140.3,37.3,infinite,acetate,NCM3722,17
D3,0.38499999049999994,51542.9,37.5,infinite,acetate,NCM3722,17
D3,0.08900000155,4831.8,37.6,infinite,acetate,NCM3722,17
D3,0.3876000047,51945.6,37.0,infinite,acetate,NCM3722,17
D3,0.39059999590000005,52348.3,37.6,infinite,acetate,NCM3722,17
D3,0.3925999999,52751.0,37.0,infinite,acetate,NCM3722,17
D3,0.39140000939999997,53153.7,37.6,infinite,acetate,NCM3722,17
D3,0.39219999310000003,53556.4,37.0,infinite,acetate,NCM3722,17
D3,0.3917999864,53959.0,37.6,infinite,acetate,NCM3722,17
D3,0.3941999972,54361.7,37.0,infinite,acetate,NCM3722,17
D3,0.39359998700000004,54764.4,37.6,infinite,acetate,NCM3722,17
D3,0.3923000097,55167.1,37.1,infinite,acetate,NCM3722,17
D3,0.39350000020000003,55569.8,37.6,infinite,acetate,NCM3722,17
D3,0.08950000256000001,5234.5,37.6,infinite,acetate,NCM3722,17
D3,0.39010000229999997,55972.4,37.0,infinite,acetate,NCM3722,17
D3,0.38789999490000004,56375.1,37.6,infinite,acetate,NCM3722,17
D3,0.3889000118,56777.8,37.0,infinite,acetate,NCM3722,17
D3,0.3871000111,57180.5,37.6,infinite,acetate,NCM3722,17
D3,0.38499999049999994,57583.2,37.0,infinite,acetate,NCM3722,17
D3,0.38240000609999997,57985.9,37.4,infinite,acetate,NCM3722,17
D3,0.38359999659999994,58388.5,37.3,infinite,acetate,NCM3722,17
D3,0.09009999782,5637.2,37.3,infinite,acetate,NCM3722,17
D3,0.0903000012,6039.9,37.0,infinite,acetate,NCM3722,17
D3,0.09019999950999999,6442.6,37.3,infinite,acetate,NCM3722,17
D3,0.09089999646,6845.2,37.6,infinite,acetate,NCM3722,17
D3,0.09070000052,7247.9,37.6,infinite,acetate,NCM3722,17
D3,0.08630000054999999,402.3,37.2,infinite,acetate,NCM3722,17
D3,0.09149999917000001,7650.6,36.9,infinite,acetate,NCM3722,17
D3,0.09160000086000002,8053.3,37.5,infinite,acetate,NCM3722,17
D3,0.09229999780999999,8456.0,37.6,infinite,acetate,NCM3722,17
D3,0.09229999780999999,8858.6,36.9,infinite,acetate,NCM3722,17
D3,0.09279999882000001,9261.3,37.5,infinite,acetate,NCM3722,17
D3,0.09309999645,9664.0,37.1,infinite,acetate,NCM3722,17
D3,0.09369999914999999,10066.7,37.3,infinite,acetate,NCM3722,17
D3,0.09390000254000001,10469.3,37.3,infinite,acetate,NCM3722,17
D3,0.09480000287000001,10872.0,37.2,infinite,acetate,NCM3722,17
D3,0.09579999745,11274.7,37.4,infinite,acetate,NCM3722,17
D3,0.08680000155999999,805.0,37.3,infinite,acetate,NCM3722,17
D3,0.09589999913999998,11677.4,37.1,infinite,acetate,NCM3722,17
D3,0.09690000117,12080.1,37.7,infinite,acetate,NCM3722,17
D3,0.09749999642000001,12482.8,37.1,infinite,acetate,NCM3722,17
D3,0.09830000252,12885.4,37.6,infinite,acetate,NCM3722,17
D3,0.09899999946,13288.1,37.1,infinite,acetate,NCM3722,17
D3,0.09950000048,13690.8,37.7,infinite,acetate,NCM3722,17
D3,0.1006999984,14093.5,37.3,infinite,acetate,NCM3722,17
D3,0.1013000011,14496.2,37.4,infinite,acetate,NCM3722,17
D3,0.1023000032,14898.9,36.9,infinite,acetate,NCM3722,17
D3,0.10350000109999999,15301.5,37.6,infinite,acetate,NCM3722,17
D3,0.08709999919,1207.7,37.0,infinite,acetate,NCM3722,17
D3,0.1044000015,15704.2,37.0,infinite,acetate,NCM3722,17
D3,0.10620000210000001,16106.9,37.5,infinite,acetate,NCM3722,17
D3,0.10790000109999999,16509.6,37.2,infinite,acetate,NCM3722,17
D3,0.1097000018,16912.3,37.6,infinite,acetate,NCM3722,17
D3,0.1116999984,17314.9,37.1,infinite,acetate,NCM3722,17
D3,0.114699997,17717.6,37.6,infinite,acetate,NCM3722,17
D3,0.11729999630000001,18120.3,37.2,infinite,acetate,NCM3722,17
D3,0.1206,18523.0,37.6,infinite,acetate,NCM3722,17
D3,0.1231999993,18925.7,37.2,infinite,acetate,NCM3722,17
D3,0.1270000041,19328.3,37.5,infinite,acetate,NCM3722,17
D3,0.08720000087999999,1610.4,37.2,infinite,acetate,NCM3722,17
D3,0.1298000067,19731.0,37.1,infinite,acetate,NCM3722,17
D3,0.1338,20133.7,37.5,infinite,acetate,NCM3722,17
D3,0.13670000429999998,20536.4,37.3,infinite,acetate,NCM3722,17
D3,0.1400000006,20939.1,37.3,infinite,acetate,NCM3722,17
D3,0.1428000033,21341.7,37.5,infinite,acetate,NCM3722,17
D3,0.1458999962,21744.4,37.4,infinite,acetate,NCM3722,17
D3,0.1493999958,22147.1,37.3,infinite,acetate,NCM3722,17
D3,0.1521999985,22549.8,37.6,infinite,acetate,NCM3722,17
D3,0.1557999998,22952.5,37.2,infinite,acetate,NCM3722,17
D3,0.15880000589999999,23355.1,37.6,infinite,acetate,NCM3722,17
D3,0.08739999682,2013.1,37.0,infinite,acetate,NCM3722,17
D3,0.16130000349999998,23758.0,37.0,infinite,acetate,NCM3722,17
D3,0.1643999964,24160.7,37.6,infinite,acetate,NCM3722,17
D3,0.166899994,24563.3,37.2,infinite,acetate,NCM3722,17
D3,0.17080000039999998,24966.0,37.5,infinite,acetate,NCM3722,17
D3,0.1738000065,25368.7,37.1,infinite,acetate,NCM3722,17
D3,0.1780000031,25771.4,37.6,infinite,acetate,NCM3722,17
D3,0.1819999963,26174.1,36.9,infinite,acetate,NCM3722,17
D3,0.18500000239999997,26576.7,37.6,infinite,acetate,NCM3722,17
D3,0.1882999986,26979.4,36.9,infinite,acetate,NCM3722,17
D3,0.1919,27382.1,37.6,infinite,acetate,NCM3722,17
D3,0.08730000257000001,2415.7,37.5,infinite,acetate,NCM3722,17
D3,0.1938000023,27784.8,36.9,infinite,acetate,NCM3722,17
D3,0.1967000067,28187.5,37.6,infinite,acetate,NCM3722,17
D3,0.2008000016,28590.1,37.0,infinite,acetate,NCM3722,17
D3,0.2048999965,28992.8,37.6,infinite,acetate,NCM3722,17
D3,0.2065999955,29395.5,37.1,infinite,acetate,NCM3722,17
D3,0.2101999968,29798.2,37.4,infinite,acetate,NCM3722,17
D3,0.2132000029,30200.9,37.2,infinite,acetate,NCM3722,17
D3,0.2151000053,30603.5,37.4,infinite,acetate,NCM3722,17
D3,0.2155999988,31006.2,37.5,infinite,acetate,NCM3722,17
D3,0.21670000260000002,31408.9,36.9,infinite,acetate,NCM3722,17
D3,0.08780000359,2818.4,37.3,infinite,acetate,NCM3722,17
D3,0.2196999937,31811.6,37.4,infinite,acetate,NCM3722,17
D3,0.2247000039,32214.3,37.5,infinite,acetate,NCM3722,17
D3,0.222299993,32616.9,36.9,infinite,acetate,NCM3722,17
D3,0.22450000050000002,33019.6,37.5,infinite,acetate,NCM3722,17
D3,0.2273000032,33422.3,37.6,infinite,acetate,NCM3722,17
D3,0.229399994,33825.0,37.0,infinite,acetate,NCM3722,17
D3,0.23139999809999998,34227.7,37.2,infinite,acetate,NCM3722,17
D3,0.2358999997,34630.4,37.6,infinite,acetate,NCM3722,17
D3,0.2369000018,35033.0,37.4,infinite,acetate,NCM3722,17
D3,0.2395000011,35435.7,37.0,infinite,acetate,NCM3722,17
D3,0.08780000359,3221.1,37.2,infinite,acetate,NCM3722,17
D3,0.24199999870000002,35838.4,37.4,infinite,acetate,NCM3722,17
D3,0.2451000065,36241.1,37.6,infinite,acetate,NCM3722,17
D3,0.2481999993,36643.8,37.2,infinite,acetate,NCM3722,17
D3,0.2511000037,37046.4,36.9,infinite,acetate,NCM3722,17
D3,0.2551999986,37449.1,37.3,infinite,acetate,NCM3722,17
D3,0.25889998670000003,37851.8,37.5,infinite,acetate,NCM3722,17
D3,0.2630000114,38254.5,37.2,infinite,acetate,NCM3722,17
D3,0.2653999925,38657.1,37.3,infinite,acetate,NCM3722,17
D3,0.2723999918,39059.8,37.6,infinite,acetate,NCM3722,17
D3,0.2757000029,39462.5,37.2,infinite,acetate,NCM3722,17
D4,0.08540000021,0.0,36.5,infinite,acetate,NCM3722,19
D4,0.08799999952,3623.8,37.2,infinite,acetate,NCM3722,19
D4,0.2698000073,39865.2,37.4,infinite,acetate,NCM3722,19
D4,0.2761000097,40267.9,37.3,infinite,acetate,NCM3722,19
D4,0.279700011,40670.6,36.9,infinite,acetate,NCM3722,19
D4,0.2813999951,41073.2,37.5,infinite,acetate,NCM3722,19
D4,0.2834999859,41475.9,37.5,infinite,acetate,NCM3722,19
D4,0.2894000113,41878.6,37.0,infinite,acetate,NCM3722,19
D4,0.291200012,42281.3,37.5,infinite,acetate,NCM3722,19
D4,0.2973000109,42684.0,37.4,infinite,acetate,NCM3722,19
D4,0.30099999899999996,43086.6,37.1,infinite,acetate,NCM3722,19
D4,0.3039000034,43489.3,37.5,infinite,acetate,NCM3722,19
D4,0.08820000291,4026.5,37.2,infinite,acetate,NCM3722,19
D4,0.3095999956,43892.0,37.1,infinite,acetate,NCM3722,19
D4,0.3104999959,44294.7,37.3,infinite,acetate,NCM3722,19
D4,0.3134999871,44697.4,37.6,infinite,acetate,NCM3722,19
D4,0.31700000170000003,45100.0,37.1,infinite,acetate,NCM3722,19
D4,0.3212000132,45502.7,37.1,infinite,acetate,NCM3722,19
D4,0.3262000084,45905.4,37.6,infinite,acetate,NCM3722,19
D4,0.3294999897,46308.1,37.1,infinite,acetate,NCM3722,19
D4,0.3307999969,46710.8,37.4,infinite,acetate,NCM3722,19
D4,0.3345000148,47113.5,37.5,infinite,acetate,NCM3722,19
D4,0.3357000053,47516.1,36.9,infinite,acetate,NCM3722,19
D4,0.08879999815999999,4429.1,37.4,infinite,acetate,NCM3722,19
D4,0.3384000063,47918.8,37.6,infinite,acetate,NCM3722,19
D4,0.3431000113,48321.5,37.0,infinite,acetate,NCM3722,19
D4,0.3454000056,48724.2,37.4,infinite,acetate,NCM3722,19
D4,0.3488999903,49126.8,37.0,infinite,acetate,NCM3722,19
D4,0.34959998729999997,49529.5,37.6,infinite,acetate,NCM3722,19
D4,0.353700012,49932.2,37.0,infinite,acetate,NCM3722,19
D4,0.3544999957,50334.9,37.5,infinite,acetate,NCM3722,19
D4,0.35609999299999995,50737.6,37.0,infinite,acetate,NCM3722,19
D4,0.3574000001,51140.3,37.3,infinite,acetate,NCM3722,19
D4,0.3625000119,51542.9,37.5,infinite,acetate,NCM3722,19
D4,0.08889999986,4831.8,37.6,infinite,acetate,NCM3722,19
D4,0.3632000089,51945.6,37.0,infinite,acetate,NCM3722,19
D4,0.3641000092,52348.3,37.6,infinite,acetate,NCM3722,19
D4,0.3680999875,52751.0,37.0,infinite,acetate,NCM3722,19
D4,0.37040001149999996,53153.7,37.6,infinite,acetate,NCM3722,19
D4,0.3731999993,53556.4,37.0,infinite,acetate,NCM3722,19
