time_min,intensity_mV,strain,date,replicate,sample_id,glucose_mM,acetate_mM
0.0,-136,NCM3722,2021-02-22,1,3,10.0,30.0
0.008329999999999999,-136,NCM3722,2021-02-22,1,3,10.0,30.0
0.016669999999999997,-1,NCM3722,2021-02-22,1,3,10.0,30.0
0.025,-10,NCM3722,2021-02-22,1,3,10.0,30.0
0.03333,-29,NCM3722,2021-02-22,1,3,10.0,30.0
0.04167,-52,NCM3722,2021-02-22,1,3,10.0,30.0
0.05,-73,NCM3722,2021-02-22,1,3,10.0,30.0
0.05832999999999999,-88,NCM3722,2021-02-22,1,3,10.0,30.0
0.06667000000000001,-95,NCM3722,2021-02-22,1,3,10.0,30.0
0.075,-96,NCM3722,2021-02-22,1,3,10.0,30.0
0.08333,-91,NCM3722,2021-02-22,1,3,10.0,30.0
0.09167,-82,NCM3722,2021-02-22,1,3,10.0,30.0
0.1,-69,NCM3722,2021-02-22,1,3,10.0,30.0
0.10833,-54,NCM3722,2021-02-22,1,3,10.0,30.0
0.11667000000000001,-38,NCM3722,2021-02-22,1,3,10.0,30.0
0.125,-21,NCM3722,2021-02-22,1,3,10.0,30.0
0.13333,-5,NCM3722,2021-02-22,1,3,10.0,30.0
0.14167000000000002,11,NCM3722,2021-02-22,1,3,10.0,30.0
0.15,25,NCM3722,2021-02-22,1,3,10.0,30.0
0.15833,39,NCM3722,2021-02-22,1,3,10.0,30.0
0.16667,51,NCM3722,2021-02-22,1,3,10.0,30.0
0.175,62,NCM3722,2021-02-22,1,3,10.0,30.0
0.18333,73,NCM3722,2021-02-22,1,3,10.0,30.0
0.19167,82,NCM3722,2021-02-22,1,3,10.0,30.0
0.2,91,NCM3722,2021-02-22,1,3,10.0,30.0
0.20833000000000002,99,NCM3722,2021-02-22,1,3,10.0,30.0
0.21666999999999997,106,NCM3722,2021-02-22,1,3,10.0,30.0
0.225,114,NCM3722,2021-02-22,1,3,10.0,30.0
0.23333,121,NCM3722,2021-02-22,1,3,10.0,30.0
0.24166999999999997,128,NCM3722,2021-02-22,1,3,10.0,30.0
0.25,135,NCM3722,2021-02-22,1,3,10.0,30.0
0.25833,142,NCM3722,2021-02-22,1,3,10.0,30.0
0.26666999999999996,149,NCM3722,2021-02-22,1,3,10.0,30.0
0.275,155,NCM3722,2021-02-22,1,3,10.0,30.0
0.28333,161,NCM3722,2021-02-22,1,3,10.0,30.0
0.29167,168,NCM3722,2021-02-22,1,3,10.0,30.0
0.3,174,NCM3722,2021-02-22,1,3,10.0,30.0
0.30833,180,NCM3722,2021-02-22,1,3,10.0,30.0
0.31667,186,NCM3722,2021-02-22,1,3,10.0,30.0
0.325,193,NCM3722,2021-02-22,1,3,10.0,30.0
0.33333,199,NCM3722,2021-02-22,1,3,10.0,30.0
0.34167,205,NCM3722,2021-02-22,1,3,10.0,30.0
0.35,211,NCM3722,2021-02-22,1,3,10.0,30.0
0.35833000000000004,217,NCM3722,2021-02-22,1,3,10.0,30.0
0.36667,224,NCM3722,2021-02-22,1,3,10.0,30.0
0.375,230,NCM3722,2021-02-22,1,3,10.0,30.0
0.38333,236,NCM3722,2021-02-22,1,3,10.0,30.0
0.39166999999999996,242,NCM3722,2021-02-22,1,3,10.0,30.0
0.4,248,NCM3722,2021-02-22,1,3,10.0,30.0
0.40833,254,NCM3722,2021-02-22,1,3,10.0,30.0
0.41667,260,NCM3722,2021-02-22,1,3,10.0,30.0
0.425,266,NCM3722,2021-02-22,1,3,10.0,30.0
0.43333,272,NCM3722,2021-02-22,1,3,10.0,30.0
0.44167,277,NCM3722,2021-02-22,1,3,10.0,30.0
0.45,283,NCM3722,2021-02-22,1,3,10.0,30.0
0.45833,289,NCM3722,2021-02-22,1,3,10.0,30.0
0.46667,294,NCM3722,2021-02-22,1,3,10.0,30.0
0.475,300,NCM3722,2021-02-22,1,3,10.0,30.0
0.48333000000000004,305,NCM3722,2021-02-22,1,3,10.0,30.0
0.49167,311,NCM3722,2021-02-22,1,3,10.0,30.0
0.5,316,NCM3722,2021-02-22,1,3,10.0,30.0
0.5083300000000001,322,NCM3722,2021-02-22,1,3,10.0,30.0
0.51667,327,NCM3722,2021-02-22,1,3,10.0,30.0
0.525,332,NCM3722,2021-02-22,1,3,10.0,30.0
0.53333,338,NCM3722,2021-02-22,1,3,10.0,30.0
0.54167,343,NCM3722,2021-02-22,1,3,10.0,30.0
0.55,349,NCM3722,2021-02-22,1,3,10.0,30.0
0.55833,355,NCM3722,2021-02-22,1,3,10.0,30.0
0.56667,360,NCM3722,2021-02-22,1,3,10.0,30.0
0.575,366,NCM3722,2021-02-22,1,3,10.0,30.0
0.58333,372,NCM3722,2021-02-22,1,3,10.0,30.0
0.59167,378,NCM3722,2021-02-22,1,3,10.0,30.0
0.6,383,NCM3722,2021-02-22,1,3,10.0,30.0
0.60833,389,NCM3722,2021-02-22,1,3,10.0,30.0
0.6166699999999999,394,NCM3722,2021-02-22,1,3,10.0,30.0
0.625,400,NCM3722,2021-02-22,1,3,10.0,30.0
0.6333300000000001,405,NCM3722,2021-02-22,1,3,10.0,30.0
0.64167,409,NCM3722,2021-02-22,1,3,10.0,30.0
0.65,413,NCM3722,2021-02-22,1,3,10.0,30.0
0.65833,416,NCM3722,2021-02-22,1,3,10.0,30.0
0.66667,419,NCM3722,2021-02-22,1,3,10.0,30.0
0.675,422,NCM3722,2021-02-22,1,3,10.0,30.0
0.68333,426,NCM3722,2021-02-22,1,3,10.0,30.0
0.69167,429,NCM3722,2021-02-22,1,3,10.0,30.0
0.7,432,NCM3722,2021-02-22,1,3,10.0,30.0
0.70833,436,NCM3722,2021-02-22,1,3,10.0,30.0
0.71667,440,NCM3722,2021-02-22,1,3,10.0,30.0
0.725,444,NCM3722,2021-02-22,1,3,10.0,30.0
0.73333,448,NCM3722,2021-02-22,1,3,10.0,30.0
0.7416699999999999,452,NCM3722,2021-02-22,1,3,10.0,30.0
0.75,456,NCM3722,2021-02-22,1,3,10.0,30.0
0.7583300000000001,461,NCM3722,2021-02-22,1,3,10.0,30.0
0.76667,465,NCM3722,2021-02-22,1,3,10.0,30.0
0.775,470,NCM3722,2021-02-22,1,3,10.0,30.0
0.78333,475,NCM3722,2021-02-22,1,3,10.0,30.0
0.79167,479,NCM3722,2021-02-22,1,3,10.0,30.0
0.8,484,NCM3722,2021-02-22,1,3,10.0,30.0
0.80833,489,NCM3722,2021-02-22,1,3,10.0,30.0
0.81667,493,NCM3722,2021-02-22,1,3,10.0,30.0
0.825,498,NCM3722,2021-02-22,1,3,10.0,30.0
0.8333299999999999,502,NCM3722,2021-02-22,1,3,10.0,30.0
0.84167,506,NCM3722,2021-02-22,1,3,10.0,30.0
0.85,511,NCM3722,2021-02-22,1,3,10.0,30.0
0.8583299999999999,515,NCM3722,2021-02-22,1,3,10.0,30.0
0.86667,520,NCM3722,2021-02-22,1,3,10.0,30.0
0.875,524,NCM3722,2021-02-22,1,3,10.0,30.0
0.88333,528,NCM3722,2021-02-22,1,3,10.0,30.0
0.8916700000000001,532,NCM3722,2021-02-22,1,3,10.0,30.0
0.9,536,NCM3722,2021-02-22,1,3,10.0,30.0
0.90833,540,NCM3722,2021-02-22,1,3,10.0,30.0
0.9166700000000001,544,NCM3722,2021-02-22,1,3,10.0,30.0
0.925,549,NCM3722,2021-02-22,1,3,10.0,30.0
0.9333299999999999,553,NCM3722,2021-02-22,1,3,10.0,30.0
0.9416700000000001,557,NCM3722,2021-02-22,1,3,10.0,30.0
0.95,561,NCM3722,2021-02-22,1,3,10.0,30.0
0.9583299999999999,565,NCM3722,2021-02-22,1,3,10.0,30.0
0.96667,569,NCM3722,2021-02-22,1,3,10.0,30.0
0.975,573,NCM3722,2021-02-22,1,3,10.0,30.0
0.9833299999999999,576,NCM3722,2021-02-22,1,3,10.0,30.0
0.99167,580,NCM3722,2021-02-22,1,3,10.0,30.0
1.0,583,NCM3722,2021-02-22,1,3,10.0,30.0
1.00833,587,NCM3722,2021-02-22,1,3,10.0,30.0
1.01667,590,NCM3722,2021-02-22,1,3,10.0,30.0
1.025,593,NCM3722,2021-02-22,1,3,10.0,30.0
1.0333299999999999,597,NCM3722,2021-02-22,1,3,10.0,30.0
1.04167,600,NCM3722,2021-02-22,1,3,10.0,30.0
1.05,604,NCM3722,2021-02-22,1,3,10.0,30.0
1.05833,607,NCM3722,2021-02-22,1,3,10.0,30.0
1.06667,611,NCM3722,2021-02-22,1,3,10.0,30.0
1.075,613,NCM3722,2021-02-22,1,3,10.0,30.0
1.08333,616,NCM3722,2021-02-22,1,3,10.0,30.0
1.0916700000000001,619,NCM3722,2021-02-22,1,3,10.0,30.0
1.1,623,NCM3722,2021-02-22,1,3,10.0,30.0
1.10833,626,NCM3722,2021-02-22,1,3,10.0,30.0
1.11667,629,NCM3722,2021-02-22,1,3,10.0,30.0
1.125,632,NCM3722,2021-02-22,1,3,10.0,30.0
1.13333,635,NCM3722,2021-02-22,1,3,10.0,30.0
1.14167,638,NCM3722,2021-02-22,1,3,10.0,30.0
1.15,641,NCM3722,2021-02-22,1,3,10.0,30.0
1.1583299999999999,644,NCM3722,2021-02-22,1,3,10.0,30.0
1.16667,646,NCM3722,2021-02-22,1,3,10.0,30.0
1.175,649,NCM3722,2021-02-22,1,3,10.0,30.0
1.18333,651,NCM3722,2021-02-22,1,3,10.0,30.0
1.19167,653,NCM3722,2021-02-22,1,3,10.0,30.0
1.2,656,NCM3722,2021-02-22,1,3,10.0,30.0
1.20833,658,NCM3722,2021-02-22,1,3,10.0,30.0
1.2166700000000001,660,NCM3722,2021-02-22,1,3,10.0,30.0
1.225,662,NCM3722,2021-02-22,1,3,10.0,30.0
1.23333,665,NCM3722,2021-02-22,1,3,10.0,30.0
1.24167,668,NCM3722,2021-02-22,1,3,10.0,30.0
1.25,670,NCM3722,2021-02-22,1,3,10.0,30.0
1.25833,672,NCM3722,2021-02-22,1,3,10.0,30.0
1.26667,674,NCM3722,2021-02-22,1,3,10.0,30.0
1.275,676,NCM3722,2021-02-22,1,3,10.0,30.0
1.2833299999999999,678,NCM3722,2021-02-22,1,3,10.0,30.0
1.29167,680,NCM3722,2021-02-22,1,3,10.0,30.0
1.3,682,NCM3722,2021-02-22,1,3,10.0,30.0
1.30833,684,NCM3722,2021-02-22,1,3,10.0,30.0
1.31667,686,NCM3722,2021-02-22,1,3,10.0,30.0
1.325,687,NCM3722,2021-02-22,1,3,10.0,30.0
1.33333,689,NCM3722,2021-02-22,1,3,10.0,30.0
1.3416700000000001,690,NCM3722,2021-02-22,1,3,10.0,30.0
1.35,692,NCM3722,2021-02-22,1,3,10.0,30.0
1.35833,693,NCM3722,2021-02-22,1,3,10.0,30.0
1.36667,695,NCM3722,2021-02-22,1,3,10.0,30.0
1.375,696,NCM3722,2021-02-22,1,3,10.0,30.0
1.38333,698,NCM3722,2021-02-22,1,3,10.0,30.0
1.39167,699,NCM3722,2021-02-22,1,3,10.0,30.0
1.4,700,NCM3722,2021-02-22,1,3,10.0,30.0
1.4083299999999999,701,NCM3722,2021-02-22,1,3,10.0,30.0
1.41667,703,NCM3722,2021-02-22,1,3,10.0,30.0
1.425,704,NCM3722,2021-02-22,1,3,10.0,30.0
1.43333,705,NCM3722,2021-02-22,1,3,10.0,30.0
1.44167,707,NCM3722,2021-02-22,1,3,10.0,30.0
1.45,708,NCM3722,2021-02-22,1,3,10.0,30.0
1.45833,709,NCM3722,2021-02-22,1,3,10.0,30.0
1.4666700000000001,710,NCM3722,2021-02-22,1,3,10.0,30.0
1.475,712,NCM3722,2021-02-22,1,3,10.0,30.0
1.48333,713,NCM3722,2021-02-22,1,3,10.0,30.0
1.49167,714,NCM3722,2021-02-22,1,3,10.0,30.0
1.5,716,NCM3722,2021-02-22,1,3,10.0,30.0
1.50833,717,NCM3722,2021-02-22,1,3,10.0,30.0
1.51667,718,NCM3722,2021-02-22,1,3,10.0,30.0
1.525,719,NCM3722,2021-02-22,1,3,10.0,30.0
1.5333299999999999,720,NCM3722,2021-02-22,1,3,10.0,30.0
1.54167,722,NCM3722,2021-02-22,1,3,10.0,30.0
1.55,723,NCM3722,2021-02-22,1,3,10.0,30.0
1.55833,725,NCM3722,2021-02-22,1,3,10.0,30.0
1.56667,726,NCM3722,2021-02-22,1,3,10.0,30.0
1.575,727,NCM3722,2021-02-22,1,3,10.0,30.0
1.58333,729,NCM3722,2021-02-22,1,3,10.0,30.0
1.5916700000000001,730,NCM3722,2021-02-22,1,3,10.0,30.0
1.6,731,NCM3722,2021-02-22,1,3,10.0,30.0
1.60833,733,NCM3722,2021-02-22,1,3,10.0,30.0
1.61667,734,NCM3722,2021-02-22,1,3,10.0,30.0
1.625,735,NCM3722,2021-02-22,1,3,10.0,30.0
1.63333,737,NCM3722,2021-02-22,1,3,10.0,30.0
1.64167,738,NCM3722,2021-02-22,1,3,10.0,30.0
1.65,739,NCM3722,2021-02-22,1,3,10.0,30.0
1.6583299999999999,740,NCM3722,2021-02-22,1,3,10.0,30.0
1.66667,741,NCM3722,2021-02-22,1,3,10.0,30.0
1.675,743,NCM3722,2021-02-22,1,3,10.0,30.0
1.68333,744,NCM3722,2021-02-22,1,3,10.0,30.0
1.69167,745,NCM3722,2021-02-22,1,3,10.0,30.0
1.7,747,NCM3722,2021-02-22,1,3,10.0,30.0
1.70833,748,NCM3722,2021-02-22,1,3,10.0,30.0
1.7166700000000001,749,NCM3722,2021-02-22,1,3,10.0,30.0
1.725,751,NCM3722,2021-02-22,1,3,10.0,30.0
1.73333,752,NCM3722,2021-02-22,1,3,10.0,30.0
1.74167,753,NCM3722,2021-02-22,1,3,10.0,30.0
1.75,754,NCM3722,2021-02-22,1,3,10.0,30.0
1.75833,755,NCM3722,2021-02-22,1,3,10.0,30.0
1.76667,756,NCM3722,2021-02-22,1,3,10.0,30.0
1.775,757,NCM3722,2021-02-22,1,3,10.0,30.0
1.7833299999999999,759,NCM3722,2021-02-22,1,3,10.0,30.0
1.79167,760,NCM3722,2021-02-22,1,3,10.0,30.0
1.8,761,NCM3722,2021-02-22,1,3,10.0,30.0
1.80833,763,NCM3722,2021-02-22,1,3,10.0,30.0
1.81667,764,NCM3722,2021-02-22,1,3,10.0,30.0
1.825,765,NCM3722,2021-02-22,1,3,10.0,30.0
1.83333,766,NCM3722,2021-02-22,1,3,10.0,30.0
1.8416700000000001,767,NCM3722,2021-02-22,1,3,10.0,30.0
1.85,768,NCM3722,2021-02-22,1,3,10.0,30.0
1.85833,769,NCM3722,2021-02-22,1,3,10.0,30.0
1.86667,771,NCM3722,2021-02-22,1,3,10.0,30.0
1.875,772,NCM3722,2021-02-22,1,3,10.0,30.0
1.88333,773,NCM3722,2021-02-22,1,3,10.0,30.0
1.89167,774,NCM3722,2021-02-22,1,3,10.0,30.0
1.9,775,NCM3722,2021-02-22,1,3,10.0,30.0
1.9083299999999999,776,NCM3722,2021-02-22,1,3,10.0,30.0
1.91667,777,NCM3722,2021-02-22,1,3,10.0,30.0
1.925,778,NCM3722,2021-02-22,1,3,10.0,30.0
1.93333,779,NCM3722,2021-02-22,1,3,10.0,30.0
1.94167,780,NCM3722,2021-02-22,1,3,10.0,30.0
1.95,781,NCM3722,2021-02-22,1,3,10.0,30.0
1.95833,782,NCM3722,2021-02-22,1,3,10.0,30.0
1.9666700000000001,783,NCM3722,2021-02-22,1,3,10.0,30.0
1.975,783,NCM3722,2021-02-22,1,3,10.0,30.0
1.98333,784,NCM3722,2021-02-22,1,3,10.0,30.0
1.99167,785,NCM3722,2021-02-22,1,3,10.0,30.0
2.0,786,NCM3722,2021-02-22,1,3,10.0,30.0
2.00833,786,NCM3722,2021-02-22,1,3,10.0,30.0
2.01667,787,NCM3722,2021-02-22,1,3,10.0,30.0
2.025,788,NCM3722,2021-02-22,1,3,10.0,30.0
2.03333,789,NCM3722,2021-02-22,1,3,10.0,30.0
2.04167,790,NCM3722,2021-02-22,1,3,10.0,30.0
2.05,791,NCM3722,2021-02-22,1,3,10.0,30.0
2.0583299999999998,792,NCM3722,2021-02-22,1,3,10.0,30.0
2.0666700000000002,792,NCM3722,2021-02-22,1,3,10.0,30.0
2.075,793,NCM3722,2021-02-22,1,3,10.0,30.0
2.08333,794,NCM3722,2021-02-22,1,3,10.0,30.0
2.09167,795,NCM3722,2021-02-22,1,3,10.0,30.0
2.1,795,NCM3722,2021-02-22,1,3,10.0,30.0
2.10833,796,NCM3722,2021-02-22,1,3,10.0,30.0
2.11667,796,NCM3722,2021-02-22,1,3,10.0,30.0
2.125,797,NCM3722,2021-02-22,1,3,10.0,30.0
2.13333,798,NCM3722,2021-02-22,1,3,10.0,30.0
2.14167,799,NCM3722,2021-02-22,1,3,10.0,30.0
2.15,800,NCM3722,2021-02-22,1,3,10.0,30.0
2.15833,800,NCM3722,2021-02-22,1,3,10.0,30.0
2.16667,801,NCM3722,2021-02-22,1,3,10.0,30.0
2.175,801,NCM3722,2021-02-22,1,3,10.0,30.0
2.1833299999999998,802,NCM3722,2021-02-22,1,3,10.0,30.0
2.1916700000000002,802,NCM3722,2021-02-22,1,3,10.0,30.0
2.2,803,NCM3722,2021-02-22,1,3,10.0,30.0
2.20833,804,NCM3722,2021-02-22,1,3,10.0,30.0
2.21667,804,NCM3722,2021-02-22,1,3,10.0,30.0
2.225,805,NCM3722,2021-02-22,1,3,10.0,30.0
2.23333,806,NCM3722,2021-02-22,1,3,10.0,30.0
2.24167,807,NCM3722,2021-02-22,1,3,10.0,30.0
2.25,807,NCM3722,2021-02-22,1,3,10.0,30.0
2.25833,808,NCM3722,2021-02-22,1,3,10.0,30.0
2.26667,809,NCM3722,2021-02-22,1,3,10.0,30.0
2.275,810,NCM3722,2021-02-22,1,3,10.0,30.0
2.28333,811,NCM3722,2021-02-22,1,3,10.0,30.0
2.29167,812,NCM3722,2021-02-22,1,3,10.0,30.0
2.3,813,NCM3722,2021-02-22,1,3,10.0,30.0
2.3083299999999998,813,NCM3722,2021-02-22,1,3,10.0,30.0
2.3166700000000002,814,NCM3722,2021-02-22,1,3,10.0,30.0
2.325,815,NCM3722,2021-02-22,1,3,10.0,30.0
2.33333,816,NCM3722,2021-02-22,1,3,10.0,30.0
2.34167,817,NCM3722,2021-02-22,1,3,10.0,30.0
2.35,818,NCM3722,2021-02-22,1,3,10.0,30.0
2.35833,820,NCM3722,2021-02-22,1,3,10.0,30.0
2.36667,821,NCM3722,2021-02-22,1,3,10.0,30.0
2.375,822,NCM3722,2021-02-22,1,3,10.0,30.0
2.38333,822,NCM3722,2021-02-22,1,3,10.0,30.0
2.39167,823,NCM3722,2021-02-22,1,3,10.0,30.0
2.4,824,NCM3722,2021-02-22,1,3,10.0,30.0
2.40833,825,NCM3722,2021-02-22,1,3,10.0,30.0
2.41667,826,NCM3722,2021-02-22,1,3,10.0,30.0
2.425,827,NCM3722,2021-02-22,1,3,10.0,30.0
2.4333299999999998,828,NCM3722,2021-02-22,1,3,10.0,30.0
2.4416700000000002,830,NCM3722,2021-02-22,1,3,10.0,30.0
2.45,831,NCM3722,2021-02-22,1,3,10.0,30.0
2.45833,832,NCM3722,2021-02-22,1,3,10.0,30.0
2.46667,834,NCM3722,2021-02-22,1,3,10.0,30.0
2.475,835,NCM3722,2021-02-22,1,3,10.0,30.0
2.48333,836,NCM3722,2021-02-22,1,3,10.0,30.0
2.49167,838,NCM3722,2021-02-22,1,3,10.0,30.0
2.5,839,NCM3722,2021-02-22,1,3,10.0,30.0
2.50833,840,NCM3722,2021-02-22,1,3,10.0,30.0
2.51667,842,NCM3722,2021-02-22,1,3,10.0,30.0
2.525,842,NCM3722,2021-02-22,1,3,10.0,30.0
2.53333,844,NCM3722,2021-02-22,1,3,10.0,30.0
2.54167,845,NCM3722,2021-02-22,1,3,10.0,30.0
2.55,846,NCM3722,2021-02-22,1,3,10.0,30.0
2.5583299999999998,847,NCM3722,2021-02-22,1,3,10.0,30.0
2.5666700000000002,848,NCM3722,2021-02-22,1,3,10.0,30.0
2.575,850,NCM3722,2021-02-22,1,3,10.0,30.0
2.58333,851,NCM3722,2021-02-22,1,3,10.0,30.0
2.59167,852,NCM3722,2021-02-22,1,3,10.0,30.0
2.6,854,NCM3722,2021-02-22,1,3,10.0,30.0
2.60833,855,NCM3722,2021-02-22,1,3,10.0,30.0
2.61667,856,NCM3722,2021-02-22,1,3,10.0,30.0
2.625,858,NCM3722,2021-02-22,1,3,10.0,30.0
2.63333,859,NCM3722,2021-02-22,1,3,10.0,30.0
2.64167,860,NCM3722,2021-02-22,1,3,10.0,30.0
2.65,862,NCM3722,2021-02-22,1,3,10.0,30.0
2.65833,864,NCM3722,2021-02-22,1,3,10.0,30.0
2.66667,865,NCM3722,2021-02-22,1,3,10.0,30.0
2.675,867,NCM3722,2021-02-22,1,3,10.0,30.0
2.6833299999999998,868,NCM3722,2021-02-22,1,3,10.0,30.0
2.6916700000000002,869,NCM3722,2021-02-22,1,3,10.0,30.0
2.7,871,NCM3722,2021-02-22,1,3,10.0,30.0
2.70833,872,NCM3722,2021-02-22,1,3,10.0,30.0
2.71667,873,NCM3722,2021-02-22,1,3,10.0,30.0
2.725,874,NCM3722,2021-02-22,1,3,10.0,30.0
2.73333,875,NCM3722,2021-02-22,1,3,10.0,30.0
2.74167,876,NCM3722,2021-02-22,1,3,10.0,30.0
2.75,878,NCM3722,2021-02-22,1,3,10.0,30.0
2.75833,879,NCM3722,2021-02-22,1,3,10.0,30.0
2.76667,880,NCM3722,2021-02-22,1,3,10.0,30.0
2.775,882,NCM3722,2021-02-22,1,3,10.0,30.0
2.78333,883,NCM3722,2021-02-22,1,3,10.0,30.0
2.79167,884,NCM3722,2021-02-22,1,3,10.0,30.0
2.8,886,NCM3722,2021-02-22,1,3,10.0,30.0
2.8083299999999998,887,NCM3722,2021-02-22,1,3,10.0,30.0
2.8166700000000002,888,NCM3722,2021-02-22,1,3,10.0,30.0
2.825,889,NCM3722,2021-02-22,1,3,10.0,30.0
2.83333,890,NCM3722,2021-02-22,1,3,10.0,30.0
2.84167,892,NCM3722,2021-02-22,1,3,10.0,30.0
2.85,892,NCM3722,2021-02-22,1,3,10.0,30.0
2.85833,893,NCM3722,2021-02-22,1,3,10.0,30.0
2.86667,893,NCM3722,2021-02-22,1,3,10.0,30.0
2.875,894,NCM3722,2021-02-22,1,3,10.0,30.0
2.88333,895,NCM3722,2021-02-22,1,3,10.0,30.0
2.89167,896,NCM3722,2021-02-22,1,3,10.0,30.0
2.9,897,NCM3722,2021-02-22,1,3,10.0,30.0
2.90833,897,NCM3722,2021-02-22,1,3,10.0,30.0
2.91667,898,NCM3722,2021-02-22,1,3,10.0,30.0
2.925,898,NCM3722,2021-02-22,1,3,10.0,30.0
2.9333299999999998,898,NCM3722,2021-02-22,1,3,10.0,30.0
2.9416700000000002,899,NCM3722,2021-02-22,1,3,10.0,30.0
2.95,899,NCM3722,2021-02-22,1,3,10.0,30.0
2.95833,900,NCM3722,2021-02-22,1,3,10.0,30.0
2.96667,900,NCM3722,2021-02-22,1,3,10.0,30.0
2.975,900,NCM3722,2021-02-22,1,3,10.0,30.0
2.98333,900,NCM3722,2021-02-22,1,3,10.0,30.0
2.99167,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.0,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.00833,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.01667,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.025,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.03333,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.04167,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.05,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.0583299999999998,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.0666700000000002,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.075,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.08333,899,NCM3722,2021-02-22,1,3,10.0,30.0
3.09167,899,NCM3722,2021-02-22,1,3,10.0,30.0
3.1,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.10833,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.11667,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.125,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.13333,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.14167,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.15,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.15833,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.16667,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.175,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.1833299999999998,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.1916700000000002,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.2,900,NCM3722,2021-02-22,1,3,10.0,30.0
3.20833,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.21667,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.225,901,NCM3722,2021-02-22,1,3,10.0,30.0
3.23333,902,NCM3722,2021-02-22,1,3,10.0,30.0
3.24167,902,NCM3722,2021-02-22,1,3,10.0,30.0
3.25,902,NCM3722,2021-02-22,1,3,10.0,30.0
3.25833,903,NCM3722,2021-02-22,1,3,10.0,30.0
3.26667,903,NCM3722,2021-02-22,1,3,10.0,30.0
3.275,903,NCM3722,2021-02-22,1,3,10.0,30.0
3.2833300000000003,903,NCM3722,2021-02-22,1,3,10.0,30.0
3.29167,904,NCM3722,2021-02-22,1,3,10.0,30.0
3.3,904,NCM3722,2021-02-22,1,3,10.0,30.0
3.30833,905,NCM3722,2021-02-22,1,3,10.0,30.0
3.31667,905,NCM3722,2021-02-22,1,3,10.0,30.0
3.325,906,NCM3722,2021-02-22,1,3,10.0,30.0
3.33333,907,NCM3722,2021-02-22,1,3,10.0,30.0
3.3416699999999997,908,NCM3722,2021-02-22,1,3,10.0,30.0
3.35,909,NCM3722,2021-02-22,1,3,10.0,30.0
3.3583300000000005,910,NCM3722,2021-02-22,1,3,10.0,30.0
3.3666699999999996,911,NCM3722,2021-02-22,1,3,10.0,30.0
3.375,912,NCM3722,2021-02-22,1,3,10.0,30.0
3.3833300000000004,913,NCM3722,2021-02-22,1,3,10.0,30.0
3.3916699999999995,914,NCM3722,2021-02-22,1,3,10.0,30.0
3.4,915,NCM3722,2021-02-22,1,3,10.0,30.0
3.4083300000000003,916,NCM3722,2021-02-22,1,3,10.0,30.0
3.41667,917,NCM3722,2021-02-22,1,3,10.0,30.0
3.425,918,NCM3722,2021-02-22,1,3,10.0,30.0
3.43333,919,NCM3722,2021-02-22,1,3,10.0,30.0
3.44167,920,NCM3722,2021-02-22,1,3,10.0,30.0
3.45,922,NCM3722,2021-02-22,1,3,10.0,30.0
3.45833,923,NCM3722,2021-02-22,1,3,10.0,30.0
3.4666699999999997,924,NCM3722,2021-02-22,1,3,10.0,30.0
3.475,925,NCM3722,2021-02-22,1,3,10.0,30.0
3.4833300000000005,927,NCM3722,2021-02-22,1,3,10.0,30.0
3.4916699999999996,928,NCM3722,2021-02-22,1,3,10.0,30.0
3.5,929,NCM3722,2021-02-22,1,3,10.0,30.0
3.5083300000000004,930,NCM3722,2021-02-22,1,3,10.0,30.0
3.5166699999999995,932,NCM3722,2021-02-22,1,3,10.0,30.0
3.525,933,NCM3722,2021-02-22,1,3,10.0,30.0
3.5333300000000003,935,NCM3722,2021-02-22,1,3,10.0,30.0
3.54167,936,NCM3722,2021-02-22,1,3,10.0,30.0
3.55,937,NCM3722,2021-02-22,1,3,10.0,30.0
3.55833,938,NCM3722,2021-02-22,1,3,10.0,30.0
3.56667,940,NCM3722,2021-02-22,1,3,10.0,30.0
3.575,941,NCM3722,2021-02-22,1,3,10.0,30.0
